qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end
tr|A0A0H2V7T0|A0A0H2V7T0_ECOL6	sp|P78067|YNJE_ECOLI	c2158	ynjE		1841180.0		1842488.0
tr|A0A0H2V8W3|A0A0H2V8W3_ECOL6	sp|P37597|YDHC_ECOLI	ydhC	ydhC				
tr|A0A0H2VD26|A0A0H2VD26_ECOL6	sp|P0ADX5|YHFG_ECOLI	yhfG	yhfG				
tr|A0A0H2V9T7|A0A0H2V9T7_ECOL6	sp|P18811|MALI_ECOLI	malI	malI		1699865.0		1700894.0
tr|A0A0H2V5R6|A0A0H2V5R6_ECOL6	sp|P75820|AMID_ECOLI	ybjR	amiD		905334.0		906165.0
tr|A0A0H2V9X6|A0A0H2V9X6_ECOL6	sp|P24193|HYPE_ECOLI	hypE	hypE		2851909.0		2852920.0
tr|A0A0H2V958|A0A0H2V958_ECOL6	sp|P77625|HXPA_ECOLI	yfbT	hxpA		2416884.0		2417535.0
tr|A0A0H2V696|A0A0H2V696_ECOL6	sp|P28305|PABC_ECOLI	pabC	pabC		1154876.0		1155686.0
tr|A0A0H2VDD0|A0A0H2VDD0_ECOL6	sp|P03841|MALM_ECOLI	malM	malM		4253143.0		4254064.0
tr|A0A0H2VCP1|A0A0H2VCP1_ECOL6	sp|Q46799|XDHA_ECOLI	c3444	xdhA		2998961.0		3001259.0
tr|A0A0H2V4K0|A0A0H2V4K0_ECOL6	sp|P00893|ILVI_ECOLI	ilvI	ilvI		85629.0		87354.0
tr|A0A0H2V4Z7|A0A0H2V4Z7_ECOL6	sp|P75713|ALLE_ECOLI	ylbA	allE		542484.0		543270.0
tr|A0A0H2VBF9|A0A0H2VBF9_ECOL6	sp|P45758|GSPD_ECOLI	yheF	gspD		4182086.0		4184039.0
tr|A0A0H2V972|A0A0H2V972_ECOL6	sp|P09549|DEDD_ECOLI	dedD	dedD		2436467.0		2437130.0
tr|A0A0H2V935|A0A0H2V935_ECOL6	sp|P27294|INAA_ECOLI	inaA	inaA		2353491.0		2354142.0
tr|A0A0H2V9W9|A0A0H2V9W9_ECOL6	sp|P77329|HYFG_ECOLI	hycE	hyfG	2056478.0	2607142.0	2058188.0	2608810.0
tr|A0A0H2VCQ0|A0A0H2VCQ0_ECOL6	sp|P12758|UDP_ECOLI	udp	udp		3619488.0		3620250.0
tr|A0A0H2V9R2|A0A0H2V9R2_ECOL6	sp|Q47005|NAC_ECOLI	nac	nac		2063152.0		2064070.0
tr|A0A0H2VB63|A0A0H2VB63_ECOL6	sp|P0AFI5|PBP7_ECOLI	pbpG	pbpG		2227271.0		2228204.0
tr|A0A0H2VCS2|A0A0H2VCS2_ECOL6	sp|P45468|YRAQ_ECOLI	yraQ	yraQ				
tr|A0A0H2V528|A0A0H2V528_ECOL6	sp|P18393|YBDZ_ECOLI	c0672	ybdZ		613164.0		613383.0
tr|A0A0H2V7N5|A0A0H2V7N5_ECOL6	sp|P77378|YDIR_ECOLI	ydiR	ydiR				
tr|A0A0H2VDJ7|A0A0H2VDJ7_ECOL6	sp|P37680|SGBE_ECOLI	sgbE	sgbE				
tr|A0A0H2VDI9|A0A0H2VDI9_ECOL6	sp|P16689|PHNM_ECOLI	phnM	phnM		4320759.0		4321896.0
tr|A0A0H2V8T6|A0A0H2V8T6_ECOL6	sp|P0AD12|YEEZ_ECOLI	c2543	yeeZ				
tr|A0A0H2VC38|A0A0H2VC38_ECOL6	sp|P11289|YFIL_ECOLI	yfiL	yfiL				
tr|A0A0H2VDJ1|A0A0H2VDJ1_ECOL6	sp|P39187|YTFJ_ECOLI	c5314	ytfJ				
tr|A0A0H2V415|A0A0H2V415_ECOL6	sp|P0A9E0|ARAC_ECOLI	araC	araC		70386.0		71265.0
tr|A0A0H2VE49|A0A0H2VE49_ECOL6	sp|P45753|HOFM_ECOLI	yrfD	hofM		4117664.0		4118444.0
tr|A0A0H2VA26|A0A0H2VA26_ECOL6	sp|P0AAD6|SDAC_ECOLI	sdaC	sdaC		2926884.0		2928174.0
tr|A0A0H2V947|A0A0H2V947_ECOL6	sp|P0ABM9|CCMH_ECOLI	ccmH	ccmH		2294691.0		2295744.0
tr|A0A0H2V4K8|A0A0H2V4K8_ECOL6	sp|P06136|FTSQ_ECOLI	ftsQ	ftsQ		103154.0		103985.0
tr|A0A0H2V971|A0A0H2V971_ECOL6	sp|P31801|CHAA_ECOLI	chaA	chaA		1272325.0		1273426.0
tr|A0A0H2VBE2|A0A0H2VBE2_ECOL6	sp|P76630|YGAZ_ECOLI	ygaZ	ygaZ		2808272.0		2809010.0
tr|A0A0H2V501|A0A0H2V501_ECOL6	sp|P0AAS5|YLBF_ECOLI	ylbF	ylbF				
tr|A0A0H2V8F4|A0A0H2V8F4_ECOL6	sp|P75952|COMR_ECOLI	ycfQ	comR		1169776.0		1170409.0
tr|A0A0H2VDM0|A0A0H2VDM0_ECOL6	sp|P27243|RFAL_ECOLI	waaL	rfaL				
tr|A0A0H2V815|A0A0H2V815_ECOL6	sp|P09348|MOTA_ECOLI	motA	motA		1977965.0		1978853.0
tr|A0A0H2VBS8|A0A0H2VBS8_ECOL6	sp|P77445|EUTE_ECOLI	eutE	eutE				
tr|A0A0H2V435|A0A0H2V435_ECOL6	sp|P36645|HOFB_ECOLI	hofB	hofB				
tr|A0A0H2VCK8|A0A0H2VCK8_ECOL6	sp|P0AAA7|WZXE_ECOLI	wzxE	wzxE		3659152.0		3660403.0
tr|A0A0H2VDR9|A0A0H2VDR9_ECOL6	sp|P0AA78|EXUT_ECOLI	exuT	exuT		3243879.0		3245178.0
tr|A0A0H2VAH4|A0A0H2VAH4_ECOL6	sp|Q46819|YGFS_ECOLI	ygfS	ygfS				
tr|A0A0H2V992|A0A0H2V992_ECOL6	sp|P05041|PABB_ECOLI	pabB	pabB	3243644.0	1896518.0	3245006.0	1897880.0
tr|A0A0H2V9P4|A0A0H2V9P4_ECOL6	sp|P27245|MARR_ECOLI	marR	marR		1620833.0		1621268.0
tr|A0A0H2V6E6|A0A0H2V6E6_ECOL6	sp|P29009|YDFB_ECOLI	ydfB	ydfB				
tr|A0A0H2V6R2|A0A0H2V6R2_ECOL6	sp|P78285|LYSD_ECOLI	ybcS	rrrD		576835.0		577333.0
tr|A0A0H2V4N0|A0A0H2V4N0_ECOL6	sp|P77554|YAHJ_ECOLI	yahJ	yahJ				
tr|A0A0H2VB87|A0A0H2VB87_ECOL6	sp|P20966|PTFBC_ECOLI	fruA	fruA		2263052.0		2264744.0
tr|A0A0H2VBG5|A0A0H2VBG5_ECOL6	sp|P13035|GLPD_ECOLI	glpD	glpD		4076896.0		4078402.0
tr|A0A0H2V552|A0A0H2V552_ECOL6	sp|P0DP64|YBEM_ECOLI	ybeM	ybeM				
tr|A0A0H2V482|A0A0H2V482_ECOL6	sp|P07821|FHUC_ECOLI	fhuC	fhuC		169777.0		170575.0
tr|A0A0H2VA88|A0A0H2VA88_ECOL6	sp|P33343|YEHD_ECOLI	yehD	yehD				
tr|A0A0H2VBQ1|A0A0H2VBQ1_ECOL6	sp|P41442|GSPG_ECOLI	hofG	gspG		4178955.0		4179393.0
tr|A0A0H2VFP6|A0A0H2VFP6_ECOL6	sp|P28304|QOR1_ECOLI	qor	qorA				
tr|A0A0H2V554|A0A0H2V554_ECOL6	sp|P77390|CITC_ECOLI	citC	citC		650020.0		651079.0
tr|A0A0H2VBV2|A0A0H2VBV2_ECOL6	sp|C1P614|YQFG_ECOLI	c3466	yqfG				
tr|A0A0H2VBY0|A0A0H2VBY0_ECOL6	sp|P11663|FUME_ECOLI	yggD	fumE		3073341.0		3073851.0
tr|A0A0H2VAF7|A0A0H2VAF7_ECOL6	sp|P0AB85|APBE_ECOLI	yojL	apbE		2313812.0		2314868.0
tr|A0A0H2V982|A0A0H2V982_ECOL6	sp|P76500|YFCQ_ECOLI	yfcQ	yfcQ				
tr|A0A0H2VC97|A0A0H2VC97_ECOL6	sp|P32108|YIBI_ECOLI	yibI	yibI				
tr|A0A0H2VA47|A0A0H2VA47_ECOL6	sp|P77493|YDJH_ECOLI	ydjH	ydjH				
tr|A0A0H2V912|A0A0H2V912_ECOL6	sp|P06149|DLD_ECOLI	dld	dld		2225518.0		2227234.0
tr|A0A0H2VAQ4|A0A0H2VAQ4_ECOL6	sp|P76518|ACOCT_ECOLI	yfdE	yfdE		2493468.0		2494614.0
tr|A0A0H2V874|A0A0H2V874_ECOL6	sp|P76035|YCIW_ECOLI	yciW	yciW				
tr|A0A0H2V5B5|A0A0H2V5B5_ECOL6	sp|P00914|PHR_ECOLI	phrB	phrB		739928.0		741347.0
tr|A0A0H2VFV1|A0A0H2VFV1_ECOL6	sp|P39265|ALSB_ECOLI	yjcX	alsB		4315784.0		4316720.0
tr|A0A0H2VCI8|A0A0H2VCI8_ECOL6	sp|Q46925|CSDA_ECOLI	c3381	csdA		2941992.0		2943198.0
tr|A0A0H2VCF3|A0A0H2VCF3_ECOL6	sp|P0ADM6|YIDX_ECOLI	c4617	yidX				
tr|A0A0H2V772|A0A0H2V772_ECOL6	sp|P0AB26|YCEB_ECOLI	yceB	yceB				
tr|A0A0H2VCZ2|A0A0H2VCZ2_ECOL6	sp|P56262|DLHH_ECOLI	c4771	ysgA				
tr|A0A0H2VBQ5|A0A0H2VBQ5_ECOL6	sp|P08839|PT1_ECOLI	ptsI	ptsI		2539511.0		2541239.0
tr|A0A0H2VBS9|A0A0H2VBS9_ECOL6	sp|P0AEE8|DMA_ECOLI	dam	dam		4124502.0		4125339.0
tr|A0A0H2V9I3|A0A0H2V9I3_ECOL6	sp|P76103|YDCO_ECOLI	ydcO	ydcO		1506618.0		1507833.0
tr|A0A0H2V7R2|A0A0H2V7R2_ECOL6	sp|P17411|CHBF_ECOLI	celF	chbF				
tr|A0A0H2VDV3|A0A0H2VDV3_ECOL6	sp|P64602|MLAB_ECOLI	yrbB	mlaB		3336817.0		3337111.0
tr|A0A0H2V720|A0A0H2V720_ECOL6	sp|P0AEP7|GCL_ECOLI	gcl	gcl		533139.0		534921.0
tr|A0A0H2VCJ0|A0A0H2VCJ0_ECOL6	sp|P25550|ASLB_ECOLI	aslB	aslB				
tr|A0A0H2V8Y0|A0A0H2V8Y0_ECOL6	sp|P25748|GALS_ECOLI	galS	galS		2243961.0		2245002.0
tr|A0A0H2V5X6|A0A0H2V5X6_ECOL6	sp|P75733|CHIP_ECOLI	ybfM	chiP		708755.0		710162.0
tr|A0A0H2V945|A0A0H2V945_ECOL6	sp|P39199|PRMB_ECOLI	yfcB	prmB		2452953.0		2453886.0
tr|A0A0H2V9E8|A0A0H2V9E8_ECOL6	sp|P76575|YFGJ_ECOLI	yfgJ	yfgJ				
tr|A0A0H2V7F3|A0A0H2V7F3_ECOL6	sp|P76090|YNBA_ECOLI	ynbA	ynbA				
tr|A0A0H2VBQ7|A0A0H2VBQ7_ECOL6	sp|P15029|FECD_ECOLI	chuU	fecD		4516137.0		4517094.0
tr|A0A0H2VA07|A0A0H2VA07_ECOL6	sp|P25728|YGBA_ECOLI	ygbA	ygbA				
tr|A0A0H2VAS7|A0A0H2VAS7_ECOL6	sp|P0AD40|YPEB_ECOLI	c2944	ypeB				
tr|A0A0H2V869|A0A0H2V869_ECOL6	sp|P0ACV4|LAPA_ECOLI	yciS	lapA		1341956.0		1342265.0
tr|A0A0H2V3Z0|A0A0H2V3Z0_ECOL6	sp|P75617|YAAW_ECOLI	yaaW	yaaW				
tr|A0A0H2VE55|A0A0H2VE55_ECOL6	sp|P0AG82|PSTS_ECOLI	pstS	pstS		3725155.0		3726196.0
tr|A0A0H2V7M8|A0A0H2V7M8_ECOL6	sp|P75969|INTE_ECOLI	c1519	intE				
tr|A0A0H2V933|A0A0H2V933_ECOL6	sp|P76220|YDJY_ECOLI	ydjY	ydjY		1835829.0		1836507.0
tr|A0A0H2V8P5|A0A0H2V8P5_ECOL6	sp|P31121|MARB_ECOLI	marB	marB		1621702.0		1621921.0
tr|A0A0H2V9K0|A0A0H2V9K0_ECOL6	sp|Q47319|TAPT_ECOLI	yfiP	tapT				
tr|A0A0H2VFE8|A0A0H2VFE8_ECOL6	sp|P39383|YJIL_ECOLI	yjiL	yjiL				
tr|A0A0H2VDX1|A0A0H2VDX1_ECOL6	sp|P0AEE3|DEGS_ECOLI	degS	degS		3382054.0		3383122.0
tr|A0A0H2V629|A0A0H2V629_ECOL6	sp|P02919|PBPB_ECOLI	mrcB	mrcB		164729.0		167264.0
tr|A0A0H2V6T3|A0A0H2V6T3_ECOL6	sp|P75989|BLUR_ECOLI	ycgE	bluR		1214904.0		1215636.0
tr|A0A0H2VC87|A0A0H2VC87_ECOL6	sp|P75976|YMFL_ECOLI	ymfL	ymfL		1204844.0		1205402.0
tr|A0A0H2V5C3|A0A0H2V5C3_ECOL6	sp|P09148|GAL7_ECOLI	galT	galT		790404.0		791451.0
tr|A0A0H2VBZ4|A0A0H2VBZ4_ECOL6	sp|P25741|RFAP_ECOLI	rfaP	rfaP		3834464.0		3835262.0
tr|A0A0H2VCK0|A0A0H2VCK0_ECOL6	sp|P22787|YIFB_ECOLI	yifB	yifB				
tr|A0A0H2VDF0|A0A0H2VDF0_ECOL6	sp|Q46844|YGHT_ECOLI	yghT	yghT				
tr|A0A0H2VB18|A0A0H2VB18_ECOL6	sp|P37182|HYBD_ECOLI	hybD	hybD				
tr|A0A0H2VDZ6|A0A0H2VDZ6_ECOL6	sp|P39314|YTFF_ECOLI	ytfF	ytfF				
tr|A0A0H2VAN2|A0A0H2VAN2_ECOL6	sp|P76501|YFCR_ECOLI	yfcR	yfcR				
tr|A0A0H2VBI6|A0A0H2VBI6_ECOL6	sp|P46853|YHHX_ECOLI	yhhX	yhhX				
tr|A0A0H2V9K1|A0A0H2V9K1_ECOL6	sp|P0AC05|FLIP_ECOLI	fliP	fliP		2024005.0		2024743.0
tr|A0A0H2VDV4|A0A0H2VDV4_ECOL6	sp|P0ADD9|YJJY_ECOLI	yjjY	yjjY				
tr|A0A0H2V532|A0A0H2V532_ECOL6	sp|P37325|YBCH_ECOLI	ybcH	ybcH				
tr|A0A0H2VES6|A0A0H2VES6_ECOL6	sp|P37690|ENVC_ECOLI	yibP	envC		3852317.0		3853601.0
tr|A0A0H2V7C8|A0A0H2V7C8_ECOL6	sp|P77789|YDES_ECOLI	ydeS	ydeS				
tr|A0A0H2VBZ5|A0A0H2VBZ5_ECOL6	sp|P17802|MUTY_ECOLI	mutY	mutY		3101668.0		3102721.0
tr|A0A0H2V551|A0A0H2V551_ECOL6	sp|P0ADI4|ENTB_ECOLI	entB	entB		626916.0		627774.0
tr|A0A0H2V7X6|A0A0H2V7X6_ECOL6	sp|P75867|LONH_ECOLI	c1091	ycbZ				
tr|A0A0H2V5T9|A0A0H2V5T9_ECOL6	sp|P75838|YCAO_ECOLI	ycaO	ycaO				
tr|A0A0H2VA56|A0A0H2VA56_ECOL6	sp|P08372|PPDC_ECOLI	ppdC	ppdC				
tr|A0A0H2VA84|A0A0H2VA84_ECOL6	sp|Q46811|YGFK_ECOLI	ygfK	ygfK		3014715.0		3017814.0
tr|A0A0H2VDE8|A0A0H2VDE8_ECOL6	sp|P37649|PDEK_ECOLI	yhjK	pdeK				
tr|A0A0H2V937|A0A0H2V937_ECOL6	sp|P0AFU0|YEJB_ECOLI	yejB	yejB				
tr|A0A0H2V8Z1|A0A0H2V8Z1_ECOL6	sp|P69811|PTFAH_ECOLI	fruB	fruB		2265698.0		2266829.0
tr|A0A0H2VBU9|A0A0H2VBU9_ECOL6	sp|P46837|YHGF_ECOLI	yhgF	yhgF				
tr|A0A0H2V819|A0A0H2V819_ECOL6	sp|P77256|AKRMG_ECOLI	ydjG	ydjG		1856704.0		1857685.0
tr|A0A0H2V4L6|A0A0H2V4L6_ECOL6	sp|P0AAA1|YAGU_ECOLI	yagU	yagU				
tr|A0A0H2V9E1|A0A0H2V9E1_ECOL6	sp|P76551|EUTA_ECOLI	c2976	eutA		2564136.0		2565540.0
tr|A0A0H2V7G8|A0A0H2V7G8_ECOL6	sp|P13857|RIML_ECOLI	rimL	rimL		1500651.0		1501191.0
tr|A0A0H2V8U7|A0A0H2V8U7_ECOL6	sp|P76516|YFDT_ECOLI	c1527	yfdT				
tr|A0A0H2V4A0|A0A0H2V4A0_ECOL6	sp|P28635|METQ_ECOLI	yaeC	metQ		220112.0		220928.0
tr|A0A0H2VB31|A0A0H2VB31_ECOL6	sp|P76586|YPHH_ECOLI	yphH	yphH				
tr|A0A0H2VAX8|A0A0H2VAX8_ECOL6	sp|P65290|YFGH_ECOLI	yfgH	yfgH				
tr|A0A0H2VCI1|A0A0H2VCI1_ECOL6	sp|P0AES6|GYRB_ECOLI	gyrB	gyrB		3760295.0		3762710.0
tr|A0A0H2VD00|A0A0H2VD00_ECOL6	sp|P30138|THIF_ECOLI	thiF	thiF		3443104.0		3443860.0
tr|A0A0H2V5X4|A0A0H2V5X4_ECOL6	sp|P0AAM1|CYBH_ECOLI	hyaC	hyaC		1035487.0		1036195.0
tr|A0A0H2VBS3|A0A0H2VBS3_ECOL6	sp|P0AEJ6|EUTB_ECOLI	eutB	eutB		2562763.0		2564125.0
tr|A0A0H2V7H8|A0A0H2V7H8_ECOL6	sp|P05804|BGLR_ECOLI	uidA	uidA		1695973.0		1697785.0
tr|A0A0H2VA01|A0A0H2VA01_ECOL6	sp|P24175|MANB_ECOLI	manB	manB				
tr|A0A0H2V6A8|A0A0H2V6A8_ECOL6	sp|P43533|FLGN_ECOLI	flgN	flgN		1130990.0		1131407.0
tr|A0A0H2VC59|A0A0H2VC59_ECOL6	sp|P37660|YHJV_ECOLI	yhjV	yhjV				
tr|A0A0H2VGJ5|A0A0H2VGJ5_ECOL6	sp|P39408|YJJV_ECOLI	yjjV	yjjV				
tr|A0A0H2VAD5|A0A0H2VAD5_ECOL6	sp|P76446|PDEN_ECOLI	rtn	pdeN				
tr|A0A0H2V776|A0A0H2V776_ECOL6	sp|P76076|YDBL_ECOLI	ydbL	ydbL				
tr|A0A0H2VC26|A0A0H2VC26_ECOL6	sp|P24173|RFAC_ECOLI	rfaC	rfaC		3843476.0		3844436.0
tr|A0A0H2V519|A0A0H2V519_ECOL6	sp|P0AFA5|NFRB_ECOLI	nfrB	nfrB	4652472.0		4654710.0	
tr|A0A0H2V5F4|A0A0H2V5F4_ECOL6	sp|P46130|YBHC_ECOLI	ybhC	ybhC				
tr|A0A0H2V842|A0A0H2V842_ECOL6	sp|P76257|YOAA_ECOLI	c2212	yoaA				
tr|A0A0H2V7S8|A0A0H2V7S8_ECOL6	sp|P31135|POTH_ECOLI	potH	potH		896555.0		897509.0
tr|A0A0H2V462|A0A0H2V462_ECOL6	sp|P33129|HTRE_ECOLI	htrE	htrE		152828.0		155426.0
tr|A0A0H2VAY8|A0A0H2VAY8_ECOL6	sp|P76372|WZZB_ECOLI	wzzB	wzzB		2099457.0		2100438.0
tr|A0A0H2VCV5|A0A0H2VCV5_ECOL6	sp|P77357|ABGA_ECOLI	c4924	abgA		1404968.0		1406279.0
tr|A0A0H2V7M7|A0A0H2V7M7_ECOL6	sp|P77148|YDHS_ECOLI	ydhS	ydhS				
tr|A0A0H2V5K5|A0A0H2V5K5_ECOL6	sp|P75801|DGCI_ECOLI	yliF	dgcI				
tr|A0A0H2V8H2|A0A0H2V8H2_ECOL6	sp|P76112|MNAT_ECOLI	yncA	mnaT				
tr|A0A0H2V7Q9|A0A0H2V7Q9_ECOL6	sp|P07001|PNTA_ECOLI	pntA	pntA		1678084.0		1679617.0
tr|A0A0H2V5N4|A0A0H2V5N4_ECOL6	sp|P07003|POXB_ECOLI	poxB	poxB		909752.0		911471.0
tr|A0A0H2VBA5|A0A0H2VBA5_ECOL6	sp|P76510|YFDN_ECOLI	yfdN	yfdN				
tr|A0A0H2V4S6|A0A0H2V4S6_ECOL6	sp|P0AD70|AMPH_ECOLI	yaiH	ampH				
tr|A0A0H2V8F7|A0A0H2V8F7_ECOL6	sp|P0AE76|COBU_ECOLI	cobU	cobU		2067355.0		2067901.0
tr|A0A0H2V7X1|A0A0H2V7X1_ECOL6	sp|P75863|YCBX_ECOLI	ycbX	ycbX		1006912.0		1008022.0
tr|A0A0H2VD95|A0A0H2VD95_ECOL6	sp|P0AGM0|YHHT_ECOLI	yhhT	yhhT				
tr|A0A0H2V7Y1|A0A0H2V7Y1_ECOL6	sp|P64481|YDJM_ECOLI	ydjM	ydjM				
tr|A0A0H2V6F7|A0A0H2V6F7_ECOL6	sp|P76162|YDFU_ECOLI	c1423	ydfU				
tr|A0A0H2V8G7|A0A0H2V8G7_ECOL6	sp|P76108|YDCS_ECOLI	ydcS	ydcS				
tr|A0A0H2V9P0|A0A0H2V9P0_ECOL6	sp|P76146|YNEE_ECOLI	yneE	yneE				
tr|A0A0H2VC82|A0A0H2VC82_ECOL6	sp|P25718|AMY1_ECOLI	malS	malS		3900887.0		3902918.0
tr|A0A0H2V757|A0A0H2V757_ECOL6	sp|P77333|PGRR_ECOLI	c1802	pgrR		1393704.0		1394604.0
tr|A0A0H2V7N8|A0A0H2V7N8_ECOL6	sp|P0AD61|KPYK1_ECOLI	pykF	pykF		1757411.0		1758824.0
tr|A0A0H2VA62|A0A0H2VA62_ECOL6	sp|P76243|YEAO_ECOLI	yeaO	yeaO				
tr|A0A0H2VCS1|A0A0H2VCS1_ECOL6	sp|P0AC28|5FCL_ECOLI	ygfA	ygfA				
tr|A0A0H2VAB9|A0A0H2VAB9_ECOL6	sp|P0AEG6|DSBC_ECOLI	dsbC	dsbC		3036767.0		3037478.0
tr|A0A0H2V515|A0A0H2V515_ECOL6	sp|P77328|YBBY_ECOLI	ybbY	ybbY				
tr|A0A0H2VAW3|A0A0H2VAW3_ECOL6	sp|P24178|YFFB_ECOLI	yffB	yffB				
tr|A0A0H2V7C3|A0A0H2V7C3_ECOL6	sp|P31826|YDDA_ECOLI	yddA	yddA				
tr|A0A0H2V8K9|A0A0H2V8K9_ECOL6	sp|P0AAJ3|FDNH_ECOLI	fdnH	fdnH		1552174.0		1553059.0
tr|A0A0H2VDA7|A0A0H2VDA7_ECOL6	sp|P09163|YJAB_ECOLI	yjaB	yjaB				
tr|A0A0H2V557|A0A0H2V557_ECOL6	sp|P77174|YBDM_ECOLI	c0689	ybdM				
tr|A0A0H2VCP7|A0A0H2VCP7_ECOL6	sp|P64590|YHAH_ECOLI	yhaH	yhaH				
tr|A0A0H2V920|A0A0H2V920_ECOL6	sp|Q06067|ATOS_ECOLI	atoS	atoS		2324712.0		2326539.0
tr|A0A0H2V986|A0A0H2V986_ECOL6	sp|P23842|PDEA_ECOLI	yfeA	pdeA				
tr|A0A0H2VCR5|A0A0H2VCR5_ECOL6	sp|P0AGE6|CHRR_ECOLI	yieF	chrR				
tr|A0A0H2V4X5|A0A0H2V4X5_ECOL6	sp|P23862|PRIC_ECOLI	priC	priC		489508.0		490036.0
tr|A0A0H2VEL7|A0A0H2VEL7_ECOL6	sp|P09099|XYLB_ECOLI	xylB	xylB		3911043.0		3912498.0
tr|A0A0H2VCW2|A0A0H2VCW2_ECOL6	sp|P28861|FENR_ECOLI	fpr	fpr		3522208.0		3522955.0
tr|A0A0H2V9F1|A0A0H2V9F1_ECOL6	sp|P76049|YCJY_ECOLI	c1801	ycjY				
tr|A0A0H2V657|A0A0H2V657_ECOL6	sp|P03007|DPO3E_ECOLI	dnaQ	dnaQ		236066.0		236798.0
tr|A0A0H2VC02|A0A0H2VC02_ECOL6	sp|P31433|YICH_ECOLI	yicH	yicH				
tr|A0A0H2VAX7|A0A0H2VAX7_ECOL6	sp|P76362|YEES_ECOLI	c3671	yeeS				
tr|A0A0H2V5U5|A0A0H2V5U5_ECOL6	sp|P19926|AGP_ECOLI	agp	agp		1066006.0		1067248.0
tr|A0A0H2V5W8|A0A0H2V5W8_ECOL6	sp|P19931|HYAE_ECOLI	hyaE	hyaE		1036775.0		1037174.0
tr|A0A0H2VCE0|A0A0H2VCE0_ECOL6	sp|P37326|INTS_ECOLI	intC	intS		2471990.0		2473148.0
tr|A0A0H2V7L8|A0A0H2V7L8_ECOL6	sp|P77689|SUFD_ECOLI	ynhC	sufD		1762233.0		1763505.0
tr|A0A0H2V8W0|A0A0H2V8W0_ECOL6	sp|P0ACD2|WCAF_ECOLI	wcaF	wcaF		2130476.0		2131025.0
tr|A0A0H2V928|A0A0H2V928_ECOL6	sp|P30235|PSUK_ECOLI	yeiC	psuK				
tr|A0A0H2VE30|A0A0H2VE30_ECOL6	sp|P31442|EMRD_ECOLI	emrD	emrD		3785308.0		3786493.0
tr|A0A0H2V7F4|A0A0H2V7F4_ECOL6	sp|P0AAV6|YBGS_ECOLI	ybgS	ybgS				
tr|A0A0H2VDH7|A0A0H2VDH7_ECOL6	sp|P37669|WECH_ECOLI	yiaH	wecH		3913532.0		3914528.0
tr|A0A0H2VE69|A0A0H2VE69_ECOL6	sp|P0ADH5|FIMB_ECOLI	fimB	fimB		4545636.0		4546239.0
tr|A0A0H2V719|A0A0H2V719_ECOL6	sp|P77366|PGMB_ECOLI	ycjU	ycjU				
tr|A0A0H2V9D6|A0A0H2V9D6_ECOL6	sp|P36548|AMIA_ECOLI	amiA	amiA		2557797.0		2558667.0
tr|A0A0H2V835|A0A0H2V835_ECOL6	sp|P0AB52|YCHN_ECOLI	ychN	ychN		1274822.0		1275176.0
tr|A0A0H2VD57|A0A0H2VD57_ECOL6	sp|P15977|MALQ_ECOLI	malQ	malQ		4090345.0		4092430.0
tr|A0A0H2V7T4|A0A0H2V7T4_ECOL6	sp|P75821|YBJS_ECOLI	c1001	ybjS				
tr|A0A0H2VDW6|A0A0H2VDW6_ECOL6	sp|P0AFZ3|SSPB_ECOLI	sspB	sspB		3376133.0		3376631.0
tr|A0A0H2VCR0|A0A0H2VCR0_ECOL6	sp|P27859|TATD_ECOLI	yigW	tatD		3612344.0		3613127.0
tr|A0A0H2V7I5|A0A0H2V7I5_ECOL6	sp|P0AFP9|YBHR_ECOLI	ybhR	ybhR				
tr|A0A0H2V923|A0A0H2V923_ECOL6	sp|P76461|ATOB_ECOLI	atoB	atoB		2330778.0		2331963.0
tr|A0A0H2V4P3|A0A0H2V4P3_ECOL6	sp|P77297|YAHE_ECOLI	yahE	yahE				
tr|A0A0H2VF46|A0A0H2VF46_ECOL6	sp|P39295|YJFM_ECOLI	yjfM	yjfM				
tr|A0A0H2VE20|A0A0H2VE20_ECOL6	sp|P31437|YICL_ECOLI	yicL	yicL				
tr|A0A0H2VDY9|A0A0H2VDY9_ECOL6	sp|P64622|YHDV_ECOLI	yhdV	yhdV				
tr|A0A0H2VD38|A0A0H2VD38_ECOL6	sp|P32157|YIIM_ECOLI	yiiM	yiiM		3533184.0		3533859.0
tr|A0A0H2V7J4|A0A0H2V7J4_ECOL6	sp|P76187|YDHF_ECOLI	ydhF	ydhF				
tr|A0A0H2V6G6|A0A0H2V6G6_ECOL6	sp|P76484|YFBN_ECOLI	c1466	yfbN				
tr|A0A0H2VB06|A0A0H2VB06_ECOL6	sp|P42616|YQJC_ECOLI	yqjC	yqjC				
tr|A0A0H2V7U6|A0A0H2V7U6_ECOL6	sp|P29018|CYDD_ECOLI	cydD	cydD		929617.0		931384.0
tr|A0A0H2VE59|A0A0H2VE59_ECOL6	sp|P02925|RBSB_ECOLI	rbsB	rbsB		3699512.0		3700403.0
tr|A0A0H2VAL9|A0A0H2VAL9_ECOL6	sp|P08192|FOLC_ECOLI	folC	folC		2437119.0		2438388.0
tr|A0A0H2VCM2|A0A0H2VCM2_ECOL6	sp|P77221|YAHG_ECOLI	c4765	yahG				
tr|A0A0H2VBI4|A0A0H2VBI4_ECOL6	sp|P45394|YRBG_ECOLI	yrbG	yrbG				
