Locus_tag,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b2423,BW25113_RS12640,2534163,2535038,2534600,,BW25113_2423,1,22.0167565668034
b2424,BW25113_RS12645,2535038,2535871,2535454,,BW25113_2424,1,6.36226564952772
b2425,BW25113_RS12650,2535871,2536887,2536379,,BW25113_2425,1,18.6360199719744
b2426,BW25113_RS12655,2537191,2537982,2537586,,BW25113_2426,1,11.9345020686231
b2427,BW25113_RS12660,2538111,2538968,2538539,,BW25113_2427,1,2.25885980257194
b2428,BW25113_RS12665,2539132,2540028,2539580,,BW25113_2428,0,5.01356939957757
b2429,BW25113_RS12670,2540032,2541456,2540744,,BW25113_2429,0,1.1326670006068
b2430,BW25113_RS12675,2541461,2542765,2542113,,BW25113_2430,0,1.69636382604519
b2431,BW25113_RS12680,2543005,2543904,2543454,,BW25113_2431,1,147.742819569753
b2432,BW25113_RS12685,2544000,2544575,2544287,,BW25113_2432,1,144.023579562586
b2433,BW25113_RS12690,2544636,2545085,2544860,,BW25113_2433,1,30.5802189392445
b2434,BW25113_RS12695,2545072,2545497,2545284,,BW25113_2434,1,28.2343879763229
b2435,BW25113_RS12700,2545711,2546580,2546145,,BW25113_2435,0,21.0453549082652
b2436,BW25113_RS12705,2546584,2547483,2547033,,BW25113_2436,0,12.3720851870928
b2437,BW25113_RS12710,2547489,2548541,2548015,,BW25113_2437,1,31.9247699582581
b2438,BW25113_RS12715,2548587,2549087,2548837,,BW25113_2438,1,2.73534160440496
b2439,BW25113_RS12720,2549100,2549759,2549429,,BW25113_2439,1,6.92603397796478
b2440,BW25113_RS12725,2549769,2550656,2550212,,BW25113_2440,1,17.9504076063885
b2441,BW25113_RS12730,2550677,2552038,2551357,,BW25113_2441,1,41.2036236199279
b2442,BW25113_RS12735,2552217,2553425,2552821,,BW25113_2442,0,49.9117024599495
b2443,BW25113_RS12740,2553616,2554257,2553936,,BW25113_2443,0,38.0595480360709
b2444,BW25113_RS12745,2554727,2554972,2554849,,BW25113_2444,0,2.10193767124223
b2445,BW25113_RS12750,2554984,2555352,2555168,,BW25113_2445,0,2.70912025403848
b2446,BW25113_RS12755,2555470,2555886,2555678,,BW25113_2446,0,11.5606571918323
b2447,BW25113_RS12760,2555883,2556476,2556179,,BW25113_2447,0,42.6867850901338
b2448,BW25113_RS12765,2556951,2557328,2557139,,BW25113_2448,0,17.3409857877484
b2449,BW25113_RS12770,2557339,2557731,2557535,,BW25113_2449,0,35.2483050758003
b2450,BW25113_RS12775,2557882,2558691,2558286,,BW25113_2450,0,23.6827719732592
b2451,BW25113_RS12780,2558840,2560243,2559541,eutA,BW25113_2451,1,0.449339907421274
b2452,BW25113_RS12785,2560240,2561466,2560853,,BW25113_2452,1,3.13803562021333
b2453,BW25113_RS12790,2561683,2562870,2562276,,BW25113_2453,1,0.0359731717840542
b2454,BW25113_RS12795,2562860,2563696,2563278,,BW25113_2454,1,0
b2455,BW25113_RS12800,2563707,2565110,2564408,,BW25113_2455,1,0.0473682732137578
b2456,BW25113_RS12805,2565122,2565409,2565265,,BW25113_2456,1,0
b2457,BW25113_RS12810,2565516,2565809,2565662,,BW25113_2457,1,0.525484417810559
b2458,BW25113_RS12815,2565848,2566864,2566356,,BW25113_2458,1,0.525484417810559
b2459,BW25113_RS12820,2566861,2567664,2567262,,BW25113_2459,1,0
b2460,BW25113_RS12825,2567661,2568362,2568011,,BW25113_2460,1,1.58844431069303
b2461,BW25113_RS12830,2568337,2568816,2568576,,BW25113_2461,1,2.66827117154564
b2462,BW25113_RS12835,2568829,2569164,2568996,,BW25113_2462,1,0
b2463,BW25113_RS12840,2569457,2571736,2570596,,BW25113_2463,1,48.5244322974917
b2464,BW25113_RS12845,2572025,2572975,2572500,,BW25113_2464,0,295.225673757898
b2465,BW25113_RS12850,2572995,2574998,2573996,,BW25113_2465,0,257.536812061963
b2466,BW25113_RS12855,2575093,2576136,2575614,,BW25113_2466,1,7.39189385406541
b2467,BW25113_RS12860,2576262,2576837,2576549,,BW25113_2467,1,25.9454547302672
b2468,BW25113_RS12865,2576905,2578884,2577894,,BW25113_2468,1,4.45993174835065
b2469,BW25113_RS12870,2579090,2580790,2579940,,BW25113_2469,0,7.95421261072649
b2470,BW25113_RS12875,2580954,2584067,2582510,,BW25113_2470,0,3.64309549677747
b2471,BW25113_RS12885,2584606,2584962,2584784,,BW25113_2471,0,19.9803989340626
b2472,BW25113_RS12890,2584966,2586093,2585529,,BW25113_2472,0,101.490438981006
b2473,BW25113_RS12900,2586431,2587129,2586780,,BW25113_2473,1,34.5402009900496
b2474,BW25113_RS12905,2587203,2589218,2588210,,BW25113_2474,1,33.6931883247779
b2475,BW25113_RS12910,2589233,2590096,2589664,,BW25113_2475,1,64.2275196559226
b2476,BW25113_RS12915,2590264,2590977,2590620,,BW25113_2476,1,53.1923468819008
b2477,BW25113_RS12925,2591190,2592224,2591707,,BW25113_2477,1,42.8901184904006
b2478,BW25113_RS12930,2592241,2593119,2592680,,BW25113_2478,1,459.635234985958
b2479,BW25113_RS12935,2593265,2593837,2593551,,BW25113_2479,0,490.604964566686
b2480,BW25113_RS12940,2593837,2594307,2594072,,BW25113_2480,0,546.426223427218
b2481,BW25113_RS12945,2594560,2595177,2594868,,BW25113_2481,0,2.44617568131569
b2482,BW25113_RS12950,2595177,2597195,2596186,,BW25113_2482,0,3.79832868201907
b2483,BW25113_RS12955,2597206,2598153,2597679,hycD,BW25113_2483,0,0.0239821145227028
b2484,BW25113_RS12960,2598170,2599609,2598889,,BW25113_2484,0,0.0236841366068789
b2485,BW25113_RS12965,2599621,2600271,2599946,hyfE,BW25113_2485,0,0.525484417810559
b2486,BW25113_RS12970,2600276,2601856,2601066,,BW25113_2486,0,0.549168554417438
b2487,BW25113_RS12975,2601846,2603513,2602679,,BW25113_2487,0,4.77672803350879
b2488,BW25113_RS12980,2603523,2604068,2603795,,BW25113_2488,0,6.85172197278368
b2489,BW25113_RS12985,2604065,2604823,2604444,,BW25113_2489,0,1.62382152664543
b2490,BW25113_RS12990,2604816,2605229,2605022,,BW25113_2490,0,1.57645325343168
b2491,BW25113_RS12995,2605259,2607271,2606265,,BW25113_2491,0,1.69900050091021
b2492,BW25113_RS13000,2607293,2608141,2607717,,BW25113_2492,0,1.61730233592452
b2493,BW25113_RS13005,2608179,2609240,2608709,,BW25113_2493,1,11.0471638312831
b2494,BW25113_RS13010,2609453,2610916,2610184,,BW25113_2494,0,128.544990605719
b2495,BW25113_RS13015,2610937,2611296,2611116,,BW25113_2495,0,33.1259428633116
b2496,BW25113_RS13020,2611434,2612180,2611807,,BW25113_2496,1,13.8315448476423
b2497,BW25113_RS13025,2612230,2613519,2612874,,BW25113_2497,1,8.75973554892594
b2498,BW25113_RS13030,2613605,2614231,2613918,,BW25113_2498,1,209.933801742616
b2499,BW25113_RS13035,2614556,2615593,2615074,,BW25113_2499,0,46.9120058722759
b2500,BW25113_RS13040,2615593,2616231,2615912,,BW25113_2500,0,19.4330545034182
b2501,BW25113_RS13045,2616403,2618469,2617436,,BW25113_2501,0,198.087887603436
b2502,BW25113_RS13050,2618474,2620015,2619244,,BW25113_2502,0,122.264369796007
b2503,BW25113_RS13055,2620054,2622297,2621175,,BW25113_2503,1,3.52887348534305
b2504,BW25113_RS13065,2622649,2622840,2622744,,BW25113_2504,0,342.615840412484
b2505,BW25113_RS13070,2623151,2623669,2623410,,BW25113_2505,0,3.15290650686335
b2506,BW25113_RS13075,2623685,2624224,2623954,,BW25113_2506,0,2.62742208905279
b2507,BW25113_RS13080,2624317,2625894,2625105,,BW25113_2507,1,469.038468805715
b2508,BW25113_RS13085,2625963,2627429,2626696,,BW25113_2508,1,94.8860361696824
b2509,BW25113_RS13090,2627591,2628961,2628276,,BW25113_2509,0,96.8450020521997
b2510,BW25113_RS13095,2628958,2629173,2629065,,BW25113_2510,1,16.213872441738
b2511,BW25113_RS13100,2629243,2630715,2629979,,BW25113_2511,1,63.9818114649353
b2512,BW25113_RS13105,2630833,2632011,2631422,,BW25113_2512,1,59.6916609858859
b2513,BW25113_RS13110,2632022,2632642,2632332,,BW25113_2513,1,72.099041600875
b2514,BW25113_RS13115,2632660,2633934,2633297,,BW25113_2514,1,59.3980965749212
b2515,BW25113_RS13120,2634045,2635163,2634604,,BW25113_2515,1,31.4536160745597
b2516,BW25113_RS13125,2635190,2636203,2635696,,BW25113_2516,1,320.465586776594
b2517,BW25113_RS13130,2636488,2637642,2637065,,BW25113_2517,1,36.9082804165435
b2518,BW25113_RS13135,2637792,2638223,2638007,,BW25113_2518,1,85.6595137577175
b2519,BW25113_RS13140,2638372,2640684,2639528,,BW25113_2519,1,5.88800495674465
b2520,BW25113_RS13145,2640685,2645646,2643165,,BW25113_2520,1,48.2430132282859
b2521,BW25113_RS13150,2645853,2646698,2646275,,BW25113_2521,0,36.2005916443107
b2522,BW25113_RS13155,2647516,2648292,2647904,,BW25113_2522,1,28.0400486697738
b2523,BW25113_RS13160,2648434,2649717,2649075,,BW25113_2523,1,18.1171183551125
b2524,BW25113_RS13165,2649895,2650095,2649995,,BW25113_2524,1,38.4562909582616
b2525,BW25113_RS13170,2650107,2650442,2650274,,BW25113_2525,1,42.6663605488874
b2526,BW25113_RS13175,2650444,2652294,2651369,,BW25113_2526,1,25.2380693665953
b2527,BW25113_RS13180,2652311,2652826,2652568,hscB,BW25113_2527,1,28.1822520564559
b2528,BW25113_RS13185,2652922,2653245,2653083,,BW25113_2528,1,56.3587343356047
b2529,BW25113_RS13190,2653262,2653648,2653455,,BW25113_2529,1,398.459293520045
b2530,BW25113_RS13195,2653676,2654890,2654283,,BW25113_2530,1,120.387888070304
b2531,BW25113_RS13200,2655002,2655490,2655246,,BW25113_2531,1,206.015092992657
b2532,BW25113_RS13205,2655942,2656682,2656312,,BW25113_2532,1,39.9190821037656
b2533,BW25113_RS13210,2656801,2657604,2657202,,BW25113_2533,0,15.2449986032762
b2534,BW25113_RS13215,2657749,2658603,2658176,,BW25113_2534,0,1.2809210252757
b2535,BW25113_RS13220,2658794,2660074,2659434,,BW25113_2535,0,51.3600548113062
b2536,BW25113_RS13225,2660066,2661205,2660635,,BW25113_2536,1,2.2098571865944
b2537,BW25113_RS13230,2661365,2662255,2661810,,BW25113_2537,1,14.3514756108565
b2538,BW25113_RS13235,2662391,2663752,2663071,,BW25113_2538,0,8.99319038908625
b2539,BW25113_RS13240,2663749,2664267,2664008,,BW25113_2539,0,7.9026908084048
b2540,BW25113_RS13245,2664267,2664587,2664427,,BW25113_2540,0,1.05096883562112
b2541,BW25113_RS13250,2664584,2665396,2664990,,BW25113_2541,0,3.82228361181013
b2542,BW25113_RS13255,2665406,2666608,2666007,,BW25113_2542,0,4.36966429873262
b2543,BW25113_RS13260,2666705,2667127,2666916,,BW25113_2543,0,80.4195404662619
b2544,BW25113_RS13265,2667175,2668047,2667611,,BW25113_2544,1,2.18587507207169
b2545,BW25113_RS13270,2668059,2669120,2668589,,BW25113_2545,1,2.31777670194656
b2546,BW25113_RS13275,2669186,2670184,2669685,,BW25113_2546,1,1.19307365526239
b2547,BW25113_RS13280,2670209,2671720,2670964,,BW25113_2547,1,0.586758041549823
b2548,BW25113_RS13285,2671743,2672726,2672234,,BW25113_2548,1,0.040849082492843
b2549,BW25113_RS13290,2672823,2676104,2674463,,BW25113_2549,1,0.0947365464275156
b2550,BW25113_RS13295,2676222,2677415,2676818,,BW25113_2550,0,8.4690243087082
b2551,BW25113_RS13300,2677613,2678866,2678239,,BW25113_2551,1,477.736388199619
b2552,BW25113_RS13305,2679194,2680384,2679789,,BW25113_2552,0,15.275950198363
b2553,BW25113_RS13310,2680429,2680767,2680598,,BW25113_2553,1,34.07116920804
b2554,BW25113_RS13315,2680828,2682162,2681495,,BW25113_2554,1,29.4652226708642
b2555,BW25113_RS13320,2682152,2682865,2682508,,BW25113_2555,1,44.1308221405145
b2556,BW25113_RS13325,2683030,2684457,2683743,,BW25113_2556,1,6.65355367430589
b2557,BW25113_RS13330,2685015,2688902,2686958,,BW25113_2557,1,59.0617079756586
b2558,BW25113_RS13335,2689160,2690716,2689938,,BW25113_2558,0,3.00061748608478
b2559,BW25113_RS13340,2690713,2691249,2690981,,BW25113_2559,1,9.01717250360896
b2560,BW25113_RS13345,2691274,2691909,2691591,,BW25113_2560,1,46.8089622676326
b2561,BW25113_RS13350,2692118,2692966,2692542,,BW25113_2561,0,3.80093817215244
b2562,BW25113_RS13355,2693022,2693282,2693152,,BW25113_2562,0,2.74996933653132
b2563,BW25113_RS13375,2693977,2694357,2694167,acpS,BW25113_2563,1,6.32949715033358
b2564,BW25113_RS13380,2694357,2695088,2694722,,BW25113_2564,1,189.198372526324
b2565,BW25113_RS13385,2695100,2695828,2695464,,BW25113_2565,1,238.376019180679
b2566,BW25113_RS13390,2695840,2696745,2696292,,BW25113_2566,1,33.0019149507192
b2567,BW25113_RS13395,2696742,2697422,2697082,,BW25113_2567,1,75.5705862058337
b2568,BW25113_RS13400,2697694,2698668,2698181,,BW25113_2568,1,46.9221922830575
b2569,BW25113_RS13405,2698684,2700483,2699583,,BW25113_2569,1,44.3389143173353
b2570,BW25113_RS13410,2700681,2701160,2700920,,BW25113_2570,1,40.8100408319922
b2571,BW25113_RS13415,2701157,2702113,2701635,,BW25113_2571,1,218.355809618205
b2572,BW25113_RS13420,2702113,2702763,2702438,,BW25113_2572,1,455.580119355104
b2573,BW25113_RS13425,2702796,2703371,2703083,,BW25113_2573,1,127.759540806301
b2574,BW25113_RS13435,2703779,2705401,2704590,,BW25113_2574,0,13.7945990498767
b2575,BW25113_RS13440,2705386,2706123,2705754,,BW25113_2575,1,12.3379538121312
b2576,BW25113_RS13445,2706255,2707589,2706922,,BW25113_2576,0,56.8263855687974
b2577,BW25113_RS13455,2707798,2708679,2708238,,BW25113_2577,1,2.37773198825332
b2578,BW25113_RS13460,2708782,2709369,2709075,,BW25113_2578,0,6.08669671461247
b2579,BW25113_RS13465,2709425,2709808,2709616,,BW25113_2579,1,2297.58127099773
b2580,BW25113_RS13470,2710113,2710802,2710457,,BW25113_2580,0,36.3057931021423
b2581,BW25113_RS13475,2710850,2711887,2711368,,BW25113_2581,1,47.6909907121736
b2582,BW25113_RS13485,2712094,2712513,2712303,,BW25113_2582,0,122.078173888298
b2583,BW25113_RS13490,2712582,2713280,2712931,,BW25113_2583,0,73.5099853088604
b2584,BW25113_RS13495,2713312,2715972,2714642,,BW25113_2584,0,35.3559814366288
b2585,BW25113_RS13500,2716086,2717441,2716763,pssA,BW25113_2585,0,152.630302310289
b2586,BW25113_RS13505,2717487,2717810,2717648,,BW25113_2586,0,1.67238171152249
b2587,BW25113_RS13510,2717807,2719105,2718456,,BW25113_2587,1,646.382919412023
b2592,BW25113_RS13540,2724959,2727532,2726245,,BW25113_2592,1,960.501632236636
b2593,BW25113_RS13545,2727662,2728393,2728027,,BW25113_2593,1,21.5428876299149
b2594,BW25113_RS13550,2728390,2729370,2728880,,BW25113_2594,1,56.7781118962043
b2595,BW25113_RS13555,2729505,2730242,2729873,,BW25113_2595,0,182.955829217657
b2597,BW25113_RS13565,2730513,2730854,2730683,,BW25113_2597,0,2019.14797459424
b2599,BW25113_RS13570,2731104,2732264,2731684,,BW25113_2599,0,1166.56415803505
b2600,BW25113_RS13575,2732307,2733428,2732867,tyrA,BW25113_2600,1,57.8382145407002
b2601,BW25113_RS13580,2733439,2734509,2733974,,BW25113_2601,1,258.260192220755
b2602,BW25113_RS13585,2734719,2735084,2734901,,BW25113_2602,0,112.978782982912
b2603,BW25113_RS13590,2735234,2735752,2735493,,BW25113_2603,0,80.0364775676397
b2604,BW25113_RS13595,2735742,2736968,2736355,,BW25113_2604,0,73.8858000362545
b2605,BW25113_RS13600,2736984,2737466,2737225,,BW25113_2605,0,93.7404717827437
b2606,BW25113_RS13605,2737542,2737889,2737715,,BW25113_2606,1,3.73834621098067
b2607,BW25113_RS13610,2737931,2738698,2738314,,BW25113_2607,1,111.521117258873
b2608,BW25113_RS13615,2738729,2739277,2739003,rimM,BW25113_2608,1,65.3039604956455
b2609,BW25113_RS13620,2739296,2739544,2739420,,BW25113_2609,1,215.202903111342
b2610,BW25113_RS13625,2739793,2741154,2740473,,BW25113_2610,1,78.1124402666612
b2611,BW25113_RS13630,2741321,2742112,2741716,,BW25113_2611,0,53.4804435234768
b2614,BW25113_RS13640,2743474,2744067,2743770,,BW25113_2614,1,377.98908536204
b2615,BW25113_RS13650,2744190,2745068,2744629,ppnK,BW25113_2615,0,111.710590351728
b2616,BW25113_RS13655,2745154,2746815,2745984,,BW25113_2616,0,24.0072720721878
b2617,BW25113_RS13660,2746964,2747305,2747134,,BW25113_2617,0,51.6608692754061
b2618,BW25113_RS13665,2747367,2747657,2747512,,BW25113_2618,1,2.18363583622792
b2619,BW25113_RS13670,2747647,2748123,2747885,,BW25113_2619,1,2.24490945996719
b2620,BW25113_RS13675,2748255,2748737,2748496,,BW25113_2620,0,399.470280242257
b2622,BW25113_RS13680,2749518,2750759,2750138,,BW25113_2622,0,26.7908384834201
b2623,BW25113_RS13685,2751003,2751959,2751481,,BW25113_2623,1,480.309249028624
b2624,BW25113_RS13690,2752003,2752215,2752109,,BW25113_2624,0,1.71855807307295
b2625,BW25113_RS13695,2752344,2753753,2753048,,BW25113_2625,0,4.0261315852531
b2626,BW25113_RS13700,2753906,2754532,2754219,,BW25113_2626,0,0.0204245412464215
b2627,BW25113_RS13705,2754710,2756899,2755804,,BW25113_2627,1,21.6632818132673
b2628,BW25113_RS13710,2756896,2758512,2757704,,BW25113_2628,1,50.3947024241407
b2629,BW25113_RS13715,2758872,2759135,2759003,,BW25113_2629,1,1.67118979985919
b2630,BW25113_RS13720,2759277,2760350,2759813,,BW25113_2630,0,67.1865196574717
b2631,BW25113_RS13725,2760343,2760714,2760528,,BW25113_2631,0,122.593753094258
b2632,BW25113_RS13730,2761069,2761932,2761500,,BW25113_2632,0,2.11605083019249
b2633,BW25113_RS13735,2762024,2762845,2762434,,BW25113_2633,0,2.87148743765763
b2634,BW25113_RS13740,2763062,2763763,2763412,,BW25113_2634,0,0.0236841366068789
b2635,BW25113_RS13745,2763804,2764040,2763922,,BW25113_2635,0,0.549168554417438
b2636,BW25113_RS13750,2764040,2764483,2764261,,BW25113_2636,0,2.12562180784911
b2637,BW25113_RS13755,2764507,2764974,2764740,,BW25113_2637,0,1.61242642521573
b2642,BW25113_RS13770,2766677,2768380,2767528,,BW25113_2642,0,2.42569621729872
b2643,BW25113_RS13775,2769278,2769736,2769507,,BW25113_2643,0,0.0479642290454056
b2644,BW25113_RS13780,2769745,2770227,2769986,,BW25113_2644,0,1.67238171152249
b2645,BW25113_RS13785,2770474,2770791,2770632,,BW25113_2645,0,0.54590895905698
b2646,BW25113_RS13790,2770812,2771141,2770976,,BW25113_2646,0,0.525484417810559
b2647,BW25113_RS23130,2771505,2776085,2773795,,BW25113_2647,1,10.4539683870683
b2659,BW25113_RS13845,2782344,2783321,2782832,,BW25113_2659,0,92.5089416712652
b2660,BW25113_RS13850,2783341,2784609,2783975,,BW25113_2660,0,99.3982531311813
b2661,BW25113_RS13855,2784632,2786080,2785356,,BW25113_2661,0,31.1669769807943
b2662,BW25113_RS13860,2786094,2787374,2786734,,BW25113_2662,0,30.2065461193791
b2663,BW25113_RS13865,2787612,2789012,2788312,,BW25113_2663,0,20.8466631503974
b2664,BW25113_RS13870,2789033,2789695,2789364,,BW25113_2664,0,15.0732954165362
b2665,BW25113_RS13875,2789696,2790145,2789920,,BW25113_2665,1,277.517046227714
b2666,BW25113_RS13880,2790229,2790387,2790308,,BW25113_2666,1,34.7056557121038
b2667,BW25113_RS13885,2790570,2790869,2790719,,BW25113_2667,0,8.95691923938638
b2668,BW25113_RS13890,2790879,2791403,2791141,,BW25113_2668,0,8.02523805588333
b2669,BW25113_RS13895,2791450,2791854,2791652,,BW25113_2669,1,14.3926688072001
b2670,BW25113_RS13900,2792523,2792972,2792747,,BW25113_2670,0,6.89125271784402
b2671,BW25113_RS13905,2793009,2793353,2793181,,BW25113_2671,1,13.8046996827158
b2672,BW25113_RS13910,2793505,2793834,2793669,,BW25113_2672,0,1354.33913365406
b2673,BW25113_RS13915,2794082,2794327,2794204,,BW25113_2673,0,2526.52908083317
b2674,BW25113_RS13920,2794324,2794734,2794529,nrdI,BW25113_2674,0,185.516424028374
b2675,BW25113_RS13925,2794707,2796851,2795779,,BW25113_2675,0,413.19665916582
b2676,BW25113_RS13930,2796861,2797820,2797340,,BW25113_2676,0,290.826808077159
b2677,BW25113_RS13935,2798174,2799376,2798775,,BW25113_2677,0,43.8787522141618
b2678,BW25113_RS13940,2799369,2800433,2799901,,BW25113_2678,0,22.2664466676029
b2679,BW25113_RS13945,2800491,2801483,2800987,,BW25113_2679,0,37.5953372419996
b2682,BW25113_RS13955,2802976,2803713,2803344,,BW25113_2682,0,68.4355215628512
b2683,BW25113_RS13960,2803703,2804038,2803870,,BW25113_2683,0,260.652262291298
b2684,BW25113_RS13965,2804129,2804659,2804394,,BW25113_2684,0,160.293171973467
b2685,BW25113_RS13970,2804786,2805958,2805372,,BW25113_2685,0,9.97433498282816
b2686,BW25113_RS13975,2805975,2807513,2806744,emrB,BW25113_2686,0,4.62575638894907
b2687,BW25113_RS13980,2807577,2808092,2807834,,BW25113_2687,1,529.264931441465
b2688,BW25113_RS13985,2808242,2809798,2809020,,BW25113_2688,1,406.279889717886
b2689,BW25113_RS13990,2809871,2810299,2810085,,BW25113_2689,1,286.75934993304
b2690,BW25113_RS13995,2810296,2810862,2810579,,BW25113_2690,1,34.1824653535291
b2696,BW25113_RS14030,2812320,2812505,2812412,,BW25113_2696,1,2459.86361218105
b2697,BW25113_RS14035,2812740,2815370,2814055,,BW25113_2697,1,146.162341804025
b2698,BW25113_RS14045,2815498,2815998,2815748,,BW25113_2698,1,9.331062094093
b2699,BW25113_RS14050,2816067,2817128,2816597,,BW25113_2699,1,91.8649941423512
b2700,BW25113_RS14055,2817208,2817705,2817456,,BW25113_2700,1,13.8519693888887
b2701,BW25113_RS14060,2817850,2818935,2818392,,BW25113_2701,1,43.881682667722
b2702,BW25113_RS14065,2819191,2819754,2819472,srlA,BW25113_2702,0,2.26533400121361
b2703,BW25113_RS14070,2819751,2820710,2820230,srlE,BW25113_2703,0,1.28781020168991
b2704,BW25113_RS14075,2820721,2821092,2820906,,BW25113_2704,0,3.20027478007711
b2705,BW25113_RS14080,2821096,2821875,2821485,,BW25113_2705,0,7.88226626715838
b2706,BW25113_RS14085,2821980,2822339,2822159,,BW25113_2706,0,10.5570566294249
b2707,BW25113_RS14090,2822406,2823179,2822792,srlR,BW25113_2707,0,14.7372478353025
b2708,BW25113_RS14095,2823172,2824137,2823654,,BW25113_2708,0,12.1341058386883
b2709,BW25113_RS14100,2824134,2825648,2824891,,BW25113_2709,1,1.42991502133118
b2710,BW25113_RS14105,2825835,2827274,2826554,,BW25113_2710,0,3.84178725464528
b2711,BW25113_RS14110,2827271,2828404,2827837,,BW25113_2711,0,2.73534160440496
b2712,BW25113_RS14115,2828532,2830784,2829658,,BW25113_2712,1,1.882821372128
b2713,BW25113_RS14120,2830937,2831464,2831200,,BW25113_2713,1,0.596536827631195
b2714,BW25113_RS14125,2831613,2832623,2832118,,BW25113_2714,1,7.96620366798784
b2715,BW25113_RS14130,2832883,2834340,2833611,,BW25113_2715,0,3.35715191932757
b2716,BW25113_RS14135,2834349,2835773,2835061,,BW25113_2716,0,3.32078130852227
b2717,BW25113_RS14140,2835932,2836402,2836167,,BW25113_2717,1,8.9332351027795
b2718,BW25113_RS14145,2836395,2836805,2836600,,BW25113_2718,1,6.85172197278368
b2719,BW25113_RS14150,2836802,2837569,2837185,,BW25113_2719,1,8.47880309478958
b2720,BW25113_RS14155,2837569,2838111,2837840,,BW25113_2720,1,0.627607124042666
b2721,BW25113_RS14160,2838121,2839830,2838975,hycE,BW25113_2721,1,0.645394990424073
b2722,BW25113_RS14165,2839848,2840771,2840309,hycD,BW25113_2722,1,0
b2723,BW25113_RS14170,2840774,2842600,2841687,,BW25113_2723,1,0.549466532333262
b2724,BW25113_RS14175,2842597,2843208,2842902,,BW25113_2724,1,0.525484417810559
b2725,BW25113_RS14185,2843333,2843794,2843563,,BW25113_2725,1,0
b2726,BW25113_RS14190,2844006,2844356,2844181,,BW25113_2726,0,14.1880792808851
b2727,BW25113_RS14195,2844360,2845232,2844796,,BW25113_2727,0,21.0398012536688
b2728,BW25113_RS14200,2845223,2845495,2845359,,BW25113_2728,0,8.9332351027795
b2729,BW25113_RS14205,2845495,2846616,2846055,,BW25113_2729,0,5.96414946713394
b2730,BW25113_RS14210,2846613,2847623,2847118,,BW25113_2730,0,2.75932371892766
b2731,BW25113_RS14215,2847697,2849775,2848736,,BW25113_2731,0,22.9915348554786
b2732,BW25113_RS14220,2849812,2850165,2849988,,BW25113_2732,1,5.86202676090183
b2733,BW25113_RS14225,2850452,2853013,2851732,,BW25113_2733,0,30.2181308514053
b2734,BW25113_RS14230,2853119,2853775,2853447,,BW25113_2734,0,1.69487393646607
b2735,BW25113_RS14235,2853826,2854593,2854209,,BW25113_2735,1,10.2292984333577
b2736,BW25113_RS14240,2854789,2855697,2855243,,BW25113_2736,0,2.18587507207169
b2737,BW25113_RS14245,2855694,2856860,2856277,,BW25113_2737,0,1.19394062434607
b2738,BW25113_RS14250,2856952,2857590,2857271,,BW25113_2738,0,4.22429988373089
b2739,BW25113_RS14255,2857595,2858371,2857983,,BW25113_2739,0,12.1098257462497
b2740,BW25113_RS14260,2858460,2859824,2859142,,BW25113_2740,0,1.09833710883488
b2741,BW25113_RS14265,2859918,2860910,2860414,,BW25113_2741,1,120.407878022186
b2742,BW25113_RS14270,2860973,2862112,2861542,nlpD,BW25113_2742,1,200.61984408789
b2743,BW25113_RS14275,2862252,2862878,2862565,,BW25113_2743,1,27.7329882299623
b2744,BW25113_RS14280,2862872,2863633,2863252,,BW25113_2744,1,32.0892446663386
b2745,BW25113_RS14285,2863614,2864663,2864138,,BW25113_2745,1,18.753808442899
b2746,BW25113_RS14290,2864660,2865139,2864899,,BW25113_2746,1,19.6087124152388
b2747,BW25113_RS14295,2865139,2865849,2865494,,BW25113_2747,1,59.8353993885245
b2748,BW25113_RS14300,2865868,2866179,2866023,,BW25113_2748,1,19.0373496137936
b2749,BW25113_RS14305,2866373,2866696,2866534,,BW25113_2749,1,31.6516123161121
b2750,BW25113_RS14310,2866746,2867351,2867048,,BW25113_2750,1,33.9986444823113
b2751,BW25113_RS14315,2867351,2868778,2868064,,BW25113_2751,1,62.0182686108387
b2752,BW25113_RS14320,2868780,2869688,2869234,,BW25113_2752,1,127.679341921888
b2753,BW25113_RS14325,2869940,2870977,2870458,,BW25113_2753,0,11.0902448610059
b2754,BW25113_RS14330,2871928,2872212,2872070,,BW25113_2754,1,1.60013739003856
b2755,BW25113_RS14335,2872214,2873131,2872672,,BW25113_2755,1,2.17299008106287
b2756,BW25113_RS14340,2873147,2873746,2873446,,BW25113_2756,1,6.36576830003346
b2757,BW25113_RS14345,2873733,2874407,2874070,,BW25113_2757,1,4.27582168605258
b2758,BW25113_RS14350,2874410,2875501,2874955,,BW25113_2758,1,1.62382152664543
b2759,BW25113_RS14355,2875514,2875996,2875755,,BW25113_2759,1,2.14930594445599
b2760,BW25113_RS14360,2875989,2877497,2876743,,BW25113_2760,1,0.572852691024317
b2761,BW25113_RS14365,2877912,2880578,2879245,,BW25113_2761,1,1.16938951865551
b2762,BW25113_RS14370,2880937,2881671,2881304,,BW25113_2762,1,326.396875870178
b2763,BW25113_RS14375,2881746,2883458,2882602,,BW25113_2763,1,38.4891670824344
