Locus_tag,gene_id,GSE60522_1,GSE60522_2,GSE60522_3,GSE114917_LP1,GSE114917_LP2,GSE114917_LP3,GSE114917_LP4,GSE54199_RNA,GSE54199_DNA,GSE40313_1,GSE40313_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b2419,yfeK,5,5,0,21,13,14,20,30280,53596.5,6,9,2537342,2537716,2537529,yfeK,,0
b2420,yfeS,55,33,46,62,60,31,48,52356,101356.5,16,37,2537749,2538483,2538116,yfeS,,0
b2421,cysM,1865,1662,906,90,81,53,95,33418,79156,31,40,2538672,2539583,2539127,cysM,,1
b2422,cysA,3018,2814,1608,32,38,28,33,15011,93042,15,19,2539717,2540814,2540265,cysA,,1
b2423,cysW,1597,1528,1046,23,12,13,19,14518,77719,11,15,2540804,2541679,2541241,cysW,,1
b2424,cysU,1282,1291,853,17,10,12,10,29008,69039,7,15,2541679,2542512,2542095,cysU,,1
b2425,cysP,2075,1967,1263,29,19,32,16,12961.5,92802.5,15,16,2542512,2543528,2543020,cysP,,1
b2426,ucpA,172,173,149,8975,10050,8074,5402,291406,71369.5,857,1294,2543832,2544623,2544227,ucpA,,1
b2427,murR,48,34,63,45,31,38,35,15599.5,85899.5,10,9,2544752,2545609,2545180,murR,,1
b2428,murQ,86,117,121,287,301,198,157,27620,87816.5,15,20,2545773,2546669,2546221,murQ,,0
b2429,murP,26,25,24,232,229,188,128,30867,128009.5,32,24,2546673,2548097,2547385,murP,,0
b2430,yfeW,19,36,12,187,167,110,111,23950,126623,24,22,2548102,2549406,2548754,yfeW,,0
b2431,yfeX,1329,1235,1457,5375,5650,4602,3110,109582,77240.5,279,473,2549646,2550545,2550095,yfeX,,1
b2432,yfeY,61,77,115,158,154,77,141,70343.5,63786.5,36,57,2550641,2551216,2550928,yfeY,,1
b2433,yfeZ,120,113,133,41,35,22,46,28430.5,39709.5,21,26,2551277,2551726,2551501,yfeZ,,1
b2434,ypeA,291,276,325,74,59,51,77,15537,44950.5,31,32,2551713,2552138,2551925,ypeA,,1
b2435,amiA,167,158,139,266,206,164,292,66234.5,100985,160,181,2552352,2553221,2552786,amiA,,0
b2436,hemF,111,86,68,158,104,111,156,28056,75495,59,70,2553225,2554124,2553674,hemF,,0
b2437,eutR,59,33,49,43,38,26,19,19677.5,95420.5,24,40,2554130,2555182,2554656,eutR,,1
b2438,eutK,51,50,65,59,59,40,38,4233.5,46025.5,27,33,2555228,2555728,2555478,eutK,,1
b2439,eutL,52,50,75,80,80,74,52,6204.5,57236,42,42,2555741,2556400,2556070,eutL,,1
b2440,eutC,281,263,276,127,108,109,83,12825.5,70959,30,58,2556410,2557297,2556853,eutC,,1
b2441,eutB,351,228,354,440,426,382,281,63965,115309,447,499,2557318,2558679,2557998,eutB,,1
b2451,eutA,12,14,14,6,8,4,2,14219,116921.5,6,6,2565481,2566884,2566182,eutA,,1
b2452,eutH,21,3,18,11,12,14,9,18237,107296.5,5,9,2566881,2568107,2567494,eutH,,1
b2453,eutG,17,8,14,5,5,3,5,15184.5,103906,6,8,2568324,2569511,2568917,eutG,,1
b2454,eutJ,3,2,2,3,3,3,5,10101.5,70005,2,1,2569501,2570337,2569919,eutJ,,1
b2455,eutE,11,4,4,7,10,4,11,12393,116241,1,5,2570348,2571751,2571049,eutE,,1
b2456,eutN,0,1,0,0,0,0,0,2891,24537.5,1,3,2571763,2572050,2571906,eutN,,1
b2457,eutM,1,7,5,15,17,14,10,4671,24432.5,9,12,2572157,2572450,2572303,eutM,,1
b2458,eutD,12,10,21,11,9,10,5,15373.5,82973,14,17,2572489,2573505,2572997,eutD,,1
b2459,eutT,5,6,9,12,15,12,9,7545,70231,5,7,2573502,2574305,2573903,eutT,,1
b2460,eutQ,11,8,14,12,14,7,11,11494,57788,9,10,2574302,2575003,2574652,eutQ,,1
b2461,eutP,0,1,0,5,3,2,3,4484.5,46627.5,3,3,2574978,2575457,2575217,eutP,,1
b2462,eutS,8,1,0,3,5,5,4,3571.5,28140.5,1,0,2575470,2575805,2575637,eutS,,1
b2463,maeB,2094,1536,2024,1099,1354,947,959,197722,173873,643,947,2576098,2578377,2577237,maeB,,1
b2464,talA,602,259,777,220,259,180,189,19703,110402,163,275,2578666,2579616,2579141,talA,,0
b2465,tktB,968,467,1245,410,495,380,339,57750.5,184840,388,715,2579636,2581639,2580637,tktB,,0
b2466,ypfG,50,35,41,30,24,19,18,34456,95454.5,34,38,2581734,2582777,2582255,ypfG,,1
b2467,nudK,119,143,115,174,174,124,145,47763,72550,35,51,2582903,2583478,2583190,nudK,,1
b2468,aegA,20,31,18,320,314,241,160,39041,173399,59,121,2583546,2585525,2584535,aegA,,1
b2469,narQ,61,50,40,163,131,88,120,63421,173735.5,123,148,2585731,2587431,2586581,narQ,,0
b2470,acrD,79,54,67,89,75,50,89,61434.5,271183,38,59,2587595,2590708,2589151,acrD,,0
b2471,yffB,128,101,157,157,182,148,104,43462.5,43897.5,40,76,2591247,2591603,2591425,yffB,,0
b2472,dapE,308,262,337,500,534,445,415,102707,109626,103,160,2591607,2592734,2592170,dapE,,0
b2473,ypfH,34,37,41,205,254,209,163,18764.5,58829.5,60,81,2593072,2593770,2593421,ypfH,,1
b2474,tmcA,315,252,291,324,292,217,247,61697.5,183740,92,164,2593844,2595859,2594851,tmcA,,1
b2475,ypfJ,241,227,214,201,224,180,155,41104,72428,135,193,2595874,2596737,2596305,ypfJ,,1
b2476,purC,3392,3672,2562,194,193,137,238,63085,85240,48,51,2596905,2597618,2597261,purC,,1
b2477,bamC,4282,3814,3637,2212,2242,1737,2082,180649,87571.5,404,612,2597831,2598865,2598348,bamC,,1
b2478,dapA,4003,3541,3642,2862,2767,2197,2122,374786.5,78848,469,682,2598882,2599760,2599321,dapA,,1
b2479,gcvR,533,457,573,488,396,325,303,62007,58668,105,94,2599906,2600478,2600192,gcvR,,0
b2480,bcp,1718,1705,1900,573,455,380,558,107436.5,65265.5,82,154,2600478,2600948,2600713,bcp,,0
b2481,hyfA,1,0,0,1,3,1,1,6831.5,51279.5,2,1,2601201,2601818,2601509,hyfA,,0
b2482,hyfB,10,4,3,8,5,8,5,46651.5,184842,4,5,2601818,2603836,2602827,hyfB,,0
b2483,hyfC,5,1,0,2,1,2,5,17174.5,87349,0,2,2603847,2604794,2604320,hyfC,,0
b2484,hyfD,3,4,7,6,1,2,7,27569.5,136395.5,4,7,2604811,2606250,2605530,hyfD,,0
b2485,hyfE,8,2,0,2,1,1,3,11596.5,59353,1,1,2606262,2606912,2606587,hyfE,,0
b2486,hyfF,16,8,22,14,4,15,9,27646.5,155749,8,17,2606917,2608497,2607707,hyfF,,0
b2487,hyfG,26,14,17,52,44,45,31,24680.5,148416,18,29,2608487,2610154,2609320,hyfG,,0
b2488,hyfH,47,29,27,9,10,10,8,8339,41558,4,6,2610164,2610709,2610436,hyfH,,0
b2489,hyfI,3,6,6,14,10,10,10,9122.5,62554,5,11,2610706,2611464,2611085,hyfI,,0
b2490,hyfJ,10,11,6,6,5,4,4,11395.5,40668,0,0,2611457,2611870,2611663,hyfJ,,0
b2491,hyfR,25,14,3,23,28,20,21,31311.5,195329,18,14,2611900,2613912,2612906,hyfR,,0
b2492,focB,9,3,9,25,14,10,12,44742.5,81488.5,15,26,2613934,2614782,2614358,focB,,0
b2493,yfgO,166,142,203,216,194,173,169,62567.5,91275,55,63,2614820,2615881,2615350,yfgO,,1
b2495,yfgD,81,93,106,237,237,207,198,36857.5,33673.5,30,54,2617578,2617937,2617757,yfgD,,0
b2496,hda,316,412,245,232,194,192,206,79090.5,68579,132,189,2618075,2618776,2618425,hda,,1
b2497,uraA,1077,1594,667,132,129,105,240,43676,133491.5,19,33,2618871,2620160,2619515,uraA,,1
b2498,upp,1670,1966,1321,989,825,667,1120,100159,60433.5,96,168,2620246,2620872,2620559,upp,,1
b2499,purM,2477,2957,2192,188,177,144,338,39430.5,89838,39,49,2621197,2622234,2621715,purM,,0
b2500,purN,372,328,358,111,121,81,189,26941.5,55508,25,46,2622234,2622872,2622553,purN,,0
b2501,ppk,833,596,764,1014,1040,717,714,143262,241961.5,224,445,2623044,2625110,2624077,ppk,,0
b2502,ppx,435,308,355,503,517,376,455,134729.5,173157.5,118,193,2625115,2626656,2625885,ppx,,0
b2503,yfgF,6,5,9,58,42,35,21,48174,293947.5,12,29,2626695,2628938,2627816,yfgF,,1
b2504,yfgG,52,24,34,35,27,33,19,43939,23823.5,29,30,2629290,2629481,2629385,yfgG,,0
b2505,yfgH,0,1,1,8,8,1,5,8141.5,47849,4,6,2629792,2630310,2630051,yfgH,,0
b2506,yfgI,2,4,2,11,8,4,8,33736,67336,8,8,2630326,2630865,2630595,yfgI,,0
b2507,guaA,5848,5644,3774,2310,2417,1808,3885,238281.5,133506.5,331,634,2630958,2632535,2631746,guaA,,1
b2508,guaB,5888,6074,4294,951,748,600,1972,370676,134178,195,335,2632604,2634070,2633337,guaB,,1
b2509,xseA,483,390,479,639,360,264,690,158880,113886,195,319,2634232,2635602,2634917,xseA,,0
b2510,yfgJ,31,18,22,28,16,12,33,40045,27440,12,18,2635599,2635814,2635706,yfgJ,,1
b2511,der,1271,1010,1066,661,597,502,1062,229729,152734.5,134,242,2635884,2637356,2636620,der,,1
b2512,bamB,1660,1350,1500,1516,1659,1275,1850,167994,104591,309,433,2637474,2638652,2638063,bamB,,1
b2513,yfgM,565,415,503,653,721,483,846,194422,63157.5,125,229,2638663,2639283,2638973,yfgM,,1
b2514,hisS,3848,3571,3303,1641,1504,1238,1852,351043.5,97292,438,647,2639301,2640575,2639938,hisS,,1
b2515,ispG,999,858,931,1813,1865,1467,1767,344016.5,105125,424,706,2640686,2641804,2641245,ispG,,1
b2516,rodZ,348,272,358,1655,1459,1191,1416,229805,89105.5,529,732,2641831,2642844,2642337,rodZ,,1
b2517,rlmN,634,599,571,619,510,396,1161,135851.5,108248,60,157,2643129,2644283,2643706,rlmN,,1
b2518,ndk,532,749,458,207,254,171,666,76913,42931.5,50,91,2644433,2644864,2644648,ndk,,1
b2519,pbpC,36,42,45,239,192,184,183,41392,194536.5,54,88,2645013,2647325,2646169,pbpC,,1
b2520,yfhM,473,391,470,2779,2920,2285,1762,214745,504258.5,759,1125,2647326,2652287,2649806,yfhM,,1
b2521,sseA,188,93,205,3213,3607,2861,1720,50074,76825.5,356,622,2652494,2653339,2652916,sseA,,0
b2522,sseB,872,722,709,422,458,315,679,124280.5,99007.5,35,85,2654157,2654933,2654545,sseB,,1
b2523,pepB,1448,1087,1308,1665,1926,1543,2012,72344,111438,362,462,2655075,2656358,2655716,pepB,,1
b2524,iscX,280,214,229,156,148,96,361,56163,22986.5,45,68,2656536,2656736,2656636,iscX,,1
b2525,fdx,482,375,427,118,119,83,446,59346.5,35934,80,135,2656748,2657083,2656915,fdx,,1
b2526,hscA,2599,2084,2272,909,992,692,3112,227231.5,159978,309,431,2657085,2658935,2658010,hscA,,1
b2527,hscB,336,254,314,169,171,119,783,96838,47642.5,58,107,2658952,2659467,2659209,hscB,,1
b2528,iscA,2745,1940,2536,368,445,329,1116,333718.5,43798.5,160,247,2659563,2659886,2659724,iscA,,1
b2529,iscU,3441,2769,3738,432,579,441,1599,226974,48428,129,319,2659903,2660289,2660096,iscU,,1
b2530,iscS,19015,14461,18167,1232,1611,1110,5260,351114,105876,478,994,2660317,2661531,2660924,iscS,,1
b2531,iscR,3673,2927,3874,381,462,226,1767,82626.5,43321.5,155,217,2661643,2662131,2661887,iscR,,1
b2532,trmJ,222,159,148,1212,1155,825,1165,149134,71682.5,589,681,2662583,2663323,2662953,trmJ,,1
b2533,suhB,819,836,571,486,394,331,1332,439989,77295.5,65,92,2663442,2664245,2663843,suhB,,0
b2534,yfhR,7,8,9,16,6,11,8,31903,100154,4,6,2664390,2665244,2664817,yfhR,,0
b2535,csiE,16,12,43,858,906,783,382,56884.5,128322,125,204,2665435,2666715,2666075,csiE,,0
b2536,hcaT,66,65,62,131,123,82,144,64069,95289,51,43,2666707,2667846,2667276,hcaT,,1
b2537,hcaR,36,35,49,29,52,28,48,170122,105435,18,38,2668006,2668896,2668451,hcaR,,1
b2538,hcaE,43,21,38,33,29,23,25,25307,123905.5,39,43,2669032,2670393,2669712,hcaE,,0
b2539,hcaF,7,1,3,8,6,2,6,7915,49289.5,10,5,2670390,2670908,2670649,hcaF,,0
b2540,hcaC,9,1,4,4,1,2,2,3435,26516.5,0,3,2670908,2671228,2671068,hcaC,,0
b2541,hcaB,21,14,36,4,11,5,11,9985,69284,4,9,2671225,2672037,2671631,hcaB,,0
b2542,hcaD,54,27,34,17,24,20,9,20206.5,109975.5,12,20,2672047,2673249,2672648,hcaD,,0
b2543,yphA,46,14,51,51,61,42,26,8226.5,40069,22,25,2673346,2673768,2673557,yphA,,0
b2544,yphB,19,13,13,23,23,20,15,13963.5,74326,13,12,2673816,2674688,2674252,yphB,,1
b2545,yphC,23,21,16,42,39,26,21,23218.5,87594.5,12,22,2674700,2675761,2675230,yphC,,1
b2546,yphD,19,10,20,11,10,7,9,31357.5,92655,1,5,2675827,2676825,2676326,yphD,,1
b2547,yphE,11,12,24,16,9,9,8,28607,130799.5,10,11,2676850,2678361,2677605,yphE,,1
b2548,yphF,11,4,7,3,4,3,3,23701,132452,3,2,2678384,2679367,2678875,yphF,,1
b2549,yphG,17,7,13,19,15,8,7,37818,280197.5,21,20,2679464,2682745,2681104,yphG,,1
b2550,yphH,52,48,67,55,50,38,42,44170.5,132605.5,27,40,2682863,2684056,2683459,yphH,,0
b2551,glyA,15389,14440,12991,4910,5445,3993,4737,232337,131887,562,894,2684254,2685507,2684880,glyA,,1
b2552,hmp,297,165,219,367,434,359,235,60362,126970,37,53,2685835,2687025,2686430,hmp,,0
b2553,glnB,81,78,64,218,144,114,118,48717,38158,60,107,2687070,2687408,2687239,glnB,,1
b2554,glrR,134,91,103,111,126,88,133,40854,116230,44,74,2687469,2688803,2688136,glrR,,1
b2555,yfhG,167,114,189,129,115,96,121,30422.5,61727.5,20,70,2688793,2689506,2689149,yfhG,,1
b2556,glrK,216,194,218,164,119,118,121,64206.5,143656.5,61,62,2689671,2691098,2690384,glrK,,1
b2557,purL,7469,7137,6043,462,404,393,887,110630,351812,117,173,2691656,2695543,2693599,purL,,1
b2558,mltF,58,77,56,42,26,31,73,59038,162134.5,11,33,2695801,2697357,2696579,mltF,,0
b2559,tadA,87,105,97,135,69,67,119,39687.5,43312.5,35,44,2697354,2697857,2697605,tadA,,1
b2560,pgpC,46,28,36,204,187,155,138,45867.5,59552.5,53,76,2697915,2698550,2698232,pgpC,,1
b2561,yfhH,58,59,61,51,49,51,61,24940.5,82045.5,19,32,2698759,2699607,2699183,yfhH,,0
b2562,yfhL,22,20,28,22,7,5,8,191094.5,33319,32,19,2699663,2699923,2699793,yfhL,,0
b2563,acpS,33,15,20,103,81,75,72,68306,36429.5,25,49,2700618,2700998,2700808,acpS,,1
b2564,pdxJ,285,216,301,651,717,558,488,68991,53471.5,150,188,2700998,2701729,2701363,pdxJ,,1
b2565,recO,361,238,277,91,95,91,157,47578.5,68192,32,55,2701741,2702469,2702105,recO,,1
b2566,era,1284,964,1140,495,499,421,892,172445,86477.5,194,407,2702481,2703386,2702933,era,,1
b2567,rnc,824,657,749,570,401,295,863,202346,71772.5,136,219,2703383,2704063,2703723,rnc,,1
b2568,lepB,982,962,950,436,523,376,751,311733.5,94725.5,111,189,2704335,2705309,2704822,lepB,,1
b2569,lepA,2932,2723,2621,1219,1190,930,1930,456269,164860.5,311,487,2705325,2707124,2706224,lepA,,1
b2570,rseC,182,129,109,196,196,149,193,66601.5,39917.5,57,118,2707322,2707801,2707561,rseC,,1
b2571,rseB,590,405,409,735,749,529,726,177953,101099,255,402,2707798,2708754,2708276,rseB,,1
b2572,rseA,1180,822,818,1735,1872,1390,1298,282777,67165.5,426,710,2708754,2709404,2709079,rseA,,1
b2573,rpoE,1056,841,749,1640,1509,1110,1065,466220,80717,224,360,2709437,2710012,2709724,rpoE,,1
b2574,nadB,720,587,701,43,28,41,36,28025,142230.5,34,30,2710420,2712042,2711231,nadB,,0
b2576,srmB,927,670,697,489,418,338,770,222512.5,120808,94,169,2712896,2714230,2713563,srmB,,0
b2577,yfiE,64,55,44,50,48,39,39,46485,111306,29,19,2714439,2715320,2714879,yfiE,,1
b2578,eamB,38,26,24,31,24,19,19,23547,63478,30,21,2715423,2716010,2715716,eamB,,0
b2579,grcA,176,193,119,21127,23885,21735,12672,335426,57455,372,416,2716066,2716449,2716257,grcA,,1
b2580,ung,37,23,39,404,476,374,265,123852,65795,42,84,2716754,2717443,2717098,ung,,0
b2581,yfiF,435,385,340,1050,939,771,1164,113588.5,90289,138,161,2717491,2718528,2718009,yfiF,,1
b2582,trxC,256,237,280,53,41,46,68,30003,45627,45,44,2718735,2719154,2718944,trxC,,0
b2583,yfiP,36,53,33,60,46,34,102,26897.5,68702,26,31,2719223,2719921,2719572,yfiP,,0
b2584,pka,233,154,233,4332,4246,3421,2245,109519.5,248498.5,1061,1436,2719953,2722613,2721283,pka,,0
b2585,pssA,2121,1867,1699,2126,1977,1503,1554,218511.5,151368.5,458,625,2722727,2724082,2723404,pssA,,0
b2586,yfiM,10,5,5,54,54,13,72,58278,32418.5,99,119,2724128,2724451,2724289,yfiM,,0
b2587,kgtP,17366,12527,19088,1625,1651,1074,2325,808457,156615,1073,1971,2724448,2725746,2725097,kgtP,,1
b2592,clpB,7643,5672,5951,1345,1443,1062,1037,642446,241213.5,984,1076,2731600,2734173,2732886,clpB,,1
b2593,yfiH,305,212,202,180,143,130,222,45763,56885,52,100,2734303,2735034,2734668,yfiH,,1
b2594,rluD,268,183,201,349,366,247,480,89858.5,90752.5,113,168,2735031,2736011,2735521,rluD,,1
b2595,bamD,1281,1086,1083,1432,1353,1018,1363,202865,80062.5,373,443,2736146,2736883,2736514,bamD,,0
b2597,raiA,54,56,74,23250,26547,24093,9492,1452267,51381.5,8750,9746,2737154,2737495,2737324,raiA,,0
b2598,pheL,0,1,0,3,6,1,3,3671,6282.5,4,10,2737599,2737646,2737622,pheL,,0
b2599,pheA,1290,788,1128,203,211,147,197,99878,132486,243,399,2737745,2738905,2738325,pheA,,0
b2600,tyrA,1211,1158,846,119,94,78,127,50367,105039,60,92,2738948,2740069,2739508,tyrA,,1
b2601,aroF,1490,1738,1086,125,110,93,150,75064.5,120642,73,106,2740080,2741150,2740615,aroF,,1
b2602,yfiL,8,7,7,29,24,7,19,12740.5,50051.5,18,27,2741360,2741725,2741542,yfiL,,0
b2603,yfiR,135,131,172,108,69,74,82,152395.5,70462,51,76,2741875,2742393,2742134,yfiR,,0
b2604,yfiN,34,42,37,129,95,85,120,123633,157884.5,57,79,2742383,2743609,2742996,yfiN,,0
b2605,yfiB,5,1,15,148,148,103,144,85382,55898.5,19,39,2743625,2744107,2743866,yfiB,,0
b2606,rplS,6298,6338,4946,2618,2521,2053,3529,1058947.5,50038.5,386,701,2744183,2744530,2744356,rplS,,1
b2607,trmD,20097,19555,16168,6436,5981,4589,10123,3351304,80511.5,1077,1888,2744572,2745339,2744955,trmD,,1
b2608,rimM,1384,1577,1223,4907,4820,3476,7947,3483622,73087.5,893,1663,2745370,2745918,2745644,rimM,,1
b2609,rpsP,1722,1810,1470,1873,1581,1268,3043,1214641.5,24621,253,435,2745937,2746185,2746061,rpsP,,1
b2610,ffh,1142,1020,1011,2377,2302,1801,2327,419440.5,123151,676,960,2746434,2747795,2747114,ffh,,1
b2611,ypjD,473,470,492,150,90,97,161,65452.5,79561.5,49,82,2747962,2748753,2748357,ypjD,,0
b2614,grpE,2863,2515,2410,973,1108,775,950,1408689,72773,105,162,2750115,2750708,2750411,grpE,,1
b2615,nadK,232,202,206,278,257,203,207,37613,91066.5,66,138,2750831,2751709,2751270,nadK,,0
b2616,recN,761,509,658,184,161,142,191,101741,163867.5,70,147,2751795,2753456,2752625,recN,,0
b2617,bamE,771,601,595,764,616,549,478,253620,46478.5,178,206,2753605,2753946,2753775,bamE,,0
b2618,ratB,48,48,42,63,58,27,59,91289,36172,54,66,2754008,2754298,2754153,ratB,,1
b2619,ratA,277,266,255,251,224,143,187,130004,64155.5,58,116,2754288,2754764,2754526,ratA,,1
b2620,smpB,32,48,33,809,777,537,707,55636.5,51112.5,165,254,2754896,2755378,2755137,smpB,,0
b2622,intA,134,162,135,352,390,272,248,66068.5,164344.5,64,111,2756159,2757400,2756779,intA,,0
b2623,yfjH,78,65,82,37,44,17,36,26476.5,116164.5,49,57,2757644,2758600,2758122,yfjH,,1
b2624,alpA,4,3,8,0,0,1,1,3585.5,24951.5,0,1,2758644,2758856,2758750,alpA,,0
b2625,yfjI,9,12,9,5,6,1,3,18404.5,171327.5,1,1,2758985,2760394,2759689,yfjI,,0
b2626,yfjJ,4,0,2,2,0,3,0,8282.5,71833,1,1,2760547,2761173,2760860,yfjJ,,0
b2627,yfjK,671,554,655,286,315,238,230,110491,263408.5,124,230,2761351,2763540,2762445,yfjK,,1
b2628,yfjL,270,241,248,675,564,402,365,99596,218761.5,167,334,2763537,2765153,2764345,yfjL,,1
b2629,yfjM,0,4,1,7,3,2,2,12539,34361.5,2,10,2765513,2765776,2765644,yfjM,,1
b2630,rnlA,735,439,575,626,658,455,515,586515.5,148867.5,277,407,2765918,2766991,2766454,rnlA,,0
b2631,rnlB,25,23,28,74,72,52,64,220602,51987.5,43,92,2766984,2767355,2767169,rnlB,,0
b2632,yfjP,17,11,20,21,11,8,11,15804.5,77552,3,8,2767710,2768573,2768141,yfjP,,0
b2633,yfjQ,0,6,3,4,3,1,2,25653.5,74904,5,4,2768665,2769486,2769075,yfjQ,,0
b2634,yfjR,4,4,12,6,11,6,2,8739.5,61384,2,5,2769703,2770404,2770053,yfjR,,0
b2635,ypjK,0,3,0,1,0,0,1,5193,22027.5,0,0,2770445,2770681,2770563,ypjK,,0
b2636,yfjS,14,10,7,1,3,3,4,10103.5,46305.5,6,4,2770681,2771124,2770902,yfjS,,0
b2637,yfjT,8,6,7,14,16,11,12,10312.5,60052,8,3,2771148,2771615,2771381,yfjT,,0
b2642,yfjW,25,13,31,78,61,35,79,23408,214769.5,83,117,2773318,2775021,2774169,yfjW,,0
b2643,yfjX,0,0,0,4,6,6,1,7263,35756,6,0,2775919,2776377,2776148,yfjX,,0
b2644,yfjY,0,0,0,3,1,1,2,4443.5,42469,1,0,2776386,2776868,2776627,yfjY,,0
b2645,yfjZ,0,0,0,2,0,0,1,3852,30463,1,1,2777115,2777432,2777273,yfjZ,,0
b2646,ypjF,2,7,4,3,2,2,3,7529,39536.5,2,3,2777453,2777782,2777617,ypjF,,0
b2647,ypjA,106,77,140,36,50,34,41,139235,558839.5,79,110,2778146,2782726,2780436,ypjA,,1
b2659,csiD,280,131,260,28,33,19,24,14342,88536.5,26,33,2788985,2789962,2789473,csiD,,0
b2660,lhgO,38,28,70,40,51,34,44,16936.5,118255,35,63,2789982,2791250,2790616,lhgO,,0
b2661,gabD,70,37,95,112,133,99,102,12833.5,103954.5,82,125,2791273,2792721,2791997,gabD,,0
b2662,gabT,158,87,159,119,136,111,107,18943.5,113263,79,112,2792735,2794015,2793375,gabT,,0
b2663,gabP,75,47,107,17,10,10,10,27788,168333.5,22,26,2794253,2795653,2794953,gabP,,0
b2664,csiR,126,74,137,42,40,28,31,21710.5,65370,50,90,2795674,2796336,2796005,csiR,,0
b2665,ygaU,222,164,341,318,421,261,194,17798.5,57378,269,377,2796337,2796786,2796561,ygaU,,1
b2666,yqaE,5,5,10,13,7,10,8,5223,19169.5,19,15,2796870,2797028,2796949,yqaE,,1
b2667,ygaV,46,32,34,21,18,16,22,5639.5,31735,37,22,2797211,2797510,2797360,ygaV,,0
b2668,ygaP,6,13,2,98,89,59,81,23758,76301,8,13,2797520,2798044,2797782,ygaP,,0
b2669,stpA,12851,8010,11019,43,17,13,40,17561.5,52493,2,3,2798091,2798495,2798293,stpA,,1
b2670,alaE,2,6,4,80,64,45,49,45835,58132,173,177,2799164,2799613,2799388,alaE,,0
b2671,ygaC,41,31,26,8,11,13,14,22053.5,49524.5,10,12,2799650,2799994,2799822,ygaC,,1
b2672,ygaM,53,49,110,219,237,190,130,7596.5,36577.5,217,293,2800146,2800475,2800310,ygaM,,0
b2673,nrdH,82,96,162,1,1,0,15,1999,27615,2,2,2800723,2800968,2800845,nrdH,,0
b2674,nrdI,756,343,931,1,3,2,42,4188.5,34737,2,2,2800965,2801375,2801170,nrdI,,0
b2675,nrdE,466,265,608,16,20,15,190,37826.5,234919,12,22,2801348,2803492,2802420,nrdE,,0
b2676,nrdF,720,396,1119,9,3,2,64,16341,137809,3,1,2803502,2804461,2803981,nrdF,,0
b2677,proV,348,197,282,603,611,393,1029,26730.5,153989,19,25,2804815,2806017,2805416,proV,,0
b2678,proW,306,199,258,434,533,353,744,15893,90176.5,17,28,2806010,2807074,2806542,proW,,0
b2679,proX,177,104,142,1280,1566,1010,1398,21130,99566.5,39,41,2807132,2808124,2807628,proX,,0
b2682,ygaZ,166,122,117,384,305,255,278,53295.5,71443.5,84,101,2809617,2810354,2809985,ygaZ,,0
b2683,ygaH,36,26,22,108,93,91,114,7594.5,28389,26,30,2810344,2810679,2810511,ygaH,,0
b2684,mprA,718,703,574,353,348,240,593,91452.5,72088,84,120,2810770,2811300,2811035,mprA,,0
b2685,emrA,179,188,129,100,91,69,194,129604.5,120337.5,32,56,2811427,2812599,2812013,emrA,,0
b2686,emrB,369,330,298,82,88,60,119,35865,119069,33,51,2812616,2814154,2813385,emrB,,0
b2687,luxS,1664,1711,1959,752,885,624,683,50715.5,59305,183,207,2814218,2814733,2814475,luxS,,1
b2688,gshA,2664,2102,2727,1171,1157,861,1322,286774,174158.5,241,437,2814883,2816439,2815661,gshA,,1
b2689,yqaA,335,302,301,196,168,108,174,62139,52322.5,52,80,2816512,2816940,2816726,yqaA,,1
b2690,yqaB,191,129,138,318,337,251,289,65404.5,60462.5,71,93,2816937,2817503,2817220,yqaB,,1
b2696,csrA,197,99,153,843,850,670,664,141475.5,29209.5,715,1016,2818961,2819146,2819053,csrA,,1
b2697,alaS,7952,7230,6733,3055,3277,2484,3949,997981.5,252635.5,767,1177,2819381,2822011,2820696,alaS,,1
b2698,recX,9,5,7,20,20,17,40,13431.5,45847,3,9,2822139,2822639,2822389,recX,,1
b2699,recA,2432,2528,2226,2358,2631,2104,2272,282591,110145.5,884,1012,2822708,2823769,2823238,recA,,1
b2700,pncC,152,117,127,140,131,118,114,22789.5,38741,34,35,2823849,2824346,2824097,pncC,,1
b2701,mltB,121,114,121,108,58,44,113,23128.5,92416.5,43,65,2824491,2825576,2825033,mltB,,1
b2702,srlA,6,17,26,400,380,313,168,31799.5,65166,5,8,2825832,2826395,2826113,srlA,,0
b2703,srlE,32,12,31,849,1005,733,463,32548,86938,8,18,2826392,2827351,2826871,srlE,,0
b2704,srlB,5,4,1,469,459,348,271,21540,32100.5,1,3,2827362,2827733,2827547,srlB,,0
b2705,srlD,36,55,55,2689,3092,2581,1731,83117.5,76998,18,31,2827737,2828516,2828126,srlD,,0
b2707,srlR,72,61,81,343,342,306,218,71638.5,112919.5,26,57,2829047,2829820,2829433,srlR,,0
b2709,norR,120,78,99,32,40,19,24,42473.5,123144,18,23,2830775,2832289,2831532,norR,,1
b2710,norV,130,68,90,22,18,16,19,22067,156743,13,19,2832476,2833915,2833195,norV,,0
b2711,norW,33,23,30,10,9,10,3,16100.5,118061.5,4,5,2833912,2835045,2834478,norW,,0
b2712,hypF,72,40,66,205,252,192,90,50800.5,202994.5,42,75,2835173,2837425,2836299,hypF,,1
b2713,hydN,24,10,29,3,6,5,6,11963,56471.5,5,8,2837578,2838105,2837841,hydN,,1
