Locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b2349,intS,2466545,2467702,2467123,intS,,0,20.4691369095032
b2350,gtrA,2467855,2468217,2468036,gtrA,,0,60.2680889770358
b2351,gtrB,2468214,2469134,2468674,gtrB,,0,111.379787025442
b2352,gtrS,2469131,2470462,2469796,gtrS,,0,56.6825509752019
b2354,yfdK,2471077,2471517,2471297,yfdK,,1,4.37247861836289
b2357,yfdN,2472387,2472881,2472634,yfdN,,1,0.584826181898329
b2359,yfdP,2473604,2473966,2473785,yfdP,,0,2.201519883071
b2360,yfdQ,2474032,2474856,2474444,yfdQ,,0,8.89799159889266
b2361,yfdR,2474984,2475520,2475252,yfdR,,0,0
b2362,yfdS,2475511,2475873,2475692,yfdS,,0,0.234562503401156
b2363,yfdT,2475873,2476178,2476025,yfdT,,0,1.20941021608726
b2364,dsdC,2476694,2477629,2477161,dsdC,,1,13.5140307750306
b2365,dsdX,2477847,2479184,2478515,dsdX,,0,18.2408384859058
b2366,dsdA,2479202,2480530,2479866,dsdA,,0,32.6070928651551
b2367,emrY,2480638,2482176,2481407,emrY,,1,1.5237527976207
b2368,emrK,2482176,2483339,2482757,emrK,,1,1.51482365457416
b2369,evgA,2483755,2484369,2484062,evgA,,0,161.753618333873
b2370,evgS,2484374,2487967,2486170,evgS,,0,228.544188206746
b2371,yfdE,2488023,2489168,2488595,yfdE,,1,3.50559256883957
b2372,yfdV,2489242,2490186,2489714,yfdV,,1,0.673817374642685
b2373,oxc,2490256,2491950,2491103,oxc,,1,3.46511275071537
b2374,frc,2492004,2493254,2492629,frc,,1,1.99231777602438
b2375,yfdX,2493767,2494402,2494084,yfdX,,1,1.12642723706004
b2376,ypdI,2494698,2494973,2494835,ypdI,,0,5.45803591885424
b2377,yfdY,2495050,2495292,2495171,yfdY,,1,32.4090870849383
b2378,lpxP,2495645,2496565,2496105,lpxP,,0,110.762431089354
b2379,alaC,2497057,2498295,2497676,alaC,,1,98.076448484922
b2380,ypdA,2498671,2500368,2499519,ypdA,,0,85.7305569956573
b2381,ypdB,2500383,2501117,2500750,ypdB,,0,57.7791496041688
b2382,ypdC,2501130,2501987,2501558,ypdC,,0,40.8634195590113
b2383,fryA,2501990,2504485,2503237,fryA,,1,12.886374385723
b2384,ypdE,2504510,2505547,2505028,ypdE,,1,4.74911871122929
b2385,ypdF,2505547,2506632,2506089,ypdF,,1,2.7944555292818
b2386,fryC,2506647,2507894,2507270,fryC,,1,2.18803467989043
b2387,fryB,2507916,2508242,2508079,fryB,,1,0.740285209284947
b2388,glk,2508461,2509426,2508943,glk,,1,150.790076090674
b2389,yfeO,2509630,2510886,2510258,yfeO,,0,31.7145811347132
b2390,ypeC,2511001,2511327,2511164,ypeC,,0,22.000342674716
b2392,mntH,2511468,2512706,2512087,mntH,,1,107.565178325469
b2393,nupC,2513042,2514244,2513643,nupC,,0,241.428595087874
b2395,yfeA,2515643,2517832,2516737,yfeA,,1,72.7722548958803
b2398,yfeC,2518467,2518811,2518639,yfeC,,0,118.047839710472
b2399,yfeD,2518813,2519205,2519009,yfeD,,0,144.284770005917
b2400,gltX,2519257,2520672,2519964,gltX,,1,497.658897166292
b2405,xapR,2521593,2522477,2522035,xapR,,1,18.3601751251298
b2406,xapB,2522729,2523985,2523357,xapB,,1,13.7286036184401
b2407,xapA,2524045,2524878,2524461,xapA,,1,2.04891939151984
b2408,yfeN,2525127,2525891,2525509,yfeN,,0,4.13638918608692
b2409,yfeR,2525930,2526856,2526393,yfeR,,1,13.1376344717519
b2410,yfeH,2526946,2527944,2527445,yfeH,,0,75.1032097217818
b2411,ligA,2528161,2530176,2529168,ligA,,1,119.568900548529
b2412,zipA,2530247,2531233,2530740,zipA,,1,278.037215548388
b2413,cysZ,2531463,2532224,2531843,cysZ,,0,47.5164680725777
b2414,cysK,2532409,2533380,2532894,cysK,,0,302.177751668902
b2415,ptsH,2533764,2534021,2533892,ptsH,,0,468.823491914766
b2416,ptsI,2534066,2535793,2534929,ptsI,,0,1583.71229312451
b2417,crr,2535834,2536343,2536088,crr,,0,1024.88107595007
b2418,pdxK,2536386,2537237,2536811,pdxK,,1,118.180722663276
b2419,yfeK,2537342,2537716,2537529,yfeK,,0,6.80479012855547
b2420,yfeS,2537749,2538483,2538116,yfeS,,0,21.6591124364502
b2421,cysM,2538672,2539583,2539127,cysM,,1,80.062652567891
b2422,cysA,2539717,2540814,2540265,cysA,,1,69.3112506727453
b2423,cysW,2540804,2541679,2541241,cysW,,1,58.1209035548593
b2424,cysU,2541679,2542512,2542095,cysU,,1,57.9882758940581
b2425,cysP,2542512,2543528,2543020,cysP,,1,68.0138335160149
b2426,ucpA,2543832,2544623,2544227,ucpA,,1,768.833663571266
b2427,murR,2544752,2545609,2545180,murR,,1,11.2221480683352
b2428,murQ,2545773,2546669,2546221,murQ,,0,47.9111528451533
b2429,murP,2546673,2548097,2547385,murP,,0,47.2750265978183
b2430,yfeW,2548102,2549406,2548754,yfeW,,0,33.5170926196143
b2431,yfeX,2549646,2550545,2550095,yfeX,,1,335.069167550888
b2432,yfeY,2550641,2551216,2550928,yfeY,,1,46.2033988812452
b2433,yfeZ,2551277,2551726,2551501,yfeZ,,1,25.0192811198518
b2434,ypeA,2551713,2552138,2551925,ypeA,,1,46.6117209042208
b2435,amiA,2552352,2553221,2552786,amiA,,0,118.195401452243
b2436,hemF,2553225,2554124,2553674,hemF,,0,57.0573960926837
b2437,eutR,2554130,2555182,2554656,eutR,,1,22.9730612423932
b2438,eutK,2555228,2555728,2555478,eutK,,1,24.3403179169645
b2439,eutL,2555741,2556400,2556070,eutL,,1,35.2069923519728
b2440,eutC,2556410,2557297,2556853,eutC,,1,51.0295819231913
b2441,eutB,2557318,2558679,2557998,eutB,,1,150.434319072738
b2451,eutA,2565481,2566884,2566182,eutA,,1,4.94180366627258
b2452,eutH,2566881,2568107,2567494,eutH,,1,5.73995454007554
b2453,eutG,2568324,2569511,2568917,eutG,,1,5.4592914760251
b2454,eutJ,2569501,2570337,2569919,eutJ,,1,1.38827659137882
b2455,eutE,2570348,2571751,2571049,eutE,,1,2.64906673494481
b2456,eutN,2571763,2572050,2571906,eutN,,1,1.05395118870064
b2457,eutM,2572157,2572450,2572303,eutM,,1,8.09267131558105
b2458,eutD,2572489,2573505,2572997,eutD,,1,10.2251010199664
b2459,eutT,2573502,2574305,2573903,eutT,,1,5.184514750251
b2460,eutQ,2574302,2575003,2574652,eutQ,,1,7.11454914164529
b2461,eutP,2574978,2575457,2575217,eutP,,1,2.16682987358063
b2462,eutS,2575470,2575805,2575637,eutS,,1,0.964937091384894
b2463,maeB,2576098,2578377,2577237,maeB,,1,371.930016448232
b2464,talA,2578666,2579616,2579141,talA,,0,125.663397784475
b2465,tktB,2579636,2581639,2580637,tktB,,0,217.541959160549
b2466,ypfG,2581734,2582777,2582255,ypfG,,1,25.1601676618011
b2467,nudK,2582903,2583478,2583190,nudK,,1,46.0335082308318
b2468,aegA,2583546,2585525,2584535,aegA,,1,89.3914503868796
b2469,narQ,2585731,2587431,2586581,narQ,,0,95.0053241400579
b2470,acrD,2587595,2590708,2589151,acrD,,0,38.0827801327016
b2471,yffB,2591247,2591603,2591425,yffB,,0,54.3485129054899
b2472,dapE,2591607,2592734,2592170,dapE,,0,142.339624721612
b2473,ypfH,2593072,2593770,2593421,ypfH,,1,70.4700940367497
b2474,tmcA,2593844,2595859,2594851,tmcA,,1,107.62003784016
b2475,ypfJ,2595874,2596737,2596305,ypfJ,,1,87.192826049154
b2476,purC,2596905,2597618,2597261,purC,,1,105.126449806049
b2477,bamC,2597831,2598865,2598348,bamC,,1,581.319620959089
b2478,dapA,2598882,2599760,2599321,dapA,,1,685.832985990467
b2479,gcvR,2599906,2600478,2600192,gcvR,,0,111.451805759603
b2480,bcp,2600478,2600948,2600713,bcp,,0,154.545988132543
b2481,hyfA,2601201,2601818,2601509,hyfA,,0,1.09054888778212
b2482,hyfB,2601818,2603836,2602827,hyfB,,0,3.48221736450556
b2483,hyfC,2603847,2604794,2604320,hyfC,,0,0.771249494124528
b2484,hyfD,2604811,2606250,2605530,hyfD,,0,3.61784479123701
b2485,hyfE,2606262,2606912,2606587,hyfE,,0,0.804070442088939
b2486,hyfF,2606917,2608497,2607707,hyfF,,0,8.39742941950519
b2487,hyfG,2608487,2610154,2609320,hyfG,,0,19.5068759355523
b2488,hyfH,2610164,2610709,2610436,hyfH,,0,5.77646906808103
b2489,hyfI,2610706,2611464,2611085,hyfI,,0,5.88609620376476
b2490,hyfJ,2611457,2611870,2611663,hyfJ,,0,1.54996179514612
b2491,hyfR,2611900,2613912,2612906,hyfR,,0,12.814412183376
b2492,focB,2613934,2614782,2614358,focB,,0,13.1317288621773
b2493,yfgO,2614820,2615881,2615350,yfgO,,1,60.9653179458506
b2495,yfgD,2617578,2617937,2617757,yfgD,,0,54.7080026985973
b2496,hda,2618075,2618776,2618425,hda,,1,103.548504243699
b2497,uraA,2618871,2620160,2619515,uraA,,1,112.79661386294
b2498,upp,2620246,2620872,2620559,upp,,1,200.301581237076
b2499,purM,2621197,2622234,2621715,purM,,0,94.1984915931943
b2500,purN,2622234,2622872,2622553,purN,,0,53.1160154447036
b2501,ppk,2623044,2625110,2624077,ppk,,0,309.731008918717
b2502,ppx,2625115,2626656,2625885,ppx,,0,153.163670442238
b2503,yfgF,2626695,2628938,2627816,yfgF,,1,16.6308936698942
b2504,yfgG,2629290,2629481,2629385,yfgG,,0,21.3324267010707
b2505,yfgH,2629792,2630310,2630051,yfgH,,0,3.69029687465897
b2506,yfgI,2630326,2630865,2630595,yfgI,,0,5.77821299621501
b2507,guaA,2630958,2632535,2631746,guaA,,1,578.94512253888
b2508,guaB,2632604,2634070,2633337,guaB,,1,383.652433385535
b2509,xseA,2634232,2635602,2634917,xseA,,0,199.85151005458
b2510,yfgJ,2635599,2635814,2635706,yfgJ,,1,11.3723319439895
b2511,der,2635884,2637356,2636620,der,,1,216.482972796685
b2512,bamB,2637474,2638652,2638063,bamB,,1,358.214764637165
b2513,yfgM,2638663,2639283,2638973,yfgM,,1,188.793084036095
b2514,hisS,2639301,2640575,2639938,hisS,,1,519.669841196151
b2515,ispG,2640686,2641804,2641245,ispG,,1,453.748102692638
b2516,rodZ,2641831,2642844,2642337,rodZ,,1,351.053851138597
b2517,rlmN,2643129,2644283,2643706,rlmN,,1,135.701388323874
b2518,ndk,2644433,2644864,2644648,ndk,,1,87.3150785234659
b2519,pbpC,2645013,2647325,2646169,pbpC,,1,68.0876211770317
b2520,yfhM,2647326,2652287,2649806,yfhM,,1,760.87619514289
b2521,sseA,2652494,2653339,2652916,sseA,,0,335.814922791469
b2522,sseB,2654157,2654933,2654545,sseB,,1,133.496698102776
b2523,pepB,2655075,2656358,2655716,pepB,,1,364.626499491405
b2524,iscX,2656536,2656736,2656636,iscX,,1,55.9404691582024
b2525,fdx,2656748,2657083,2656915,fdx,,1,89.0185688834841
b2526,hscA,2657085,2658935,2658010,hscA,,1,397.736953623704
b2527,hscB,2658952,2659467,2659209,hscB,,1,75.4546590884281
b2528,iscA,2659563,2659886,2659724,iscA,,1,281.621770185497
b2529,iscU,2659903,2660289,2660096,iscU,,1,245.157380959464
b2530,iscS,2660317,2661531,2660924,iscS,,1,612.636610859509
b2531,iscR,2661643,2662131,2661887,iscR,,1,165.697779352647
b2532,trmJ,2662583,2663323,2662953,trmJ,,1,262.475040141231
b2533,suhB,2663442,2664245,2663843,suhB,,0,133.795186276091
b2534,yfhR,2664390,2665244,2664817,yfhR,,0,4.30074263488338
b2535,csiE,2665435,2666715,2666075,csiE,,0,190.06464858799
b2536,hcaT,2666707,2667846,2667276,hcaT,,1,44.8606914269151
b2537,hcaR,2668006,2668896,2668451,hcaR,,1,20.9120931053018
b2538,hcaE,2669032,2670393,2669712,hcaE,,0,27.5910266090732
b2539,hcaF,2670390,2670908,2670649,hcaF,,0,5.50015195774879
b2540,hcaC,2670908,2671228,2671068,hcaC,,0,1.12689018958427
b2541,hcaB,2671225,2672037,2671631,hcaB,,0,5.38969086157837
b2542,hcaD,2672047,2673249,2672648,hcaD,,0,12.491636984726
b2543,yphA,2673346,2673768,2673557,yphA,,0,20.5281158944987
b2544,yphB,2673816,2674688,2674252,yphB,,1,10.428412016047
b2545,yphC,2674700,2675761,2675230,yphC,,1,14.0484191747811
b2546,yphD,2675827,2676825,2676326,yphD,,1,3.22183327753182
b2547,yphE,2676850,2678361,2677605,yphE,,1,7.4125911479307
b2548,yphF,2678384,2679367,2678875,yphF,,1,2.26052073121024
b2549,yphG,2679464,2682745,2681104,yphG,,1,13.6829037691196
b2550,yphH,2682863,2684056,2683459,yphH,,0,25.2326502051476
b2551,glyA,2684254,2685507,2684880,glyA,,1,1085.1265433239
b2552,hmp,2685835,2687025,2686430,hmp,,0,78.5686616410979
b2553,glnB,2687070,2687408,2687239,glnB,,1,61.7930757514095
b2554,glrR,2687469,2688803,2688136,glrR,,1,48.5112578794012
b2555,yfhG,2688793,2689506,2689149,yfhG,,1,40.163185443515
b2556,glrK,2689671,2691098,2690384,glrK,,1,55.7641192797154
b2557,purL,2691656,2695543,2693599,purL,,1,331.174973553895
b2558,mltF,2695801,2697357,2696579,mltF,,0,17.5183005870383
b2559,tadA,2697354,2697857,2697605,tadA,,1,36.769831345216
b2560,pgpC,2697915,2698550,2698232,pgpC,,1,61.3681575480877
b2561,yfhH,2698759,2699607,2699183,yfhH,,0,21.8651844269998
b2562,yfhL,2699663,2699923,2699793,yfhL,,0,17.7120489549352
b2563,acpS,2700618,2700998,2700808,acpS,,1,31.7207746962126
b2564,pdxJ,2700998,2701729,2701363,pdxJ,,1,150.947701727571
b2565,recO,2701741,2702469,2702105,recO,,1,53.4161609460938
b2566,era,2702481,2703386,2702933,era,,1,238.992724334619
b2567,rnc,2703383,2704063,2703723,rnc,,1,172.677460920036
b2568,lepB,2704335,2705309,2704822,lepB,,1,181.668610387224
b2569,lepA,2705325,2707124,2706224,lepA,,1,500.467498833256
b2570,rseC,2707322,2707801,2707561,rseC,,1,73.7219222206705
b2571,rseB,2707798,2708754,2708276,rseB,,1,233.507890771674
b2572,rseA,2708754,2709404,2709079,rseA,,1,393.15053457558
b2573,rpoE,2709437,2710012,2709724,rpoE,,1,352.789925665527
b2574,nadB,2710420,2712042,2711231,nadB,,0,83.3197927530851
b2576,srmB,2712896,2714230,2713563,srmB,,0,146.308915735635
b2577,yfiE,2714439,2715320,2714879,yfiE,,1,20.9605019331022
b2578,eamB,2715423,2716010,2715716,eamB,,0,18.5653666588048
b2579,grcA,2716066,2716449,2716257,grcA,,1,402.874067852245
b2580,ung,2716754,2717443,2717098,ung,,0,92.8387612302996
b2581,yfiF,2717491,2718528,2718009,yfiF,,1,186.273026419521
b2582,trxC,2718735,2719154,2718944,trxC,,0,50.3386612711078
b2583,yfiP,2719223,2719921,2719572,yfiP,,0,23.4533097873151
b2584,pka,2719953,2722613,2721283,pka,,0,748.656008712789
b2585,pssA,2722727,2724082,2723404,pssA,,0,442.455153666186
b2586,yfiM,2724128,2724451,2724289,yfiM,,0,51.0175029190957
b2587,kgtP,2724448,2725746,2725097,kgtP,,1,1278.49850274251
b2592,clpB,2731600,2734173,2732886,clpB,,1,1011.27084311382
b2593,yfiH,2734303,2735034,2734668,yfiH,,1,64.7171541243877
b2594,rluD,2735031,2736011,2735521,rluD,,1,126.524841119085
b2595,bamD,2736146,2736883,2736514,bamD,,0,318.76741151327
b2597,raiA,2737154,2737495,2737324,raiA,,0,3964.17171352176
b2598,pheL,2737599,2737646,2737622,pheL,,0,4.1689621983538
b2599,pheA,2737745,2738905,2738325,pheA,,0,234.874445320392
b2600,tyrA,2738948,2740069,2739508,tyrA,,1,124.567785877066
b2601,aroF,2740080,2741150,2740615,aroF,,1,152.234344357106
b2602,yfiL,2741360,2741725,2741542,yfiL,,0,15.5738504265904
b2603,yfiR,2741875,2742393,2742134,yfiR,,0,49.0975479553881
b2604,yfiN,2742383,2743609,2742996,yfiN,,0,54.2497427798182
b2605,yfiB,2743625,2744107,2743866,yfiB,,0,35.4948890417408
b2606,rplS,2744183,2744530,2744356,rplS,,1,829.214490730481
b2607,trmD,2744572,2745339,2744955,trmD,,1,2310.51967620603
b2608,rimM,2745370,2745918,2745644,rimM,,1,1350.1133794048
b2609,rpsP,2745937,2746185,2746061,rpsP,,1,423.448444601921
b2610,ffh,2746434,2747795,2747114,ffh,,1,561.724610927587
b2611,ypjD,2747962,2748753,2748357,ypjD,,0,84.4997519677439
b2614,grpE,2750115,2750708,2750411,grpE,,1,391.266832106976
b2615,nadK,2750831,2751709,2751270,nadK,,0,88.983726447887
b2616,recN,2751795,2753456,2752625,recN,,0,127.038837043402
b2617,bamE,2753605,2753946,2753775,bamE,,0,196.128986870483
b2618,ratB,2754008,2754298,2754153,ratB,,1,42.4400683360344
b2619,ratA,2754288,2754764,2754526,ratA,,1,75.6280272867292
b2620,smpB,2754896,2755378,2755137,smpB,,0,155.055269658554
b2622,intA,2756159,2757400,2756779,intA,,0,94.9968048995289
b2623,yfjH,2757644,2758600,2758122,yfjH,,1,37.5068278032933
b2624,alpA,2758644,2758856,2758750,alpA,,0,0.59219557330197
b2625,yfjI,2758985,2760394,2759689,yfjI,,0,1.53703221050514
b2626,yfjJ,2760547,2761173,2760860,yfjJ,,0,0.796427521588731
b2627,yfjK,2761351,2763540,2762445,yfjK,,1,157.375019391777
b2628,yfjL,2763537,2765153,2764345,yfjL,,1,206.743368050592
b2629,yfjM,2765513,2765776,2765644,yfjM,,1,3.40652777238972
b2630,rnlA,2765918,2766991,2766454,rnlA,,0,272.882423520336
b2631,rnlB,2766984,2767355,2767169,rnlB,,0,45.9568899555001
b2632,yfjP,2767710,2768573,2768141,yfjP,,0,4.44723160977923
b2633,yfjQ,2768665,2769486,2769075,yfjQ,,0,3.02934093372112
b2634,yfjR,2769703,2770404,2770053,yfjR,,0,2.77971333596677
b2635,ypjK,2770445,2770681,2770563,ypjK,,0,0.0681820165295026
b2636,yfjS,2770681,2771124,2770902,yfjS,,0,4.06329392378952
b2637,yfjT,2771148,2771615,2771381,yfjT,,0,5.37202766804154
b2642,yfjW,2773318,2775021,2774169,yfjW,,0,65.7910656872874
b2643,yfjX,2775919,2776377,2776148,yfjX,,0,2.76353999134225
b2644,yfjY,2776386,2776868,2776627,yfjY,,0,0.578301506138803
b2645,yfjZ,2777115,2777432,2777273,yfjZ,,0,0.657404982153342
b2646,ypjF,2777453,2777782,2777617,ypjF,,0,1.82741754657862
b2647,ypjA,2778146,2782726,2780436,ypjA,,1,62.9499823277754
b2659,csiD,2788985,2789962,2789473,csiD,,0,41.8817331462216
b2660,lhgO,2789982,2791250,2790616,lhgO,,0,33.048061395369
b2661,gabD,2791273,2792721,2791997,gabD,,0,73.8834628992459
b2662,gabT,2792735,2794015,2793375,gabT,,0,70.8780343120176
b2663,gabP,2794253,2795653,2794953,gabP,,0,20.5100460760081
b2664,csiR,2795674,2796336,2796005,csiR,,0,49.8892509328384
b2665,ygaU,2796337,2796786,2796561,ygaU,,1,84.1583976410558
b2666,yqaE,2796870,2797028,2796949,yqaE,,1,11.5828801158198
b2667,ygaV,2797211,2797510,2797360,ygaV,,0,21.7173539539577
b2668,ygaP,2797520,2798044,2797782,ygaP,,0,17.503880964093
b2669,stpA,2798091,2798495,2798293,stpA,,1,42.315474544091
b2670,alaE,2799164,2799613,2799388,alaE,,0,60.7906639281004
b2671,ygaC,2799650,2799994,2799822,ygaC,,1,9.49011852731138
b2672,ygaM,2800146,2800475,2800310,ygaM,,0,54.7061243215146
b2673,nrdH,2800723,2800968,2800845,nrdH,,0,10.9948860201345
b2674,nrdI,2800965,2801375,2801170,nrdI,,0,23.0774653391217
b2675,nrdE,2801348,2803492,2802420,nrdE,,0,51.0277918602364
b2676,nrdF,2803502,2804461,2803981,nrdF,,0,65.6593061210392
b2677,proV,2804815,2806017,2805416,proV,,0,110.586118353866
b2678,proW,2806010,2807074,2806542,proW,,0,85.8991460286141
b2679,proX,2807132,2808124,2807628,proX,,0,89.3709481630933
b2682,ygaZ,2809617,2810354,2809985,ygaZ,,0,94.4243262267321
b2683,ygaH,2810344,2810679,2810511,ygaH,,0,31.0494891971235
b2684,mprA,2810770,2811300,2811035,mprA,,0,121.764785449097
b2685,emrA,2811427,2812599,2812013,emrA,,0,40.3480177804357
b2686,emrB,2812616,2814154,2813385,emrB,,0,56.5130397622158
b2687,luxS,2814218,2814733,2814475,luxS,,1,215.642829529329
b2688,gshA,2814883,2816439,2815661,gshA,,1,410.726989082995
b2689,yqaA,2816512,2816940,2816726,yqaA,,1,67.8872590978418
b2690,yqaB,2816937,2817503,2817220,yqaB,,1,89.3401885196874
b2696,csrA,2818961,2819146,2819053,csrA,,1,187.802936208763
b2697,alaS,2819381,2822011,2820696,alaS,,1,1116.26979797086
b2698,recX,2822139,2822639,2822389,recX,,1,5.93445775792926
b2699,recA,2822708,2823769,2823238,recA,,1,571.088616339575
b2700,pncC,2823849,2824346,2824097,pncC,,1,38.1623201530077
b2701,mltB,2824491,2825576,2825033,mltB,,1,41.9753658633548
b2702,srlA,2825832,2826395,2826113,srlA,,0,54.2205536138304
b2703,srlE,2826392,2827351,2826871,srlE,,0,70.9601744363808
b2704,srlB,2827362,2827733,2827547,srlB,,0,28.7562503883267
b2705,srlD,2827737,2828516,2828126,srlD,,0,93.4755805133837
b2707,srlR,2829047,2829820,2829433,srlR,,0,68.0494516961605
b2709,norR,2830775,2832289,2831532,norR,,1,22.1739501058506
b2710,norV,2832476,2833915,2833195,norV,,0,18.5321756711533
b2711,norW,2833912,2835045,2834478,norW,,0,5.52434005767619
b2712,hypF,2835173,2837425,2836299,hypF,,1,62.1935792497842
b2713,hydN,2837578,2838105,2837841,hydN,,1,5.7736168391
b2714,ascG,2838254,2839264,2838759,ascG,,1,60.6045918585041
b2715,ascF,2839524,2840981,2840252,ascF,,0,18.6708241230209
b2716,ascB,2840990,2842414,2841702,ascB,,0,17.7515213069248
b2717,hycI,2842573,2843043,2842808,hycI,,1,53.3518073384338
b2718,hycH,2843036,2843446,2843241,hycH,,1,7.40127223356618
b2719,hycG,2843443,2844210,2843826,hycG,,1,5.84831082855255
b2720,hycF,2844210,2844752,2844481,hycF,,1,1.68451451560178
b2721,hycE,2844762,2846471,2845616,hycE,,1,6.66895301567792
b2722,hycD,2846489,2847412,2846950,hycD,,1,1.81435688811868
b2723,hycC,2847415,2849241,2848328,hycC,,1,4.15163029343162
b2724,hycB,2849238,2849849,2849543,hycB,,1,1.6059157016374
b2725,hycA,2849974,2850435,2850204,hycA,,1,0.545439837177233
b2726,hypA,2850647,2850997,2850822,hypA,,0,45.327106840965
b2727,hypB,2851001,2851873,2851437,hypB,,0,178.060097957444
b2728,hypC,2851864,2852136,2852000,hypC,,0,44.2274256249671
b2729,hypD,2852136,2853257,2852696,hypD,,0,188.932620597803
b2730,hypE,2853254,2854264,2853759,hypE,,0,139.518809370394
b2731,fhlA,2854338,2856416,2855377,fhlA,,0,143.590239436554
b2732,ygbA,2856453,2856806,2856629,ygbA,,1,9.25707393590182
b2733,mutS,2857093,2859654,2858373,mutS,,0,156.675760371108
b2734,pphB,2859760,2860416,2860088,pphB,,0,2.08172267891551
b2735,ygbI,2860467,2861234,2860850,ygbI,,1,68.1622779981706
b2736,ygbJ,2861430,2862338,2861884,ygbJ,,0,6.28152665048974
b2737,ygbK,2862335,2863501,2862918,ygbK,,0,6.67054986971109
b2738,ygbL,2863593,2864231,2863912,ygbL,,0,3.0682850269235
b2739,ygbM,2864236,2865012,2864624,ygbM,,0,4.41609854155783
b2740,ygbN,2865101,2866465,2865783,ygbN,,0,7.43727991742119
b2741,rpoS,2866559,2867551,2867055,rpoS,,1,676.493576896972
b2742,nlpD,2867614,2868753,2868183,nlpD,,1,352.470773596125
b2743,pcm,2868893,2869519,2869206,pcm,,1,88.2241407631439
b2745,truD,2870255,2871304,2870779,truD,,1,169.103401781346
b2746,ispF,2871301,2871780,2871540,ispF,,1,57.7957351607279
b2747,ispD,2871780,2872490,2872135,ispD,,1,90.9154049587801
b2748,ftsB,2872509,2872820,2872664,ftsB,,1,62.5392349331639
b2749,ygbE,2873014,2873337,2873175,ygbE,,1,9.42038327979691
b2750,cysC,2873387,2873992,2873689,cysC,,1,44.4138048561039
b2751,cysN,2873992,2875419,2874705,cysN,,1,99.5090212097276
b2752,cysD,2875421,2876329,2875875,cysD,,1,64.7549949158339
b2753,iap,2876581,2877618,2877099,iap,,0,16.7219849927948
b2754,ygbF,2878569,2878853,2878711,ygbF,,1,3.2370995645128
b2755,ygbT,2878855,2879772,2879313,ygbT,,1,15.8737251785573
b2756,casE,2879788,2880387,2880087,casE,,1,6.14970290401326
b2757,casD,2880374,2881048,2880711,casD,,1,6.33855850374828
b2758,casC,2881051,2882142,2881596,casC,,1,11.1243392962412
b2759,casB,2882155,2882637,2882396,casB,,1,1.17560430832107
b2760,casA,2882630,2884138,2883384,casA,,1,5.36516260706715
b2761,ygcB,2884553,2887219,2885886,ygcB,,1,37.4724703427057
b2762,cysH,2887578,2888312,2887945,cysH,,1,60.0718476343655
b2763,cysI,2888387,2890099,2889243,cysI,,1,111.076584199807
b2764,cysJ,2890099,2891898,2890998,cysJ,,1,121.712532574098
b2765,queD,2892214,2892579,2892396,queD,,0,28.2944318826865
b2766,ygcN,2892657,2893928,2893292,ygcN,,0,140.760399220912
b2767,ygcO,2893919,2894179,2894049,ygcO,,0,16.3579653769215
b2768,ygcP,2894196,2894771,2894483,ygcP,,0,43.5700218187689
b2769,ygcQ,2894919,2895779,2895349,ygcQ,,1,4.98700631601366
b2770,ygcR,2895776,2896555,2896165,ygcR,,1,2.48741697752125
b2771,ygcS,2896533,2897870,2897201,ygcS,,1,2.07188055523059
b2774,ygcW,2899488,2900273,2899880,ygcW,,1,0.503980195363198
b2775,yqcE,2900592,2901869,2901230,yqcE,,0,3.97324185978725
b2776,ygcE,2901896,2903374,2902635,ygcE,,0,9.38008047612655
b2777,queE,2904747,2905418,2905082,queE,,1,66.1654967385381
b2778,ygcG,2905711,2906583,2906147,ygcG,,0,0.804070442088939
b2779,eno,2906643,2907941,2907292,eno,,1,2722.53308634333
b2780,pyrG,2908029,2909666,2908847,pyrG,,1,762.412248196135
b2781,mazG,2909894,2910685,2910289,mazG,,1,93.1511617566057
b2782,mazF,2910756,2911091,2910923,mazF,,1,37.66612166524
b2783,mazE,2911091,2911339,2911215,mazE,,1,30.6094307794867
b2784,relA,2911417,2913651,2912534,relA,,1,332.622830497178
b2785,rlmD,2913699,2915000,2914349,rlmD,,1,153.030690257011
b2786,barA,2915057,2917813,2916435,barA,,0,121.999087420337
b2787,gudD,2918045,2919385,2918715,gudD,,1,99.2764685713661
b2788,gudX,2919406,2920746,2920076,gudX,,1,53.0587341980855
b2789,gudP,2920748,2922100,2921424,gudP,,1,65.2515084397932
b2790,yqcA,2922535,2922984,2922759,yqcA,,1,93.8474698499823
b2791,truC,2923002,2923784,2923393,truC,,1,27.3896498654977
b2792,yqcC,2923784,2924113,2923948,yqcC,,1,9.59876610592215
b2793,syd,2924735,2925280,2925007,syd,,1,54.2572024697665
b2794,queF,2925348,2926196,2925772,queF,,0,72.3199419826179
b2795,ygdH,2926308,2927672,2926990,ygdH,,0,590.45753057223
b2796,sdaC,2928229,2929518,2928873,sdaC,,0,240.888566681146
b2797,sdaB,2929576,2930943,2930259,sdaB,,0,82.6498774568341
b2798,ygdG,2931055,2931810,2931432,ygdG,,0,44.7679558771006
b2799,fucO,2931865,2933013,2932439,fucO,,1,153.904397375735
b2800,fucA,2933041,2933688,2933364,fucA,,1,21.4988939964763
