Locus_tag,GSE73673_6,GSE73673_7,GSE73673_8,gene_id,GSE85914,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b2196,30,15,14,ccmF,2,BW25113_RS11460,2286440,2288383,2287411,,BW25113_2196,1
b2197,1,1,2,ccmE,8,BW25113_RS11465,2288380,2288859,2288619,,BW25113_2197,1
b2198,0,0,0,ccmD,7,BW25113_RS11470,2288856,2289065,2288960,,BW25113_2198,1
b2199,2,3,4,ccmC,6,BW25113_RS11475,2289062,2289799,2289430,,BW25113_2199,1
b2200,5,6,2,ccmB,1,BW25113_RS11480,2289841,2290503,2290172,,BW25113_2200,1
b2201,4,1,3,ccmA,28,BW25113_RS11485,2290500,2291123,2290811,,BW25113_2201,1
b2202,3,2,2,napC,20,BW25113_RS11490,2291136,2291738,2291437,,BW25113_2202,1
b2203,1,3,0,napB,3,BW25113_RS11495,2291748,2292197,2291972,napB,BW25113_2203,1
b2204,12,9,10,napH,3,BW25113_RS11500,2292194,2293057,2292625,,BW25113_2204,1
b2205,7,4,7,napG,1,BW25113_RS11505,2293044,2293739,2293391,,BW25113_2205,1
b2206,5,2,3,napA,8,BW25113_RS11510,2293746,2296232,2294989,,BW25113_2206,1
b2207,1,1,0,napD,2,BW25113_RS11515,2296229,2296492,2296360,,BW25113_2207,1
b2208,2,1,1,napF,13,BW25113_RS11520,2296482,2296976,2296729,,BW25113_2208,1
b2209,2,1,3,eco,317,BW25113_RS11530,2297384,2297872,2297628,,BW25113_2209,0
b2210,20,19,11,mqo,7,BW25113_RS11535,2298587,2300233,2299410,,BW25113_2210,1
b2211,11,3,8,yojI,14,BW25113_RS11540,2300451,2302094,2301272,,BW25113_2211,1
b2212,10,5,5,alkB,39,BW25113_RS11545,2302170,2302820,2302495,,BW25113_2212,1
b2213,14,10,7,ada,106,BW25113_RS11550,2302820,2303884,2303352,,BW25113_2213,1
b2214,13,8,4,apbE,16,BW25113_RS11555,2303958,2305013,2304485,,BW25113_2214,1
b2215,28,10,6,ompC,6093,BW25113_RS11560,2305125,2306228,2305676,,BW25113_2215,1
b2216,7889,4049,4499,rcsD,322,BW25113_RS11575,2306967,2309639,2308303,,BW25113_2216,0
b2217,21,8,10,rcsB,433,BW25113_RS11580,2309656,2310306,2309981,,BW25113_2217,0
b2218,359,188,190,rcsC,34,BW25113_RS11585,2310506,2313355,2311930,,BW25113_2218,1
b2219,21,17,14,atoS,15,BW25113_RS11590,2313522,2315348,2314435,,BW25113_2219,0
b2220,7,1,4,atoC,14,BW25113_RS11595,2315345,2316730,2316037,,BW25113_2220,0
b2221,4,3,2,atoD,0,BW25113_RS11600,2316926,2317588,2317257,,BW25113_2221,0
b2222,8,1,1,atoA,0,BW25113_RS11605,2317588,2318238,2317913,,BW25113_2222,0
b2223,6,2,1,atoE,1,BW25113_RS11610,2318235,2319557,2318896,,BW25113_2223,0
b2224,4,1,0,atoB,3,BW25113_RS11615,2319588,2320772,2320180,,BW25113_2224,0
b2225,0,2,0,yfaP,2,BW25113_RS11620,2320846,2321622,2321234,,BW25113_2225,1
b2226,5,2,3,yfaQ,1,BW25113_RS11625,2321627,2323276,2322451,,BW25113_2226,1
b2229,5,0,0,yfaT,0,BW25113_RS11640,2327815,2328438,2328126,,BW25113_2229,1
b2230,6,3,1,yfaA,1,BW25113_RS11645,2328435,2330123,2329279,,BW25113_2230,1
b2231,95,63,50,gyrA,364,BW25113_RS11650,2330272,2332899,2331585,,BW25113_2231,1
b2232,127,74,88,ubiG,429,BW25113_RS11655,2333046,2333768,2333407,,BW25113_2232,0
b2233,324,141,148,yfaL,4,BW25113_RS11660,2333896,2337648,2335772,,BW25113_2233,1
b2234,58,13,13,nrdA,222,BW25113_RS11670,2338344,2340629,2339486,,BW25113_2234,0
b2235,163,47,77,nrdB,174,BW25113_RS11675,2340863,2341993,2341428,,BW25113_2235,0
b2236,35,13,23,yfaE,7,BW25113_RS11680,2341993,2342247,2342120,,BW25113_2236,0
b2237,86,38,43,inaA,58,BW25113_RS11685,2342301,2342951,2342626,,BW25113_2237,1
b2239,92,52,65,glpQ,18,BW25113_RS11695,2343414,2344490,2343952,,BW25113_2239,1
b2240,31,7,10,glpT,3,BW25113_RS11700,2344495,2345853,2345174,,BW25113_2240,1
b2241,11,3,1,glpA,1,BW25113_RS11705,2346126,2347754,2346940,,BW25113_2241,0
b2242,1,1,1,glpB,2,BW25113_RS11710,2347744,2349003,2348373,,BW25113_2242,0
b2243,6,1,0,glpC,3,BW25113_RS11715,2349000,2350190,2349595,,BW25113_2243,0
b2244,6,0,1,yfaD,34,BW25113_RS11720,2350383,2351282,2350832,,BW25113_2244,0
b2245,7,2,2,rhmA,8,BW25113_RS11730,2351521,2352324,2351922,,BW25113_2245,1
b2246,38,9,15,rhmT,1,BW25113_RS11735,2352342,2353631,2352986,,BW25113_2246,1
b2247,9,8,1,rhmD,0,BW25113_RS11740,2353688,2354893,2354290,,BW25113_2247,1
b2248,0,1,1,rhmR,3,BW25113_RS11745,2354908,2355690,2355299,,BW25113_2248,1
b2249,7,2,0,yfaY,46,BW25113_RS11750,2355910,2357112,2356511,,BW25113_2249,1
b2250,2,0,1,yfaZ,13,BW25113_RS11755,2357212,2357754,2357483,,BW25113_2250,1
b2251,10,3,8,nudI,20,BW25113_RS11760,2358033,2358458,2358245,,BW25113_2251,0
b2252,36,12,17,ais,0,BW25113_RS11765,2358497,2359099,2358798,,BW25113_2252,1
b2253,8,3,2,arnB,139,BW25113_RS11770,2359407,2360546,2359976,,BW25113_2253,0
b2254,6,3,2,arnC,126,BW25113_RS11775,2360550,2361518,2361034,,BW25113_2254,0
b2255,13,8,5,arnA,50,BW25113_RS11780,2361518,2363500,2362509,,BW25113_2255,0
b2256,1,4,7,arnD,7,BW25113_RS11785,2363497,2364387,2363942,,BW25113_2256,0
b2257,17,8,9,arnT,4,BW25113_RS11790,2364387,2366039,2365213,,BW25113_2257,0
b2258,0,0,1,arnF,7,BW25113_RS11800,2366371,2366757,2366564,,BW25113_2258,0
b2259,0,0,0,pmrD,83,BW25113_RS11805,2366751,2367017,2366884,,BW25113_2259,1
b2260,12,10,6,menE,6,BW25113_RS11810,2367127,2368482,2367804,,BW25113_2260,1
b2261,19,8,5,menC,46,BW25113_RS11815,2368479,2369441,2368960,,BW25113_2261,1
b2262,12,5,7,menB,34,BW25113_RS11820,2369441,2370298,2369869,,BW25113_2262,1
b2263,20,20,18,menH,26,BW25113_RS11825,2370313,2371071,2370692,,BW25113_2263,1
b2264,79,53,48,menD,51,BW25113_RS11830,2371068,2372738,2371903,,BW25113_2264,1
b2265,20,8,9,menF,128,BW25113_RS11835,2372827,2374122,2373474,,BW25113_2265,1
b2266,12,3,5,elaB,525,BW25113_RS11840,2374201,2374506,2374353,,BW25113_2266,1
b2267,19,7,12,elaA,36,BW25113_RS11845,2374561,2375022,2374791,,BW25113_2267,1
b2268,46,25,22,rbn,15,BW25113_RS11850,2375087,2376004,2375545,,BW25113_2268,0
b2269,369,220,216,elaD,5,BW25113_RS11855,2376192,2377403,2376797,,BW25113_2269,0
b2270,16,6,0,yfbK,1,BW25113_RS11860,2377474,2379201,2378337,,BW25113_2270,1
b2271,3,1,2,yfbL,0,BW25113_RS11865,2379339,2380310,2379824,,BW25113_2271,0
b2272,2,1,2,yfbM,4,BW25113_RS11870,2380413,2380916,2380664,,BW25113_2272,0
b2273,4,0,0,yfbN,0,BW25113_RS11875,2381189,2381905,2381547,,BW25113_2273,1
b2274,1,1,0,yfbO,1,BW25113_RS11880,2382114,2382536,2382325,,BW25113_2274,0
b2275,4,3,2,yfbP,4,BW25113_RS11885,2382595,2383443,2383019,,BW25113_2275,0
b2276,8,6,2,nuoN,27,BW25113_RS11890,2383527,2384984,2384255,,BW25113_2276,1
b2277,23,22,14,nuoM,323,BW25113_RS11895,2384991,2386520,2385755,,BW25113_2277,1
b2278,51,26,26,nuoL,44,BW25113_RS11900,2386684,2388525,2387604,,BW25113_2278,1
b2279,4,4,2,nuoK,99,BW25113_RS11905,2388522,2388824,2388673,,BW25113_2279,1
b2280,7,1,5,nuoJ,92,BW25113_RS11910,2388821,2389375,2389098,,BW25113_2280,1
b2281,13,5,7,nuoI,110,BW25113_RS11915,2389387,2389929,2389658,,BW25113_2281,1
b2282,21,13,13,nuoH,40,BW25113_RS11920,2389944,2390921,2390432,,BW25113_2282,1
b2283,94,37,44,nuoG,287,BW25113_RS11925,2390918,2393644,2392281,,BW25113_2283,1
b2284,33,30,19,nuoF,74,BW25113_RS11930,2393697,2395034,2394365,,BW25113_2284,1
b2285,38,16,13,nuoE,201,BW25113_RS11935,2395031,2395531,2395281,,BW25113_2285,1
b2286,90,48,37,nuoC,669,BW25113_RS11940,2395534,2397324,2396429,,BW25113_2286,1
b2287,29,12,26,nuoB,287,BW25113_RS11945,2397430,2398092,2397761,,BW25113_2287,1
b2288,12,6,8,nuoA,507,BW25113_RS11950,2398108,2398551,2398329,,BW25113_2288,1
b2289,66,30,48,lrhA,38,BW25113_RS11955,2399182,2400120,2399651,,BW25113_2289,1
b2290,131,53,55,alaA,106,BW25113_RS11960,2401040,2402257,2401648,,BW25113_2290,0
b2291,7,4,1,yfbR,149,BW25113_RS11965,2402341,2402940,2402640,,BW25113_2291,0
b2292,65,31,30,yfbS,7,BW25113_RS11970,2402999,2404831,2403915,,BW25113_2292,1
b2293,17,7,5,yfbT,132,BW25113_RS11975,2404918,2405568,2405243,,BW25113_2293,1
b2294,3,1,4,yfbU,667,BW25113_RS11980,2405579,2406073,2405826,,BW25113_2294,1
b2295,8,8,5,yfbV,127,BW25113_RS11985,2406156,2406611,2406383,,BW25113_2295,1
b2296,330,139,185,ackA,257,BW25113_RS11995,2406949,2408151,2407550,,BW25113_2296,0
b2297,452,237,258,pta,109,BW25113_RS12000,2408226,2410370,2409298,,BW25113_2297,0
b2298,232,129,139,yfcC,1,BW25113_RS12005,2410560,2412080,2411320,,BW25113_2298,0
b2299,30,29,28,yfcD,56,BW25113_RS12010,2412113,2412655,2412384,,BW25113_2299,1
b2300,2,1,2,yfcE,276,BW25113_RS12015,2412713,2413267,2412990,,BW25113_2300,1
b2301,3,2,0,yfcF,34,BW25113_RS12020,2413320,2413964,2413642,,BW25113_2301,1
b2302,82,39,45,yfcG,74,BW25113_RS12025,2414100,2414747,2414423,,BW25113_2302,0
b2303,34,25,22,folX,387,BW25113_RS12030,2414804,2415166,2414985,,BW25113_2303,0
b2304,28,6,15,yfcH,290,BW25113_RS12035,2415187,2416080,2415633,,BW25113_2304,0
b2305,27,20,23,yfcI,12,BW25113_RS12040,2416128,2417018,2416573,,BW25113_2305,1
b2306,48,25,28,hisP,16,BW25113_RS12045,2417215,2417988,2417601,,BW25113_2306,1
b2307,22,9,6,hisM,59,BW25113_RS12050,2417996,2418712,2418354,,BW25113_2307,1
b2308,7,0,2,hisQ,42,BW25113_RS12055,2418709,2419395,2419052,,BW25113_2308,1
b2309,16,7,6,hisJ,254,BW25113_RS12060,2419485,2420267,2419876,,BW25113_2309,1
b2310,21,7,9,argT,183,BW25113_RS12065,2420488,2421270,2420879,,BW25113_2310,1
b2311,49,42,32,ubiX,10,BW25113_RS12070,2421536,2422105,2421820,,BW25113_2311,1
b2312,10,6,9,purF,72,BW25113_RS12075,2422200,2423717,2422958,,BW25113_2312,1
b2313,11,5,3,cvpA,8,BW25113_RS12080,2423754,2424242,2423998,,BW25113_2313,1
b2314,27,14,13,dedD,36,BW25113_RS12085,2424501,2425163,2424832,,BW25113_2314,1
b2315,48,52,31,folC,49,BW25113_RS12090,2425153,2426421,2425787,,BW25113_2315,1
b2316,64,38,39,accD,45,BW25113_RS12095,2426491,2427405,2426948,,BW25113_2316,1
b2317,19,12,14,dedA,22,BW25113_RS12100,2427561,2428220,2427890,,BW25113_2317,1
b2318,124,67,65,truA,24,BW25113_RS12105,2428303,2429115,2428709,,BW25113_2318,1
b2319,125,68,81,usg,30,BW25113_RS12110,2429115,2430128,2429621,,BW25113_2319,1
b2320,99,33,52,pdxB,73,BW25113_RS12115,2430194,2431330,2430762,,BW25113_2320,1
b2321,59,23,29,flk,129,BW25113_RS12120,2431429,2432424,2431926,flk,BW25113_2321,0
b2322,58,28,30,yfcJ,1,BW25113_RS12125,2432421,2433599,2433010,,BW25113_2322,1
b2323,11,8,3,fabB,413,BW25113_RS12130,2433864,2435084,2434474,,BW25113_2323,1
b2324,934,457,545,mnmC,19,BW25113_RS12135,2435243,2437249,2436246,,BW25113_2324,0
b2325,6,3,8,yfcL,66,BW25113_RS12140,2437370,2437648,2437509,,BW25113_2325,1
b2326,9,3,2,epmC,67,BW25113_RS12145,2437682,2438230,2437956,,BW25113_2326,1
b2327,16,12,5,yfcA,55,BW25113_RS12150,2438230,2439039,2438634,,BW25113_2327,1
b2328,27,17,13,mepA,24,BW25113_RS12155,2439039,2439863,2439451,,BW25113_2328,1
b2329,54,24,25,aroC,142,BW25113_RS12160,2439867,2440952,2440409,,BW25113_2329,1
b2330,52,28,31,prmB,1441,BW25113_RS12165,2440987,2441919,2441453,,BW25113_2330,1
b2331,55,28,25,smrB,72,BW25113_RS12170,2442085,2442636,2442360,,BW25113_2331,0
b2332,124,61,51,yfcO,116,BW25113_RS12175,2442707,2443528,2443117,,BW25113_2332,1
b2333,19,6,9,yfcP,2,BW25113_RS12180,2443530,2444069,2443799,,BW25113_2333,1
b2334,12,4,15,yfcQ,1,BW25113_RS12185,2444066,2444554,2444310,,BW25113_2334,1
b2335,34,21,25,yfcR,4,BW25113_RS12190,2444551,2445063,2444807,,BW25113_2335,1
b2336,6,4,2,yfcS,4,BW25113_RS12195,2445063,2445815,2445439,,BW25113_2336,1
b2339,3,1,0,yfcV,1,BW25113_RS12205,2448562,2449125,2448843,,BW25113_2339,1
b2340,8,5,4,sixA,209,BW25113_RS12210,2449806,2450291,2450048,,BW25113_2340,1
b2341,58,29,27,fadJ,22,BW25113_RS12215,2450494,2452638,2451566,,BW25113_2341,1
b2342,4,3,3,fadI,40,BW25113_RS12220,2452638,2453948,2453293,,BW25113_2342,1
b2343,2,1,0,yfcZ,22,BW25113_RS12225,2454129,2454413,2454271,,BW25113_2343,1
b2344,30,20,16,fadL,20,BW25113_RS12230,2454785,2456125,2455455,,BW25113_2344,0
b2345,6,2,2,yfdF,1,BW25113_RS12235,2456491,2457549,2457020,,BW25113_2345,0
b2346,4,0,1,mlaA,40,BW25113_RS12240,2457731,2458486,2458108,,BW25113_2346,1
b2347,1,3,1,yfdC,62,BW25113_RS12245,2458780,2459712,2459246,,BW25113_2347,0
b2349,60,24,45,intS,5,BW25113_RS12255,2460024,2461181,2460602,,BW25113_2349,0
b2350,10,3,7,gtrA,61,BW25113_RS12260,2461334,2461696,2461515,,BW25113_2350,0
b2351,6,2,4,gtrB,78,BW25113_RS12265,2461693,2462613,2462153,,BW25113_2351,0
b2352,40,15,14,gtrS,33,BW25113_RS12270,2462610,2463941,2463275,,BW25113_2352,0
b2354,8,5,5,yfdK,11,BW25113_RS12280,2464556,2464996,2464776,,BW25113_2354,1
b2357,40,16,28,yfdN,0,BW25113_RS12295,2465866,2466360,2466113,,BW25113_2357,1
b2359,0,0,1,yfdP,1,BW25113_RS12305,2467083,2467445,2467264,,BW25113_2359,0
b2360,0,2,1,yfdQ,1,BW25113_RS12310,2467511,2468335,2467923,,BW25113_2360,0
b2361,2,0,0,yfdR,0,BW25113_RS12315,2468463,2468999,2468731,,BW25113_2361,0
b2362,4,1,1,yfdS,0,BW25113_RS12320,2468990,2469352,2469171,,BW25113_2362,0
b2363,1,0,0,yfdT,3,BW25113_RS12325,2469352,2469657,2469504,,BW25113_2363,0
b2364,3,0,1,dsdC,3,BW25113_RS12335,2470173,2471108,2470640,,BW25113_2364,1
b2365,15,5,5,dsdX,9,BW25113_RS12340,2471326,2472663,2471994,,BW25113_2365,0
b2366,6,4,3,dsdA,27,BW25113_RS12345,2472681,2474009,2473345,,BW25113_2366,0
b2367,18,8,9,emrY,3,BW25113_RS12350,2474117,2475655,2474886,emrB,BW25113_2367,1
b2368,6,4,2,emrK,3,BW25113_RS12355,2475655,2476818,2476236,,BW25113_2368,1
b2369,3,0,0,evgA,480,BW25113_RS12360,2477234,2477848,2477541,,BW25113_2369,0
b2370,115,35,54,evgS,77,BW25113_RS12365,2477853,2481446,2479649,,BW25113_2370,0
b2371,14,8,6,yfdE,1,BW25113_RS12370,2481502,2482647,2482074,,BW25113_2371,1
b2372,12,6,1,yfdV,0,BW25113_RS12375,2482721,2483665,2483193,,BW25113_2372,1
b2373,7,4,1,oxc,5,BW25113_RS12380,2483735,2485429,2484582,,BW25113_2373,1
b2374,5,1,1,frc,3,BW25113_RS12385,2485483,2486733,2486108,,BW25113_2374,1
b2375,1,2,1,yfdX,4,BW25113_RS12390,2487246,2487881,2487563,,BW25113_2375,1
b2376,0,0,0,ypdI,12,BW25113_RS12395,2488177,2488452,2488314,,BW25113_2376,0
b2377,1,0,0,yfdY,38,BW25113_RS12405,2488529,2488771,2488650,,BW25113_2377,1
b2378,2,0,3,lpxP,468,BW25113_RS12410,2489124,2490044,2489584,,BW25113_2378,0
b2379,32,15,20,alaC,88,BW25113_RS12415,2490536,2491774,2491155,,BW25113_2379,1
b2380,62,28,38,ypdA,52,BW25113_RS12420,2492150,2493847,2492998,,BW25113_2380,0
b2381,3,3,1,ypdB,80,BW25113_RS12425,2493862,2494596,2494229,,BW25113_2381,0
b2382,18,3,8,ypdC,31,BW25113_RS12430,2494609,2495466,2495037,,BW25113_2382,0
b2383,69,29,30,fryA,0,BW25113_RS12435,2495469,2497964,2496716,,BW25113_2383,1
b2384,9,1,1,ypdE,0,BW25113_RS12440,2497989,2499026,2498507,,BW25113_2384,1
b2385,2,0,0,ypdF,0,BW25113_RS12445,2499026,2500111,2499568,,BW25113_2385,1
b2386,2,4,0,fryC,1,BW25113_RS12450,2500126,2501373,2500749,,BW25113_2386,1
b2387,0,0,0,fryB,0,BW25113_RS12455,2501395,2501721,2501558,,BW25113_2387,1
b2388,4,1,0,glk,35,BW25113_RS12460,2501940,2502905,2502422,,BW25113_2388,1
b2389,32,21,27,yfeO,22,BW25113_RS12465,2503109,2504365,2503737,,BW25113_2389,0
b2390,34,12,17,ypeC,28,BW25113_RS12470,2504480,2504806,2504643,,BW25113_2390,0
b2392,22,9,5,mntH,426,BW25113_RS12480,2504947,2506185,2505566,,BW25113_2392,1
b2393,584,368,345,nupC,108,BW25113_RS12485,2506521,2507723,2507122,,BW25113_2393,0
b2394,257,120,118,insL1,20,BW25113_RS12490,2507810,2508922,2508366,,BW25113_2394,0
b2395,25,13,15,yfeA,9,BW25113_RS12495,2509122,2511311,2510216,,BW25113_2395,1
b2398,3,1,0,yfeC,190,BW25113_RS12510,2511946,2512290,2512118,,BW25113_2398,0
b2399,1,1,1,yfeD,18,BW25113_RS12515,2512292,2512684,2512488,,BW25113_2399,0
b2400,11,7,13,gltX,155,BW25113_RS12520,2512736,2514151,2513443,,BW25113_2400,1
b2405,154,86,90,xapR,16,BW25113_RS12540,2514952,2515836,2515394,,BW25113_2405,1
b2406,56,14,14,xapB,2,BW25113_RS12550,2516088,2517344,2516716,,BW25113_2406,1
b2407,9,2,5,xapA,0,BW25113_RS12555,2517404,2518237,2517820,,BW25113_2407,1
b2408,5,3,2,yfeN,2,BW25113_RS12560,2518486,2519250,2518868,,BW25113_2408,0
b2409,3,0,1,yfeR,19,BW25113_RS12565,2519289,2520215,2519752,,BW25113_2409,1
b2410,4,2,2,yfeH,33,BW25113_RS12570,2520305,2521303,2520804,,BW25113_2410,0
b2411,39,17,16,ligA,20,BW25113_RS12580,2521520,2523535,2522527,ligA,BW25113_2411,1
b2412,26,12,18,zipA,180,BW25113_RS12585,2523606,2524592,2524099,,BW25113_2412,1
b2413,15,7,17,cysZ,205,BW25113_RS12590,2524822,2525583,2525202,,BW25113_2413,0
b2414,141,78,70,cysK,742,BW25113_RS12595,2525768,2526739,2526253,,BW25113_2414,0
b2415,10,8,2,ptsH,848,BW25113_RS12600,2527123,2527380,2527251,,BW25113_2415,0
b2416,1332,766,759,ptsI,1358,BW25113_RS12605,2527425,2529152,2528288,,BW25113_2416,0
b2417,991,517,620,crr,1108,BW25113_RS12610,2529193,2529702,2529447,,BW25113_2417,0
b2418,839,416,470,pdxK,253,BW25113_RS12615,2529745,2530596,2530170,pdxK,BW25113_2418,1
b2419,628,284,365,yfeK,12,BW25113_RS12620,2530701,2531075,2530888,,BW25113_2419,0
b2420,1193,659,738,yfeS,5,BW25113_RS12625,2531108,2531842,2531475,,BW25113_2420,0
b2421,42,13,17,cysM,109,BW25113_RS12630,2532031,2532942,2532486,,BW25113_2421,1
b2422,39,23,13,cysA,86,BW25113_RS12635,2533076,2534173,2533624,,BW25113_2422,1
b2423,127,66,59,cysW,39,BW25113_RS12640,2534163,2535038,2534600,,BW25113_2423,1
b2424,180,109,95,cysU,8,BW25113_RS12645,2535038,2535871,2535454,,BW25113_2424,1
b2425,108,58,43,cysP,33,BW25113_RS12650,2535871,2536887,2536379,,BW25113_2425,1
b2426,75,43,34,ucpA,21,BW25113_RS12655,2537191,2537982,2537586,,BW25113_2426,1
b2427,89,51,60,murR,2,BW25113_RS12660,2538111,2538968,2538539,,BW25113_2427,1
b2428,17,12,16,murQ,9,BW25113_RS12665,2539132,2540028,2539580,,BW25113_2428,0
b2429,12,3,4,murP,2,BW25113_RS12670,2540032,2541456,2540744,,BW25113_2429,0
b2430,10,5,7,yfeW,3,BW25113_RS12675,2541461,2542765,2542113,,BW25113_2430,0
b2431,5,5,4,yfeX,281,BW25113_RS12680,2543005,2543904,2543454,,BW25113_2431,1
b2432,1,2,2,yfeY,274,BW25113_RS12685,2544000,2544575,2544287,,BW25113_2432,1
b2433,11,2,5,yfeZ,58,BW25113_RS12690,2544636,2545085,2544860,,BW25113_2433,1
b2434,32,18,12,ypeA,53,BW25113_RS12695,2545072,2545497,2545284,,BW25113_2434,1
b2435,41,26,27,amiA,39,BW25113_RS12700,2545711,2546580,2546145,,BW25113_2435,0
b2436,24,12,14,hemF,23,BW25113_RS12705,2546584,2547483,2547033,,BW25113_2436,0
b2437,33,19,19,eutR,60,BW25113_RS12710,2547489,2548541,2548015,,BW25113_2437,1
b2438,9,4,8,eutK,5,BW25113_RS12715,2548587,2549087,2548837,,BW25113_2438,1
b2439,10,4,4,eutL,13,BW25113_RS12720,2549100,2549759,2549429,,BW25113_2439,1
b2440,7,9,4,eutC,34,BW25113_RS12725,2549769,2550656,2550212,,BW25113_2440,1
b2441,18,9,12,eutB,78,BW25113_RS12730,2550677,2552038,2551357,,BW25113_2441,1
b2442,96,41,51,intZ,93,BW25113_RS12735,2552217,2553425,2552821,,BW25113_2442,0
b2443,11,11,11,yffL,72,BW25113_RS12740,2553616,2554257,2553936,,BW25113_2443,0
b2444,4,0,0,yffM,4,BW25113_RS12745,2554727,2554972,2554849,,BW25113_2444,0
b2445,14,1,4,yffN,5,BW25113_RS12750,2554984,2555352,2555168,,BW25113_2445,0
b2446,10,0,0,yffO,22,BW25113_RS12755,2555470,2555886,2555678,,BW25113_2446,0
b2447,11,1,6,yffP,81,BW25113_RS12760,2555883,2556476,2556179,,BW25113_2447,0
b2448,2,0,0,yffQ,33,BW25113_RS12765,2556951,2557328,2557139,,BW25113_2448,0
b2449,3,2,2,yffR,67,BW25113_RS12770,2557339,2557731,2557535,,BW25113_2449,0
b2450,3,1,4,yffS,45,BW25113_RS12775,2557882,2558691,2558286,,BW25113_2450,0
b2451,41,10,22,eutA,0,BW25113_RS12780,2558840,2560243,2559541,eutA,BW25113_2451,1
b2452,37,25,25,eutH,5,BW25113_RS12785,2560240,2561466,2560853,,BW25113_2452,1
b2453,3,1,2,eutG,0,BW25113_RS12790,2561683,2562870,2562276,,BW25113_2453,1
b2454,1,0,0,eutJ,0,BW25113_RS12795,2562860,2563696,2563278,,BW25113_2454,1
b2455,7,2,0,eutE,0,BW25113_RS12800,2563707,2565110,2564408,,BW25113_2455,1
b2456,0,0,0,eutN,0,BW25113_RS12805,2565122,2565409,2565265,,BW25113_2456,1
b2457,1,0,0,eutM,1,BW25113_RS12810,2565516,2565809,2565662,,BW25113_2457,1
b2458,2,0,0,eutD,1,BW25113_RS12815,2565848,2566864,2566356,,BW25113_2458,1
b2459,4,0,0,eutT,0,BW25113_RS12820,2566861,2567664,2567262,,BW25113_2459,1
b2460,1,1,0,eutQ,3,BW25113_RS12825,2567661,2568362,2568011,,BW25113_2460,1
b2461,0,2,2,eutP,5,BW25113_RS12830,2568337,2568816,2568576,,BW25113_2461,1
b2462,0,0,0,eutS,0,BW25113_RS12835,2568829,2569164,2568996,,BW25113_2462,1
b2463,15,12,6,maeB,92,BW25113_RS12840,2569457,2571736,2570596,,BW25113_2463,1
b2464,44,16,21,talA,561,BW25113_RS12845,2572025,2572975,2572500,,BW25113_2464,0
b2465,530,251,337,tktB,478,BW25113_RS12850,2572995,2574998,2573996,,BW25113_2465,0
b2466,396,242,259,ypfG,4,BW25113_RS12855,2575093,2576136,2575614,,BW25113_2466,1
b2467,262,148,164,nudK,43,BW25113_RS12860,2576262,2576837,2576549,,BW25113_2467,1
b2468,109,67,55,aegA,6,BW25113_RS12865,2576905,2578884,2577894,,BW25113_2468,1
b2469,6,1,4,narQ,15,BW25113_RS12870,2579090,2580790,2579940,,BW25113_2469,0
b2470,43,18,24,acrD,6,BW25113_RS12875,2580954,2584067,2582510,,BW25113_2470,0
b2471,1,1,0,yffB,38,BW25113_RS12885,2584606,2584962,2584784,,BW25113_2471,0
b2472,6,2,5,dapE,193,BW25113_RS12890,2584966,2586093,2585529,,BW25113_2472,0
b2473,32,19,13,ypfH,65,BW25113_RS12900,2586431,2587129,2586780,,BW25113_2473,1
b2474,103,47,44,tmcA,62,BW25113_RS12905,2587203,2589218,2588210,,BW25113_2474,1
b2475,11,5,4,ypfJ,122,BW25113_RS12910,2589233,2590096,2589664,,BW25113_2475,1
b2476,6,5,6,purC,101,BW25113_RS12915,2590264,2590977,2590620,,BW25113_2476,1
b2477,71,35,49,bamC,80,BW25113_RS12925,2591190,2592224,2591707,,BW25113_2477,1
b2478,74,52,36,dapA,873,BW25113_RS12930,2592241,2593119,2592680,,BW25113_2478,1
b2479,115,51,68,gcvR,931,BW25113_RS12935,2593265,2593837,2593551,,BW25113_2479,0
b2480,125,61,83,bcp,1037,BW25113_RS12940,2593837,2594307,2594072,,BW25113_2480,0
b2481,204,107,102,hyfA,0,BW25113_RS12945,2594560,2595177,2594868,,BW25113_2481,0
b2482,217,116,150,hyfB,2,BW25113_RS12950,2595177,2597195,2596186,,BW25113_2482,0
b2483,2,1,2,hyfC,0,BW25113_RS12955,2597206,2598153,2597679,hycD,BW25113_2483,0
b2484,6,1,1,hyfD,0,BW25113_RS12960,2598170,2599609,2598889,,BW25113_2484,0
b2485,1,0,0,hyfE,1,BW25113_RS12965,2599621,2600271,2599946,hyfE,BW25113_2485,0
b2486,4,1,1,hyfF,1,BW25113_RS12970,2600276,2601856,2601066,,BW25113_2486,0
b2487,6,2,0,hyfG,9,BW25113_RS12975,2601846,2603513,2602679,,BW25113_2487,0
b2488,1,2,1,hyfH,13,BW25113_RS12980,2603523,2604068,2603795,,BW25113_2488,0
b2489,2,2,3,hyfI,3,BW25113_RS12985,2604065,2604823,2604444,,BW25113_2489,0
b2490,5,0,0,hyfJ,3,BW25113_RS12990,2604816,2605229,2605022,,BW25113_2490,0
b2491,12,1,6,hyfR,3,BW25113_RS12995,2605259,2607271,2606265,,BW25113_2491,0
b2492,2,3,2,focB,3,BW25113_RS13000,2607293,2608141,2607717,,BW25113_2492,0
