locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand,norm_exp
ECDH10B_2094,dsrB,2113667,2113909,2113788,dsrB,ECDH10B_RS10710,1,13.6625322687836
ECDH10B_2095,yodD,2114018,2114245,2114131,yodD,ECDH10B_RS10715,0,7.35833644344686
ECDH10B_2097,yedP,2114543,2115358,2114950,,ECDH10B_RS10720,0,15.6209116839316
ECDH10B_2098,yedQ,2115355,2117049,2116202,yedQ,ECDH10B_RS10725,1,40.5585392264582
ECDH10B_2099,yodC,2117220,2117402,2117311,,ECDH10B_RS10730,1,6.24914612848788
ECDH10B_2100,yedI,2117481,2118398,2117939,,ECDH10B_RS10735,1,70.7374868310306
ECDH10B_2101,yedA,2118571,2119491,2119031,yedA,ECDH10B_RS10740,0,3.25968791385615
ECDH10B_2102,vsr,2119480,2119950,2119715,,ECDH10B_RS10745,1,15.0906807699374
ECDH10B_2103,dcm,2119931,2121349,2120640,,ECDH10B_RS10750,1,73.6268832220041
ECDH10B_2104,yedJ,2121416,2122111,2121763,,ECDH10B_RS10755,1,17.7265880704345
ECDH10B_2105,yedR,2122151,2122516,2122333,,ECDH10B_RS10760,1,2.10567638650289
ECDH10B_2110,hchA,2124867,2125718,2125292,hchA,ECDH10B_RS10780,0,21.0874493183925
ECDH10B_2111,yedV,2125826,2127184,2126505,,ECDH10B_RS10785,1,7.68622068923751
ECDH10B_2112,yedW,2127184,2127855,2127519,hprR,ECDH10B_RS10790,1,11.4889728512599
ECDH10B_2113,yedX,2127988,2128401,2128194,hiuH,ECDH10B_RS10795,0,2.58085760364835
ECDH10B_2115,yedZ,2129515,2130150,2129832,msrQ,ECDH10B_RS10805,0,5.62536551512891
ECDH10B_2116,yodA,2130407,2131057,2130732,zinT,ECDH10B_RS10810,0,2.10567638650289
ECDH10B_2117,yodB,2131400,2131930,2131665,,ECDH10B_RS10815,0,2.07108365856315
ECDH10B_2118,serU,2132500,2132589,2132544,,ECDH10B_RS10825,1,7.75280129539959
ECDH10B_2119,yeeI,2132683,2133480,2133081,mtfA,ECDH10B_RS10830,0,231.52729339416
ECDH10B_2120,asnT,2133581,2133656,2133618,,ECDH10B_RS10835,0,1.95837941514808
ECDH10B_2121,yeeJ,2133970,2141046,2137508,yeeJ,ECDH10B_RS10840,0,44.3523653288848
ECDH10B_2125,shiA,2142675,2143991,2143333,shiA,ECDH10B_RS10850,0,60.6956261105598
ECDH10B_2126,amn,2144093,2145547,2144820,amn,ECDH10B_RS10855,0,129.800933518544
ECDH10B_2127,yeeN,2145890,2146606,2146248,,ECDH10B_RS10860,0,166.344336344737
ECDH10B_2128,asnW,2147059,2147134,2147096,,ECDH10B_RS10865,1,1.51648850108366
ECDH10B_2129,yeeO,2147235,2148878,2148056,yeeO,ECDH10B_RS10870,1,9.75730434780066
ECDH10B_2130,asnU,2148883,2148958,2148920,,ECDH10B_RS10875,0,6.77937704248217
ECDH10B_2131,cbl,2148996,2149946,2149471,cbl,ECDH10B_RS10880,1,2.70509275637666
ECDH10B_2132,nac,2150048,2150965,2150506,nac,ECDH10B_RS10885,1,2.62567881604263
ECDH10B_2133,asnV,2151292,2151367,2151329,,ECDH10B_RS10890,0,0.554595157479488
ECDH10B_2134,erfK,2151423,2152358,2151890,ldtA,ECDH10B_RS10895,1,27.254576656829
ECDH10B_2135,cobT,2152420,2153499,2152959,cobT,ECDH10B_RS10900,1,31.3904227640768
ECDH10B_2136,cobS,2153511,2154254,2153882,cobS,ECDH10B_RS10905,1,13.2437031733456
ECDH10B_2137,cobU,2154251,2154796,2154523,cobU,ECDH10B_RS10910,1,18.281183227914
ECDH10B_2138,insH-6,2155337,2156353,2155845,,ECDH10B_RS10920,1,18.7217717171197
ECDH10B_2141,insD-3,2157984,2159257,2158620,,ECDH10B_RS10930,1,3.1008600331881
ECDH10B_2146,flu,2160571,2163690,2162130,ag43,ECDH10B_RS10950,0,520.749359679122
ECDH10B_2147,yeeR,2163811,2165343,2164577,,ECDH10B_RS10955,0,18.0942747435997
ECDH10B_2148,yeeS,2165340,2165786,2165563,,ECDH10B_RS25580,0,0.917072131209883
ECDH10B_2149,yeeT,2165849,2166070,2165959,,ECDH10B_RS10965,0,0
ECDH10B_2150,yeeU,2166144,2166512,2166328,cbtA,ECDH10B_RS10970,0,0.13576606204156
ECDH10B_2151,yeeV,2166601,2166975,2166788,cbtA,ECDH10B_RS10975,0,0.0678830310207802
ECDH10B_2152,yeeW,2166972,2167166,2167069,,ECDH10B_RS10980,0,1.43707456074963
ECDH10B_2154,yeeX,2168064,2168393,2168228,,ECDH10B_RS10995,1,396.15355822727
ECDH10B_2155,yeeA,2168565,2169623,2169094,,ECDH10B_RS11000,1,14.5001904596594
ECDH10B_2156,sbmC,2169821,2170294,2170057,sbmC,ECDH10B_RS11005,1,15.8219559272766
ECDH10B_2157,dacD,2170413,2171579,2170996,dacD,ECDH10B_RS11010,1,9.54212434542507
ECDH10B_2158,sbcB,2171788,2173215,2172501,sbcB,ECDH10B_RS11015,0,126.138045607554
ECDH10B_2159,yeeD,2173258,2173485,2173371,,ECDH10B_RS11020,1,2.09414547718964
ECDH10B_2160,yeeE,2173499,2174557,2174028,yeeE,ECDH10B_RS11025,1,2.46815336023328
ECDH10B_2161,yeeF,2174736,2176094,2175415,plaP,ECDH10B_RS11030,1,292.738857721315
ECDH10B_2162,yeeY,2176361,2177290,2176825,,ECDH10B_RS11035,1,18.892130507101
ECDH10B_2163,yeeZ,2177336,2178160,2177748,,ECDH10B_RS11040,1,145.662691873195
ECDH10B_2164,yoeB,2178243,2178497,2178370,yoeB,ECDH10B_RS11045,1,6.45279522155022
ECDH10B_2165,yefM,2178494,2178745,2178619,yefM,ECDH10B_RS11050,1,9.16811646238143
ECDH10B_2167,hisG,2179224,2180123,2179673,hisG,ECDH10B_RS11055,0,161.533567201857
ECDH10B_2168,hisD,2180129,2181433,2180781,hisD,ECDH10B_RS11060,0,208.333438007651
ECDH10B_2169,hisC,2181430,2182500,2181965,hisC,ECDH10B_RS11065,0,129.186269879196
ECDH10B_2170,hisB,2182500,2183567,2183033,hisB,ECDH10B_RS11070,0,200.917447017638
ECDH10B_2171,hisH,2183567,2184157,2183862,hisH,ECDH10B_RS11075,0,47.5915962738318
ECDH10B_2172,hisA,2184157,2184894,2184525,hisA,ECDH10B_RS11080,0,63.473811597392
ECDH10B_2173,hisF,2184876,2185652,2185264,hisF,ECDH10B_RS11085,0,68.0757219477745
ECDH10B_2174,hisI,2185646,2186257,2185951,,ECDH10B_RS11090,0,147.379304021595
ECDH10B_2175,cld,2186353,2187333,2186843,wzzB,ECDH10B_RS11095,1,495.545689612637
ECDH10B_2176,ugd,2187479,2188645,2188062,ugd,ECDH10B_RS11100,1,37.2873204032888
ECDH10B_2177,gnd,2188894,2190300,2189597,gndA,ECDH10B_RS11105,1,2807.59995150634
ECDH10B_2180,insH-7,2190927,2191943,2191435,,ECDH10B_RS11110,1,101.38993139906
ECDH10B_2182,wbbK,2192423,2193541,2192982,,ECDH10B_RS11120,1,349.243206198948
ECDH10B_2183,wbbJ,2193526,2194116,2193821,,ECDH10B_RS11125,1,85.3656288035794
ECDH10B_2184,wbbI,2194097,2195089,2194593,wbbI,ECDH10B_RS11130,1,220.644821780313
ECDH10B_2185,wbbH,2195092,2196258,2195675,wzy,ECDH10B_RS11135,1,160.433493860909
ECDH10B_2186,glf,2196258,2197361,2196809,glf,ECDH10B_RS11140,1,221.238107854723
ECDH10B_2187,rfbX,2197369,2198616,2197992,wzx,ECDH10B_RS11145,1,154.663627138558
ECDH10B_2188,rfbC,2198613,2199170,2198891,rfbC,ECDH10B_RS11150,1,68.2654261962212
ECDH10B_2189,rfbA,2199170,2200051,2199610,rfbA,ECDH10B_RS11155,1,196.089207584397
ECDH10B_2190,rfbD,2200109,2201008,2200558,rfbD,ECDH10B_RS11160,1,225.752980630034
ECDH10B_2191,rfbB,2201008,2202093,2201550,rfbB,ECDH10B_RS11165,1,303.62971662756
ECDH10B_2192,galF,2202466,2203359,2202912,galF,ECDH10B_RS11170,1,548.019081677285
ECDH10B_2193,wcaM,2203534,2204928,2204231,wcaM,ECDH10B_RS11175,1,3.96158004269045
ECDH10B_2194,wcaL,2204939,2206159,2205549,wcaL,ECDH10B_RS11180,1,2.84216124327692
ECDH10B_2195,wcaK,2206156,2207436,2206796,wcaK,ECDH10B_RS11185,1,3.72464064654706
ECDH10B_2196,wzxC,2207712,2209190,2208451,wzxC,ECDH10B_RS11190,1,2.7396854843164
ECDH10B_2197,wcaJ,2209192,2210586,2209889,,ECDH10B_RS11195,1,3.32887336973563
ECDH10B_2198,cpsG,2210641,2212011,2211326,cpsG,ECDH10B_RS11200,1,2.13896668958393
ECDH10B_2199,cpsB,2212116,2213552,2212834,cpsB,ECDH10B_RS11205,1,1.50495759177041
ECDH10B_2200,wcaI,2213555,2214778,2214166,wcaI,ECDH10B_RS11210,1,1.59590244141768
ECDH10B_2201,nudD,2214775,2215254,2215014,,ECDH10B_RS11215,1,1.05283819325144
ECDH10B_2202,fcl,2215257,2216222,2215739,fcl,ECDH10B_RS11220,1,0.96189334360417
ECDH10B_2203,gmd,2216225,2217346,2216785,gmd,ECDH10B_RS11225,1,2.9318036680655
ECDH10B_2204,wcaF,2217372,2217920,2217646,wcaF,ECDH10B_RS11230,1,0.203649093062341
ECDH10B_2205,wcaE,2217936,2218682,2218309,wcaE,ECDH10B_RS11235,1,0.769775159855076
ECDH10B_2206,wcaD,2218693,2219910,2219301,wcaD,ECDH10B_RS11240,1,2.46815336023328
ECDH10B_2207,wcaC,2219885,2221102,2220493,wcaC,ECDH10B_RS11245,1,1.53955031971015
ECDH10B_2208,wcaB,2221099,2221587,2221343,wcaB,ECDH10B_RS11250,1,0.0678830310207802
ECDH10B_2209,wcaA,2221590,2222429,2222009,wcaA,ECDH10B_RS11255,1,0.837658190875856
ECDH10B_2210,wzc,2222522,2224684,2223603,wzc,ECDH10B_RS11260,1,4.35864974436058
ECDH10B_2211,wzb,2224687,2225130,2224908,wzb,ECDH10B_RS11265,1,0.13576606204156
ECDH10B_2212,wza,2225136,2226275,2225705,,ECDH10B_RS11270,1,1.99297214308782
ECDH10B_2213,yegH,2226934,2228517,2227725,,ECDH10B_RS11275,0,101.917748377752
ECDH10B_2214,asmA,2228791,2230644,2229717,asmA,ECDH10B_RS11280,1,131.553249905328
ECDH10B_2215,dcd,2230666,2231247,2230956,dcd,ECDH10B_RS11285,1,161.847315688617
ECDH10B_2216,udk,2231339,2231980,2231659,udk,ECDH10B_RS11290,1,63.9670358481443
ECDH10B_2217,yegE,2232298,2235615,2233956,,ECDH10B_RS11295,0,49.4205308368168
ECDH10B_2218,alkA,2235724,2236572,2236148,alkA,ECDH10B_RS11300,1,21.8687553875608
ECDH10B_2219,yegD,2236706,2238058,2237382,yegD,ECDH10B_RS11310,0,76.4768590144332
ECDH10B_2220,yegI,2238071,2240017,2239044,yegI,ECDH10B_RS11315,1,8.46492190868843
ECDH10B_2221,yegJ,2240217,2240678,2240447,,ECDH10B_RS11320,0,1.68684729106496
ECDH10B_2222,yegK,2240743,2241504,2241123,pphC,ECDH10B_RS11325,1,0.690361219521049
ECDH10B_2223,yegL,2241501,2242160,2241830,,ECDH10B_RS11330,1,0.418829095437928
ECDH10B_2226,mdtA,2243048,2244295,2243671,mdtA,ECDH10B_RS11335,0,24.0116293517209
ECDH10B_2227,mdtB,2244295,2247417,2245856,mdtB,ECDH10B_RS11340,0,22.7077160032954
ECDH10B_2228,mdtC,2247418,2250495,2248956,mdtC,ECDH10B_RS11345,0,17.5127104929176
ECDH10B_2229,mdtD,2250496,2251911,2251203,,ECDH10B_RS11350,0,4.50594671571539
ECDH10B_2230,baeS,2251908,2253311,2252609,baeS,ECDH10B_RS11355,0,9.37437040516117
ECDH10B_2231,baeR,2253308,2254030,2253669,baeR,ECDH10B_RS11360,0,26.5885796807931
ECDH10B_2232,yegP,2254221,2254553,2254387,,ECDH10B_RS11365,0,10.3003685959669
ECDH10B_2233,yegQ,2254700,2256061,2255380,,ECDH10B_RS11370,0,80.0489929901907
ECDH10B_2235,ogrK,2256334,2256552,2256443,ogrK,ECDH10B_RS24405,1,6.37338128121619
ECDH10B_2237,yegR,2257021,2257338,2257179,,ECDH10B_RS11385,1,1.66378547243847
ECDH10B_2238,yegS,2257744,2258643,2258193,yegS,ECDH10B_RS11390,0,12.2946431639134
ECDH10B_2242,insE-5,2259268,2259567,2259417,,ECDH10B_RS26215,0,0.0678830310207802
ECDH10B_2243,insF-5,2259564,2260430,2259997,,ECDH10B_RS11405,0,0.905541221896636
ECDH10B_2244,gatD,2260865,2261905,2261385,gatD,ECDH10B_RS11415,1,57.6535321343816
ECDH10B_2245,gatC,2261953,2263308,2262630,,ECDH10B_RS11420,1,160.957751417809
ECDH10B_2246,gatB,2263312,2263596,2263454,gatB,ECDH10B_RS11425,1,5.23982672277202
ECDH10B_2247,gatA,2263627,2264079,2263853,gatA,ECDH10B_RS11430,1,127.368675311109
ECDH10B_2249,gatY,2265380,2266234,2265807,gatY,ECDH10B_RS11440,1,3275.07115646232
ECDH10B_2250,fbaB,2266542,2267594,2267068,fbaB,ECDH10B_RS11445,1,54.9434205929852
ECDH10B_2251,yegT,2267851,2269128,2268489,,ECDH10B_RS11450,0,166.541091484676
ECDH10B_2252,yegU,2269125,2270129,2269627,,ECDH10B_RS11455,0,109.267697528801
ECDH10B_2253,yegV,2270126,2271091,2270608,,ECDH10B_RS11460,0,96.1073155703656
ECDH10B_2254,yegW,2271065,2271811,2271438,,ECDH10B_RS11465,1,20.7710959819151
ECDH10B_2255,yegX,2271863,2272681,2272272,,ECDH10B_RS11470,1,2.9318036680655
ECDH10B_2256,thiD,2272746,2273546,2273146,thiD,ECDH10B_RS11475,1,4.34711883504733
ECDH10B_2257,thiM,2273543,2274331,2273937,thiM,ECDH10B_RS11480,1,10.1646025339253
ECDH10B_2258,rcnR,2274554,2274826,2274690,rcnR,ECDH10B_RS11485,1,6.15689885398191
ECDH10B_2259,yohM,2274947,2275771,2275359,,ECDH10B_RS11490,0,8.03716675365466
ECDH10B_2260,yohN,2275990,2276328,2276159,rcnB,ECDH10B_RS11495,0,30.3811033583609
ECDH10B_2262,yehB,2277460,2279940,2278700,,ECDH10B_RS11505,1,2.43356063229354
ECDH10B_2263,yehC,2279956,2280630,2280293,,ECDH10B_RS11510,1,0.566126066792735
ECDH10B_2264,yehD,2280710,2281252,2280981,,ECDH10B_RS11515,1,3.85910428372993
ECDH10B_2265,yehE,2281545,2281826,2281685,,ECDH10B_RS11525,1,7.7323443264905
ECDH10B_2266,mrp,2282089,2283198,2282643,apbC,ECDH10B_RS11530,1,419.187092393837
ECDH10B_2267,metG,2283330,2285363,2284346,metG,ECDH10B_RS11535,0,447.11976967926
ECDH10B_2272,yehI,2289309,2292941,2291125,,ECDH10B_RS11550,0,5.69324854614969
ECDH10B_2273,yehK,2293002,2293319,2293160,,ECDH10B_RS11555,0,0.13576606204156
ECDH10B_2274,yehL,2293626,2294714,2294170,,ECDH10B_RS11560,0,0.769775159855076
ECDH10B_2275,yehM,2294725,2297004,2295864,,ECDH10B_RS11565,0,2.28626366093873
ECDH10B_2276,yehP,2296997,2298133,2297565,,ECDH10B_RS11570,0,0.905541221896636
ECDH10B_2277,yehQ,2298130,2300130,2299130,,ECDH10B_RS11575,0,2.97662488045978
ECDH10B_2278,yehR,2300255,2300716,2300485,,ECDH10B_RS11580,0,0.950362434290923
ECDH10B_2279,yehS,2300756,2301226,2300991,,ECDH10B_RS11585,1,48.5893847702344
ECDH10B_2280,yehT,2301273,2301992,2301632,yehT,ECDH10B_RS11590,1,31.6619548881599
ECDH10B_2281,yehU,2301989,2303674,2302831,btsS,ECDH10B_RS11595,1,58.075156993952
ECDH10B_2282,mlrA,2303896,2304627,2304261,mlrA,ECDH10B_RS11600,0,15.5299668342844
ECDH10B_2283,yohO,2304687,2304794,2304740,,ECDH10B_RS11605,0,15.6644304714672
ECDH10B_2284,yehW,2304775,2305506,2305140,yehW,ECDH10B_RS11610,1,6.53220916188425
ECDH10B_2285,yehX,2305511,2306437,2305974,yehX,ECDH10B_RS11615,1,4.52900853434188
ECDH10B_2286,yehY,2306430,2307587,2307008,yehY,ECDH10B_RS11620,1,10.6654504194147
ECDH10B_2287,yehZ,2307594,2308511,2308052,osmF,ECDH10B_RS11625,1,30.1813615398747
ECDH10B_2288,bglX,2308722,2311019,2309870,bglX,ECDH10B_RS11630,1,218.1074829642
ECDH10B_2289,dld,2311215,2312930,2312072,dld,ECDH10B_RS11635,0,352.775155918501
ECDH10B_2290,pbpG,2312968,2313900,2313434,pbpG,ECDH10B_RS11640,1,81.2439184553622
ECDH10B_2291,yohC,2314074,2314661,2314367,,ECDH10B_RS11645,1,7.3685649279014
ECDH10B_2292,yohD,2314831,2315409,2315120,,ECDH10B_RS11650,0,25.5933960341079
ECDH10B_2293,yohF,2315539,2316300,2315919,,ECDH10B_RS11655,1,6.63338249598607
ECDH10B_2294,yohG,2316353,2317878,2317115,mdtQ,ECDH10B_RS11660,1,0.203649093062341
ECDH10B_2297,dusC,2318468,2319415,2318941,dusC,ECDH10B_RS11670,1,16.0205862353192
ECDH10B_2298,yohJ,2319654,2320052,2319853,,ECDH10B_RS11675,0,11.3775710327035
ECDH10B_2299,yohK,2320049,2320744,2320396,,ECDH10B_RS11680,0,20.9170905284112
ECDH10B_2300,cdd,2320874,2321758,2321316,cdd,ECDH10B_RS11685,0,240.847725612916
ECDH10B_2301,sanA,2321908,2322627,2322267,sanA,ECDH10B_RS11690,0,11.4992013357144
ECDH10B_2302,yeiS,2322630,2322869,2322749,,ECDH10B_RS11695,0,1.79955153448003
ECDH10B_2303,yeiT,2323063,2324301,2323682,,ECDH10B_RS11700,0,40.2034949730499
ECDH10B_2304,yeiA,2324295,2325530,2324912,preA,ECDH10B_RS11705,0,19.7232765736834
ECDH10B_2305,mglC,2325773,2326783,2326278,mglC,ECDH10B_RS11710,1,13.1988819609514
ECDH10B_2307,mglB,2328361,2329359,2328860,mglB,ECDH10B_RS11720,1,292.197634665206
ECDH10B_2308,galS,2329639,2330679,2330159,galS,ECDH10B_RS11725,1,63.3596140147033
ECDH10B_2309,yeiB,2330821,2331978,2331399,,ECDH10B_RS11735,1,54.1623054382319
ECDH10B_2310,folE,2331995,2332663,2332329,folE,ECDH10B_RS11740,1,221.553888447955
ECDH10B_2311,yeiG,2332921,2333757,2333339,yeiG,ECDH10B_RS11750,0,153.638296805708
ECDH10B_2312,cirA,2333789,2335780,2334784,cirA,ECDH10B_RS11755,1,224.954013356089
ECDH10B_2313,lysP,2336074,2337543,2336808,lysP,ECDH10B_RS11760,1,138.566231812622
ECDH10B_2314,yeiE,2337748,2338629,2338188,,ECDH10B_RS11765,1,106.35692357289
ECDH10B_2315,yeiH,2338728,2339777,2339252,,ECDH10B_RS11770,0,33.9020949118457
ECDH10B_2316,nfo,2339851,2340708,2340279,nfo,ECDH10B_RS11775,0,66.7000182937521
ECDH10B_2317,yeiI,2340711,2341799,2341255,,ECDH10B_RS11780,0,38.328627687227
ECDH10B_2318,yeiJ,2341906,2343156,2342531,,ECDH10B_RS11785,1,1.87896547481405
ECDH10B_2319,rihB,2343256,2344197,2343726,rihB,ECDH10B_RS11790,1,1.79955153448003
ECDH10B_2320,yeiL,2344327,2345025,2344676,yeiL,ECDH10B_RS11795,0,2.3989679043538
ECDH10B_2321,yeiM,2345096,2346346,2345721,,ECDH10B_RS11800,1,13.1092395361628
ECDH10B_2322,yeiN,2346440,2347378,2346909,,ECDH10B_RS11805,1,5.71631036477618
ECDH10B_2323,yeiC,2347366,2348307,2347836,,ECDH10B_RS11810,1,3.13545276112784
ECDH10B_2324,fruA,2348730,2350421,2349575,fruA,ECDH10B_RS11815,1,4304.13015870619
ECDH10B_2325,fruK,2350438,2351376,2350907,fruK,ECDH10B_RS11820,1,2001.17276173647
ECDH10B_2327,setB,2352873,2354054,2353463,setB,ECDH10B_RS11830,0,22.9805505522372
ECDH10B_2328,yeiW,2354051,2354305,2354178,,ECDH10B_RS11835,1,5.9878424888593
ECDH10B_2329,yeiP,2354460,2355032,2354746,yeiP,ECDH10B_RS11840,0,224.449067281609
ECDH10B_2330,yeiQ,2355255,2356721,2355988,,ECDH10B_RS11845,0,69.4025062004114
ECDH10B_2331,yeiR,2356839,2357825,2357332,,ECDH10B_RS11850,0,30.318430026775
ECDH10B_2332,yeiU,2357864,2358577,2358220,lpxT,ECDH10B_RS11855,0,23.9987960175489
ECDH10B_2333,spr,2358989,2359555,2359272,mepS,ECDH10B_RS11860,0,388.631532056504
ECDH10B_2334,rtn,2359736,2361292,2360514,,ECDH10B_RS11865,0,31.728535494322
ECDH10B_2335,yejA,2361374,2363188,2362281,,ECDH10B_RS11870,0,50.9626860062443
ECDH10B_2336,yejB,2363189,2364283,2363736,,ECDH10B_RS11875,0,8.68140433592272
ECDH10B_2337,yejE,2364283,2365308,2364795,,ECDH10B_RS11880,0,7.04068068211075
ECDH10B_2338,yejF,2365310,2366899,2366104,yejF,ECDH10B_RS11885,0,19.0176680846881
ECDH10B_2339,yejG,2366903,2367247,2367075,,ECDH10B_RS11890,1,146.529351263746
ECDH10B_2340,bcr,2367580,2368770,2368175,bcr,ECDH10B_RS11895,1,57.874112750607
ECDH10B_2341,rsuA,2368798,2369493,2369145,rsuA,ECDH10B_RS11900,1,148.214357362754
ECDH10B_2342,yejH,2369642,2371402,2370522,,ECDH10B_RS11905,0,41.3411477204853
ECDH10B_2343,rplY,2371527,2371811,2371669,rplY,ECDH10B_RS11910,0,704.750076114245
ECDH10B_2344,yejK,2371950,2372957,2372453,yejK,ECDH10B_RS11915,1,186.062594133401
ECDH10B_2345,yejL,2373139,2373366,2373252,,ECDH10B_RS11920,0,16.2087971444922
ECDH10B_2346,yejM,2373386,2375146,2374266,pbgA,ECDH10B_RS11925,0,166.815801201721
ECDH10B_2347,proL,2375221,2375297,2375259,,ECDH10B_RS11930,0,0.215180002375587
ECDH10B_2348,yejO,2375400,>2377931,2376665,yejO,ECDH10B_RS11935,1,49.8073720540324
ECDH10B_2349,insH-8,2378075,2379091,2378583,,ECDH10B_RS11940,1,0.339415155103901
ECDH10B_2350,narP,2379510,2380157,2379833,narP,ECDH10B_RS11950,0,51.3980647960153
ECDH10B_2351,ccmH,2380368,2381420,2380894,,ECDH10B_RS11955,1,16.6622189678698
ECDH10B_2352,ccmG,2381417,2381974,2381695,dsbE,ECDH10B_RS11960,1,2.28626366093873
ECDH10B_2353,ccmF,2381971,2383914,2382942,,ECDH10B_RS11965,1,28.7236390958009
ECDH10B_2354,ccmE,2383911,2384390,2384150,ccmE,ECDH10B_RS11970,1,5.96347824537411
ECDH10B_2355,ccmD,2384387,2384596,2384491,ccmD,ECDH10B_RS11975,1,0
ECDH10B_2356,ccmC,2384593,2385330,2384961,ccmC,ECDH10B_RS11980,1,21.344845683445
ECDH10B_2357,ccmB,2385372,2386034,2385703,ccmB,ECDH10B_RS11985,1,7.50433098994296
ECDH10B_2358,ccmA,2386031,2386648,2386339,ccmA,ECDH10B_RS11990,1,23.223811158259
ECDH10B_2359,napC,2386667,2387269,2386968,napC,ECDH10B_RS11995,1,27.2263051387677
ECDH10B_2360,napB,2387279,2387728,2387503,napB,ECDH10B_RS12000,1,8.75821342653935
ECDH10B_2361,napH,2387725,2388588,2388156,napH,ECDH10B_RS12005,1,30.6165494152306
ECDH10B_2362,napG,2388575,2389270,2388922,napG,ECDH10B_RS12010,1,30.0645591074685
ECDH10B_2363,napA,2389277,2391763,2390520,napA,ECDH10B_RS12015,1,523.092726177563
ECDH10B_2364,napD,2391760,2392023,2391891,napD,ECDH10B_RS12020,1,1.20013516460625
ECDH10B_2365,napF,2392013,2392507,2392260,napF,ECDH10B_RS12025,1,70.4449249947932
ECDH10B_2366,eco,2392915,2393403,2393159,eco,ECDH10B_RS12035,0,97.9905701485858
ECDH10B_2367,mqo,2394118,2395764,2394941,mqo,ECDH10B_RS12040,1,481.482596172484
ECDH10B_2368,yojI,2395982,2397625,2396803,yojI,ECDH10B_RS12045,1,112.958700019484
ECDH10B_2369,alkB,2397701,2398351,2398026,alkB,ECDH10B_RS12050,1,1.82261335310652
ECDH10B_2370,ada,2398351,2399415,2398883,ada,ECDH10B_RS12055,1,17.2514068532891
ECDH10B_2371,yojL,2399489,2400544,2400016,apbE,ECDH10B_RS12060,1,8.93117706623805
ECDH10B_2372,ompC,2400656,2401759,2401207,ompC,ECDH10B_RS12065,1,473.847449953426
ECDH10B_2374,rcsD,2402498,2405170,2403834,rcsD,ECDH10B_RS12080,0,226.799306698992
ECDH10B_2375,rcsB,2405187,2405837,2405512,rcsB,ECDH10B_RS12085,0,287.421267335851
ECDH10B_2376,rcsC,2406037,2408886,2407461,rcsC,ECDH10B_RS12090,1,142.576158513453
ECDH10B_2377,atoS,2409053,2410879,2409966,atoS,ECDH10B_RS12095,0,40.0396483073621
ECDH10B_2378,atoC,2410876,2412261,2411568,atoC,ECDH10B_RS12100,0,38.3297391976707
ECDH10B_2379,atoD,2412457,2413119,2412788,atoD,ECDH10B_RS12105,0,0.566126066792735
ECDH10B_2380,atoA,2413119,2413769,2413444,,ECDH10B_RS12110,0,0.13576606204156
ECDH10B_2381,atoE,2413766,2415088,2414427,,ECDH10B_RS12115,0,0.894010312583389
ECDH10B_2382,atoB,2415119,2416303,2415711,,ECDH10B_RS12120,0,2.63720972535588
ECDH10B_2383,yfaP,2416377,2417153,2416765,,ECDH10B_RS12125,1,1.73166850345925
ECDH10B_2384,yfaQ,2417158,2418807,2417982,,ECDH10B_RS12130,1,4.50594671571539
ECDH10B_2388,yfaT,2423346,2423969,2423657,,ECDH10B_RS12145,1,1.09765940564573
ECDH10B_2389,yfaA,2423966,2425654,2424810,,ECDH10B_RS12150,1,10.4937892045747
ECDH10B_2390,gyrA,2425803,2428430,2427116,gyrA,ECDH10B_RS12155,1,2025.390161274
ECDH10B_2391,ubiG,2428577,2429299,2428938,,ECDH10B_RS12160,0,141.04963244233
ECDH10B_2392,yfaL,2429427,2433179,2431303,yfaL,ECDH10B_RS12165,1,33.1553815706171
ECDH10B_2393,nrdA,2433875,2436160,2435017,,ECDH10B_RS12175,0,1098.66054161533
ECDH10B_2394,nrdB,2436394,2437524,2436959,,ECDH10B_RS12180,0,498.534036316825
ECDH10B_2395,yfaE,2437524,2437778,2437651,yfaE,ECDH10B_RS12185,0,32.1166791363963
ECDH10B_2396,inaA,2437832,2438482,2438157,inaA,ECDH10B_RS12190,1,54.8768399868231
ECDH10B_2397,yfaH,2438661,2438903,2438782,,ECDH10B_RS12195,0,0.96189334360417
ECDH10B_2398,glpQ,2438945,2440021,2439483,glpQ,ECDH10B_RS12200,1,1371.94599166754
ECDH10B_2399,glpT,2440026,2441384,2440705,glpT,ECDH10B_RS12205,1,2530.91769813547
ECDH10B_2400,glpA,2441657,2443285,2442471,glpA,ECDH10B_RS12210,0,1944.80371659809
ECDH10B_2401,glpB,2443275,2444534,2443904,glpB,ECDH10B_RS12215,0,600.269793067142
ECDH10B_2402,glpC,2444531,2445721,2445126,glpC,ECDH10B_RS12220,0,475.284647476497
ECDH10B_2403,yfaD,2445914,2446813,2446363,,ECDH10B_RS12225,0,4.02946307371123
ECDH10B_2404,ypaA,2446826,2447011,2446918,,ECDH10B_RS12230,0,3.35063276350342
ECDH10B_2405,yfaU,2447052,2447855,2447453,yfaU,ECDH10B_RS12235,1,3.05603882079381
ECDH10B_2406,yfaV,2447873,2449162,2448517,,ECDH10B_RS12240,1,1.25648728631378
