gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,GSE94978_1,GSE94978_2
DR76_RS13895,2856585,2858006,2857295,,DR76_2672,0,1863,1915
DR76_RS13900,2858088,2858432,2858260,,DR76_2673,0,5433,4603
DR76_RS13905,2858479,2859102,2858790,,DR76_2674,1,400,445
DR76_RS13910,2859140,2859940,2859540,,DR76_2675,1,1017,1315
DR76_RS13915,2859933,2860631,2860282,,DR76_2676,1,3486,6222
DR76_RS13920,2860715,2862232,2861473,,DR76_2677,0,1639,1911
DR76_RS13925,2862362,2863786,2863074,,DR76_2678,0,7685,7693
DR76_RS13930,2863941,2865098,2864519,,DR76_2679,0,902,911
DR76_RS13935,2865151,2865537,2865344,,DR76_2680,1,5918,8619
DR76_RS13940,2865849,2866673,2866261,,DR76_2681,1,5615,12366
DR76_RS13945,2866704,2869376,2868040,,DR76_2682,1,3347,3636
DR76_RS13950,2869438,2870232,2869835,,DR76_2683,1,4919,5780
DR76_RS13955,2870600,2871325,2870962,,DR76_2684,0,30786,33822
DR76_RS13960,2871460,2872311,2871885,,DR76_2685,0,14360,18564
DR76_RS13965,2872458,2873183,2872820,,DR76_2686,0,3749,3869
DR76_RS13970,2873333,2873890,2873611,,DR76_2687,0,11956,20217
DR76_RS13975,2873982,2875178,2874580,,DR76_2688,0,4069,3691
DR76_RS13980,2875364,2876125,2875744,,DR76_2689,0,7200,6938
DR76_RS13985,2876138,2876995,2876566,,DR76_2691,0,4594,4631
DR76_RS13990,2877007,2878359,2877683,,DR76_2692,0,10284,10986
DR76_RS13995,2878389,2880821,2879605,,DR76_2693,0,28018,58837
DR76_RS14000,2880943,2881428,2881185,,DR76_2694,0,7784,27648
DR76_RS14005,2881432,2882457,2881944,lpxD,DR76_2695,0,8085,12924
DR76_RS14010,2882562,2883017,2882789,,DR76_2696,0,4532,6759
DR76_RS14015,2883021,2883809,2883415,,DR76_2697,0,4603,9729
DR76_RS14020,2883809,2884957,2884383,,DR76_2698,0,2261,3070
DR76_RS14025,2884954,2885550,2885252,,DR76_2699,0,999,1370
DR76_RS14030,2885587,2889069,2887328,,DR76_2700,0,6483,11141
DR76_RS14035,2889082,2890041,2889561,,DR76_2701,0,5522,12653
DR76_RS14040,2890139,2892280,2891209,,DR76_2702,0,1161,1947
DR76_RS14045,2892337,2892726,2892531,,DR76_2703,0,661,670
DR76_RS14050,2892791,2894104,2893447,,DR76_2704,0,1681,2019
DR76_RS14055,2894138,2894392,2894265,,DR76_2705,1,1051,745
DR76_RS14060,2894385,2894585,2894485,,DR76_2706,1,1789,1412
DR76_RS14065,2894751,2895296,2895023,,DR76_2707,0,1391,1426
DR76_RS14070,2895293,2895715,2895504,,DR76_2708,0,634,647
DR76_RS14075,2895729,2896439,2896084,,DR76_2709,0,1853,2094
DR76_RS14080,2896587,2897421,2897004,,DR76_2710,1,176,124
DR76_RS14090,2898024,2898848,2898436,,DR76_2712,1,240,229
DR76_RS14095,2898901,2900619,2899760,,DR76_2713,1,6465,11998
DR76_RS14100,2900730,2901437,2901083,,DR76_2714,1,1036,885
DR76_RS14105,2901434,2901838,2901636,,DR76_2715,1,2595,2953
DR76_RS14110,2901956,2902771,2902363,metQ,DR76_2716,1,2506,4379
DR76_RS14115,2902811,2903464,2903137,,DR76_2717,1,790,1106
DR76_RS14120,2903457,2904488,2903972,,DR76_2718,1,516,779
DR76_RS14125,2904676,2905248,2904962,,DR76_2719,0,1786,2113
DR76_RS14130,2905612,2907167,2906389,,DR76_2721,0,1,1
DR76_RS14135,2907224,2907300,2907262,,DR76_2722,0,353,284
DR76_RS14140,2907343,2907418,2907380,,DR76_2723,0,25,57
DR76_RS14145,2907593,2910517,2909055,,DR76_2724,0,0,0
DR76_RS14150,2910601,2910715,2910658,rrf,DR76_2725,0,0,0
DR76_RS14155,2910770,2910846,2910808,,DR76_2726,0,0,0
DR76_RS14160,2911009,2911812,2911410,,DR76_2728,0,64,53
DR76_RS14165,2911809,2912723,2912266,,DR76_2727,1,665,597
DR76_RS14170,2912964,2913764,2913364,,DR76_2729,0,3524,3318
DR76_RS14175,2913842,2914612,2914227,,DR76_2730,0,410,423
DR76_RS14180,2914661,2916019,2915340,,DR76_2731,1,8028,13667
DR76_RS14185,2916091,2916846,2916468,,DR76_2732,1,965,2239
DR76_RS14190,2916880,2917602,2917241,,DR76_2734,0,1769,1760
DR76_RS14195,2917599,2918066,2917832,,DR76_2733,1,1023,1112
DR76_RS14200,2918131,2918862,2918496,,DR76_2735,0,3077,2359
DR76_RS14205,2918995,2919071,2919033,,DR76_2736,0,188,115
DR76_RS14210,2919192,2920049,2919620,,,1,213,245
DR76_RS14215,2920364,2920658,2920511,,DR76_2739,0,44,34
DR76_RS14220,2920655,2921005,2920830,,DR76_2740,0,118,93
DR76_RS14235,2922694,2923827,2923260,,DR76_2743,1,1398,1052
DR76_RS14240,2923882,2924076,2923979,,DR76_2744,0,260,224
DR76_RS14245,2924224,2925212,2924718,,,0,218,203
DR76_RS14260,2925780,2926157,2925968,,DR76_2747,1,40,52
DR76_RS14265,2926204,2926578,2926391,,DR76_2748,1,90,90
DR76_RS14270,2926628,2927272,2926950,,DR76_2749,1,121,140
DR76_RS14275,2927291,2927512,2927401,,DR76_2750,1,31,34
DR76_RS14280,2927575,2928051,2927813,,DR76_2751,1,43,46
DR76_RS14285,2928067,2928540,2928303,,DR76_2752,1,28,46
DR76_RS14290,2928634,2928879,2928756,,DR76_2753,1,92,114
DR76_RS14295,2928879,2929700,2929289,,DR76_2754,1,109,134
DR76_RS14300,2929800,2930033,2929916,,DR76_2755,1,149,86
DR76_RS14305,2930151,2930603,2930377,,DR76_2756,1,329,242
DR76_RS14310,2930759,2931007,2930883,,DR76_2758,1,80,77
DR76_RS14315,2931038,2931667,2931352,,DR76_2759,1,119,98
DR76_RS14320,2931723,2932229,2931976,,DR76_2760,1,60,65
DR76_RS14325,2932319,2933389,2932854,,DR76_2761,1,114,188
DR76_RS14330,2933386,2934293,2933839,,,1,59,44
DR76_RS14335,2934290,2936686,2935488,,DR76_2764,1,254,343
DR76_RS14345,2937767,2939932,2938849,,DR76_2766,0,0,0
DR76_RS14350,2939943,2940932,2940437,,DR76_2767,0,0,0
DR76_RS14355,2940951,2942009,2941480,,DR76_2768,0,0,0
DR76_RS14360,2942006,2942773,2942389,,DR76_2769,0,0,0
DR76_RS14365,2942827,2943084,2942955,,DR76_2770,0,1,1
DR76_RS14370,2943615,2944787,2944201,,DR76_2771,1,6922,3832
DR76_RS14380,2946284,2947306,2946795,,DR76_2772,0,517,491
DR76_RS14385,2947303,2948085,2947694,,DR76_2773,0,230,308
DR76_RS14395,2949111,2949728,2949419,,DR76_2774,1,279,320
DR76_RS14405,2950209,2951405,2950807,,DR76_2776,1,607,823
DR76_RS14410,2951610,2951870,2951740,,,0,32,43
DR76_RS14415,2952205,2952345,2952275,,,0,54,56
DR76_RS14420,2952585,2952785,2952685,,DR76_2777,1,225,221
DR76_RS14425,2952949,2953554,2953251,,DR76_2778,0,19,35
DR76_RS14430,2953720,2954121,2953920,,DR76_2779,0,4,2
DR76_RS14435,2954022,2954519,2954270,,DR76_2780,0,79,50
DR76_RS14460,2956834,2957868,2957351,,DR76_2782,1,679,862
DR76_RS14465,2957871,2958836,2958353,,DR76_2783,1,342,528
DR76_RS14470,2958890,2959648,2959269,,DR76_2784,1,347,533
DR76_RS14475,2959662,2960876,2960269,,DR76_2785,1,423,438
DR76_RS14485,2961878,2962651,2962264,,DR76_2787,1,100,85
DR76_RS14490,2962653,2963234,2962943,,DR76_2788,1,23,23
DR76_RS14495,2963212,2964408,2963810,,DR76_2789,1,116,68
DR76_RS14500,2964422,2965075,2964748,,DR76_2790,1,73,14
DR76_RS14505,2966123,2967346,2966734,,DR76_2791,0,3310,2764
DR76_RS14510,2967331,2967975,2967653,,DR76_2792,0,837,816
DR76_RS14515,2968346,2970493,2969419,,DR76_2794,1,3418,2065
DR76_RS14520,2971536,2971774,2971655,,,0,72,97
DR76_RS14530,2972165,2972710,2972437,,DR76_2795,0,477,475
DR76_RS14535,2972707,2973450,2973078,,DR76_2796,0,418,481
DR76_RS14540,2973462,2974541,2974001,,DR76_2797,0,522,525
DR76_RS14545,2974606,2975538,2975072,,DR76_2798,0,508,409
DR76_RS14550,2975857,2976255,2976056,,DR76_2799,0,375,214
DR76_RS14555,2976563,2977413,2976988,,DR76_2800,1,1333,1407
DR76_RS14565,2977559,2978293,2977926,,DR76_2802,1,5880,5570
DR76_RS14570,2978294,2978506,2978400,,DR76_2803,1,3015,1966
DR76_RS14575,2979004,2988624,2983814,,DR76_2804,0,273649,301686
DR76_RS14580,2988665,2991265,2989965,,DR76_2805,0,32490,80105
DR76_RS14585,2991275,2992144,2991709,,DR76_2806,0,7465,23687
DR76_RS14590,2992174,2992422,2992298,,DR76_2807,0,1858,6977
DR76_RS14595,2992426,2993556,2992991,,DR76_2808,0,6651,26664
DR76_RS14600,2993553,2994821,2994187,,DR76_2809,0,7864,32318
DR76_RS14605,2994869,2999665,2997267,,DR76_2810,0,23895,117561
DR76_RS14610,2999715,3002747,3001231,,DR76_2811,0,18443,81829
DR76_RS14615,3002791,3009291,3006041,,DR76_2812,0,20798,66817
DR76_RS14620,3009302,3015766,3012534,,DR76_2813,0,29873,61051
DR76_RS14625,3015759,3017222,3016490,,DR76_2814,0,4473,8046
DR76_RS14630,3017284,3018723,3018003,,DR76_2815,0,4320,6026
DR76_RS14635,3018720,3023087,3020903,,DR76_2816,0,13988,20261
DR76_RS14640,3023118,3025577,3024347,,DR76_2817,0,11338,14627
DR76_RS14645,3025599,3027104,3026351,,DR76_2818,0,5016,5788
DR76_RS14650,3027097,3027819,3027458,,,0,2266,3331
DR76_RS14655,3027854,3028366,3028110,,DR76_2820,0,14825,16827
DR76_RS14660,3028396,3028644,3028520,,,0,2720,2641
DR76_RS14665,3028646,3029917,3029281,,DR76_2821,1,3778,2532
DR76_RS14670,3030079,3030154,3030116,,DR76_2822,1,410,269
DR76_RS14675,3030255,3031742,3030998,,DR76_2823,1,1215,832
DR76_RS14680,3031903,3031978,3031940,,DR76_2824,0,6,9
DR76_RS14685,3032016,3032966,3032491,cbl,DR76_2825,1,767,1062
DR76_RS14690,3033068,3033985,3033526,,DR76_2826,1,662,278
DR76_RS14695,3034312,3034387,3034349,,DR76_2827,0,21,4
DR76_RS14700,3034841,3035557,3035199,,DR76_2828,1,2053,5148
DR76_RS14705,3035900,3037354,3036627,,DR76_2829,1,6527,7495
DR76_RS14710,3037456,3038772,3038114,,DR76_2830,1,1289,1438
DR76_RS14715,3039087,3040139,3039613,,DR76_2831,0,117,85
DR76_RS14720,3040267,3040743,3040505,,DR76_2832,1,76,72
DR76_RS14725,3040756,3042264,3041510,,DR76_2833,1,475,458
DR76_RS14730,3042261,3042431,3042346,,,1,1,3
DR76_RS14735,3042358,3043164,3042761,,DR76_2834,1,18,25
DR76_RS14740,3043755,3045776,3044765,,DR76_2835,1,178,255
DR76_RS14745,3045907,3047484,3046695,,DR76_2836,1,74,190
DR76_RS14750,3047488,3048291,3047889,,DR76_2837,1,15,39
DR76_RS14755,3048288,3049448,3048868,,DR76_2838,1,45,100
DR76_RS14760,3049385,3058876,3054130,,DR76_2839,1,579,1082
DR76_RS14765,3058964,3065089,3062026,,DR76_2840,1,541,800
DR76_RS14770,3065262,3066221,3065741,,DR76_2841,1,150,138
DR76_RS14775,3066388,3068190,3067289,,DR76_2842,0,81,107
DR76_RS14780,3068177,3069979,3069078,,DR76_2843,0,173,171
DR76_RS14785,3069849,3071252,3070550,,DR76_2844,0,63,91
DR76_RS14790,3071280,3072584,3071932,,DR76_2845,0,214,292
DR76_RS14795,3072778,3074040,3073409,,DR76_2846,1,3206,2746
DR76_RS14800,3074202,3074277,3074239,,DR76_2847,1,236,315
DR76_RS14805,3074378,3075175,3074776,,DR76_2848,1,3393,3996
DR76_RS14810,3075269,3075358,3075313,,DR76_2849,0,505,530
DR76_RS14815,3075637,3076473,3076055,,DR76_2850,0,3064,2396
DR76_RS14820,3076690,3076908,3076799,,DR76_2851,0,7,12
DR76_RS14825,3076990,3077280,3077135,,DR76_2852,0,9,2
DR76_RS14830,3077333,3077629,3077481,,DR76_2853,0,3,4
DR76_RS14835,3077702,3077944,3077823,,DR76_2854,0,8,6
DR76_RS14840,3078053,3078403,3078228,,DR76_2855,0,422,270
DR76_RS14845,3078467,3078871,3078669,,DR76_2856,1,1237,1564
DR76_RS14850,3079030,3079509,3079269,,DR76_2857,1,9,8
DR76_RS14855,3079683,3080414,3080048,,DR76_2858,0,131,236
DR76_RS14860,3080499,3081080,3080789,,DR76_2859,1,41,53
DR76_RS14865,3082433,3083395,3082914,,DR76_2860,0,2221,1970
DR76_RS14870,3083456,3084628,3084042,,DR76_2861,0,1116,2405
DR76_RS14880,3085118,3085591,3085354,,DR76_2864,1,31,27
DR76_RS14885,3086024,3086554,3086289,,DR76_2865,0,16,62
DR76_RS14890,3086565,3086840,3086702,,DR76_2866,0,18,20
DR76_RS14895,3086900,3087736,3087318,,DR76_2867,1,175,356
DR76_RS14900,3087873,3088382,3088127,,DR76_2868,0,681,4081
DR76_RS14905,3088514,3089377,3088945,,DR76_2869,1,1971,1134
DR76_RS14910,3089494,3090996,3090245,,DR76_2870,1,185,116
DR76_RS14915,3091642,3091947,3091794,,DR76_2871,0,1,2
DR76_RS14920,3092346,3092903,3092624,,DR76_2872,0,25,18
DR76_RS14925,3092956,3094419,3093687,,DR76_2873,0,98,47
DR76_RS14930,3094534,3096354,3095444,,DR76_2874,1,1353,3286
DR76_RS14935,3096468,3097688,3097078,,DR76_2875,1,3922,2545
DR76_RS14945,3098536,3099186,3098861,,DR76_2876,1,850,368
DR76_RS14950,3099444,3100079,3099761,,DR76_2877,1,192,174
DR76_RS14955,3100080,3101084,3100582,,DR76_2878,1,235,235
DR76_RS14960,3101193,3101606,3101399,,DR76_2879,1,135,175
DR76_RS14965,3101739,3102410,3102074,,DR76_2880,0,1451,903
DR76_RS14970,3102410,3103768,3103089,,DR76_2881,0,1125,547
DR76_RS14975,3103876,3104727,3104301,,DR76_2882,1,880,1330
DR76_RS14985,3105323,3106381,3105852,,DR76_2883,1,484,376
DR76_RS14995,3106947,3107312,3107129,,,0,120,119
DR76_RS15000,3107352,3108002,3107677,,DR76_2885,0,478,566
DR76_RS15005,3108114,3109532,3108823,,DR76_2886,0,1528,1977
DR76_RS15010,3109513,3109983,3109748,,DR76_2888,0,176,319
DR76_RS15015,3109972,3110892,3110432,,DR76_2887,1,422,348
DR76_RS15020,3111065,3111982,3111523,,DR76_2889,0,1383,2142
DR76_RS15025,3112061,3112243,3112152,,DR76_2890,0,371,560
DR76_RS15030,3112414,3114108,3113261,,DR76_2892,0,1128,952
DR76_RS15035,3114105,3114920,3114512,,DR76_2891,1,211,204
DR76_RS15040,3115218,3115445,3115331,,DR76_2893,1,242,113
DR76_RS15045,3115554,3115796,3115675,,DR76_2894,0,470,319
DR76_RS15050,3115840,3116463,3116151,rcsA,DR76_2895,1,1030,404
DR76_RS15055,3116753,3117538,3117145,,DR76_2896,1,394,375
DR76_RS15060,3117547,3117816,3117681,,DR76_2897,1,28,46
DR76_RS15065,3117826,3118563,3118194,,DR76_2898,1,53,197
DR76_RS15070,3118563,3118928,3118745,,DR76_2899,1,48,164
DR76_RS15075,3118931,3119344,3119137,,DR76_2900,1,62,231
DR76_RS15080,3119341,3120345,3119843,,DR76_2901,1,188,519
DR76_RS15085,3120350,3120814,3120582,fliL,DR76_2902,1,171,361
DR76_RS15090,3120919,3122046,3121482,,DR76_2903,1,131,461
DR76_RS15095,3122043,3122486,3122264,fliJ,DR76_2904,1,14,113
DR76_RS15100,3122505,3123878,3123191,fliI,DR76_2905,1,58,348
DR76_RS15105,3123878,3124564,3124221,,DR76_2906,1,77,211
DR76_RS15110,3124557,3125552,3125054,,DR76_2907,1,178,504
DR76_RS15115,3125545,3127203,3126374,,DR76_2908,1,167,610
DR76_RS15120,3127418,3127732,3127575,,DR76_2909,0,24,68
DR76_RS15135,3128077,3128409,3128243,,DR76_2910,0,551,370
DR76_RS15140,3128578,3129129,3128853,,DR76_2911,0,582,475
DR76_RS15145,3129139,3129936,3129537,,DR76_2912,0,415,253
DR76_RS15150,3130438,3131520,3130979,,DR76_2913,1,111059,86626
DR76_RS15155,3132033,3132701,3132367,,DR76_2914,1,109,146
DR76_RS15160,3132810,3133043,3132926,,DR76_2915,1,109,96
DR76_RS15165,3133040,3134245,3133642,,DR76_2916,1,758,652
DR76_RS15170,3134432,3134845,3134638,,DR76_2917,0,1468,2626
DR76_RS15175,3134879,3136366,3135622,,DR76_2918,1,1688,1136
DR76_RS15180,3136444,3136809,3136626,,DR76_2919,1,1154,876
DR76_RS15185,3136809,3137219,3137014,,DR76_2920,1,1760,1457
DR76_RS15190,3137244,3138650,3137947,,DR76_2921,1,11814,8871
DR76_RS15195,3138916,3140703,3139809,,DR76_2922,0,58831,143589
DR76_RS15200,3141023,3141742,3141382,fliA,DR76_2923,0,3161,3044
DR76_RS15205,3141788,3142339,3142063,,DR76_2924,0,1169,998
DR76_RS15210,3142427,3143227,3142827,,DR76_2925,0,6684,14693
DR76_RS15215,3143332,3144318,3143825,,DR76_2926,0,2482,3013
DR76_RS15220,3144333,3145001,3144667,,DR76_2927,0,914,981
DR76_RS15225,3144998,3145750,3145374,,DR76_2928,0,1053,1268
DR76_RS15230,3145980,3146702,3146341,,DR76_2929,0,1568,1141
DR76_RS15235,3146770,3146994,3146882,,DR76_2930,1,734,420
DR76_RS15245,3147453,3148109,3147781,,DR76_2931,0,5512,4595
DR76_RS15250,3148106,3149938,3149022,,DR76_2932,0,7412,4552
DR76_RS15255,3149995,3150543,3150269,,DR76_2933,0,3570,2909
DR76_RS15260,3150695,3150770,3150732,,DR76_2934,0,779,674
DR76_RS15265,3150824,3150897,3150860,,DR76_2935,0,166,114
DR76_RS15270,3150910,3150996,3150953,,DR76_2936,0,245,171
DR76_RS15275,3151192,3151857,3151524,,DR76_2937,0,8520,10609
DR76_RS15280,3151919,3153130,3152524,,DR76_2938,1,1259,963
DR76_RS15285,3153321,3153560,3153440,,DR76_2939,0,1126,2316
DR76_RS15290,3153598,3154095,3153846,,DR76_2940,1,10900,15200
DR76_RS15295,3154267,3154590,3154428,,DR76_2941,1,186,167
DR76_RS15305,3155054,3155305,3155179,,DR76_2942,0,586,471
DR76_RS15310,3155384,3155887,3155635,,DR76_2943,1,12225,9184
DR76_RS15315,3156684,3157673,3157178,,DR76_2944,0,1501,2684
DR76_RS15320,3157743,3159257,3158500,araG,DR76_2945,0,1460,1258
DR76_RS15325,3159272,3160258,3159765,araH,DR76_2946,0,1010,675
DR76_RS15330,3160425,3161225,3160825,,DR76_2947,0,194,133
DR76_RS15335,3161200,3162624,3161912,,DR76_2948,0,361,339
DR76_RS15340,3162631,3163059,3162845,,DR76_2949,1,885,683
DR76_RS15345,3163839,3164189,3164014,,DR76_2950,0,2708,3056
DR76_RS15350,3164192,3164770,3164481,,DR76_2951,0,3851,4624
DR76_RS15355,3164896,3165783,3165339,,DR76_2952,0,6952,4984
DR76_RS15360,3165780,3166706,3166243,motB,DR76_2953,0,4614,2835
DR76_RS15365,3166711,3168675,3167693,,DR76_2954,0,7562,7252
DR76_RS15370,3168696,3169199,3168947,,DR76_2955,0,2058,3859
DR76_RS15375,3169344,3171005,3170174,,DR76_2956,0,11306,9578
DR76_RS15385,3171296,3172156,3171726,,DR76_2958,0,3208,2315
DR76_RS15390,3172159,3173208,3172683,,DR76_2959,0,3053,3029
DR76_RS15395,3173223,3173612,3173417,,DR76_2960,0,2104,3953
DR76_RS15400,3173623,3174267,3173945,,DR76_2961,0,2918,6342
DR76_RS15405,3174476,3175624,3175050,,DR76_2962,0,163,316
DR76_RS15410,3175617,3177695,3176656,,DR76_2963,0,384,930
DR76_RS15415,3177695,3178087,3177891,,DR76_2964,0,57,122
DR76_RS15420,3178140,3179873,3179006,,DR76_2965,1,4751,5439
DR76_RS15425,3180089,3180655,3180372,,DR76_2966,0,807,970
DR76_RS15430,3180669,3181415,3181042,,DR76_2967,0,3442,2886
DR76_RS15435,3181803,3182903,3182353,,DR76_2968,0,35,60
DR76_RS15440,3182928,3185357,3184142,,DR76_2969,0,127,208
DR76_RS15445,3185522,3186493,3186007,,DR76_2970,1,1792,1650
DR76_RS15450,3186490,3187233,3186861,,DR76_2971,1,1144,1017
DR76_RS15455,3187274,3187669,3187471,,DR76_2972,1,731,743
DR76_RS15460,3187722,3188540,3188131,,DR76_2973,1,434,686
DR76_RS15465,3188537,3189103,3188820,,DR76_2974,1,761,1744
DR76_RS15470,3189413,3191185,3190299,,DR76_2975,0,8935,15240
DR76_RS15475,3191178,3191630,3191404,,DR76_2976,0,1117,1796
DR76_RS15480,3191659,3192399,3192029,,DR76_2977,0,3745,6974
DR76_RS15485,3192434,3192955,3192694,,DR76_2978,0,989,1686
DR76_RS15490,3192957,3193559,3193258,,DR76_2979,1,20,25
DR76_RS15495,3193835,3194446,3194140,,DR76_2980,0,4970,7190
DR76_RS15500,3194455,3195465,3194960,,DR76_2981,0,5189,8225
DR76_RS15505,3195612,3196397,3196004,,DR76_2982,1,1847,1126
DR76_RS15510,3196394,3197149,3196771,,DR76_2983,1,4613,2283
DR76_RS15515,3197228,3198160,3197694,,DR76_2984,0,3798,2491
DR76_RS15520,3198176,3199498,3198837,,DR76_2985,0,6297,4545
DR76_RS15525,3199617,3200588,3200102,,DR76_2986,0,2624,2664
DR76_RS15530,3200720,3202162,3201441,,DR76_2987,1,14800,50187
DR76_RS15535,3202290,3203159,3202724,,DR76_2988,1,1729,1829
DR76_RS15545,3203497,3204972,3204234,,DR76_2990,0,2485,5169
DR76_RS15550,3205207,3207018,3206112,,DR76_2991,0,1463,3499
DR76_RS15555,3207055,3207696,3207375,,DR76_2992,0,2557,8050
DR76_RS15560,3207752,3208930,3208341,,DR76_2993,1,808,2042
DR76_RS15565,3209064,3209354,3209209,,DR76_2994,0,16806,18069
DR76_RS15570,3209421,3209777,3209599,,DR76_2995,0,7264,9158
DR76_RS15580,3210104,3210763,3210433,,DR76_2996,0,4465,3461
DR76_RS15585,3210972,3212636,3211804,,,0,3351,2184
DR76_RS15595,3213029,3213691,3213360,,DR76_2998,1,1212,1256
DR76_RS15600,3213715,3214371,3214043,,DR76_3000,1,1610,1145
DR76_RS15605,3214474,3214704,3214589,,DR76_3001,1,182,193
DR76_RS15610,3214843,3215217,3215030,,DR76_3002,0,3177,2901
DR76_RS15615,3215221,3216093,3215657,,DR76_3003,0,3062,2183
DR76_RS15620,3216106,3216447,3216276,,DR76_3004,0,2463,1955
DR76_RS15630,3216842,3217498,3217170,,DR76_3005,0,166,131
DR76_RS15635,3217499,3217774,3217636,,DR76_3006,1,107,102
DR76_RS15640,3217795,3218031,3217913,,DR76_3007,1,128,83
DR76_RS15645,3218149,3219588,3218868,,DR76_3008,1,899,767
DR76_RS15650,3219668,3222301,3220984,,DR76_3009,1,3147,2974
DR76_RS15655,3222270,3223553,3222911,,DR76_3010,1,1313,984
DR76_RS15660,3223683,3224180,3223931,,DR76_3011,0,3598,4645
DR76_RS15665,3224277,3224975,3224626,,DR76_3012,0,11309,14562
DR76_RS15670,3224995,3227043,3226019,,DR76_3013,0,13590,18694
DR76_RS15675,3227235,3228116,3227675,,DR76_3014,0,10000,5315
DR76_RS15680,3228162,3229535,3228848,,DR76_3015,1,373,332
DR76_RS15685,3229712,3230503,3230107,,DR76_3016,0,2758,3091
DR76_RS15690,3230647,3230886,3230766,,DR76_3017,1,586,330
DR76_RS15695,3231045,3231188,3231116,,,0,475,299
DR76_RS15700,3231263,3231550,3231406,,DR76_3018,0,1273,709
DR76_RS15705,3232021,3232258,3232139,,,1,934,2616
DR76_RS15710,3232220,3232363,3232291,,,0,945,2657
DR76_RS15715,3232376,3232585,3232480,,DR76_3019,0,19642,62076
DR76_RS15720,3232751,3233560,3233155,,DR76_3021,0,1731,1729
DR76_RS15725,3233557,3234123,3233840,,DR76_3020,1,577,717
DR76_RS15735,3234552,3235010,3234781,,DR76_3022,1,299,255
DR76_RS15740,3235065,3235916,3235490,,DR76_3023,1,5074,9670
DR76_RS15745,3235929,3236729,3236329,,DR76_3024,1,4701,8589
DR76_RS15750,3236792,3237763,3237277,,DR76_3025,1,6518,13423
DR76_RS15755,3238029,3238238,3238133,,DR76_3026,0,862,336
DR76_RS15760,3238226,3239782,3239004,,DR76_3027,0,7170,3525
DR76_RS15765,3239786,3241384,3240585,,DR76_3028,1,799,666
DR76_RS15770,3241515,3242879,3242197,,DR76_3029,1,12475,11407
DR76_RS15775,3243063,3243641,3243352,,DR76_3030,1,422,254
DR76_RS15780,3243645,3245006,3244325,pabB,DR76_3031,1,1045,759
DR76_RS15785,3245080,3245259,3245169,,DR76_3032,0,1168,782
DR76_RS15790,3245379,3245738,3245558,,DR76_3033,1,1281,1264
DR76_RS15800,3246100,3246444,3246272,,DR76_3034,1,1595,3731
DR76_RS15805,3246576,3248486,3247531,,DR76_3035,0,4892,5389
DR76_RS15810,3248544,3249239,3248891,,DR76_3036,0,1654,1202
DR76_RS15815,3249279,3249860,3249569,,DR76_3037,0,2305,2369
DR76_RS15820,3250065,3251750,3250907,,DR76_3038,0,3470,2329
DR76_RS15825,3251820,3252947,3252383,,DR76_3039,0,2761,1958
DR76_RS15840,3253490,3254128,3253809,,DR76_3040,0,1166,720
DR76_RS15845,3254301,3254660,3254480,,DR76_3041,0,65,107
DR76_RS15850,3254664,3254846,3254755,,DR76_3042,0,56,36
DR76_RS15855,3254994,3255242,3255118,,DR76_3043,0,553,545
DR76_RS15860,3255379,3255477,3255428,,,1,649,238
DR76_RS15865,3255510,3256535,3256022,,DR76_3044,1,8543,4338
DR76_RS15870,3256718,3256972,3256845,,DR76_3045,0,464,434
DR76_RS15875,3256994,3257341,3257167,,DR76_3046,1,2011,2013
DR76_RS15880,3257396,3258577,3257986,,DR76_3047,1,868,1084
DR76_RS15885,3258674,3259495,3259084,,DR76_3049,0,409,360
DR76_RS15890,3259452,3259898,3259675,,DR76_3048,1,560,666
DR76_RS15895,3260020,3260172,3260096,,,0,237,307
DR76_RS15900,3260173,3260676,3260424,,DR76_3050,1,1541,2015
DR76_RS15905,3260719,3262209,3261464,,DR76_3051,1,818,463
DR76_RS15910,3262390,3263865,3263127,,DR76_3052,1,298,439
DR76_RS15915,3264012,3265295,3264653,,DR76_3053,1,294,261
DR76_RS15920,3265408,3267342,3266375,,DR76_3054,1,1093,721
DR76_RS15925,3267778,3268524,3268151,,DR76_3055,0,4479,4962
DR76_RS15930,3268614,3269468,3269041,,DR76_3056,0,2159,3686
DR76_RS15935,3269519,3270403,3269961,,DR76_3057,1,2663,8106
DR76_RS15940,3270487,3271482,3270984,,DR76_3058,1,41363,155581
DR76_RS15945,3271824,3272237,3272030,,DR76_3059,0,11811,5991
DR76_RS15950,3272279,3272551,3272415,,DR76_3060,0,6996,2823
DR76_RS15955,3272921,3273997,3273459,,DR76_3061,0,152,259
DR76_RS15960,3274024,3275403,3274713,,DR76_3062,0,94,174
DR76_RS15965,3275420,3276463,3275941,,DR76_3063,0,29,142
DR76_RS15970,3276484,3277320,3276902,,DR76_3064,0,47,161
DR76_RS15975,3277325,3278272,3277798,,DR76_3065,0,58,184
DR76_RS15980,3278282,3279262,3278772,,DR76_3066,0,184,301
DR76_RS15985,3279399,3280157,3279778,,DR76_3067,0,492,413
DR76_RS15990,3280275,3281633,3280954,,DR76_3068,0,194,206
DR76_RS15995,3281726,3282367,3282046,,DR76_3069,1,671,818
DR76_RS16000,3282378,3283394,3282886,,DR76_3070,1,1007,1028
