Locus_tag,gene_id,GSE98890_1,GSE98890_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand
ECDH10B_2258,rcnR,10,59,2274554,2274826,2274690,rcnR,ECDH10B_RS11485,1
ECDH10B_2259,yohM,20,55,2274947,2275771,2275359,,ECDH10B_RS11490,0
ECDH10B_2260,yohN,68,232,2275990,2276328,2276159,rcnB,ECDH10B_RS11495,0
ECDH10B_2262,yehB,5,20,2277460,2279940,2278700,,ECDH10B_RS11505,1
ECDH10B_2263,yehC,2,2,2279956,2280630,2280293,,ECDH10B_RS11510,1
ECDH10B_2264,yehD,5,41,2280710,2281252,2280981,,ECDH10B_RS11515,1
ECDH10B_2265,yehE,23,41,2281545,2281826,2281685,,ECDH10B_RS11525,1
ECDH10B_2266,mrp,825,3560,2282089,2283198,2282643,apbC,ECDH10B_RS11530,1
ECDH10B_2267,metG,1028,3328,2283330,2285363,2284346,metG,ECDH10B_RS11535,0
ECDH10B_2272,yehI,11,49,2289309,2292941,2291125,,ECDH10B_RS11550,0
ECDH10B_2273,yehK,0,2,2293002,2293319,2293160,,ECDH10B_RS11555,0
ECDH10B_2274,yehL,2,5,2293626,2294714,2294170,,ECDH10B_RS11560,0
ECDH10B_2275,yehM,4,21,2294725,2297004,2295864,,ECDH10B_RS11565,0
ECDH10B_2276,yehP,2,7,2296997,2298133,2297565,,ECDH10B_RS11570,0
ECDH10B_2277,yehQ,5,28,2298130,2300130,2299130,,ECDH10B_RS11575,0
ECDH10B_2278,yehR,0,14,2300255,2300716,2300485,,ECDH10B_RS11580,0
ECDH10B_2279,yehS,140,272,2300756,2301226,2300991,,ECDH10B_RS11585,1
ECDH10B_2280,yehT,79,216,2301273,2301992,2301632,yehT,ECDH10B_RS11590,1
ECDH10B_2281,yehU,162,342,2301989,2303674,2302831,btsS,ECDH10B_RS11595,1
ECDH10B_2282,mlrA,34,121,2303896,2304627,2304261,mlrA,ECDH10B_RS11600,0
ECDH10B_2283,yohO,28,142,2304687,2304794,2304740,,ECDH10B_RS11605,0
ECDH10B_2284,yehW,19,36,2304775,2305506,2305140,yehW,ECDH10B_RS11610,1
ECDH10B_2285,yehX,16,16,2305511,2306437,2305974,yehX,ECDH10B_RS11615,1
ECDH10B_2286,yehY,36,43,2306430,2307587,2307008,yehY,ECDH10B_RS11620,1
ECDH10B_2287,yehZ,86,172,2307594,2308511,2308052,osmF,ECDH10B_RS11625,1
ECDH10B_2288,bglX,518,1571,2308722,2311019,2309870,bglX,ECDH10B_RS11630,1
ECDH10B_2289,dld,670,3073,2311215,2312930,2312072,dld,ECDH10B_RS11635,0
ECDH10B_2290,pbpG,205,547,2312968,2313900,2313434,pbpG,ECDH10B_RS11640,1
ECDH10B_2291,yohC,15,61,2314074,2314661,2314367,,ECDH10B_RS11645,1
ECDH10B_2292,yohD,59,190,2314831,2315409,2315120,,ECDH10B_RS11650,0
ECDH10B_2293,yohF,16,47,2315539,2316300,2315919,,ECDH10B_RS11655,1
ECDH10B_2294,yohG,0,3,2316353,2317878,2317115,mdtQ,ECDH10B_RS11660,1
ECDH10B_2297,dusC,53,68,2318468,2319415,2318941,dusC,ECDH10B_RS11670,1
ECDH10B_2298,yohJ,33,63,2319654,2320052,2319853,,ECDH10B_RS11675,0
ECDH10B_2299,yohK,42,175,2320049,2320744,2320396,,ECDH10B_RS11680,0
ECDH10B_2300,cdd,359,2410,2320874,2321758,2321316,cdd,ECDH10B_RS11685,0
ECDH10B_2301,sanA,20,106,2321908,2322627,2322267,sanA,ECDH10B_RS11690,0
ECDH10B_2302,yeiS,3,17,2322630,2322869,2322749,,ECDH10B_RS11695,0
ECDH10B_2303,yeiT,25,513,2323063,2324301,2323682,,ECDH10B_RS11700,0
ECDH10B_2304,yeiA,15,243,2324295,2325530,2324912,preA,ECDH10B_RS11705,0
ECDH10B_2305,mglC,32,93,2325773,2326783,2326278,mglC,ECDH10B_RS11710,1
ECDH10B_2307,mglB,603,2393,2328361,2329359,2328860,mglB,ECDH10B_RS11720,1
ECDH10B_2308,galS,114,572,2329639,2330679,2330159,galS,ECDH10B_RS11725,1
ECDH10B_2309,yeiB,170,259,2330821,2331978,2331399,,ECDH10B_RS11735,1
ECDH10B_2310,folE,446,1850,2331995,2332663,2332329,folE,ECDH10B_RS11740,1
ECDH10B_2311,yeiG,296,1325,2332921,2333757,2333339,yeiG,ECDH10B_RS11750,0
ECDH10B_2312,cirA,682,1152,2333789,2335780,2334784,cirA,ECDH10B_RS11755,1
ECDH10B_2313,lysP,443,637,2336074,2337543,2336808,lysP,ECDH10B_RS11760,1
ECDH10B_2314,yeiE,240,806,2337748,2338629,2338188,,ECDH10B_RS11765,1
ECDH10B_2315,yeiH,79,249,2338728,2339777,2339252,,ECDH10B_RS11770,0
ECDH10B_2316,nfo,127,580,2339851,2340708,2340279,nfo,ECDH10B_RS11775,0
ECDH10B_2317,yeiI,92,273,2340711,2341799,2341255,,ECDH10B_RS11780,0
ECDH10B_2318,yeiJ,4,15,2341906,2343156,2342531,,ECDH10B_RS11785,1
ECDH10B_2319,rihB,3,17,2343256,2344197,2343726,rihB,ECDH10B_RS11790,1
ECDH10B_2320,yeiL,2,29,2344327,2345025,2344676,yeiL,ECDH10B_RS11795,0
ECDH10B_2321,yeiM,36,79,2345096,2346346,2345721,,ECDH10B_RS11800,1
ECDH10B_2322,yeiN,13,43,2346440,2347378,2346909,,ECDH10B_RS11805,1
ECDH10B_2323,yeiC,7,24,2347366,2348307,2347836,,ECDH10B_RS11810,1
ECDH10B_2324,fruA,10715,29440,2348730,2350421,2349575,fruA,ECDH10B_RS11815,1
ECDH10B_2325,fruK,5750,11253,2350438,2351376,2350907,fruK,ECDH10B_RS11820,1
ECDH10B_2327,setB,62,142,2352873,2354054,2353463,setB,ECDH10B_RS11830,0
ECDH10B_2328,yeiW,13,47,2354051,2354305,2354178,,ECDH10B_RS11835,1
ECDH10B_2329,yeiP,597,1414,2354460,2355032,2354746,yeiP,ECDH10B_RS11840,0
ECDH10B_2330,yeiQ,120,642,2355255,2356721,2355988,,ECDH10B_RS11845,0
ECDH10B_2331,yeiR,92,155,2356839,2357825,2357332,,ECDH10B_RS11850,0
ECDH10B_2332,yeiU,62,157,2357864,2358577,2358220,lpxT,ECDH10B_RS11855,0
ECDH10B_2333,spr,683,3560,2358989,2359555,2359272,mepS,ECDH10B_RS11860,0
ECDH10B_2334,rtn,73,236,2359736,2361292,2360514,,ECDH10B_RS11865,0
ECDH10B_2335,yejA,128,345,2361374,2363188,2362281,,ECDH10B_RS11870,0
ECDH10B_2336,yejB,17,74,2363189,2364283,2363736,,ECDH10B_RS11875,0
ECDH10B_2337,yejE,16,53,2364283,2365308,2364795,,ECDH10B_RS11880,0
ECDH10B_2338,yejF,48,128,2365310,2366899,2366104,yejF,ECDH10B_RS11885,0
ECDH10B_2339,yejG,174,1607,2366903,2367247,2367075,,ECDH10B_RS11890,1
ECDH10B_2340,bcr,174,301,2367580,2368770,2368175,bcr,ECDH10B_RS11895,1
ECDH10B_2341,rsuA,379,982,2368798,2369493,2369145,rsuA,ECDH10B_RS11900,1
ECDH10B_2342,yejH,106,273,2369642,2371402,2370522,,ECDH10B_RS11905,0
ECDH10B_2343,rplY,1771,4768,2371527,2371811,2371669,rplY,ECDH10B_RS11910,0
ECDH10B_2344,yejK,447,1324,2371950,2372957,2372453,yejK,ECDH10B_RS11915,1
ECDH10B_2345,yejL,34,131,2373139,2373366,2373252,,ECDH10B_RS11920,0
ECDH10B_2346,yejM,438,1069,2373386,2375146,2374266,pbgA,ECDH10B_RS11925,0
ECDH10B_2347,proL,1,0,2375221,2375297,2375259,,ECDH10B_RS11930,0
ECDH10B_2348,yejO,122,347,2375400,>2377931,2376665,yejO,ECDH10B_RS11935,1
ECDH10B_2349,insH-8,0,5,2378075,2379091,2378583,,ECDH10B_RS11940,1
ECDH10B_2350,narP,101,437,2379510,2380157,2379833,narP,ECDH10B_RS11950,0
ECDH10B_2351,ccmH,38,125,2380368,2381420,2380894,,ECDH10B_RS11955,1
ECDH10B_2352,ccmG,4,21,2381417,2381974,2381695,dsbE,ECDH10B_RS11960,1
ECDH10B_2353,ccmF,42,290,2381971,2383914,2382942,,ECDH10B_RS11965,1
ECDH10B_2354,ccmE,5,72,2383911,2384390,2384150,ccmE,ECDH10B_RS11970,1
ECDH10B_2355,ccmD,0,0,2384387,2384596,2384491,ccmD,ECDH10B_RS11975,1
ECDH10B_2356,ccmC,32,213,2384593,2385330,2384961,ccmC,ECDH10B_RS11980,1
ECDH10B_2357,ccmB,15,63,2385372,2386034,2385703,ccmB,ECDH10B_RS11985,1
ECDH10B_2358,ccmA,36,228,2386031,2386648,2386339,ccmA,ECDH10B_RS11990,1
ECDH10B_2359,napC,24,325,2386667,2387269,2386968,napC,ECDH10B_RS11995,1
ECDH10B_2360,napB,6,110,2387279,2387728,2387503,napB,ECDH10B_RS12000,1
ECDH10B_2361,napH,6,432,2387725,2388588,2388156,napH,ECDH10B_RS12005,1
ECDH10B_2362,napG,17,389,2388575,2389270,2388922,napG,ECDH10B_RS12010,1
ECDH10B_2363,napA,405,6422,2389277,2391763,2390520,napA,ECDH10B_RS12015,1
ECDH10B_2364,napD,4,5,2391760,2392023,2391891,napD,ECDH10B_RS12020,1
ECDH10B_2365,napF,75,800,2392013,2392507,2392260,napF,ECDH10B_RS12025,1
ECDH10B_2366,eco,215,762,2392915,2393403,2393159,eco,ECDH10B_RS12035,0
ECDH10B_2367,mqo,1718,1647,2394118,2395764,2394941,mqo,ECDH10B_RS12040,1
ECDH10B_2368,yojI,371,488,2395982,2397625,2396803,yojI,ECDH10B_RS12045,1
ECDH10B_2369,alkB,5,11,2397701,2398351,2398026,alkB,ECDH10B_RS12050,1
ECDH10B_2370,ada,42,121,2398351,2399415,2398883,ada,ECDH10B_RS12055,1
ECDH10B_2371,yojL,21,65,2399489,2400544,2400016,apbE,ECDH10B_RS12060,1
ECDH10B_2372,ompC,944,3988,2400656,2401759,2401207,ompC,ECDH10B_RS12065,1
ECDH10B_2374,rcsD,583,1493,2402498,2405170,2403834,rcsD,ECDH10B_RS12080,0
ECDH10B_2375,rcsB,542,2516,2405187,2405837,2405512,rcsB,ECDH10B_RS12085,0
ECDH10B_2376,rcsC,361,956,2406037,2408886,2407461,rcsC,ECDH10B_RS12090,1
ECDH10B_2377,atoS,52,425,2409053,2410879,2409966,atoS,ECDH10B_RS12095,0
ECDH10B_2378,atoC,45,422,2410876,2412261,2411568,atoC,ECDH10B_RS12100,0
ECDH10B_2379,atoD,2,2,2412457,2413119,2412788,atoD,ECDH10B_RS12105,0
ECDH10B_2380,atoA,0,2,2413119,2413769,2413444,,ECDH10B_RS12110,0
ECDH10B_2381,atoE,1,10,2413766,2415088,2414427,,ECDH10B_RS12115,0
ECDH10B_2382,atoB,5,23,2415119,2416303,2415711,,ECDH10B_RS12120,0
ECDH10B_2383,yfaP,3,16,2416377,2417153,2416765,,ECDH10B_RS12125,1
ECDH10B_2384,yfaQ,14,22,2417158,2418807,2417982,,ECDH10B_RS12130,1
ECDH10B_2388,yfaT,1,13,2423346,2423969,2423657,,ECDH10B_RS12145,1
ECDH10B_2389,yfaA,27,69,2423966,2425654,2424810,,ECDH10B_RS12150,1
ECDH10B_2390,gyrA,4630,15160,2425803,2428430,2427116,gyrA,ECDH10B_RS12155,1
ECDH10B_2391,ubiG,417,756,2428577,2429299,2428938,,ECDH10B_RS12160,0
ECDH10B_2392,yfaL,79,238,2429427,2433179,2431303,yfaL,ECDH10B_RS12165,1
ECDH10B_2393,nrdA,3006,6656,2433875,2436160,2435017,,ECDH10B_RS12175,0
ECDH10B_2394,nrdB,1360,3033,2436394,2437524,2436959,,ECDH10B_RS12180,0
ECDH10B_2395,yfaE,89,191,2437524,2437778,2437651,yfaE,ECDH10B_RS12185,0
ECDH10B_2396,inaA,126,409,2437832,2438482,2438157,inaA,ECDH10B_RS12190,1
ECDH10B_2397,yfaH,1,11,2438661,2438903,2438782,,ECDH10B_RS12195,0
ECDH10B_2398,glpQ,1910,14156,2438945,2440021,2439483,glpQ,ECDH10B_RS12200,1
ECDH10B_2399,glpT,4642,22569,2440026,2441384,2440705,glpT,ECDH10B_RS12205,1
ECDH10B_2400,glpA,2763,19891,2441657,2443285,2442471,glpA,ECDH10B_RS12210,0
ECDH10B_2401,glpB,534,7150,2443275,2444534,2443904,glpB,ECDH10B_RS12215,0
ECDH10B_2402,glpC,268,6152,2444531,2445721,2445126,glpC,ECDH10B_RS12220,0
ECDH10B_2403,yfaD,8,34,2445914,2446813,2446363,,ECDH10B_RS12225,0
ECDH10B_2404,ypaA,8,24,2446826,2447011,2446918,,ECDH10B_RS12230,0
ECDH10B_2405,yfaU,6,26,2447052,2447855,2447453,yfaU,ECDH10B_RS12235,1
ECDH10B_2406,yfaV,3,9,2447873,2449162,2448517,,ECDH10B_RS12240,1
ECDH10B_2407,yfaW,4,26,2449219,2450424,2449821,rhmD,ECDH10B_RS12245,1
ECDH10B_2408,yfaX,4,13,2450439,2451221,2450830,,ECDH10B_RS12250,1
ECDH10B_2409,yfaY,408,1180,2451441,2452643,2452042,,ECDH10B_RS12255,1
ECDH10B_2410,yfaZ,26,112,2452743,2453285,2453014,,ECDH10B_RS12260,1
ECDH10B_2411,yfaO,33,125,2453564,2453989,2453776,nudI,ECDH10B_RS12265,0
ECDH10B_2412,ais,7,3,2454028,2454630,2454329,,ECDH10B_RS12270,1
ECDH10B_2413,arnB,0,1,2454938,2456077,2455507,arnB,ECDH10B_RS12275,0
ECDH10B_2414,arnC,0,0,2456081,2457049,2456565,arnC,ECDH10B_RS12280,0
ECDH10B_2415,arnA,0,0,2457049,2459031,2458040,arnA,ECDH10B_RS12285,0
ECDH10B_2416,yfbH,0,0,2459028,2459918,2459473,,ECDH10B_RS12290,0
ECDH10B_2417,arnT,0,0,2459918,2461570,2460744,arnT,ECDH10B_RS12295,0
ECDH10B_2418,yfbW,0,0,2461567,2461902,2461734,arnE,ECDH10B_RS12300,0
ECDH10B_2419,yfbJ,0,0,2461902,2462288,2462095,arnF,ECDH10B_RS12305,0
ECDH10B_2420,pmrD,0,0,2462282,2462548,2462415,pmrD,ECDH10B_RS12310,1
ECDH10B_2421,menE,0,0,2462658,2464013,2463335,menE,ECDH10B_RS12315,1
ECDH10B_2422,menC,0,1,2464010,2464972,2464491,menC,ECDH10B_RS12320,1
ECDH10B_2423,menB,0,0,2464972,2465829,2465400,menB,ECDH10B_RS12325,1
ECDH10B_2424,yfbB,0,0,2465844,2466602,2466223,menH,ECDH10B_RS12330,1
ECDH10B_2425,menD,0,0,2466599,2468269,2467434,menD,ECDH10B_RS12335,1
ECDH10B_2426,menF,0,0,2468358,2469653,2469005,menF,ECDH10B_RS12340,1
ECDH10B_2427,elaB,1,3,2469732,2470037,2469884,elaB,ECDH10B_RS12345,1
ECDH10B_2428,elaA,0,0,2470092,2470553,2470322,,ECDH10B_RS12350,1
ECDH10B_2431,elaD,1,6,2472500,2473711,2473105,elaD,ECDH10B_RS12365,0
ECDH10B_2433,yfbL,0,2,2475647,2476618,2476132,,ECDH10B_RS12375,0
ECDH10B_2434,yfbM,7,46,2476721,2477224,2476972,,ECDH10B_RS12380,0
ECDH10B_2435,yfbN,3,9,2477497,2478213,2477855,,ECDH10B_RS12385,1
ECDH10B_2436,yfbO,0,7,2478422,2478844,2478633,,ECDH10B_RS12390,0
ECDH10B_2437,yfbP,3,20,2478903,2479751,2479327,,ECDH10B_RS12395,0
ECDH10B_2438,nuoN,2168,5786,2479835,2481292,2480563,nuoN,ECDH10B_RS12400,1
ECDH10B_2439,nuoM,2170,5348,2481299,2482828,2482063,nuoM,ECDH10B_RS12405,1
ECDH10B_2440,nuoL,3442,7407,2482992,2484833,2483912,nuoL,ECDH10B_RS12410,1
ECDH10B_2441,nuoK,32,64,2484830,2485132,2484981,nuoK,ECDH10B_RS12415,1
ECDH10B_2442,nuoJ,453,837,2485129,2485683,2485406,nuoJ,ECDH10B_RS12420,1
ECDH10B_2443,nuoI,355,738,2485695,2486237,2485966,nuoI,ECDH10B_RS12425,1
ECDH10B_2444,nuoH,825,1750,2486252,2487229,2486740,nuoH,ECDH10B_RS12430,1
ECDH10B_2445,nuoG,4721,11643,2487226,2489952,2488589,nuoG,ECDH10B_RS12435,1
ECDH10B_2446,nuoF,2126,4529,2490005,2491342,2490673,nuoF,ECDH10B_RS12440,1
ECDH10B_2447,nuoE,714,1548,2491339,2491839,2491589,nuoE,ECDH10B_RS12445,1
ECDH10B_2448,nuoC,3858,9700,2491842,2493644,2492743,nuoC,ECDH10B_RS12450,1
ECDH10B_2449,nuoB,1084,2160,2493738,2494400,2494069,,ECDH10B_RS12455,1
ECDH10B_2450,nuoA,1722,4109,2494416,2494859,2494637,nuoA,ECDH10B_RS12460,1
ECDH10B_2451,lrhA,229,1072,2495490,2496428,2495959,lrhA,ECDH10B_RS12465,1
ECDH10B_2452,yfbQ,820,2226,2497348,2498565,2497956,,ECDH10B_RS12470,0
ECDH10B_2453,yfbR,131,328,2498649,2499248,2498948,yfbR,ECDH10B_RS12475,0
ECDH10B_2455,yfbT,190,995,2501226,2501876,2501551,hxpA,ECDH10B_RS12485,1
ECDH10B_2456,yfbU,244,1595,2501887,2502381,2502134,,ECDH10B_RS12490,1
ECDH10B_2457,yfbV,124,533,2502464,2502919,2502691,,ECDH10B_RS12495,1
ECDH10B_2458,ackA,3957,14110,2503257,2504459,2503858,ackA,ECDH10B_RS12505,0
ECDH10B_2459,pta,5280,20132,2504534,2506678,2505606,pta,ECDH10B_RS12510,0
ECDH10B_2460,yfcC,55,303,2506868,2508388,2507628,yfcC,ECDH10B_RS12515,0
ECDH10B_2461,yfcD,256,1196,2508421,2508963,2508692,yfcD,ECDH10B_RS12520,1
ECDH10B_2462,yfcE,275,954,2509021,2509572,2509296,yfcE,ECDH10B_RS12525,1
ECDH10B_2463,yfcF,86,289,2509628,2510272,2509950,yfcF,ECDH10B_RS12530,1
ECDH10B_2464,yfcG,10,30,2510408,2511055,2510731,yfcG,ECDH10B_RS12535,0
ECDH10B_2465,folX,179,487,2511112,2511474,2511293,folX,ECDH10B_RS12540,0
ECDH10B_2466,yfcH,303,975,2511495,2512388,2511941,,ECDH10B_RS12545,0
ECDH10B_2467,yfcI,20,101,2512436,2513326,2512881,,ECDH10B_RS12550,1
ECDH10B_2468,hisP,49,95,2513523,2514296,2513909,hisP,ECDH10B_RS12555,1
ECDH10B_2469,hisM,20,23,2514304,2515020,2514662,,ECDH10B_RS12560,1
ECDH10B_2470,hisQ,74,89,2515017,2515703,2515360,,ECDH10B_RS12565,1
ECDH10B_2471,hisJ,365,797,2515793,2516575,2516184,hisJ,ECDH10B_RS12570,1
ECDH10B_2472,argT,289,674,2516796,2517578,2517187,argT,ECDH10B_RS12575,1
ECDH10B_2473,ubiX,58,139,2517844,2518413,2518128,,ECDH10B_RS12580,1
ECDH10B_2474,purF,235,492,2518508,2520025,2519266,purF,ECDH10B_RS12585,1
ECDH10B_2475,cvpA,296,419,2520062,2520550,2520306,cvpA,ECDH10B_RS12590,1
ECDH10B_2476,dedD,296,811,2520809,2521471,2521140,dedD,ECDH10B_RS12595,1
ECDH10B_2477,folC,342,781,2521461,2522729,2522095,folC,ECDH10B_RS12600,1
ECDH10B_2478,accD,1774,4624,2522799,2523713,2523256,accD,ECDH10B_RS12605,1
ECDH10B_2479,dedA,527,1207,2523869,2524528,2524198,,ECDH10B_RS12610,1
ECDH10B_2480,truA,188,471,2524611,2525423,2525017,truA,ECDH10B_RS12615,1
ECDH10B_2481,usg,386,1144,2525423,2526436,2525929,,ECDH10B_RS12620,1
ECDH10B_2482,pdxB,619,1819,2526502,2527638,2527070,pdxB,ECDH10B_RS12625,1
ECDH10B_2483,flk,207,450,2527737,2528732,2528234,,ECDH10B_RS12630,0
ECDH10B_2484,yfcJ,62,89,2528729,2529907,2529318,,ECDH10B_RS12635,1
ECDH10B_2485,fabB,4155,11213,2530172,2531392,2530782,fabB,ECDH10B_RS12640,1
ECDH10B_2486,mnmC,211,626,2531551,2533557,2532554,mnmC,ECDH10B_RS12645,0
ECDH10B_2487,yfcL,165,330,2533678,2533956,2533817,,ECDH10B_RS12650,1
ECDH10B_2488,yfcM,95,149,2533990,2534538,2534264,,ECDH10B_RS12655,1
ECDH10B_2489,yfcA,126,171,2534538,2535347,2534942,,ECDH10B_RS12660,1
ECDH10B_2490,mepA,139,349,2535347,2536171,2535759,mepA,ECDH10B_RS12665,1
ECDH10B_2491,aroC,586,1377,2536175,2537260,2536717,aroC,ECDH10B_RS12670,1
ECDH10B_2492,prmB,464,1747,2537295,2538227,2537761,prmB,ECDH10B_RS12675,1
ECDH10B_2493,yfcN,216,777,2538393,2538944,2538668,smrB,ECDH10B_RS12680,0
ECDH10B_2494,yfcO,54,201,2539015,2539836,2539425,,ECDH10B_RS12685,1
ECDH10B_2495,yfcP,1,2,2539838,2540377,2540107,,ECDH10B_RS12690,1
ECDH10B_2496,yfcQ,0,3,2540374,2540862,2540618,,ECDH10B_RS12695,1
ECDH10B_2497,yfcR,3,3,2540859,2541371,2541115,,ECDH10B_RS12700,1
ECDH10B_2498,yfcS,0,4,2541371,2542123,2541747,,ECDH10B_RS12705,1
ECDH10B_2500,yfcU,14,76,2542143,2544788,2543465,yfcU,ECDH10B_RS12710,1
ECDH10B_2502,yfcV,6,10,2544870,2545433,2545151,,ECDH10B_RS12715,1
ECDH10B_2503,sixA,142,337,2546114,2546599,2546356,sixA,ECDH10B_RS12720,1
ECDH10B_2504,fadJ,234,549,2546802,2548946,2547874,fadJ,ECDH10B_RS12725,1
ECDH10B_2505,fadI,94,271,2548946,2550256,2549601,fadI,ECDH10B_RS12730,1
ECDH10B_2506,yfcZ,222,1545,2550437,2550721,2550579,,ECDH10B_RS12735,1
ECDH10B_2507,fadL,868,2740,2551093,2552433,2551763,fadL,ECDH10B_RS12740,0
ECDH10B_2508,yfdF,21,46,2552799,2553857,2553328,,ECDH10B_RS12745,0
ECDH10B_2509,vacJ,359,1236,2554039,2554794,2554416,mlaA,ECDH10B_RS12750,1
ECDH10B_2510,yfdC,22,70,2555088,2556020,2555554,,ECDH10B_RS12755,0
ECDH10B_2511,argW,0,1,2556096,2556170,2556133,,ECDH10B_RS12760,0
ECDH10B_2512,intS,54,146,2556332,2557489,2556910,intS,ECDH10B_RS12765,0
ECDH10B_2513,yfdG,64,67,2557642,2558004,2557823,,ECDH10B_RS12770,0
ECDH10B_2514,yfdH,238,497,2558001,2558921,2558461,,ECDH10B_RS12775,0
ECDH10B_2515,yfdI,370,1266,2558918,2560249,2559583,,ECDH10B_RS12780,0
ECDH10B_2516,tfaS,21,86,2560602,2560892,2560747,,ECDH10B_RS12785,0
ECDH10B_2517,yfdK,3,19,2560864,2561304,2561084,,ECDH10B_RS12790,1
ECDH10B_2518,yfdL,0,0,2561331,2561849,2561590,,ECDH10B_RS12795,1
ECDH10B_2519,yfdM,0,0,2561899,2562174,2562036,,ECDH10B_RS12800,1
ECDH10B_2520,yfdN,0,0,2562174,2562668,2562421,,ECDH10B_RS12805,1
ECDH10B_2521,yfdO,0,0,2562665,2563033,2562849,,ECDH10B_RS26060,1
ECDH10B_2522,yfdP,6,12,2563391,2563753,2563572,,ECDH10B_RS12815,0
ECDH10B_2523,yfdQ,6,19,2563819,2564643,2564231,,ECDH10B_RS12820,0
ECDH10B_2524,yfdR,1,0,2564771,2565307,2565039,yfdR,ECDH10B_RS12825,0
ECDH10B_2525,yfdS,0,0,2565298,2565660,2565479,,ECDH10B_RS12830,0
ECDH10B_2526,yfdT,0,0,2565660,2565965,2565812,,ECDH10B_RS12835,0
ECDH10B_2528,torI,66,284,2566097,2566297,2566197,torI,ECDH10B_RS12840,0
ECDH10B_2529,dsdC,69,81,2566481,2567416,2566948,dsdC,ECDH10B_RS12845,1
ECDH10B_2530,dsdX,1115,2643,2567634,2568971,2568302,dsdX,ECDH10B_RS12850,0
ECDH10B_2531,dsdA,3242,4893,2568989,2570317,2569653,dsdA,ECDH10B_RS12855,0
ECDH10B_2532,emrY,7,21,2570425,2571963,2571194,emrY,ECDH10B_RS12860,1
ECDH10B_2533,emrK,5,7,2571963,2573126,2572544,emrK,ECDH10B_RS12865,1
ECDH10B_2534,evgA,193,589,2573542,2574156,2573849,evgA,ECDH10B_RS12870,0
ECDH10B_2536,yfdE,2,10,2577810,2578955,2578382,yfdE,ECDH10B_RS12880,1
ECDH10B_2537,yfdV,5,15,2579029,2579973,2579501,yfdV,ECDH10B_RS12885,1
ECDH10B_2538,oxc,12,24,2580043,2581737,2580890,oxc,ECDH10B_RS12890,1
ECDH10B_2539,frc,22,27,2581791,2583041,2582416,frc,ECDH10B_RS12895,1
ECDH10B_2540,yfdX,13,21,2583554,2584189,2583871,,ECDH10B_RS12900,1
ECDH10B_2541,ypdI,1,8,2584485,2584760,2584622,ypdI,ECDH10B_RS12905,0
ECDH10B_2542,yfdY,83,364,2584837,2585079,2584958,,ECDH10B_RS12915,1
ECDH10B_2543,lpxP,279,682,2585432,2586352,2585892,lpxP,ECDH10B_RS12920,0
ECDH10B_2544,yfdZ,139,458,2586844,2588082,2587463,alaC,ECDH10B_RS12925,1
ECDH10B_2545,ypdA,90,201,2588458,2590155,2589306,,ECDH10B_RS12930,0
ECDH10B_2546,ypdB,37,126,2590170,2590904,2590537,,ECDH10B_RS12935,0
ECDH10B_2547,ypdC,18,127,2590917,2591774,2591345,,ECDH10B_RS12940,0
ECDH10B_2548,ypdD,24,60,2591777,2594272,2593024,ptsP,ECDH10B_RS12945,1
ECDH10B_2549,ypdE,4,6,2594297,2595334,2594815,ypdE,ECDH10B_RS12950,1
ECDH10B_2550,ypdF,0,12,2595334,2596419,2595876,ypdF,ECDH10B_RS12955,1
ECDH10B_2551,ypdG,2,6,2596434,2597681,2597057,,ECDH10B_RS12960,1
ECDH10B_2552,ypdH,0,5,2597703,2598029,2597866,,ECDH10B_RS12965,1
ECDH10B_2553,glk,454,2339,2598248,2599213,2598730,glk,ECDH10B_RS12970,1
ECDH10B_2554,yfeO,16,76,2599417,2600673,2600045,,ECDH10B_RS12975,0
ECDH10B_2555,ypeC,60,235,2600788,2601114,2600951,,ECDH10B_RS12980,0
ECDH10B_2556,mntH,128,321,2601255,2602493,2601874,mntH,ECDH10B_RS12990,1
ECDH10B_2557,nupC,721,3101,2602829,2604031,2603430,nupC,ECDH10B_RS12995,0
ECDH10B_2558,insL-3,21,62,2604118,2605230,2604674,,ECDH10B_RS13000,0
ECDH10B_2559,yfeA,89,298,2605430,2607619,2606524,,ECDH10B_RS13005,1
ECDH10B_2560,alaX,0,0,2607828,2607903,2607865,,ECDH10B_RS13010,1
ECDH10B_2561,alaW,3,4,2607943,2608018,2607980,,ECDH10B_RS13015,1
ECDH10B_2562,yfeC,106,464,2608254,2608598,2608426,,ECDH10B_RS13020,0
ECDH10B_2563,yfeD,63,323,2608621,2608992,2608806,,ECDH10B_RS13025,0
ECDH10B_2564,gltX,2791,6504,2609044,2610459,2609751,gltX,ECDH10B_RS13030,1
ECDH10B_2565,valU,3,1,2610718,2610793,2610755,,ECDH10B_RS13035,0
ECDH10B_2566,valX,0,1,2610838,2610913,2610875,,ECDH10B_RS13040,0
ECDH10B_2567,valY,0,0,2610960,2611035,2610997,,ECDH10B_RS13045,0
ECDH10B_2568,lysV,0,0,2611040,2611115,2611077,,ECDH10B_RS13050,0
ECDH10B_2569,xapR,38,131,2611380,2612264,2611822,xapR,ECDH10B_RS13055,1
ECDH10B_2570,xapB,17,107,2612516,2613772,2613144,xapB,ECDH10B_RS13065,1
