gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,norm_exp
DR76_RS12610,2592759,2593067,2592913,,,0.728978577951011
DR76_RS12615,2593019,2594203,2593611,,DR76_2433,62.4289390242163
DR76_RS12620,2594284,2595744,2595014,,DR76_2434,48.7850588869234
DR76_RS12625,2595766,2595960,2595863,,DR76_2435,1.29011404769019
DR76_RS12630,2595959,2596732,2596345,,DR76_2436,73.7533340497535
DR76_RS12635,2596873,2597548,2597210,,,0.181180809736076
DR76_RS12640,2598222,2598365,2598293,,,9.14061191602375
DR76_RS12645,2598331,2598723,2598527,iraD,DR76_2439,24.0443738171947
DR76_RS12650,2598716,2599627,2599171,,DR76_2438,28.7495493885788
DR76_RS12655,2599692,2600864,2600278,,DR76_2440,62.3456310116345
DR76_RS12660,2600877,2601338,2601107,,DR76_2441,4.34308902923926
DR76_RS12665,2601335,2602018,2601676,,DR76_2442,8.42753285494079
DR76_RS12670,2602268,2602822,2602545,,DR76_2443,26.1765618284646
DR76_RS12675,2602835,2604013,2603424,,DR76_2444,16.3779151811178
DR76_RS12680,2604081,2604941,2604511,,DR76_2445,9.31569555950183
DR76_RS12685,2605006,2605263,2605134,,DR76_2446,4.30733126367324
DR76_RS12690,2605260,2606027,2605643,,DR76_2447,27.5903988443756
DR76_RS12695,2606037,2607188,2606612,,DR76_2448,113.257311773733
DR76_RS12700,2607304,2608584,2607944,,DR76_2449,28.4012669885728
DR76_RS12705,2608625,2609857,2609241,,DR76_2450,56.9750773351294
DR76_RS12710,2610324,2611280,2610802,,DR76_2451,18.1095487657447
DR76_RS12715,2611523,2612935,2612229,,DR76_2452,24.0311844192588
DR76_RS12720,2613112,2613276,2613194,,DR76_2453,1.38474810110707
DR76_RS12725,2613319,2613657,2613488,,DR76_2454,43.6970511085239
DR76_RS12730,2613872,2617135,2615503,,DR76_2455,220.273433212024
DR76_RS12735,2617230,2618534,2617882,,DR76_2456,48.3414009155586
DR76_RS12740,2618524,2620143,2619333,,DR76_2457,119.616591946394
DR76_RS12745,2620207,2621373,2620790,,DR76_2458,112.855740751821
DR76_RS12750,2621570,2621857,2621713,,DR76_2459,22.5667282460325
DR76_RS12755,2621844,2622146,2621995,,DR76_2460,21.0330002199918
DR76_RS12760,2622180,2623136,2622658,,DR76_2461,76.6183517215571
DR76_RS12765,2623147,2623350,2623248,,DR76_2462,9.02738975665608
DR76_RS12770,2623400,2625550,2624475,,DR76_2463,204.785355134639
DR76_RS12775,2625595,2625768,2625681,,,1.15745702054026
DR76_RS12780,2625927,2627591,2626759,,DR76_2464,169.512937804194
DR76_RS12785,2627640,2629001,2628320,,DR76_2465,25.3969425633489
DR76_RS12790,2629218,2630132,2629675,,DR76_2466,33.4131666353156
DR76_RS12795,2630271,2631293,2630782,,DR76_2467,2.80184539060491
DR76_RS12800,2631433,2633724,2632578,,DR76_2468,112.728401124003
DR76_RS12805,2633978,2634472,2634225,,DR76_2469,70.2340896695105
DR76_RS12810,2634521,2635258,2634889,,DR76_2470,77.4423040198007
DR76_RS12815,2635261,2635800,2635530,,DR76_2471,66.6994552727131
DR76_RS12820,2635907,2636380,2636143,,DR76_2472,14.9701753314648
DR76_RS12825,2636371,2637141,2636756,,DR76_2473,37.8404941530082
DR76_RS12830,2637762,2638487,2638124,,DR76_2474,1.8726745160513
DR76_RS12835,2638445,2639122,2638783,,DR76_2475,2.4732514058591
DR76_RS12840,2639160,2639948,2639554,,DR76_2476,8.80109374150911
DR76_RS12845,2640050,2640325,2640187,,DR76_2477,3.74860930568947
DR76_RS12850,2640364,2640450,2640407,,DR76_2478,0.426064930833839
DR76_RS12855,2640485,2640571,2640528,,DR76_2479,2.07896397891191
DR76_RS12860,2640600,2640686,2640643,,DR76_2480,2.89690282493752
DR76_RS12870,2640977,2642008,2641492,,DR76_2481,77.5776496360333
DR76_RS12875,2642111,2642524,2642317,,DR76_2482,28.3758401984221
DR76_RS12880,2642493,2642939,2642716,,DR76_2483,23.8043382494572
DR76_RS12885,2642954,2643631,2643292,,DR76_2484,38.6506423091129
DR76_RS12890,2643722,2645311,2644516,,DR76_2485,169.831473485494
DR76_RS12895,2645704,2646309,2646006,,DR76_2486,29.1984792942196
DR76_RS12900,2646436,2646597,2646516,,DR76_2487,10.1493856188071
DR76_RS12905,2646719,2647792,2647255,,DR76_2488,15.6198261585134
DR76_RS12910,2647789,2648571,2648180,,DR76_2489,13.9945975789037
DR76_RS12915,2648684,2649547,2649115,,DR76_2490,52.1585620859701
DR76_RS12920,2649519,2651069,2650294,,DR76_2491,319.990155478125
DR76_RS12930,2651327,2652106,2651716,,DR76_2492,123.327092158952
DR76_RS12935,2652233,2653555,2652894,,DR76_2493,166.844993242921
DR76_RS12940,2653607,2654830,2654218,,DR76_2494,386.648305973669
DR76_RS12945,2654887,2655606,2655246,,DR76_2495,316.842309614815
DR76_RS12950,2655767,2656030,2655898,,DR76_2496,10.9595122450624
DR76_RS12965,2657856,2658824,2658340,,DR76_2499,64.4664929820694
DR76_RS12970,2658873,2660255,2659564,,DR76_2500,99.687296089779
DR76_RS12975,2660276,2661508,2660892,,DR76_2501,71.8263973762254
DR76_RS12985,2661815,2663482,2662648,,DR76_2502,556.944836088585
DR76_RS12990,2663693,2665630,2664661,,DR76_2503,269.033153833553
DR76_RS12995,2665720,2666046,2665883,,DR76_2504,68.8732661981786
DR76_RS13000,2666131,2666652,2666391,,DR76_2505,20.7144621333339
DR76_RS13005,2666704,2667351,2667027,,DR76_2507,50.0113859092119
DR76_RS13010,2667348,2668217,2667782,,DR76_2506,878.34929033089
DR76_RS13015,2668428,2668901,2668664,,DR76_2508,25.5991034609417
DR76_RS13020,2668914,2669603,2669258,,DR76_2509,13.1586423114314
DR76_RS13025,2669603,2671027,2670315,,DR76_2510,15.9899999977559
DR76_RS13030,2671085,2672437,2671761,,DR76_2511,10.1439869107922
DR76_RS13035,2672497,2673213,2672855,,DR76_2512,732.01316340597
DR76_RS13040,2673309,2673449,2673379,,,216.948224183293
DR76_RS13045,2673849,2674535,2674192,,DR76_2513,31.4580523983634
DR76_RS13050,2674749,2674814,2674781,,,41.8994490043683
DR76_RS13055,2674895,2677357,2676126,,DR76_2514,1141.27650394115
DR76_RS13060,2677359,2678291,2677825,,DR76_2515,248.109043935955
DR76_RS13065,2678292,2679578,2678935,,DR76_2516,391.049484426131
DR76_RS13075,2679792,2680088,2679940,,DR76_2517,32.5010386466383
DR76_RS13080,2680148,2680924,2680536,,DR76_2518,73.5341924504749
DR76_RS13085,2680994,2682424,2681709,,DR76_2519,88.4685263023337
DR76_RS13090,2682703,2683656,2683179,,DR76_2520,2148.01063282454
DR76_RS13095,2683771,2684358,2684064,,DR76_2521,123.450647699093
DR76_RS13105,2684563,2685129,2684846,,DR76_2522,18.5262562567337
DR76_RS13110,2685278,2685991,2685634,,DR76_2523,4.081458629442
DR76_RS13115,2686017,2686421,2686219,,DR76_2524,2.38570958412006
DR76_RS13120,2686793,2688709,2687751,,DR76_2525,1177.57329981594
DR76_RS13125,2688798,2689928,2689363,,DR76_2526,187.487470999151
DR76_RS13130,2690033,2690242,2690137,,DR76_2527,178.498001377696
DR76_RS13135,2690800,2691561,2691180,,DR76_2529,0.642431821631819
DR76_RS13140,2691581,2693074,2692327,,DR76_2530,5.48039119390477
DR76_RS13145,2693203,2694462,2693832,,DR76_2531,6.19192503491322
DR76_RS13150,2694697,2695863,2695280,,DR76_2532,251.630560622068
DR76_RS13155,2695923,2696828,2696375,,DR76_2533,63.2881826474113
DR76_RS13160,2696924,2697187,2697055,,DR76_2534,445.09712282926
DR76_RS13165,2697290,2697508,2697399,,,16.3299630830358
DR76_RS13170,2697516,2698457,2697986,,DR76_2535,245.620986106464
DR76_RS13175,2698500,2701316,2699908,,DR76_2536,1065.52180634634
DR76_RS13180,2701316,2701810,2701563,,DR76_2537,88.0886338265212
DR76_RS13185,2701935,2702384,2702159,,DR76_2538,81.9364468188534
DR76_RS13190,2702386,2703336,2702861,,DR76_2539,104.412604987188
DR76_RS13195,2703402,2704316,2703859,,DR76_2540,71.6300992219044
DR76_RS13200,2704339,2704704,2704521,,DR76_2541,12.2998435990016
DR76_RS13205,2704865,2705686,2705275,,DR76_2542,97.7224225619157
DR76_RS13220,2706142,2707290,2706716,,DR76_2543,58.5490720132208
DR76_RS13225,2707308,2710529,2708918,carB,DR76_2544,117.631164116947
DR76_RS13230,2710537,2710755,2710646,,,0.224454187895672
DR76_RS13235,2710790,2711185,2710987,,DR76_2545,80.1528402201239
DR76_RS13240,2711304,2711894,2711599,,DR76_2546,26.4331953713132
DR76_RS13245,2711900,2712685,2712292,,DR76_2547,30.0445741738198
DR76_RS13250,2712794,2714347,2713570,,DR76_2548,80.234579077424
DR76_RS13255,2714420,2715637,2715028,,DR76_2549,87.4246071728296
DR76_RS13260,2715765,2716907,2716336,,DR76_2550,138.179261367238
DR76_RS13265,2716938,2718452,2717695,,DR76_2551,53.1676323959302
DR76_RS13270,2718925,2719695,2719310,,DR76_2552,28.1431504098403
DR76_RS13275,2719710,2720651,2720180,,DR76_2553,29.3725463424284
DR76_RS13280,2720674,2721960,2721317,,DR76_2554,26.8331781134522
DR76_RS13285,2721957,2722244,2722100,,DR76_2555,2.73856546015895
DR76_RS13290,2722303,2723634,2722968,,DR76_2556,11.4152377752042
DR76_RS13295,2723742,2724272,2724007,,DR76_2557,10.8015982611995
DR76_RS13300,2724265,2726127,2725196,,DR76_2558,29.8600278466074
DR76_RS13305,2726319,2726798,2726558,folA,DR76_2559,51.891894174883
DR76_RS13310,2726884,2727117,2727000,,DR76_2560,46.3886810658702
DR76_RS13315,2727120,2727434,2727277,,DR76_2562,32.5831817603624
DR76_RS13320,2727431,2728279,2727855,,DR76_2561,73.8853548028509
DR76_RS13325,2728286,2728663,2728474,,DR76_2563,83.2318112709701
DR76_RS13330,2728666,2729487,2729076,ksgA,DR76_2564,182.897450344499
DR76_RS13335,2729484,2730473,2729978,,DR76_2565,152.622705137742
DR76_RS13340,2730473,2731759,2731116,,DR76_2566,523.436530710254
DR76_RS13345,2731812,2734166,2732989,,DR76_2567,743.191982273033
DR76_RS13350,2734421,2735236,2734828,,DR76_2568,87.1621108867092
DR76_RS13355,2735354,2736013,2735683,,DR76_2569,28.5279320933542
DR76_RS13360,2736025,2738931,2737478,,DR76_2570,127.351858400028
DR76_RS13365,2739096,2741447,2740271,,DR76_2571,283.705857285614
DR76_RS13370,2741522,2742217,2741869,,DR76_2572,11.6666424434757
DR76_RS13375,2742502,2744004,2743253,,DR76_2573,36.0539430123603
DR76_RS13380,2744015,2745715,2744865,,DR76_2574,10.490745620573
DR76_RS13385,2746054,2746899,2746476,,DR76_2575,77.1776884237439
DR76_RS13390,2747689,2748261,2747975,,,0.563972362410318
DR76_RS13395,2748268,2748690,2748479,,DR76_2578,0.808856483508082
DR76_RS13400,2748845,2749609,2749227,,DR76_2579,34.5902068272265
DR76_RS13405,2749723,2750421,2750072,,DR76_2580,14.0119155421073
DR76_RS13410,2750405,2752015,2751210,thiP,DR76_2581,29.9750918332264
DR76_RS13415,2751991,2752974,2752482,,DR76_2582,75.7659467825621
DR76_RS13420,2753138,2754793,2753965,,DR76_2583,30.4315373514607
DR76_RS13425,2754882,2755013,2754947,,DR76_2584,337.384859971873
DR76_RS13430,2755121,2755726,2755423,,DR76_2585,18.7890084956897
DR76_RS13435,2755737,2757137,2756437,,DR76_2586,29.0374102806594
DR76_RS13440,2757140,2758231,2757685,,DR76_2587,27.5757694702547
DR76_RS13445,2758231,2759802,2759016,,DR76_2588,31.1437696507123
DR76_RS13450,2759893,2759979,2759936,,,0.826449524039034
DR76_RS13455,2760637,2761581,2761109,,DR76_2589,11.6010973048627
DR76_RS13460,2761899,2763623,2762761,,DR76_2590,53.0165570962673
DR76_RS13465,2763626,2764117,2763871,,DR76_2591,11.2923615688149
DR76_RS13470,2764120,2764215,2764167,,,0.450326822126913
DR76_RS13475,2764297,2765301,2764799,,DR76_2592,500.601763977213
DR76_RS13480,2765903,2766361,2766132,,DR76_2593,120.99149704255
DR76_RS13485,2766363,2767304,2766833,,DR76_2594,274.33359130077
DR76_RS13490,2767301,2767666,2767483,,DR76_2595,27.7859124210558
DR76_RS13495,2767682,2769448,2768565,,DR76_2596,184.590977241353
DR76_RS13500,2769435,2770922,2770178,,DR76_2597,216.202728938913
DR76_RS13505,2770919,2772277,2771598,,DR76_2598,229.670169170583
DR76_RS13510,2772271,2773353,2772812,,DR76_2599,126.642883969006
DR76_RS13515,2773356,2774672,2774014,,DR76_2600,135.541427126754
DR76_RS13520,2774672,2775916,2775294,,DR76_2601,111.036861952631
DR76_RS13525,2775913,2776980,2776446,,DR76_2602,125.782116655586
DR76_RS13530,2777034,2778509,2777771,,DR76_2603,183.661909205331
DR76_RS13535,2778502,2779422,2778962,ddl,DR76_2604,147.331199324097
DR76_RS13540,2779424,2780254,2779839,,DR76_2605,92.8349658714862
DR76_RS13545,2780251,2781513,2780882,,DR76_2606,242.017649135998
DR76_RS13550,2781574,2782725,2782149,,DR76_2607,932.892062127592
DR76_RS13555,2782826,2783743,2783284,,DR76_2608,2239.75580395542
DR76_RS13560,2783974,2784486,2784230,,DR76_2609,166.297200285422
DR76_RS13565,2784548,2787253,2785900,,DR76_2610,1372.52968520768
DR76_RS13570,2787313,2787711,2787512,,DR76_2611,15.0374139937407
DR76_RS13585,2788323,2789157,2788740,,DR76_2613,4.42055342304092
DR76_RS13590,2789230,2789427,2789328,,DR76_2614,22.6735566319654
DR76_RS13595,2789437,2790180,2789808,,DR76_2615,94.2996779975482
DR76_RS13600,2790180,2790800,2790490,,DR76_2616,51.2928840349991
DR76_RS13605,2791025,2792068,2791546,,DR76_2617,211.099115845465
DR76_RS13610,2792103,2793305,2792704,,DR76_2618,13.6667235822504
DR76_RS13615,2793295,2794680,2793987,,DR76_2619,13.6248686504264
DR76_RS13620,2794690,2795130,2794910,,DR76_2620,2.36244275824683
DR76_RS13625,2795152,2795377,2795264,,,0.634344524534128
DR76_RS13630,2795334,2796227,2795780,,DR76_2621,132.910517689867
DR76_RS13635,2796315,2796866,2796590,,DR76_2622,146.216912843184
DR76_RS13640,2796863,2797717,2797290,,DR76_2623,154.710392687804
DR76_RS13645,2797760,2799133,2798446,,DR76_2624,63.3317956924465
DR76_RS13650,2799658,2801439,2800548,,DR76_2625,18.4694968734614
DR76_RS13655,2801445,2801735,2801590,,DR76_2626,4.82887700975542
DR76_RS13660,2801894,2802130,2802012,,,1.85976019544279
DR76_RS13665,2802133,2802426,2802279,,DR76_2627,7.42513139574279
DR76_RS13670,2802582,2802821,2802701,,,21.7122901164989
DR76_RS13675,2802822,2803112,2802967,,DR76_2628,71.6004601524458
DR76_RS13680,2803568,2804332,2803950,,DR76_2629,107.70811276227
DR76_RS13685,2804493,2807156,2805824,,DR76_2630,3914.99676154258
DR76_RS13690,2807171,2809063,2808117,aceF,DR76_2631,1879.99254567892
DR76_RS13695,2809271,2810695,2809983,,DR76_2632,2460.93754968042
DR76_RS13700,2810937,2812718,2811827,,DR76_2633,32.9652102652452
DR76_RS13705,2813073,2815670,2814371,,DR76_2634,2399.70096219809
DR76_RS13710,2815845,2816207,2816026,,DR76_2635,145.251625411697
DR76_RS13715,2816245,2817039,2816642,,DR76_2636,109.119942928208
DR76_RS13720,2817055,2817921,2817488,,DR76_2637,110.673655976685
DR76_RS13725,2818027,2818374,2818200,,DR76_2638,62.7726503535471
DR76_RS13730,2818540,2820090,2819315,,DR76_2639,55.6175739162172
DR76_RS13735,2820168,2822558,2821363,,DR76_2640,67.3977997157857
DR76_RS13740,2822764,2823300,2823032,,DR76_2641,185.288769124413
DR76_RS13745,2823341,2824003,2823672,,DR76_2642,144.571189740824
DR76_RS13750,2824112,2825038,2824575,,DR76_2643,84.2962225178669
DR76_RS13755,2825035,2825805,2825420,,DR76_2644,58.6873167063152
DR76_RS13760,2825910,2826350,2826130,,DR76_2645,40.3699332576354
DR76_RS13765,2826414,2827643,2827028,,DR76_2646,44.9116908932522
DR76_RS13770,2827647,2828027,2827837,,DR76_2647,177.629192232235
DR76_RS13775,2828301,2829257,2828779,,DR76_2648,9.78687569574656
DR76_RS13780,2829326,2829523,2829424,,DR76_2649,9.85540603061907
DR76_RS13785,2829605,2830456,2830030,,DR76_2650,282.960912195889
DR76_RS13790,2830468,2831262,2830865,,DR76_2651,162.689227654733
DR76_RS13795,2831374,2832663,2832018,,DR76_2652,103.533146729286
DR76_RS13800,2832689,2833285,2832987,,DR76_2653,2.34868167580686
DR76_RS13805,2833312,2833920,2833616,,DR76_2654,1.85550485643608
DR76_RS13810,2833932,2834498,2834215,,DR76_2655,1.68624330188868
DR76_RS13815,2834515,2837103,2835809,,DR76_2656,8.30239144038444
DR76_RS13820,2837138,2837878,2837508,,DR76_2657,1.82556917980073
DR76_RS13825,2837987,2838577,2838282,,DR76_2658,2.30625505947872
DR76_RS13830,2838941,2839420,2839180,,DR76_2659,9.95230529220298
DR76_RS13835,2839417,2840835,2840126,,DR76_2660,162.083359706157
DR76_RS13840,2840874,2841800,2841337,,DR76_2661,28.780480130634
DR76_RS13845,2841837,2842292,2842064,,DR76_2662,409.033640516829
DR76_RS13850,2842470,2843174,2842822,,DR76_2663,246.056726614169
DR76_RS13855,2843189,2843719,2843454,,DR76_2664,35.3817238176815
DR76_RS13860,2843793,2846222,2845007,,DR76_2665,143.029015626318
DR76_RS13865,2846316,2848850,2847583,,DR76_2666,417.752148639206
DR76_RS13870,2849070,2851328,2850199,,DR76_2667,102.062464210705
DR76_RS13875,2851379,2852176,2851777,,DR76_2668,15.7078128910176
DR76_RS13880,2852176,2853066,2852621,,DR76_2669,12.7472067547184
DR76_RS13885,2853063,2855045,2854054,,DR76_2670,24.7549125927833
DR76_RS13890,2855080,2856360,2855720,,DR76_2671,278.886313780496
DR76_RS13895,2856585,2858006,2857295,,DR76_2672,81.533141618937
DR76_RS13900,2858088,2858432,2858260,,DR76_2673,220.502039900395
DR76_RS13905,2858479,2859102,2858790,,DR76_2674,18.1010380877313
DR76_RS13910,2859140,2859940,2859540,,DR76_2675,49.251751666533
DR76_RS13915,2859933,2860631,2860282,,DR76_2676,198.985555157037
DR76_RS13920,2860715,2862232,2861473,,DR76_2677,75.710373827997
DR76_RS13925,2862362,2863786,2863074,,DR76_2678,332.696655480743
DR76_RS13930,2863941,2865098,2864519,,DR76_2679,39.1909244647342
DR76_RS13935,2865151,2865537,2865344,,DR76_2680,303.610654422592
DR76_RS13940,2865849,2866673,2866261,,DR76_2681,361.750634990591
DR76_RS13945,2866704,2869376,2868040,,DR76_2682,149.920385413613
DR76_RS13950,2869438,2870232,2869835,,DR76_2683,228.009355064203
DR76_RS13955,2870600,2871325,2870962,,DR76_2684,1385.6266910733
DR76_RS13960,2871460,2872311,2871885,,DR76_2685,695.366852763923
DR76_RS13965,2872458,2873183,2872820,,DR76_2686,164.34305958404
DR76_RS13970,2873333,2873890,2873611,,DR76_2687,662.712617102328
DR76_RS13975,2873982,2875178,2874580,,DR76_2688,169.429206410696
DR76_RS13980,2875364,2876125,2875744,,DR76_2689,306.958946129982
DR76_RS13985,2876138,2876995,2876566,,DR76_2691,199.44884176483
DR76_RS13990,2877007,2878359,2877683,,DR76_2692,457.373735446014
DR76_RS13995,2878389,2880821,2879605,,DR76_2693,1754.63342539898
DR76_RS14000,2880943,2881428,2881185,,DR76_2694,686.308132701133
DR76_RS14005,2881432,2882457,2881944,lpxD,DR76_2695,434.997985549613
DR76_RS14010,2882562,2883017,2882789,,DR76_2696,235.29465108172
DR76_RS14015,2883021,2883809,2883415,,DR76_2697,289.369285430282
DR76_RS14020,2883809,2884957,2884383,,DR76_2698,112.073877808387
DR76_RS14025,2884954,2885550,2885252,,DR76_2699,49.7571228184198
DR76_RS14030,2885587,2889069,2887328,,DR76_2700,362.489693401837
DR76_RS14035,2889082,2890041,2889561,,DR76_2701,364.411566223511
DR76_RS14040,2890139,2892280,2891209,,DR76_2702,64.0685219006196
DR76_RS14045,2892337,2892726,2892531,,DR76_2703,28.7620403282716
DR76_RS14050,2892791,2894104,2893447,,DR76_2704,78.6889963857429
DR76_RS14055,2894138,2894392,2894265,,DR76_2705,40.096850043264
DR76_RS14060,2894385,2894585,2894485,,DR76_2706,70.7834972473483
DR76_RS14065,2894751,2895296,2895023,,DR76_2707,60.8090254385815
DR76_RS14070,2895293,2895715,2895504,,DR76_2708,27.6640312800863
DR76_RS14075,2895729,2896439,2896084,,DR76_2709,84.425492497691
DR76_RS14080,2896587,2897421,2897004,,DR76_2710,6.70127644847939
DR76_RS14090,2898024,2898848,2898436,,DR76_2712,10.1920873124626
DR76_RS14095,2898901,2900619,2899760,,DR76_2713,377.104683059548
DR76_RS14100,2900730,2901437,2901083,,DR76_2714,42.1746706531677
DR76_RS14105,2901434,2901838,2901636,,DR76_2715,118.592724834233
DR76_RS14110,2901956,2902771,2902363,metQ,DR76_2716,141.394850582421
DR76_RS14115,2902811,2903464,2903137,,DR76_2717,39.7453695538618
DR76_RS14120,2903457,2904488,2903972,,DR76_2718,26.956032789992
DR76_RS14125,2904676,2905248,2904962,,DR76_2719,83.03917764666
DR76_RS14130,2905612,2907167,2906389,,DR76_2721,0.0432733781595961
DR76_RS14135,2907224,2907300,2907262,,DR76_2722,14.0615826937017
DR76_RS14140,2907343,2907418,2907380,,DR76_2723,1.64481175098038
DR76_RS14145,2907593,2910517,2909055,,DR76_2724,0
DR76_RS14150,2910601,2910715,2910658,rrf,DR76_2725,0
DR76_RS14155,2910770,2910846,2910808,,DR76_2726,0
DR76_RS14160,2911009,2911812,2911410,,DR76_2728,2.57597275637367
DR76_RS14165,2911809,2912723,2912266,,DR76_2727,27.5804697200266
DR76_RS14170,2912964,2913764,2913364,,DR76_2729,148.87121828504
DR76_RS14175,2913842,2914612,2914227,,DR76_2730,17.9707945723368
DR76_RS14180,2914661,2916019,2915340,,DR76_2731,446.605835419277
DR76_RS14185,2916091,2916846,2916468,,DR76_2732,64.1723435604435
DR76_RS14190,2916880,2917602,2917241,,DR76_2734,76.3922685995469
DR76_RS14195,2917599,2918066,2917832,,DR76_2733,45.8344464645215
DR76_RS14200,2918131,2918862,2918496,,DR76_2735,120.520381495853
DR76_RS14205,2918995,2919071,2919033,,DR76_2736,6.85110313524454
DR76_RS14210,2919192,2920049,2919620,,,9.78020684498444
DR76_RS14215,2920364,2920658,2920511,,DR76_2739,1.7280982337127
DR76_RS14220,2920655,2921005,2920830,,DR76_2740,4.66643260955853
DR76_RS14235,2922694,2923827,2923260,,DR76_2743,54.4089906434058
DR76_RS14240,2923882,2924076,2923979,,DR76_2744,10.6177288623807
DR76_RS14245,2924224,2925212,2924718,,,9.16970083082766
DR76_RS14260,2925780,2926157,2925968,,DR76_2747,1.94205161275527
DR76_RS14265,2926204,2926578,2926391,,DR76_2748,3.89460403436365
DR76_RS14270,2926628,2927272,2926950,,DR76_2749,5.57034652739922
DR76_RS14275,2927291,2927512,2927401,,DR76_2750,1.39425384454034
DR76_RS14280,2927575,2928051,2927813,,DR76_2751,1.91353438245549
DR76_RS14285,2928067,2928540,2928303,,DR76_2752,1.52832931802583
DR76_RS14290,2928634,2928879,2928756,,DR76_2753,4.36819768236379
DR76_RS14295,2928879,2929700,2929289,,DR76_2754,5.15662423266978
DR76_RS14300,2929800,2930033,2929916,,DR76_2755,5.33937179232982
DR76_RS14305,2930151,2930603,2930377,,DR76_2756,12.7063468883143
DR76_RS14310,2930759,2931007,2930883,,DR76_2758,3.40909113117483
DR76_RS14315,2931038,2931667,2931352,,DR76_2759,4.78007814984193
DR76_RS14320,2931723,2932229,2931976,,DR76_2760,2.68436789223053
DR76_RS14325,2932319,2933389,2932854,,DR76_2761,6.23505010948442
DR76_RS14330,2933386,2934293,2933839,,,2.28923370345188
DR76_RS14335,2934290,2936686,2935488,,DR76_2764,12.5572186597922
DR76_RS14345,2937767,2939932,2938849,,DR76_2766,0
DR76_RS14350,2939943,2940932,2940437,,DR76_2767,0
DR76_RS14355,2940951,2942009,2941480,,DR76_2768,0
DR76_RS14360,2942006,2942773,2942389,,DR76_2769,0
DR76_RS14365,2942827,2943084,2942955,,DR76_2770,0.0432733781595961
DR76_RS14370,2943615,2944787,2944201,,DR76_2771,245.175828380081
DR76_RS14380,2946284,2947306,2946795,,DR76_2772,21.9149174547064
DR76_RS14385,2947303,2948085,2947694,,DR76_2773,11.3251341381214
DR76_RS14395,2949111,2949728,2949419,,DR76_2774,12.7945871682963
DR76_RS14405,2950209,2951405,2950807,,DR76_2776,30.0670372975605
DR76_RS14410,2951610,2951870,2951740,,,1.57827154694755
DR76_RS14415,2952205,2952345,2952275,,,2.37194850168009
DR76_RS14420,2952585,2952785,2952685,,DR76_2777,9.6661379237853
DR76_RS14425,2952949,2953554,2953251,,DR76_2778,1.10368283352756
DR76_RS14430,2953720,2954121,2953920,,DR76_2779,0.13790743157648
DR76_RS14435,2954022,2954519,2954270,,DR76_2780,2.90839869921047
DR76_RS14460,2956834,2957868,2957351,,DR76_2782,32.60215018753
DR76_RS14465,2957871,2958836,2958353,,DR76_2783,18.071800869339
DR76_RS14470,2958890,2959648,2959269,,DR76_2784,18.288167760137
DR76_RS14475,2959662,2960876,2960269,,DR76_2785,18.5685345694734
DR76_RS14485,2961878,2962651,2962264,,DR76_2787,4.06344220799532
DR76_RS14490,2962653,2963234,2962943,,DR76_2788,0.99528769767071
DR76_RS14495,2963212,2964408,2963810,,DR76_2789,4.17524592102743
DR76_RS14500,2964422,2965075,2964748,,DR76_2790,2.12096721432432
DR76_RS14505,2966123,2967346,2966734,,DR76_2791,133.629081578363
DR76_RS14510,2967331,2967975,2967653,,DR76_2792,35.8503636684319
DR76_RS14515,2968346,2970493,2969419,,DR76_2794,124.105022711121
DR76_RS14520,2971536,2971774,2971655,,,3.55550924076472
DR76_RS14530,2972165,2972710,2972437,,DR76_2795,20.6062153010654
DR76_RS14535,2972707,2973450,2973078,,DR76_2796,19.1966336241612
DR76_RS14540,2973462,2974541,2974001,,DR76_2797,22.641482520902
DR76_RS14545,2974606,2975538,2975072,,DR76_2798,20.2411650925105
DR76_RS14550,2975857,2976255,2976056,,DR76_2799,13.3950372843652
DR76_RS14555,2976563,2977413,2976988,,DR76_2800,58.985298086032
DR76_RS14565,2977559,2978293,2977926,,DR76_2802,248.99362101383
DR76_RS14570,2978294,2978506,2978400,,DR76_2803,112.014135634213
DR76_RS14575,2979004,2988624,2983814,,DR76_2804,12334.9727373616
DR76_RS14580,2988665,2991265,2989965,,DR76_2805,2243.64468128657
DR76_RS14585,2991275,2992144,2991709,,DR76_2806,608.430071454493
DR76_RS14590,2992174,2992422,2992298,,DR76_2807,170.460711098474
DR76_RS14595,2992426,2993556,2992991,,DR76_2808,639.900758285423
DR76_RS14600,2993553,2994821,2994187,,DR76_2809,770.522058990972
DR76_RS14605,2994869,2999665,2997267,,DR76_2810,2681.88710549573
DR76_RS14610,2999715,3002747,3001231,,DR76_2811,1913.24338049238
DR76_RS14615,3002791,3009291,3006041,,DR76_2812,1709.61385115717
DR76_RS14620,3009302,3015766,3012534,,DR76_2813,1841.22144343564
DR76_RS14625,3015759,3017222,3016490,,DR76_2814,256.421754324966
DR76_RS14630,3017284,3018723,3018003,,DR76_2815,216.95472079526
DR76_RS14635,3018720,3023087,3020903,,DR76_2816,715.669156947094
DR76_RS14640,3023118,3025577,3024347,,DR76_2817,548.497071879802
DR76_RS14645,3025599,3027104,3026351,,DR76_2818,230.641092138429
DR76_RS14650,3027097,3027819,3027458,,,116.794063075109
DR76_RS14655,3027854,3028366,3028110,,DR76_2820,676.749098358978
DR76_RS14660,3028396,3028644,3028520,,,116.313738392156
