block,start,end,rev_comp,inversion,strain,gene_name,gbk_start,gbk_midpoint,gbk_strand,gbk_end,norm_exp,block_length,log_exp
Block772,2957671,2969669,0,1.0,BW25113,b2829,2959547,2960670,1,2961793,93.7834516355774,11998,4.55159483321732
Block772,2957671,2969669,0,1.0,BW25113,b2830,2961806,2962071,1,2962336,219.821436629381,11998,5.3973543958741725
Block772,2957671,2969669,0,1.0,BW25113,b2831,2963021,2963365,0,2963710,15.510120807306096,11998,2.803973575125502
Block772,2957671,2969669,0,1.0,BW25113,b2832,2963779,2964135,0,2964492,14.3625829200493,11998,2.7319348724397865
Block772,2957671,2969669,0,1.0,BW25113,b2833,2964630,2964739,0,2964848,25.243676596153197,11998,3.2674250684434805
Block772,2957671,2969669,0,1.0,BW25113,b2834,2964956,2965476,0,2965996,190.99593816019,11998,5.257474216388325
Block772,2957671,2969669,0,1.0,BW25113,b2835,2966028,2966624,1,2967221,12.3659178364662,11998,2.5927080218656
Block772,2957671,2969669,0,1.0,BW25113,b2836,2967214,2968293,1,2969373,8.9374793061573,11998,2.296313397579017
Block773,2969886,2980601,0,1.0,BW25113,b2837,2969958,2970473,0,2970989,51.7253030334004,10715,3.9650954737812363
Block773,2969886,2980601,0,1.0,BW25113,b2838,2970996,2971627,1,2972258,9.14639233224141,10715,2.317118207058565
Block773,2969886,2980601,0,1.0,BW25113,b2839,2972380,2972847,0,2973315,6.76147318965806,10715,2.049172160205131
Block773,2969886,2980601,0,1.0,BW25113,b2840,2973302,2973648,1,2973994,23.3851176434143,10715,3.1939730135676143
Block773,2969886,2980601,0,1.0,BW25113,b2841,2974123,2974832,1,2975541,2.3297677592079102,10715,1.202902559580661
Block773,2969886,2980601,0,1.0,BW25113,b2842,2975856,2976236,1,2976617,9.02916356087031,10715,2.30549720476462
Block773,2969886,2980601,0,1.0,BW25113,b2843,2976647,2977065,1,2977483,4.263830628791228,10715,1.660859018123772
Block773,2969886,2980601,0,1.0,BW25113,b2844,2977770,2978360,1,2978951,5.852274939484251,10715,1.9245807050923995
Block773,2969886,2980601,0,1.0,BW25113,b2845,2979206,2979820,0,2980435,3.22395891668399,10715,1.440772820192833
Block775,2992465,3003353,0,1.0,BW25113,b2865,2992495,2992872,1,2993250,103.544114445287,10888,4.649609130127341
Block775,2992465,3003353,0,1.0,BW25113,b2866,2993665,2994813,0,2995962,5.9383344420026205,10888,1.937061751767808
Block775,2992465,3003353,0,1.0,BW25113,b2867,2995973,2996412,0,2996851,21.055349884206397,10888,3.093555197598214
Block775,2992465,3003353,0,1.0,BW25113,b2868,2996848,2997087,0,2997327,0.525484417810559,10888,0.4223120106422874
Block775,2992465,3003353,0,1.0,BW25113,b2869,2997367,2998256,1,2999145,15.8592690807443,10888,2.824900599364951
Block775,2992465,3003353,0,1.0,BW25113,b2870,2999621,3000216,0,3000811,0.0947365464275156,10888,0.0905137374505452
Block775,2992465,3003353,0,1.0,BW25113,b2871,3000869,3001467,0,3002065,0.585439704117316,10888,0.4608617847034701
Block775,2992465,3003353,0,1.0,BW25113,b2872,3002123,3002728,0,3003334,1.08694200740517,10888,0.735699840169534
Block776,3003363,3005763,0,1.0,BW25113,b2873,3003387,3004079,0,3004772,4.78931504660179,2400,1.7560139852090515
Block776,3003363,3005763,0,1.0,BW25113,b2874,3004820,3005286,0,3005752,2.65110622565967,2400,1.2950301971994886
Block777,3005945,3008370,0,1.0,BW25113,b2875,3005973,3006785,1,3007598,1.12202124544175,2425,0.7523690521311862
Block778,3008455,3035690,0,1.0,BW25113,b2877,3008519,3008808,0,3009097,23.1449985202715,27235,3.1840772580404133
Block778,3008455,3035690,0,1.0,BW25113,b2878,3009419,3010968,0,3012517,1.26680786632544,27235,0.8183726155408686
Block778,3008455,3035690,0,1.0,BW25113,b2879,3012520,3013184,0,3013848,0.54590895905698,27235,0.4356120603697983
Block778,3008455,3035690,0,1.0,BW25113,b2880,3013899,3014288,0,3014678,2.12562180784911,27235,1.1396332419064816
Block778,3008455,3035690,0,1.0,BW25113,b2881,3014675,3016110,0,3017545,6.38975041455616,27235,2.0000939609873623
Block778,3008455,3035690,0,1.0,BW25113,b2882,3017710,3018410,0,3019110,2.14930594445599,27235,1.1471820934668624
Block778,3008455,3035690,0,1.0,BW25113,b2883,3019125,3019784,0,3020444,12.1341058386883,27235,2.575212346110631
Block778,3008455,3035690,0,1.0,BW25113,b2886,3021883,3022127,1,3022371,0.040849082492843,27235,0.04003680553317679
Block778,3008455,3035690,0,1.0,BW25113,b2887,3022371,3023330,1,3024290,0.0473682732137578,27235,0.04628061141130263
Block778,3008455,3035690,0,1.0,BW25113,b2888,3024726,3025450,0,3026174,0.0236841366068789,27235,0.023408018688793733
Block778,3008455,3035690,0,1.0,BW25113,b2889,3026424,3026698,0,3026972,122.963353767671,27235,4.819985987794534
Block778,3008455,3035690,0,1.0,BW25113,b2890,3027016,3027774,1,3028533,94.66889337088621,27235,4.5608932024745
Block778,3008455,3035690,0,1.0,BW25113,b2891,3028543,3029042,1,3029541,406.697454620344,27235,6.010525366539454
Block778,3008455,3035690,0,1.0,BW25113,b2892,3029732,3030598,1,3031465,21.282936363719607,27235,3.1038212000788086
Block778,3008455,3035690,0,1.0,BW25113,b2893,3031471,3031826,1,3032181,81.9000833561673,27235,4.417636067643365
Block778,3008455,3035690,0,1.0,BW25113,b2894,3032206,3032654,1,3033102,45.181790976135595,27235,3.8325855856805116
Block778,3008455,3035690,0,1.0,BW25113,b2895,3033214,3033474,0,3033735,26.8737737535955,27235,3.327686237910251
Block778,3008455,3035690,0,1.0,BW25113,b2896,3033775,3033978,1,3034182,26.5601644679778,27235,3.3163714137610985
Block778,3008455,3035690,0,1.0,BW25113,b2897,3034163,3034296,1,3034429,65.79347174167201,27235,4.201605347348783
Block778,3008455,3035690,0,1.0,BW25113,b2898,3034672,3035162,0,3035652,95.1319303478588,27235,4.565721522473832
Block779,3035846,3038452,0,1.0,BW25113,b2899,3035848,3036177,1,3036507,767.089461532491,2606,6.643906212734093
Block779,3035846,3038452,0,1.0,BW25113,b2900,3036671,3036826,1,3036982,24.6420476679534,2606,3.2442334911083224
Block780,3039482,3050140,0,1.0,BW25113,b2903,3039527,3040963,1,3042400,60.707334393610495,10658,4.122402795704187
Block780,3039482,3050140,0,1.0,BW25113,b2904,3042519,3042713,1,3042908,22.7037494812062,10658,3.16563324158591
Block780,3039482,3050140,0,1.0,BW25113,b2905,3042932,3043479,1,3044026,75.8975862526861,10658,4.34247448788746
Block780,3039482,3050140,0,1.0,BW25113,b2906,3044474,3045075,1,3045676,21.2831799721721,10658,3.1038321325302998
Block780,3039482,3050140,0,1.0,BW25113,b2907,3045699,3046288,1,3046877,17.0760268726135,10658,2.8945865781939504
Block780,3039482,3050140,0,1.0,BW25113,b2908,3046874,3047536,1,3048199,227.33641299419799,10658,5.430820037068989
Block780,3039482,3050140,0,1.0,BW25113,b2909,3048225,3048514,1,3048803,315.862537841235,10658,5.7584680452603845
Block780,3039482,3050140,0,1.0,BW25113,b2910,3048971,3049135,0,3049300,158.232887148974,10658,5.070367829645007
Block781,3050158,3054129,0,1.0,BW25113,b2913,3050537,3051153,1,3051769,1009.84925195895,3971,6.918546100048141
Block781,3050158,3054129,0,1.0,BW25113,b2914,3052025,3052354,1,3052684,442.220922305824,3971,6.094068341687578
Block781,3050158,3054129,0,1.0,BW25113,b2916,3053112,3053558,0,3054005,113.214829328047,3971,4.738081142802527
Block784,3059521,3060536,0,1.0,BW25113,b2921,3059636,3060084,1,3060532,2.62742208905279,1015,1.2885222276827801
Block785,3060540,3063313,0,1.0,BW25113,b2922,3060699,3061069,1,3061439,407.8167573034861,2773,6.0132670294962525
Block785,3060540,3063313,0,1.0,BW25113,b2923,3061532,3061849,1,3062167,14.235447554098801,2773,2.7236247887110623
Block785,3060540,3063313,0,1.0,BW25113,b2924,3062306,3062736,1,3063166,2357.15038473614,2773,7.7656328554573015
Block786,3063563,3067218,0,1.0,BW25113,b2926,3064818,3065399,1,3065981,422.502002459663,3655,6.048558242439048
Block786,3063563,3067218,0,1.0,BW25113,b2927,3066031,3066540,1,3067050,147.673257999253,3655,5.001750998686974
Block787,3067584,3068725,0,1.0,BW25113,b2929,3068045,3068299,1,3068554,39.632237712045296,1141,3.7045617838471903
Block790,3073042,3077232,0,1.0,BW25113,b2936,3075272,3075651,0,3076030,13.6492946256969,4190,2.6843921858873103
Block790,3073042,3077232,0,1.0,BW25113,b2937,3076236,3076696,1,3077156,34.1378526935791,4190,3.5592789737085386
Block791,3077312,3081269,0,1.0,BW25113,b2939,3079279,3079344,1,3079410,219.221738773431,3957,5.3946349422742506
Block791,3077312,3081269,0,1.0,BW25113,b2940,3079546,3079653,0,3079761,3.79681160770831,3957,1.5679514488090354
Block791,3077312,3081269,0,1.0,BW25113,b2942,3080065,3080642,0,3081219,76.61268821653641,3957,4.3517309217682625
Block792,3081361,3087266,0,1.0,BW25113,b2943,3081643,3082340,0,3083037,55.9964256742439,5905,4.0429885583989496
Block792,3081361,3087266,0,1.0,BW25113,b2944,3083114,3083362,0,3083611,9.22102047705193,5905,2.3244464307743353
Block792,3081361,3087266,0,1.0,BW25113,b2945,3083706,3084059,0,3084413,1.1457053820486298,5905,0.763468347760775
Block792,3081361,3087266,0,1.0,BW25113,b2946,3084493,3084858,0,3085224,99.43497564923,5905,4.609510509633453
Block792,3081361,3087266,0,1.0,BW25113,b2947,3085237,3085712,0,3086187,238.59360982260102,5905,5.47894419569616
Block792,3081361,3087266,0,1.0,BW25113,b2948,3086296,3086577,0,3086859,385.766836296689,5905,5.9578220212702
Block795,3087483,3091719,0,1.0,BW25113,b2951,3088457,3088809,0,3089161,32.0219985249188,4236,3.497173961339989
Block795,3087483,3091719,0,1.0,BW25113,b2952,3089179,3089462,0,3089745,68.45507913501389,4236,4.240680200219719
Block795,3087483,3091719,0,1.0,BW25113,b2953,3089742,3089887,0,3090032,63.05813013726711,4236,4.159790954514709
Block795,3087483,3091719,0,1.0,BW25113,b2954,3090040,3090336,0,3090633,36.2992739114214,4236,3.6189738602785693
Block796,3091916,3095071,0,1.0,BW25113,b2956,3091917,3092420,1,3092924,0.551588634022164,3155,0.4392793312295463
Block796,3091916,3095071,0,1.0,BW25113,b2957,3093041,3093564,1,3094087,6.9991722331961785,3155,2.0793380654758806
Block796,3091916,3095071,0,1.0,BW25113,b2958,3094263,3094622,1,3094982,11.5810817330787,3155,2.532194235896552
Block798,3095220,3099736,0,1.0,BW25113,b2960,3095492,3095851,1,3096211,24.292193791899198,4516,3.230495802348698
Block798,3095220,3099736,0,1.0,BW25113,b2961,3096372,3096898,0,3097424,83.75024565312721,4516,4.439708644818332
Block798,3095220,3099736,0,1.0,BW25113,b2962,3097452,3097589,0,3097727,345.38093390871904,4516,5.847539134494268
Block798,3095220,3099736,0,1.0,BW25113,b2963,3097792,3098331,0,3098871,19.774501371487,4516,3.0337263390810074
Block799,3099737,3102522,0,1.0,BW25113,b2965,3100379,3101446,1,3102514,10.821455845006303,2785,2.4699161723296403
Block800,3102531,3103778,0,1.0,BW25113,b2966,3102912,3103265,0,3103619,11.2510118047261,1247,2.5056085298840203
Block805,3113403,3123503,0,1.0,BW25113,b2976,3114993,3116078,1,3117164,18.4393228965833,10100,2.96729796800303
Block805,3113403,3123503,0,1.0,BW25113,b2977,3117186,3117388,1,3117590,18.511865195983106,10100,2.9710227521148
Block805,3113403,3123503,0,1.0,BW25113,b2979,3119881,3120630,1,3121380,8.5156702003211,10100,2.2529399344547896
Block805,3113403,3123503,0,1.0,BW25113,b2980,3121631,3122013,0,3122395,28.3761585617702,10100,3.3801834120872587
Block806,3124702,3127430,0,1.0,BW25113,b2984,3125813,3126192,1,3126571,0.525484417810559,2728,0.4223120106422874
Block806,3124702,3127430,0,1.0,BW25113,b2985,3126603,3126959,1,3127316,0.627607124042666,2728,0.48711091415883795
Block807,3127431,3129387,0,1.0,BW25113,b2986,3127490,3127836,0,3128182,0.0119910572613514,1956,0.011919734127960489
Block809,3129458,3132982,0,1.0,BW25113,b2988,3130022,3130951,1,3131881,115.14236112425199,3524,4.75481668972048
Block809,3129458,3132982,0,1.0,BW25113,b2989,3132086,3132519,0,3132952,142.374548258255,3524,4.9654604246739
Block811,3133068,3140631,0,1.0,BW25113,b2990,3133075,3133199,1,3133323,12.9996923111354,7563,2.639035351597701
Block811,3133068,3140631,0,1.0,BW25113,b2991,3133336,3133506,1,3133677,4.10730629084876,7563,1.6306721205780337
Block811,3133068,3140631,0,1.0,BW25113,b2992,3133670,3133914,1,3134158,5.03725353618445,7563,1.7979491959813776
Block811,3133068,3140631,0,1.0,BW25113,b2993,3134151,3134398,1,3134645,2.0738201221761297,7563,1.1229211275214366
Block811,3133068,3140631,0,1.0,BW25113,b2994,3134645,3135496,1,3136348,4.87749665080905,7563,1.7711309315993518
Block811,3133068,3140631,0,1.0,BW25113,b2995,3136345,3136934,1,3137523,1.61938811418621,7563,0.9629407462935745
Block811,3133068,3140631,0,1.0,BW25113,b2996,3137513,3138006,1,3138499,1.78030122687465,7563,1.022559276823449
Block811,3133068,3140631,0,1.0,BW25113,b2997,3138502,3139061,1,3139620,6.98718117593483,7563,2.0778379035310923
Block811,3133068,3140631,0,1.0,BW25113,b2998,3139809,3139952,1,3140096,0.6480316652890881,7563,0.49958164567713287
Block813,3140990,3143941,0,1.0,BW25113,b3001,3141256,3141776,0,3142296,17.656997479921394,2951,2.9262212757156925
Block813,3140990,3143941,0,1.0,BW25113,b3002,3142336,3142583,1,3142830,18.581427716224606,2951,2.974581551513738
Block813,3140990,3143941,0,1.0,BW25113,b3003,3143021,3143463,0,3143905,34.9270660704539,2951,3.5814909409712303
Block814,3144192,3154551,0,1.0,BW25113,b3006,3144609,3144976,1,3145343,1355.43747076289,10359,7.212617035026868
Block814,3144192,3154551,0,1.0,BW25113,b3008,3145595,3146188,0,3146782,41.7531445217245,10359,3.7554427487413857
Block814,3144192,3154551,0,1.0,BW25113,b3009,3146922,3147251,0,3147581,68.20791845458139,10359,4.237115284611591
Block814,3144192,3154551,0,1.0,BW25113,b3010,3147621,3148099,1,3148577,29.109735156401506,10359,3.404848546586526
Block814,3144192,3154551,0,1.0,BW25113,b3011,3148714,3149295,0,3149877,57.2079772994717,10359,4.064022412345801
Block814,3144192,3154551,0,1.0,BW25113,b3012,3149982,3150395,0,3150809,388.966388695166,10359,5.966060552576831
Block814,3144192,3154551,0,1.0,BW25113,b3013,3151009,3151472,0,3151935,1.45945966054955,10359,0.8999416756345272
Block814,3144192,3154551,0,1.0,BW25113,b3014,3151986,3152114,0,3152243,3.2432096408316498,10359,1.4453199736330529
Block815,3154614,3156886,0,1.0,BW25113,b3017,3154616,3155322,1,3156028,15.452205345968098,2272,2.8004595318103482
Block815,3154614,3156886,0,1.0,BW25113,b3018,3156103,3156471,1,3156840,44.784596196931886,2272,3.8239477069714285
Block816,3157203,3161177,0,1.0,BW25113,b3020,3159470,3160273,1,3161077,8.04362181094731,3974,2.202059736972093
Block817,3162157,3165529,0,1.0,BW25113,b3024,3162643,3162839,1,3163035,557.037167015799,3372,6.324425567718322
Block817,3162157,3165529,0,1.0,BW25113,b3025,3163187,3163516,0,3163846,9.974334982828161,3372,2.395559363305598
Block817,3162157,3165529,0,1.0,BW25113,b3026,3163843,3164517,0,3165192,11.769381008835001,3372,2.547050196577929
Block818,3165729,3166789,0,1.0,BW25113,b3028,3165889,3166179,0,3166470,31.027562765345696,1060,3.466596868479439
Block819,3166905,3174899,0,1.0,BW25113,b3031,3168784,3169074,1,3169365,50.854200056699604,7994,3.9484359353813825
Block819,3166905,3174899,0,1.0,BW25113,b3032,3169365,3169778,1,3170192,58.68850209481261,7994,4.089139407123054
Block819,3166905,3174899,0,1.0,BW25113,b3033,3170217,3170428,1,3170639,46.410503568988105,7994,3.858843798435094
Block819,3166905,3174899,0,1.0,BW25113,b3034,3170640,3170954,1,3171269,20.9432322020331,7994,3.0884587640527537
Block819,3166905,3174899,0,1.0,BW25113,b3035,3171474,3172214,0,3172955,521.0496515887751,7994,6.257762701345369
Block819,3166905,3174899,0,1.0,BW25113,b3037,3173103,3173438,0,3173774,303.029853295526,7994,5.717125898214777
Block823,3185497,3188246,0,1.0,BW25113,b3050,3185567,3185881,0,3186196,1.06295989288247,2749,0.7241417927379759
Block823,3185497,3188246,0,1.0,BW25113,b3051,3186223,3187053,0,3187884,2.38411767123492,2749,1.2190932139629742
Block824,3188437,3194323,0,1.0,BW25113,b3053,3190160,3191580,1,3193000,34.0728154923826,5886,3.5574263430050057
Block825,3194324,3196483,0,1.0,BW25113,b3055,3194566,3194876,0,3195186,43.661609415365604,2159,3.7991142828286484
Block829,3197556,3224654,0,1.0,BW25113,b3058,3197580,3197764,1,3197948,1.87622968496546,27098,1.0564802993144065
Block829,3197556,3224654,0,1.0,BW25113,b3059,3198053,3198361,0,3198670,20.7544177972875,27098,3.079816854025871
Block829,3197556,3224654,0,1.0,BW25113,b3060,3198683,3199149,1,3199615,6.95384467901579,27098,2.0736554191892282
Block829,3197556,3224654,0,1.0,BW25113,b3061,3199822,3200277,0,3200733,0.7293323912535329,27098,0.5477354330212129
Block829,3197556,3224654,0,1.0,BW25113,b3062,3200730,3201032,0,3201335,0.0359731717840542,27098,0.0353412475406474
Block829,3197556,3224654,0,1.0,BW25113,b3063,3201383,3202114,0,3202846,0.549168554417438,27098,0.43771837050347256
Block829,3197556,3224654,0,1.0,BW25113,b3064,3202889,3203395,1,3203902,13.6830194043209,27098,2.6866916835300807
Block829,3197556,3224654,0,1.0,BW25113,b3065,3204140,3204247,0,3204355,43.08972226046579,27098,3.7862266999729535
Block829,3197556,3224654,0,1.0,BW25113,b3066,3204466,3205338,0,3206211,109.950398098398,27098,4.709083237460476
Block829,3197556,3224654,0,1.0,BW25113,b3067,3206406,3207326,0,3208247,497.87780901520404,27098,6.212361194052527
Block829,3197556,3224654,0,1.0,BW25113,b3068,3208326,3208579,1,3208832,17.5823167052483,27098,2.9222104137316287
Block829,3197556,3224654,0,1.0,BW25113,b3070,3209086,3209468,1,3209850,171.1605248686,27098,5.148427325694376
Block829,3197556,3224654,0,1.0,BW25113,b3071,3210138,3210449,0,3210761,19.3519080619514,27098,3.013174669751252
Block829,3197556,3224654,0,1.0,BW25113,b3072,3210915,3211675,1,3212435,9.98632604008952,27098,2.39665141225991
Block829,3197556,3224654,0,1.0,BW25113,b3073,3212853,3213542,0,3214232,452.018722023313,27098,6.115933453598801
Block829,3197556,3224654,0,1.0,BW25113,b3074,3214274,3214440,1,3214606,0.53747547507191,27098,0.43014176939857307
Block829,3197556,3224654,0,1.0,BW25113,b3075,3214825,3215316,0,3215808,50.075098789920794,27098,3.933297074914655
Block829,3197556,3224654,0,1.0,BW25113,b3076,3215992,3217538,0,3219084,1.75844121404085,27098,1.014665742660728
Block829,3197556,3224654,0,1.0,BW25113,b3077,3219081,3219305,0,3219530,0.0,27098,0.0
Block829,3197556,3224654,0,1.0,BW25113,b3078,3219593,3220309,0,3221026,0.0204245412464215,27098,0.02021875761020584
Block829,3197556,3224654,0,1.0,BW25113,b3079,3221160,3221695,0,3222230,0.0204245412464215,27098,0.02021875761020584
Block829,3197556,3224654,0,1.0,BW25113,b3080,3222247,3223422,0,3224598,0.586758041549823,27098,0.4616929671290973
Block831,3224898,3227576,0,1.0,BW25113,b3081,3225024,3226033,0,3227042,2.17388401481034,2678,1.1549560791587565
Block831,3224898,3227576,0,1.0,BW25113,b3082,3227087,3227295,1,3227503,17.3409857877484,2678,2.9091382160789165
Block834,3228179,3231655,0,1.0,BW25113,b3085,3229319,3229570,0,3229822,34.2177607814256,3476,3.561550523006732
Block834,3228179,3231655,0,1.0,BW25113,b3086,3229899,3230245,0,3230591,0.572852691024317,3476,0.4528909712638454
Block835,3231704,3232965,0,1.0,BW25113,b3088,3231939,3232421,0,3232904,1.24044192847615,1261,0.8066731359062159
Block837,3233180,3243739,0,1.0,BW25113,b3089,3233303,3233925,0,3234547,285.551196100595,10559,5.65791721513175
Block837,3233180,3243739,0,1.0,BW25113,b3090,3234552,3234827,1,3235103,1.60043536795438,10559,0.9556788802226047
Block837,3233180,3243739,0,1.0,BW25113,b3091,3235186,3235929,1,3236673,9.184408309323107,10559,2.3208579536685097
Block837,3233180,3243739,0,1.0,BW25113,b3092,3236688,3237394,1,3238100,30.5802189392445,10559,3.452530941648445
Block837,3233180,3243739,0,1.0,BW25113,b3093,3238583,3239232,0,3239881,14.4127492345957,10559,2.735195039298608
Block837,3233180,3243739,0,1.0,BW25113,b3094,3240011,3240399,0,3240787,260.13847095283296,10559,5.565050806685248
Block837,3233180,3243739,0,1.0,BW25113,b3095,3241132,3241463,0,3241794,168.762196282175,10559,5.134398612353702
Block837,3233180,3243739,0,1.0,BW25113,b3096,3241798,3241989,0,3242181,323.914240402009,10559,5.783561271822297
Block837,3233180,3243739,0,1.0,BW25113,b3097,3242328,3242512,0,3242696,333.080976381505,10559,5.811383407847845
Block837,3233180,3243739,0,1.0,BW25113,b3098,3242734,3242886,0,3243039,988.508136245229,10559,6.897207987591159
Block837,3233180,3243739,0,1.0,BW25113,b3099,3243042,3243244,0,3243446,129.050050482283,10559,4.867919380070541
Block837,3233180,3243739,0,1.0,BW25113,b3100,3243436,3243585,0,3243735,31.2167378802849,10559,3.472486127442708
Block838,3243754,3245520,0,1.0,BW25113,b3101,3243921,3244117,0,3244313,76.0782469896489,1766,4.344821100548169
Block838,3243754,3245520,0,1.0,BW25113,b3102,3244383,3244876,0,3245369,775.8986444162068,1766,6.655309897092202
Block840,3246687,3248570,0,1.0,BW25113,b3106,3247678,3248028,0,3248379,7.11550707081981,1883,2.093776684636074
Block840,3246687,3248570,0,1.0,BW25113,b3107,3248402,3248484,0,3248566,18.9294300984415,1883,2.9921975386548656
Block843,3248694,3251594,0,1.0,BW25113,b3110,3250038,3250703,1,3251369,1.21436516559249,2900,0.7949657554614895
Block844,3251609,3261203,0,1.0,BW25113,b3113,3253080,3253274,1,3253469,1.074652972228,9594,0.7297938973963496
Block844,3251609,3261203,0,1.0,BW25113,b3114,3253483,3254630,1,3255777,2.7713147761890093,9594,1.3274236876615568
Block844,3251609,3261203,0,1.0,BW25113,b3115,3255811,3256415,1,3257019,1.09181791811396,9594,0.7380335051842962
Block844,3251609,3261203,0,1.0,BW25113,b3116,3257045,3257710,1,3258376,6.32949715033358,9594,1.9919069119537645
Block844,3251609,3261203,0,1.0,BW25113,b3117,3258398,3258892,1,3259387,0.586758041549823,9594,0.4616929671290973
Block844,3251609,3261203,0,1.0,BW25113,b3118,3259486,3259955,1,3260424,0.0479642290454056,9594,0.04684945272605852
Block844,3251609,3261203,0,1.0,BW25113,b3119,3260613,3260785,0,3260957,0.0,9594,0.0
Block847,3263533,3269550,0,1.0,BW25113,b3124,3263984,3264556,1,3265129,5.2668352353669405,6017,1.8352714800666972
Block847,3263533,3269550,0,1.0,BW25113,b3125,3265226,3265671,1,3266116,55.4972421439845,6017,4.034191825350176
Block847,3263533,3269550,0,1.0,BW25113,b3126,3266146,3266531,1,3266916,3.79830149728742,6017,1.5682620005606993
Block847,3263533,3269550,0,1.0,BW25113,b3127,3266932,3267599,1,3268266,0.627607124042666,6017,0.48711091415883795
Block853,3270167,3271216,0,1.0,BW25113,b3129,3270361,3270528,0,3270696,119.284962842997,1049,4.789863618019019
Block853,3270167,3271216,0,1.0,BW25113,b3130,3270696,3270928,0,3271160,67.7874898975621,1049,4.231021895521423
Block859,3272431,3274411,0,1.0,BW25113,b3133,3273576,3273812,0,3274049,2.7113594898822497,1980,1.3113982488182139
Block860,3274456,3280352,0,1.0,BW25113,b3136,3275335,3275912,0,3276489,0.0710524098206367,5896,0.06864172567507067
Block860,3274456,3280352,0,1.0,BW25113,b3137,3276502,3276932,0,3277362,0.0236841366068789,5896,0.023408018688793733
Block860,3274456,3280352,0,1.0,BW25113,b3138,3277529,3277767,0,3278005,0.0,5896,0.0
Block860,3274456,3280352,0,1.0,BW25113,b3139,3278044,3278445,0,3278847,0.0359731717840542,5896,0.0353412475406474
Block860,3274456,3280352,0,1.0,BW25113,b3140,3278837,3279232,0,3279628,0.0204245412464215,5896,0.02021875761020584
Block862,3286929,3292189,0,1.0,BW25113,b3148,3288753,3288950,0,3289148,53.8240805703876,5260,4.004129523901361
Block862,3286929,3292189,0,1.0,BW25113,b3149,3289168,3289463,0,3289758,79.2107289552658,5260,4.384657283422137
Block862,3286929,3292189,0,1.0,BW25113,b3150,3289768,3290055,0,3290343,58.0483804541185,5260,4.078357115580014
Block862,3286929,3292189,0,1.0,BW25113,b3151,3290457,3290977,1,3291497,5.53276059680557,5260,1.8768296099714208
Block863,3292869,3297761,0,1.0,BW25113,b3155,3293325,3293476,0,3293627,8.47880309478958,4892,2.249058052472109
Block863,3292869,3297761,0,1.0,BW25113,b3156,3293614,3293865,1,3294117,9.05578235025803,4892,2.3081478272846265
Block863,3292869,3297761,0,1.0,BW25113,b3157,3294111,3294373,1,3294635,26.9891784011935,4892,3.3318179497987073
Block863,3292869,3297761,0,1.0,BW25113,b3158,3294844,3295341,0,3295839,14.583784170509698,4892,2.746230897375996
Block863,3292869,3297761,0,1.0,BW25113,b3159,3295848,3296287,0,3296726,4.2186926541729,4892,1.6522469211346962
Block864,3297867,3322151,0,1.0,BW25113,b3161,3297932,3298554,1,3299176,3.41343200953902,24284,1.484652620247679
Block864,3297867,3322151,0,1.0,BW25113,b3162,3299330,3300274,1,3301219,66.3487080513125,24284,4.20988372006381
Block864,3297867,3322151,0,1.0,BW25113,b3163,3301399,3301841,1,3302283,144.039183115894,24284,4.977003934300936
Block864,3297867,3322151,0,1.0,BW25113,b3164,3302392,3303459,1,3304527,612.555110508106,24284,6.419270089795587
Block864,3297867,3322151,0,1.0,BW25113,b3165,3304774,3304908,1,3305043,71.4884823879419,24284,4.283427685625874
Block864,3297867,3322151,0,1.0,BW25113,b3166,3305192,3305664,1,3306136,65.6242163911962,24284,4.199068120933858
Block864,3297867,3322151,0,1.0,BW25113,b3167,3306136,3306336,1,3306537,51.3303130380062,24284,3.9575758023651963
Block864,3297867,3322151,0,1.0,BW25113,b3168,3306701,3308037,1,3309373,170.436825241203,24284,5.144214832802088
Block864,3297867,3322151,0,1.0,BW25113,b3169,3309398,3310141,1,3310885,312.065179823361,24284,5.746411411107906
Block864,3297867,3322151,0,1.0,BW25113,b3170,3310913,3311139,1,3311365,351.270816362751,24284,5.864400244455722
Block864,3297867,3322151,0,1.0,BW25113,b3172,3311996,3312667,0,3313339,73.0675352865853,24284,4.304977316010309
Block864,3297867,3322151,0,1.0,BW25113,b3173,3313347,3314159,1,3314972,3.59307297502761,24284,1.524549293531745
Block864,3297867,3322151,0,1.0,BW25113,b3175,3315532,3315698,1,3315864,27.3456142673955,24284,3.3444723186437804
Block864,3297867,3322151,0,1.0,BW25113,b3176,3316092,3316760,1,3317429,65.7264013088127,24284,4.2006006963261555
Block864,3297867,3322151,0,1.0,BW25113,b3177,3317422,3317846,1,3318270,131.83592035985902,24284,4.889114685105452
Block864,3297867,3322151,0,1.0,BW25113,b3178,3318360,3319327,1,3320294,87.1653114335021,24284,4.479213591247479
Block864,3297867,3322151,0,1.0,BW25113,b3179,3320394,3320708,1,3321023,331.519331803339,24284,5.806697999167722
Block864,3297867,3322151,0,1.0,BW25113,b3180,3321149,3321295,0,3321442,79.6600688626871,24284,4.390243643185089
Block864,3297867,3322151,0,1.0,BW25113,b3181,3321598,3321836,1,3322074,10.753753704816,24284,2.4641726538119926
Block868,3323937,3328222,0,1.0,BW25113,b3183,3323941,3324527,1,3325113,6.737491075135349,4285,2.0460774845541976
