ATCC_names,BW_names,DH_names,MG_names,ATCC_GSE94978_1,ATCC_GSE94978_2,BW25113_GSE73673_6,BW25113_GSE73673_7,BW25113_GSE73673_8,BW25113_GSE85914,K12DH_GSE98890_1,K12DH_GSE98890_2,K12MG_GSE114917_LP1,K12MG_GSE114917_LP2,K12MG_GSE114917_LP3,K12MG_GSE114917_LP4,K12MG_GSE40313_1,K12MG_GSE40313_2,K12MG_GSE54199_DNA,K12MG_GSE54199_RNA,K12MG_GSE60522_1,K12MG_GSE60522_2,K12MG_GSE60522_3
DR76_RS00475,BW25113_RS11415,ECDH10B_RS11920,b2187,1295.0,1007.0,6.0,1.0,3.0,298.0,34.0,131.0,132.0,113.0,87.0,194.0,34.0,60.0,27907.5,62695.0,459.0,367.0,402.0
DR76_RS24555,BW25113_RS01115,ECDH10B_RS01020,b0220,14121.0,7220.0,165.0,90.0,106.0,72.0,105.0,377.0,119.0,155.0,122.0,79.0,108.0,189.0,62674.0,133507.5,357.0,350.0,332.0
DR76_RS24550,BW25113_RS01120,ECDH10B_RS01025,b0221,5302.0,2055.0,13.0,8.0,6.0,117.0,128.0,349.0,74.0,106.0,61.0,116.0,80.0,150.0,215958.0,38163.0,731.0,581.0,820.0
DR76_RS24540,BW25113_RS01130,ECDH10B_RS01035,b0223,1073.0,1353.0,80.0,35.0,37.0,511.0,271.0,964.0,249.0,236.0,160.0,218.0,58.0,98.0,69258.0,62907.5,269.0,211.0,323.0
DR76_RS24535,BW25113_RS01135,ECDH10B_RS01040,b0224,1506.0,1167.0,98.0,42.0,51.0,266.0,482.0,991.0,387.0,231.0,198.0,385.0,199.0,279.0,106281.5,228802.5,283.0,192.0,408.0
DR76_RS00620,BW25113_RS11445,ECDH10B_RS11950,b2193,693.0,960.0,8.0,0.0,2.0,75.0,101.0,437.0,171.0,145.0,98.0,166.0,126.0,148.0,51716.0,47768.0,87.0,122.0,95.0
DR76_RS00625,BW25113_RS11450,ECDH10B_RS11955,b2194,888.0,2425.0,1.0,0.0,1.0,7.0,38.0,125.0,361.0,452.0,328.0,380.0,30.0,28.0,74800.0,40623.0,61.0,70.0,83.0
DR76_RS00630,BW25113_RS11455,ECDH10B_RS11960,b2195,501.0,1131.0,11.0,14.0,7.0,7.0,4.0,21.0,191.0,157.0,142.0,129.0,15.0,27.0,37254.5,15858.0,56.0,68.0,50.0
DR76_RS00635,BW25113_RS11460,ECDH10B_RS11965,b2196,1675.0,2999.0,30.0,15.0,14.0,2.0,42.0,290.0,618.0,557.0,472.0,519.0,49.0,55.0,140280.0,71948.0,194.0,159.0,160.0
DR76_RS00640,BW25113_RS11465,ECDH10B_RS11970,b2197,545.0,800.0,1.0,1.0,2.0,8.0,5.0,72.0,306.0,263.0,287.0,220.0,18.0,39.0,37885.0,19780.5,37.0,22.0,25.0
DR76_RS00645,BW25113_RS11470,ECDH10B_RS11975,b2198,106.0,167.0,0.0,0.0,0.0,7.0,0.0,0.0,84.0,73.0,65.0,68.0,6.0,9.0,15164.0,9999.5,124.0,54.0,48.0
DR76_RS00650,BW25113_RS11475,ECDH10B_RS11980,b2199,913.0,1240.0,2.0,3.0,4.0,6.0,32.0,213.0,528.0,458.0,363.0,358.0,32.0,59.0,52985.0,28907.0,134.0,202.0,145.0
DR76_RS00655,BW25113_RS11480,ECDH10B_RS11985,b2200,733.0,687.0,5.0,6.0,2.0,1.0,15.0,63.0,284.0,202.0,221.0,214.0,35.0,45.0,44223.0,14907.5,67.0,63.0,50.0
DR76_RS00660,BW25113_RS11485,ECDH10B_RS11990,b2201,922.0,957.0,4.0,1.0,3.0,28.0,36.0,228.0,799.0,786.0,639.0,480.0,77.0,103.0,50711.5,26409.5,75.0,75.0,46.0
DR76_RS00665,BW25113_RS11490,ECDH10B_RS11995,b2202,1110.0,1594.0,3.0,2.0,2.0,20.0,24.0,325.0,965.0,1001.0,724.0,737.0,74.0,107.0,60005.5,34517.0,16.0,22.0,5.0
DR76_RS00670,BW25113_RS11495,ECDH10B_RS12000,b2203,187.0,757.0,1.0,3.0,0.0,3.0,6.0,110.0,755.0,804.0,635.0,578.0,8.0,19.0,36460.0,14694.0,2.0,3.0,2.0
DR76_RS00675,BW25113_RS11500,ECDH10B_RS12005,b2204,233.0,791.0,12.0,9.0,10.0,3.0,6.0,432.0,971.0,903.0,698.0,660.0,17.0,23.0,62067.0,27487.5,25.0,24.0,14.0
DR76_RS00680,BW25113_RS11505,ECDH10B_RS12010,b2205,315.0,1033.0,7.0,4.0,7.0,1.0,17.0,389.0,950.0,968.0,704.0,657.0,17.0,21.0,49600.5,31594.0,14.0,11.0,12.0
DR76_RS00685,BW25113_RS11510,ECDH10B_RS12015,b2206,3228.0,6645.0,5.0,2.0,3.0,8.0,405.0,6422.0,7082.0,7160.0,5560.0,4417.0,118.0,143.0,205233.5,53525.5,160.0,140.0,95.0
DR76_RS00690,BW25113_RS11515,ECDH10B_RS12020,b2207,176.0,105.0,1.0,1.0,0.0,2.0,4.0,5.0,147.0,100.0,83.0,72.0,13.0,13.0,17480.0,3235.5,6.0,3.0,4.0
DR76_RS00695,BW25113_RS11520,ECDH10B_RS12025,b2208,796.0,679.0,2.0,1.0,1.0,13.0,75.0,800.0,780.0,621.0,507.0,285.0,24.0,35.0,39506.0,7768.0,5.0,10.0,3.0
DR76_RS00705,BW25113_RS11530,ECDH10B_RS12035,b2209,6960.0,8269.0,2.0,1.0,3.0,317.0,215.0,762.0,1257.0,1315.0,1043.0,899.0,105.0,175.0,62429.0,135088.0,22.0,14.0,17.0
DR76_RS00710,BW25113_RS11535,ECDH10B_RS12040,b2210,1523.0,1329.0,20.0,19.0,11.0,7.0,1718.0,1647.0,90.0,107.0,61.0,431.0,28.0,51.0,127785.5,43119.5,293.0,283.0,181.0
DR76_RS00715,BW25113_RS11540,ECDH10B_RS12045,b2211,438.0,235.0,11.0,3.0,8.0,14.0,371.0,488.0,25.0,34.0,19.0,75.0,42.0,35.0,131523.0,107645.0,410.0,444.0,315.0
DR76_RS00720,BW25113_RS11545,ECDH10B_RS12050,b2212,138.0,68.0,10.0,5.0,5.0,39.0,5.0,11.0,17.0,13.0,9.0,15.0,12.0,19.0,54975.5,11354.5,14.0,7.0,9.0
DR76_RS00725,BW25113_RS11550,ECDH10B_RS12055,b2213,524.0,352.0,14.0,10.0,7.0,106.0,42.0,121.0,95.0,83.0,69.0,73.0,53.0,71.0,72691.0,27680.0,35.0,39.0,37.0
DR76_RS00730,BW25113_RS11555,ECDH10B_RS12060,b2214,410.0,355.0,13.0,8.0,4.0,16.0,21.0,65.0,90.0,50.0,45.0,104.0,12.0,31.0,77830.0,52291.5,33.0,45.0,21.0
DR76_RS00745,BW25113_RS11575,ECDH10B_RS12080,b2216,11631.0,11083.0,7889.0,4049.0,4499.0,322.0,583.0,1493.0,886.0,890.0,734.0,929.0,477.0,672.0,248761.0,324990.0,1367.0,1196.0,1262.0
DR76_RS00750,BW25113_RS11580,ECDH10B_RS12085,b2217,11286.0,13938.0,21.0,8.0,10.0,433.0,542.0,2516.0,1050.0,1150.0,766.0,967.0,357.0,537.0,75202.0,309149.5,1797.0,1552.0,1715.0
DR76_RS00760,BW25113_RS11590,ECDH10B_RS12095,b2219,2516.0,1406.0,21.0,17.0,14.0,15.0,52.0,425.0,260.0,267.0,215.0,119.0,74.0,121.0,188466.5,36502.0,45.0,16.0,26.0
DR76_RS00765,BW25113_RS11595,ECDH10B_RS12100,b2220,2815.0,2004.0,7.0,1.0,4.0,14.0,45.0,422.0,491.0,451.0,319.0,275.0,68.0,100.0,135607.5,30960.0,29.0,38.0,22.0
DR76_RS00770,BW25113_RS11600,ECDH10B_RS12105,b2221,133.0,144.0,4.0,3.0,2.0,0.0,2.0,2.0,4.0,5.0,1.0,7.0,3.0,6.0,47611.5,8404.0,3.0,0.0,0.0
DR76_RS00775,BW25113_RS11605,ECDH10B_RS12110,b2222,38.0,19.0,8.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,45154.5,7757.0,6.0,0.0,1.0
DR76_RS00780,BW25113_RS11610,ECDH10B_RS12115,b2223,120.0,58.0,6.0,2.0,1.0,1.0,1.0,10.0,3.0,6.0,3.0,6.0,4.0,6.0,116999.5,18333.5,0.0,3.0,3.0
DR76_RS00785,BW25113_RS11615,ECDH10B_RS12120,b2224,145.0,104.0,4.0,1.0,0.0,3.0,5.0,23.0,9.0,5.0,2.0,4.0,8.0,10.0,93502.5,15419.0,2.0,8.0,11.0
DR76_RS00790,BW25113_RS11620,ECDH10B_RS12125,b2225,119.0,89.0,0.0,2.0,0.0,2.0,3.0,16.0,6.0,5.0,5.0,1.0,7.0,9.0,65241.0,6996.5,3.0,0.0,2.0
DR76_RS00795,BW25113_RS11625,ECDH10B_RS12130,b2226,177.0,181.0,5.0,2.0,3.0,1.0,14.0,22.0,12.0,11.0,8.0,7.0,10.0,21.0,135275.5,21957.0,33.0,10.0,1.0
DR76_RS00805,BW25113_RS11640,ECDH10B_RS12145,b2229,40.0,33.0,5.0,0.0,0.0,0.0,1.0,13.0,5.0,2.0,0.0,2.0,1.0,3.0,53914.5,10526.0,4.0,2.0,1.0
DR76_RS00810,BW25113_RS11645,ECDH10B_RS12150,b2230,292.0,281.0,6.0,3.0,1.0,1.0,27.0,69.0,42.0,45.0,42.0,27.0,12.0,16.0,159621.5,35942.0,10.0,11.0,31.0
DR76_RS00815,BW25113_RS11650,ECDH10B_RS12155,b2231,20235.0,24269.0,95.0,63.0,50.0,364.0,4630.0,15160.0,2908.0,2905.0,2164.0,4491.0,778.0,1168.0,216873.0,552019.5,6337.0,5759.0,5915.0
DR76_RS00820,BW25113_RS11655,ECDH10B_RS12160,b2232,1214.0,1672.0,127.0,74.0,88.0,429.0,417.0,756.0,316.0,277.0,217.0,342.0,79.0,120.0,54096.5,75340.5,594.0,547.0,524.0
DR76_RS00825,BW25113_RS11660,ECDH10B_RS12165,b2233,781.0,920.0,324.0,141.0,148.0,4.0,79.0,238.0,102.0,75.0,50.0,65.0,77.0,126.0,319645.5,74045.5,86.0,66.0,80.0
DR76_RS00835,BW25113_RS11670,ECDH10B_RS12175,b2234,11591.0,38636.0,58.0,13.0,13.0,222.0,3006.0,6656.0,1581.0,1428.0,1251.0,2648.0,265.0,435.0,199947.0,523552.0,6369.0,3905.0,6372.0
DR76_RS00840,BW25113_RS11675,ECDH10B_RS12180,b2235,6716.0,20764.0,163.0,47.0,77.0,174.0,1360.0,3033.0,538.0,613.0,498.0,1049.0,145.0,238.0,120692.5,170778.5,1622.0,918.0,1810.0
DR76_RS00845,BW25113_RS11680,ECDH10B_RS12185,b2236,675.0,1991.0,35.0,13.0,23.0,7.0,89.0,191.0,70.0,58.0,44.0,91.0,18.0,52.0,21898.5,26986.5,136.0,69.0,101.0
DR76_RS00850,BW25113_RS11685,ECDH10B_RS12190,b2237,836.0,879.0,86.0,38.0,43.0,58.0,126.0,409.0,172.0,156.0,103.0,202.0,33.0,50.0,76452.0,106732.5,110.0,122.0,92.0
DR76_RS00855,BW25113_RS11695,ECDH10B_RS12200,b2239,1121.0,1198.0,92.0,52.0,65.0,18.0,1910.0,14156.0,21930.0,24772.0,17454.0,14441.0,64.0,61.0,126757.0,1532275.5,261.0,235.0,269.0
DR76_RS00860,BW25113_RS11700,ECDH10B_RS12205,b2240,573.0,566.0,31.0,7.0,10.0,3.0,4642.0,22569.0,35997.0,41037.0,30339.0,21034.0,9.0,18.0,118621.0,1397968.5,1323.0,1467.0,1143.0
DR76_RS00865,BW25113_RS11705,ECDH10B_RS12210,b2241,187.0,149.0,11.0,3.0,1.0,1.0,2763.0,19891.0,16687.0,17539.0,15238.0,7617.0,3.0,5.0,124702.0,289598.0,186.0,184.0,193.0
DR76_RS00870,BW25113_RS11710,ECDH10B_RS12215,b2242,85.0,101.0,1.0,1.0,1.0,2.0,534.0,7150.0,10021.0,9803.0,8110.0,5478.0,5.0,5.0,98000.5,454522.5,125.0,119.0,150.0
DR76_RS00875,BW25113_RS11715,ECDH10B_RS12220,b2243,108.0,189.0,6.0,1.0,0.0,3.0,268.0,6152.0,8094.0,8034.0,6675.0,4636.0,7.0,4.0,99319.5,276823.5,86.0,79.0,90.0
DR76_RS00890,BW25113_RS11735,ECDH10B_RS12240,b2246,71.0,89.0,38.0,9.0,15.0,1.0,3.0,9.0,12.0,14.0,12.0,9.0,5.0,10.0,106603.0,27186.5,36.0,10.0,20.0
DR76_RS00895,BW25113_RS11740,ECDH10B_RS12245,b2247,663.0,526.0,9.0,8.0,1.0,0.0,4.0,26.0,50.0,58.0,49.0,31.0,56.0,49.0,101832.0,18439.0,5.0,3.0,1.0
DR76_RS00900,BW25113_RS11745,ECDH10B_RS12250,b2248,144.0,110.0,0.0,1.0,1.0,3.0,4.0,13.0,15.0,8.0,13.0,6.0,7.0,14.0,74706.5,9800.5,7.0,2.0,1.0
DR76_RS00905,BW25113_RS11750,ECDH10B_RS12255,b2249,4821.0,7851.0,7.0,2.0,0.0,46.0,408.0,1180.0,458.0,490.0,396.0,377.0,102.0,168.0,87537.0,34956.5,260.0,208.0,237.0
DR76_RS00910,BW25113_RS11755,ECDH10B_RS12260,b2250,216.0,223.0,2.0,0.0,1.0,13.0,26.0,112.0,22.0,14.0,21.0,21.0,3.0,5.0,43606.5,19810.0,42.0,46.0,27.0
DR76_RS00915,BW25113_RS11760,ECDH10B_RS12265,b2251,1359.0,3351.0,10.0,3.0,8.0,20.0,33.0,125.0,101.0,128.0,91.0,76.0,17.0,19.0,40849.5,18636.0,60.0,51.0,58.0
DR76_RS00920,BW25113_RS11765,ECDH10B_RS12270,b2252,1187.0,1241.0,36.0,12.0,17.0,0.0,7.0,3.0,0.0,0.0,0.0,5.0,3.0,2.0,69645.5,8869.0,99.0,75.0,71.0
DR76_RS00925,BW25113_RS11770,ECDH10B_RS12275,b2253,7552.0,7052.0,8.0,3.0,2.0,139.0,0.0,1.0,24.0,22.0,14.0,25.0,19.0,49.0,100892.0,23029.5,207.0,157.0,194.0
DR76_RS00930,BW25113_RS11775,ECDH10B_RS12280,b2254,3082.0,3430.0,6.0,3.0,2.0,126.0,0.0,0.0,9.0,9.0,4.0,7.0,6.0,13.0,99698.5,18771.0,309.0,281.0,255.0
DR76_RS00935,BW25113_RS11780,ECDH10B_RS12285,b2255,5582.0,10366.0,13.0,8.0,5.0,50.0,0.0,0.0,59.0,48.0,31.0,51.0,32.0,56.0,196406.0,62792.5,651.0,604.0,618.0
DR76_RS00940,BW25113_RS11785,ECDH10B_RS12290,b2256,1104.0,2486.0,1.0,4.0,7.0,7.0,0.0,0.0,8.0,10.0,9.0,18.0,10.0,13.0,79747.0,14770.5,53.0,51.0,50.0
DR76_RS00945,BW25113_RS11790,ECDH10B_RS12295,b2257,1034.0,2738.0,17.0,8.0,9.0,4.0,0.0,0.0,21.0,10.0,16.0,11.0,9.0,25.0,154477.5,30898.5,71.0,76.0,60.0
DR76_RS00950,BW25113_RS11795,ECDH10B_RS12300,b4544,181.0,322.0,4.0,1.0,0.0,3.0,0.0,0.0,14.0,12.0,3.0,8.0,11.0,16.0,24911.5,14662.0,13.0,8.0,23.0
DR76_RS00955,BW25113_RS11800,ECDH10B_RS12305,b2258,273.0,301.0,0.0,0.0,1.0,7.0,0.0,0.0,35.0,25.0,30.0,16.0,40.0,92.0,41177.0,102074.5,0.0,1.0,6.0
DR76_RS00960,BW25113_RS11805,ECDH10B_RS12310,b2259,442.0,443.0,0.0,0.0,0.0,83.0,0.0,0.0,103.0,101.0,91.0,40.0,69.0,84.0,36844.0,306632.5,6.0,5.0,5.0
DR76_RS00965,BW25113_RS11810,ECDH10B_RS12315,b2260,736.0,2215.0,12.0,10.0,6.0,6.0,0.0,0.0,345.0,335.0,270.0,393.0,45.0,88.0,111330.5,48346.5,138.0,129.0,122.0
DR76_RS00970,BW25113_RS11815,ECDH10B_RS12320,b2261,945.0,3667.0,19.0,8.0,5.0,46.0,0.0,1.0,745.0,802.0,649.0,708.0,87.0,121.0,74272.5,58431.0,290.0,180.0,228.0
DR76_RS00975,BW25113_RS11820,ECDH10B_RS12325,b2262,1281.0,5368.0,12.0,5.0,7.0,34.0,0.0,0.0,777.0,828.0,650.0,728.0,117.0,153.0,64618.0,60151.5,444.0,392.0,393.0
DR76_RS00980,BW25113_RS11825,ECDH10B_RS12330,b2263,288.0,480.0,20.0,20.0,18.0,26.0,0.0,0.0,41.0,30.0,27.0,55.0,43.0,58.0,57380.0,34646.5,86.0,46.0,64.0
DR76_RS00985,BW25113_RS11830,ECDH10B_RS12335,b2264,2173.0,2896.0,79.0,53.0,48.0,51.0,0.0,0.0,542.0,501.0,456.0,383.0,177.0,260.0,121744.5,67121.5,158.0,120.0,155.0
DR76_RS00990,BW25113_RS11835,ECDH10B_RS12340,b2265,1934.0,1746.0,20.0,8.0,9.0,128.0,0.0,0.0,274.0,233.0,175.0,301.0,134.0,238.0,95476.5,100863.5,173.0,153.0,138.0
DR76_RS00995,BW25113_RS11840,ECDH10B_RS12345,b2266,439.0,771.0,12.0,3.0,5.0,525.0,1.0,3.0,375.0,467.0,418.0,277.0,116.0,187.0,32504.0,26125.0,1261.0,1053.0,2147.0
DR76_RS01000,BW25113_RS11845,ECDH10B_RS12350,b2267,495.0,750.0,19.0,7.0,12.0,36.0,0.0,0.0,108.0,84.0,88.0,87.0,45.0,62.0,59916.0,37335.5,128.0,83.0,148.0
DR76_RS01025,BW25113_RS11890,ECDH10B_RS12400,b2276,1973.0,6246.0,8.0,6.0,2.0,27.0,2168.0,5786.0,3950.0,4238.0,3466.0,3175.0,859.0,832.0,100669.5,147250.0,2141.0,2298.0,1686.0
DR76_RS01030,BW25113_RS11895,ECDH10B_RS12405,b2277,2319.0,7081.0,23.0,22.0,14.0,323.0,2170.0,5348.0,3367.0,3644.0,2787.0,2647.0,781.0,928.0,112146.5,156682.0,1796.0,1643.0,1440.0
DR76_RS01035,BW25113_RS11900,ECDH10B_RS12410,b2278,3461.0,10059.0,51.0,26.0,26.0,44.0,3442.0,7407.0,2290.0,2133.0,1716.0,1867.0,1096.0,1242.0,127637.5,259294.0,2940.0,2765.0,2073.0
DR76_RS01040,BW25113_RS11905,ECDH10B_RS12415,b2279,241.0,681.0,4.0,4.0,2.0,99.0,32.0,64.0,148.0,130.0,106.0,127.0,105.0,142.0,22689.5,24129.5,279.0,257.0,160.0
DR76_RS01045,BW25113_RS11910,ECDH10B_RS12420,b2280,1031.0,2626.0,7.0,1.0,5.0,92.0,453.0,837.0,358.0,312.0,258.0,279.0,299.0,449.0,46349.0,141661.0,761.0,687.0,523.0
DR76_RS01050,BW25113_RS11915,ECDH10B_RS12425,b2281,1031.0,2572.0,13.0,5.0,7.0,110.0,355.0,738.0,451.0,428.0,300.0,359.0,202.0,261.0,50949.0,125354.0,624.0,584.0,426.0
DR76_RS01055,BW25113_RS11920,ECDH10B_RS12430,b2282,1617.0,4127.0,21.0,13.0,13.0,40.0,825.0,1750.0,1074.0,1363.0,950.0,985.0,395.0,555.0,74656.0,304502.5,1331.0,1291.0,977.0
DR76_RS01060,BW25113_RS11925,ECDH10B_RS12435,b2283,6818.0,14086.0,94.0,37.0,44.0,287.0,4721.0,11643.0,5708.0,6113.0,5003.0,4840.0,1082.0,1587.0,211626.0,488515.0,3992.0,3790.0,2984.0
DR76_RS01065,BW25113_RS11930,ECDH10B_RS12440,b2284,6895.0,10698.0,33.0,30.0,19.0,74.0,2126.0,4529.0,2832.0,3157.0,2353.0,2509.0,438.0,614.0,104517.5,418501.5,1355.0,1315.0,997.0
DR76_RS01070,BW25113_RS11935,ECDH10B_RS12445,b2285,3366.0,4680.0,38.0,16.0,13.0,201.0,714.0,1548.0,957.0,1074.0,724.0,809.0,248.0,435.0,38040.0,342950.5,987.0,1063.0,762.0
DR76_RS01075,BW25113_RS11940,ECDH10B_RS12450,b2286,15902.0,18626.0,90.0,48.0,37.0,669.0,3858.0,9700.0,4620.0,4997.0,3700.0,4411.0,694.0,1264.0,134853.0,568738.5,4386.0,4131.0,3563.0
DR76_RS01080,BW25113_RS11945,ECDH10B_RS12455,b2287,9043.0,8073.0,29.0,12.0,26.0,287.0,1084.0,2160.0,2233.0,2358.0,1776.0,2061.0,420.0,693.0,58684.0,362716.5,575.0,549.0,468.0
DR76_RS01085,BW25113_RS11950,ECDH10B_RS12460,b2288,7376.0,4860.0,12.0,6.0,8.0,507.0,1722.0,4109.0,2569.0,2763.0,1926.0,2138.0,226.0,321.0,37697.0,328933.0,667.0,737.0,476.0
DR76_RS01090,BW25113_RS11955,ECDH10B_RS12465,b2289,2332.0,1624.0,66.0,30.0,48.0,38.0,229.0,1072.0,1452.0,1305.0,1064.0,904.0,622.0,842.0,101221.5,70663.5,409.0,300.0,380.0
DR76_RS01095,BW25113_RS11960,ECDH10B_RS12470,b2290,4873.0,6577.0,131.0,53.0,55.0,106.0,820.0,2226.0,384.0,484.0,314.0,429.0,80.0,138.0,120153.0,95462.0,666.0,675.0,653.0
DR76_RS01100,BW25113_RS11965,ECDH10B_RS12475,b2291,2056.0,1994.0,7.0,4.0,1.0,149.0,131.0,328.0,95.0,99.0,75.0,82.0,76.0,105.0,59611.0,24375.0,47.0,33.0,63.0
DR76_RS01110,BW25113_RS11975,ECDH10B_RS12485,b2293,3615.0,6164.0,17.0,7.0,5.0,132.0,190.0,995.0,1338.0,1465.0,1143.0,811.0,88.0,120.0,50753.5,29770.5,672.0,557.0,737.0
DR76_RS01115,BW25113_RS11980,ECDH10B_RS12490,b2294,4088.0,7041.0,3.0,1.0,4.0,667.0,244.0,1595.0,986.0,1207.0,906.0,710.0,81.0,131.0,57638.5,53620.0,926.0,751.0,931.0
DR76_RS01120,BW25113_RS11985,ECDH10B_RS12495,b2295,4086.0,2856.0,8.0,8.0,5.0,127.0,124.0,533.0,211.0,176.0,139.0,199.0,94.0,152.0,40930.0,38412.5,289.0,251.0,286.0
DR76_RS01130,BW25113_RS11995,ECDH10B_RS12505,b2296,22479.0,60364.0,330.0,139.0,185.0,257.0,3957.0,14110.0,4138.0,4067.0,3139.0,4004.0,590.0,841.0,104733.0,455955.0,2473.0,2331.0,2044.0
DR76_RS01135,BW25113_RS12000,ECDH10B_RS12510,b2297,20621.0,93762.0,452.0,237.0,258.0,109.0,5280.0,20132.0,4861.0,5061.0,4262.0,5138.0,493.0,761.0,169963.0,228790.5,6517.0,5398.0,4804.0
DR76_RS01140,BW25113_RS12005,ECDH10B_RS12515,b2298,312.0,701.0,232.0,129.0,139.0,1.0,55.0,303.0,181.0,158.0,118.0,129.0,13.0,15.0,134518.0,36528.0,0.0,10.0,4.0
DR76_RS01145,BW25113_RS12010,ECDH10B_RS12520,b2299,2582.0,3419.0,30.0,29.0,28.0,56.0,256.0,1196.0,193.0,187.0,146.0,211.0,84.0,140.0,47408.0,82610.5,550.0,528.0,520.0
DR76_RS01150,BW25113_RS12015,ECDH10B_RS12525,b2300,2102.0,2843.0,2.0,1.0,2.0,276.0,275.0,954.0,234.0,224.0,146.0,223.0,53.0,113.0,52644.5,72990.0,404.0,385.0,506.0
DR76_RS01155,BW25113_RS12020,ECDH10B_RS12530,b2301,2086.0,2522.0,3.0,2.0,0.0,34.0,86.0,289.0,90.0,95.0,71.0,72.0,35.0,61.0,59572.0,14779.0,119.0,67.0,208.0
DR76_RS01160,BW25113_RS12025,ECDH10B_RS12535,b2302,58.0,48.0,82.0,39.0,45.0,74.0,10.0,30.0,24.0,33.0,26.0,14.0,24.0,28.0,56097.5,7984.5,49.0,35.0,69.0
DR76_RS01165,BW25113_RS12030,ECDH10B_RS12540,b2303,1373.0,1207.0,34.0,25.0,22.0,387.0,179.0,487.0,109.0,106.0,86.0,138.0,59.0,109.0,37844.0,93256.0,1276.0,956.0,939.0
DR76_RS01170,BW25113_RS12035,ECDH10B_RS12545,b2304,3534.0,2822.0,28.0,6.0,15.0,290.0,303.0,975.0,507.0,575.0,513.0,264.0,180.0,266.0,69588.5,47628.0,551.0,349.0,417.0
DR76_RS01175,BW25113_RS12045,ECDH10B_RS12555,b2306,874.0,492.0,48.0,25.0,28.0,16.0,49.0,95.0,14.0,15.0,17.0,31.0,17.0,25.0,81574.0,22343.5,365.0,437.0,299.0
DR76_RS01180,BW25113_RS12050,ECDH10B_RS12560,b2307,455.0,238.0,22.0,9.0,6.0,59.0,20.0,23.0,17.0,13.0,6.0,40.0,18.0,27.0,83069.5,19222.5,296.0,326.0,276.0
DR76_RS01185,BW25113_RS12055,ECDH10B_RS12565,b2308,718.0,326.0,7.0,0.0,2.0,42.0,74.0,89.0,34.0,37.0,24.0,52.0,19.0,45.0,60216.0,34747.5,787.0,722.0,621.0
DR76_RS01190,BW25113_RS12060,ECDH10B_RS12570,b2309,2214.0,2208.0,16.0,7.0,6.0,254.0,365.0,797.0,336.0,370.0,314.0,410.0,54.0,118.0,91207.0,55784.5,4952.0,4314.0,3358.0
DR76_RS01195,BW25113_RS12065,ECDH10B_RS12575,b2310,540.0,288.0,21.0,7.0,9.0,183.0,289.0,674.0,63.0,109.0,50.0,100.0,58.0,81.0,93518.5,33720.0,1207.0,1172.0,1163.0
DR76_RS01200,BW25113_RS12070,ECDH10B_RS12580,b2311,960.0,732.0,49.0,42.0,32.0,10.0,58.0,139.0,98.0,54.0,40.0,77.0,22.0,25.0,46522.0,12868.0,43.0,30.0,44.0
DR76_RS01205,BW25113_RS12075,ECDH10B_RS12585,b2312,2603.0,5475.0,10.0,6.0,9.0,72.0,235.0,492.0,148.0,124.0,121.0,295.0,43.0,56.0,127621.5,68548.0,3657.0,3509.0,2918.0
DR76_RS01210,BW25113_RS12080,ECDH10B_RS12590,b2313,1974.0,2912.0,11.0,5.0,3.0,8.0,296.0,419.0,102.0,86.0,64.0,185.0,23.0,42.0,53177.0,77352.5,3819.0,3363.0,2932.0
DR76_RS01215,BW25113_RS12085,ECDH10B_RS12595,b2314,2983.0,3774.0,27.0,14.0,13.0,36.0,296.0,811.0,346.0,338.0,283.0,300.0,119.0,207.0,59728.5,56744.5,128.0,137.0,130.0
DR76_RS01220,BW25113_RS12090,ECDH10B_RS12600,b2315,2803.0,3423.0,48.0,52.0,31.0,49.0,342.0,781.0,278.0,247.0,180.0,361.0,97.0,162.0,99308.5,200907.5,636.0,619.0,501.0
DR76_RS01225,BW25113_RS12095,ECDH10B_RS12605,b2316,8647.0,11479.0,64.0,38.0,39.0,45.0,1774.0,4624.0,2273.0,2112.0,1595.0,2963.0,479.0,642.0,91228.0,216927.5,4903.0,4190.0,4312.0
DR76_RS01230,BW25113_RS12100,ECDH10B_RS12610,b2317,846.0,828.0,19.0,12.0,14.0,22.0,527.0,1207.0,127.0,154.0,75.0,174.0,49.0,107.0,71296.0,57698.0,278.0,230.0,285.0
DR76_RS01235,BW25113_RS12105,ECDH10B_RS12615,b2318,692.0,861.0,124.0,67.0,65.0,24.0,188.0,471.0,84.0,120.0,72.0,146.0,102.0,142.0,62718.0,42196.0,383.0,267.0,347.0
DR76_RS01240,BW25113_RS12110,ECDH10B_RS12620,b2319,2674.0,3413.0,125.0,68.0,81.0,30.0,386.0,1144.0,255.0,246.0,187.0,348.0,59.0,136.0,85714.0,66122.0,1073.0,732.0,956.0
DR76_RS01245,BW25113_RS12115,ECDH10B_RS12625,b2320,4704.0,5773.0,99.0,33.0,52.0,73.0,619.0,1819.0,584.0,574.0,438.0,558.0,118.0,141.0,97249.5,89005.5,1326.0,1146.0,1055.0
DR76_RS01250,BW25113_RS12120,ECDH10B_RS12630,b2321,1440.0,1341.0,59.0,23.0,29.0,129.0,207.0,450.0,151.0,115.0,100.0,202.0,39.0,77.0,102632.0,66394.5,58.0,32.0,60.0
