"data_set"	"start"	"end"
"1648"	"H4"	3438025	3438433
"1649"	"H4"	4269415	4270126
"1650"	"H4"	4335695	4337030
"1651"	"H4"	4410134	4410533
"1652"	"H4"	4410554	4411250
"1653"	"H4"	4561498	4562674
"1654"	"H4"	4604161	4604836
"1655"	"U"	41611	42680
"1656"	"U"	83715	84024
"1657"	"U"	84095	84499
"1658"	"U"	85159	85373
"1659"	"U"	150671	151113
"1660"	"U"	155915	156870
"1661"	"U"	156941	157212
"1662"	"U"	157264	157592
"1663"	"U"	237002	237159
"1664"	"U"	237230	239211
"1665"	"U"	259061	259237
"1666"	"U"	284483	284659
"1667"	"U"	292121	292600
"1668"	"U"	293204	294007
"1669"	"U"	310000	311126
"1670"	"U"	312052	314033
"1671"	"U"	317315	318194
"1672"	"U"	318778	318973
"1673"	"U"	319044	319258
"1674"	"U"	320203	320816
"1675"	"U"	323852	324825
"1676"	"U"	330634	331589
"1677"	"U"	334510	334686
"1678"	"U"	335555	335940
"1679"	"U"	342984	344243
"1680"	"U"	383397	384086
"1681"	"U"	384138	384694
"1682"	"U"	388793	389083
"1683"	"U"	389136	389748
"1684"	"U"	393581	394175
"1685"	"U"	400212	400825
"1686"	"U"	450942	451422
"1687"	"U"	480031	480283
"1688"	"U"	480355	480511
"1689"	"U"	521907	522633
"1690"	"U"	526258	527878
"1691"	"U"	528139	528809
"1692"	"U"	534865	535231
"1693"	"U"	536575	537150
"1694"	"U"	538000	538404
"1695"	"U"	544441	544826
"1696"	"U"	545429	546118
"1697"	"U"	556962	558202
"1698"	"U"	558254	558582
"1699"	"U"	561408	562192
"1700"	"U"	562947	563579
"1701"	"U"	567678	568044
"1702"	"U"	568096	570989
"1703"	"U"	571041	571350
"1704"	"U"	573188	573819
"1705"	"U"	575886	576233
"1706"	"U"	576286	576670
"1707"	"U"	577938	579140
"1708"	"U"	582004	582579
"1709"	"U"	582821	583282
"1710"	"U"	583448	585220
"1711"	"U"	617059	617672
"1712"	"U"	635641	637261
"1713"	"U"	650860	651758
"1714"	"U"	656790	657251
"1715"	"U"	661445	662400
"1716"	"U"	676759	677372
"1717"	"U"	679552	679880
"1718"	"U"	679970	680241
"1719"	"U"	720592	721167
"1720"	"U"	721219	721699
"1721"	"U"	732714	732909
"1722"	"U"	733614	734780
"1723"	"U"	735811	739163
"1724"	"U"	752322	752764
"1725"	"U"	753025	753733
"1726"	"U"	800601	801024
"1727"	"U"	801076	801309
"1728"	"U"	821216	821392
"1729"	"U"	873162	874611
"1730"	"U"	997840	999099
"1731"	"U"	1051040	1051634
"1732"	"U"	1064207	1065694
"1733"	"U"	1065746	1065998
"1734"	"U"	1092783	1094289
"1735"	"U"	1096089	1096645
"1736"	"U"	1102216	1102468
"1737"	"U"	1103090	1104520
"1738"	"U"	1120747	1121113
"1739"	"U"	1182231	1182407
"1740"	"U"	1182611	1182919
"1741"	"U"	1213011	1213263
"1742"	"U"	1213315	1213871
"1743"	"U"	1214094	1214783
"1744"	"U"	1217514	1218830
"1745"	"U"	1219357	1221224
"1746"	"U"	1221295	1222611
"1747"	"U"	1224544	1225084
"1748"	"U"	1230833	1231123
"1749"	"U"	1231631	1232016
"1750"	"U"	1257262	1258236
"1751"	"U"	1316263	1317788
"1752"	"U"	1317840	1318244
"1753"	"U"	1344554	1345186
"1754"	"U"	1373092	1373743
"1755"	"U"	1384834	1385257
"1756"	"U"	1414380	1415809
"1757"	"U"	1419338	1419932
"1758"	"U"	1420402	1420711
"1759"	"U"	1425228	1426468
"1760"	"U"	1426539	1427228
"1761"	"U"	1435199	1436405
"1762"	"U"	1438319	1438609
"1763"	"U"	1438680	1439141
"1764"	"U"	1466496	1466653
"1765"	"U"	1466857	1467489
"1766"	"U"	1477041	1477578
"1767"	"U"	1479777	1480732
"1768"	"U"	1528284	1529638
"1769"	"U"	1531419	1531671
"1770"	"U"	1531818	1534506
"1771"	"U"	1545441	1546453
"1772"	"U"	1546581	1547840
"1773"	"U"	1547892	1548505
"1774"	"U"	1557962	1558385
"1775"	"U"	1573580	1573850
"1776"	"U"	1573922	1574421
"1777"	"U"	1581351	1581812
"1778"	"U"	1584467	1584928
"1779"	"U"	1585037	1585403
"1780"	"U"	1585474	1586049
"1781"	"U"	1588134	1588291
"1782"	"U"	1588362	1589412
"1783"	"U"	1591174	1591958
"1784"	"U"	1598584	1600394
"1785"	"U"	1617356	1618311
"1786"	"U"	1625640	1626709
"1787"	"U"	1633867	1634176
"1788"	"U"	1634228	1635525
"1789"	"U"	1638598	1639268
"1790"	"U"	1639339	1639857
"1791"	"U"	1640061	1640883
"1792"	"U"	1642265	1643182
"1793"	"U"	1694287	1694748
"1794"	"U"	1756037	1757068
"1795"	"U"	1774049	1774472
"1796"	"U"	1775227	1775479
"1797"	"U"	1777071	1777607
"1798"	"U"	1780281	1780666
"1799"	"U"	1804563	1806924
"1800"	"U"	1807793	1808102
"1801"	"U"	1814101	1814752
"1802"	"U"	1814804	1815227
"1803"	"U"	1819972	1820224
"1804"	"U"	1820276	1820699
"1805"	"U"	1822632	1822958
"1806"	"U"	1827382	1827710
"1807"	"U"	1854495	1855051
"1808"	"U"	1855635	1856001
"1809"	"U"	1871785	1873329
"1810"	"U"	1906650	1907111
"1811"	"U"	1907163	1907472
"1812"	"U"	1909329	1910151
"1813"	"U"	1947652	1948436
"1814"	"U"	1959413	1959931
"1815"	"U"	1960078	1960368
"1816"	"U"	1988469	1988835
"1817"	"U"	1990540	1990754
"1818"	"U"	1990806	1990963
"1819"	"U"	2012998	2014770
"1820"	"U"	2025538	2026227
"1821"	"U"	2026374	2026569
"1822"	"U"	2035361	2035955
"1823"	"U"	2036216	2036449
"1824"	"U"	2037679	2038007
"1825"	"U"	2043740	2044353
"1826"	"U"	2058446	2059818
"1827"	"U"	2101481	2102132
"1828"	"U"	2105072	2107376
"1829"	"U"	2107428	2108288
"1830"	"U"	2108359	2108839
"1831"	"U"	2108891	2109124
"1832"	"U"	2109176	2109485
"1833"	"U"	2109538	2110986
"1834"	"U"	2111038	2112487
"1835"	"U"	2130931	2132608
"1836"	"U"	2139215	2140246
"1837"	"U"	2152990	2153147
"1838"	"U"	2153199	2153698
"1839"	"U"	2170128	2170474
"1840"	"U"	2170565	2170836
"1841"	"U"	2171838	2172090
"1842"	"U"	2174688	2174978
"1843"	"U"	2176588	2176821
"1844"	"U"	2190688	2192137
"1845"	"U"	2193823	2195557
"1846"	"U"	2195609	2196089
"1847"	"U"	2207351	2208135
"1848"	"U"	2232241	2232512
"1849"	"U"	2236877	2237452
"1850"	"U"	2258385	2258732
"1851"	"U"	2262242	2262437
"1852"	"U"	2316221	2316549
"1853"	"U"	2348090	2349007
"1854"	"U"	2349059	2349387
"1855"	"U"	2370225	2370439
"1856"	"U"	2370510	2370724
"1857"	"U"	2387230	2388926
"1858"	"U"	2390118	2391909
"1859"	"U"	2391999	2393657
"1860"	"U"	2412611	2412806
"1861"	"U"	2460738	2461256
"1862"	"U"	2461327	2461731
"1863"	"U"	2468205	2470015
"1864"	"U"	2474019	2474727
"1865"	"U"	2474950	2475145
"1866"	"U"	2475273	2475620
"1867"	"U"	2475881	2476114
"1868"	"U"	2476166	2476342
"1869"	"U"	2476755	2476950
"1870"	"U"	2477002	2477178
"1871"	"U"	2479491	2479686
"1872"	"U"	2486331	2487419
"1873"	"U"	2488288	2489680
"1874"	"U"	2489808	2491979
"1875"	"U"	2495280	2495703
"1876"	"U"	2498453	2499389
"1877"	"U"	2499783	2500358
"1878"	"U"	2527675	2528326
"1879"	"U"	2530335	2530719
"1880"	"U"	2574275	2574869
"1881"	"U"	2627475	2628297
"1882"	"U"	2628368	2628658
"1883"	"U"	2698687	2698901
"1884"	"U"	2756085	2756717
"1885"	"U"	2757396	2758959
"1886"	"U"	2759030	2759624
"1887"	"U"	2771779	2772335
"1888"	"U"	2772520	2773874
"1889"	"U"	2780101	2780505
"1890"	"U"	2781070	2781873
"1891"	"U"	2782153	2785141
"1892"	"U"	2785193	2787649
"1893"	"U"	2796175	2796731
"1894"	"U"	2796878	2797529
"1895"	"U"	2803167	2803742
"1896"	"U"	2881618	2881832
"1897"	"U"	2882568	2882934
"1898"	"U"	2885608	2886221
"1899"	"U"	2897863	2898666
"1900"	"U"	2898889	2899521
"1901"	"U"	2901986	2902428
"1902"	"U"	2902499	2903511
"1903"	"U"	2903829	2904993
"1904"	"U"	2932329	2933550
"1905"	"U"	2984940	2986693
"1906"	"U"	2986745	2992146
"1907"	"U"	2992198	2993837
"1908"	"U"	2993889	2994996
"1909"	"U"	2997100	2997580
"1910"	"U"	3003636	3004116
"1911"	"U"	3013744	3014604
"1912"	"U"	3075798	3075993
"1913"	"U"	3077413	3078083
"1914"	"U"	3117560	3118382
"1915"	"U"	3132342	3132727
"1916"	"U"	3132779	3133088
"1917"	"U"	3134755	3135558
"1918"	"U"	3170437	3171278
"1919"	"U"	3182103	3182526
"1920"	"U"	3183586	3183932
"1921"	"U"	3184003	3184578
"1922"	"U"	3186169	3186725
"1923"	"U"	3188525	3190106
"1924"	"U"	3190444	3191817
"1925"	"U"	3204295	3204661
"1926"	"U"	3204713	3204870
"1927"	"U"	3226202	3226359
"1928"	"U"	3251111	3251895
"1929"	"U"	3265553	3266394
"1930"	"U"	3266617	3267040
"1931"	"U"	3267130	3267971
"1932"	"U"	3268023	3268636
"1933"	"U"	3268840	3269718
"1934"	"U"	3274503	3274887
"1935"	"U"	3274939	3275438
"1936"	"U"	3283584	3284653
"1937"	"U"	3286586	3287104
"1938"	"U"	3287289	3287522
"1939"	"U"	3288011	3288643
"1940"	"U"	3320843	3321209
"1941"	"U"	3321261	3321494
"1942"	"U"	3360325	3360748
"1943"	"U"	3360800	3361375
"1944"	"U"	3361446	3362477
"1945"	"U"	3374366	3374808
"1946"	"U"	3412537	3413929
"1947"	"U"	3417933	3418812
"1948"	"U"	3462341	3462821
"1949"	"U"	3543714	3543947
"1950"	"U"	3549034	3550122
"1951"	"U"	3556919	3557931
"1952"	"U"	3557983	3558368
"1953"	"U"	3567046	3567545
"1954"	"U"	3572214	3572789
"1955"	"U"	3592316	3592758
"1956"	"U"	3633223	3634349
"1957"	"U"	3650190	3650765
"1958"	"U"	3729633	3730265
"1959"	"U"	3730678	3731025
"1960"	"U"	3750389	3750584
"1961"	"U"	3751797	3752087
"1962"	"U"	3796257	3796433
"1963"	"U"	3796485	3796718
"1964"	"U"	3803288	3804014
"1965"	"U"	3832224	3834186
"1966"	"U"	3834238	3835345
"1967"	"U"	3835568	3835896
"1968"	"U"	3835967	3839259
"1969"	"U"	3839311	3840570
"1970"	"U"	3840622	3840874
"1971"	"U"	3840945	3841121
"1972"	"U"	3841192	3841349
"1973"	"U"	3841458	3842983
"1974"	"U"	3843035	3843230
"1975"	"U"	3843415	3843781
"1976"	"U"	3846417	3846669
"1977"	"U"	3846721	3847619
"1978"	"U"	3850141	3851248
"1979"	"U"	3870148	3870666
"1980"	"U"	3870794	3872186
"1981"	"U"	3872238	3872775
"1982"	"U"	3873093	3873497
"1983"	"U"	3873549	3874314
"1984"	"U"	3875367	3875533
"1985"	"U"	3882061	3882465
"1986"	"U"	3882556	3882788
"1987"	"U"	3885652	3886322
"1988"	"U"	3888103	3888830
"1989"	"U"	3894107	3894682
"1990"	"U"	3895836	3896487
"1991"	"U"	3917876	3918545
"1992"	"U"	3919757	3920142
"1993"	"U"	3968264	3968459
"1994"	"U"	3972159	3972658
"1995"	"U"	3972748	3973014
"1996"	"U"	3974130	3975147
"1997"	"U"	3975218	3976040
"1998"	"U"	3981469	3982842
"1999"	"U"	3983141	3983526
"2000"	"U"	3983578	3984723
"2001"	"U"	3985174	3986642
"2002"	"U"	3986732	3987193
"2003"	"U"	3988385	3989074
"2004"	"U"	3989126	3989758
"2005"	"U"	4004402	4004654
"2006"	"U"	4005067	4005585
"2007"	"U"	4005656	4006345
"2008"	"U"	4006397	4007352
"2009"	"U"	4007404	4009271
"2010"	"U"	4015061	4017517
"2011"	"U"	4018358	4018524
"2012"	"U"	4055265	4056201
"2013"	"U"	4056925	4059146
"2014"	"U"	4140691	4140979
"2015"	"U"	4141031	4141454
"2016"	"U"	4170405	4170885
"2017"	"U"	4184541	4184755
"2018"	"U"	4184997	4185306
"2019"	"U"	4223850	4226496
"2020"	"U"	4239088	4239302
"2021"	"U"	4239373	4239739
"2022"	"U"	4245396	4246275
"2023"	"U"	4254060	4254692
"2024"	"U"	4254744	4255110
"2025"	"U"	4255257	4255832
"2026"	"U"	4263541	4265370
"2027"	"U"	4271673	4273084
"2028"	"U"	4279349	4280285
"2029"	"U"	4285353	4286916
"2030"	"U"	4307567	4308009
"2031"	"U"	4308061	4308313
"2032"	"U"	4309828	4310346
"2033"	"U"	4315245	4315782
"2034"	"U"	4316518	4317074
"2035"	"U"	4331414	4331628
"2036"	"U"	4331737	4332122
"2037"	"U"	4342491	4342686
"2038"	"U"	4353492	4354048
"2039"	"U"	4357368	4357544
"2040"	"U"	4363049	4363244
"2041"	"U"	4364417	4365657
"2042"	"U"	4366697	4366873
"2043"	"U"	4378688	4378997
"2044"	"U"	4414560	4414755
"2045"	"U"	4414807	4415306
"2046"	"U"	4416574	4416788
"2047"	"U"	4431888	4432710
"2048"	"U"	4442015	4443312
"2049"	"U"	4479882	4481274
"2050"	"U"	4481421	4482262
"2051"	"U"	4484005	4484352
"2052"	"U"	4484404	4484960
"2053"	"U"	4485012	4485511
"2054"	"U"	4498787	4499172
"2055"	"U"	4499262	4499457
"2056"	"U"	4508401	4510857
"2057"	"U"	4510909	4511389
"2058"	"U"	4529738	4530617
"2059"	"U"	4543817	4544639
"2060"	"U"	4544957	4547033
"2061"	"U"	4547085	4547318
"2062"	"U"	4547370	4547584
"2063"	"U"	4549308	4549636
"2064"	"U"	4549688	4549921
"2065"	"U"	4559739	4561796
"2066"	"U"	4576725	4577091
"2067"	"U"	4581532	4582810
"2068"	"U"	4582957	4584083
"2069"	"U"	4584420	4586097
"2070"	"U"	4599202	4599473
"2071"	"U"	4607543	4608365
"2072"	"L"	3411886	3413043
"2073"	"L"	3841987	3843753
"2074"	"L"	3282192	3282668
"2075"	"L"	543281	544516
"2076"	"L"	1554089	1554304
"2077"	"L"	1816629	1817471
"2078"	"L"	2121108	2122544
"2079"	"L"	655780	656340
"2080"	"L"	1101769	1102419
"2081"	"L"	1101375	1101764
"2082"	"L"	3718072	3718284
"2083"	"L"	1636479	1636691
"2084"	"L"	3380222	3381289
"2085"	"L"	12163	14079
"2086"	"L"	3223744	3224193
"2087"	"L"	1638394	1638609
"2088"	"L"	4541138	4541686
"2089"	"L"	4543119	4545755
"2090"	"L"	4541751	4542290
"2091"	"L"	42403	43173
"2092"	"L"	1130661	1131065
"2093"	"L"	1131797	1133005
"2094"	"L"	1133952	1134734
"2095"	"L"	1129058	1129351
"2096"	"L"	1128637	1129053
"2097"	"L"	1999094	1999813
"2098"	"L"	2012904	2013899
"2099"	"L"	2015970	2016413
"2100"	"L"	1998497	1999048
"2101"	"L"	3664203	3665603
"2102"	"L"	3656389	3656916
"2103"	"L"	2169857	2170897
"2104"	"L"	2105250	2106353
"2105"	"L"	3359198	3359962
"2106"	"L"	3454399	3456351
"2107"	"L"	3456361	3457842
"2108"	"L"	3654431	3654763
"2109"	"L"	3653989	3654315
"2110"	"L"	1228706	1229617
"2111"	"L"	4492646	4493209
"2112"	"L"	478591	479142
"2113"	"L"	3658437	3661550
"2114"	"L"	1670844	1671173
"2115"	"L"	965844	967592
"2116"	"L"	574981	576108
"2117"	"L"	2798745	2798990
"2118"	"L"	985117	986205
"2119"	"L"	1341134	1341352
"2120"	"L"	1554649	1555080
"2121"	"L"	1431108	1431108
"2122"	"L"	3132894	3134393
"2123"	"L"	2802837	2804039
"2124"	"L"	3760206	3764339
"2125"	"L"	522485	526765
"2126"	"L"	4021577	4022359
"2127"	"L"	3261708	3263039
"2128"	"L"	3260474	3261694
"2129"	"L"	3886753	3888168
"2130"	"L"	1952602	1955031
"2131"	"L"	2096471	2097637
"2132"	"L"	1990898	1992730
"2133"	"L"	2126928	2127674
"2134"	"L"	2112526	2113920
"2135"	"L"	2519615	2520499
"2136"	"L"	527864	528124
"2137"	"L"	579103	579309
"2138"	"L"	737315	738076
"2139"	"L"	715611	715820
"2140"	"L"	820016	820729
"2141"	"L"	997091	997630
"2142"	"L"	1085329	1085742
"2143"	"L"	1117124	1117699
"2144"	"L"	1168296	1168553
"2145"	"L"	1252308	1255175
"2146"	"L"	1371246	1372127
"2147"	"L"	1500481	1501149
"2148"	"L"	1508027	1509433
"2149"	"L"	1622129	1622521
"2150"	"L"	1582231	1584510
"2151"	"L"	1854957	1855793
"2152"	"L"	1870065	1871555
"2153"	"L"	1879936	1881021
"2154"	"L"	2082491	2083549
"2155"	"L"	2256377	2257318
"2156"	"L"	2362576	2363001
"2157"	"L"	2363932	2365089
"2158"	"L"	2589269	2589625
"2159"	"L"	2739897	2740415
"2160"	"L"	2876877	2877794
"2161"	"L"	2878396	2879070
"2162"	"L"	2879073	2880164
"2163"	"L"	2880177	2880659
"2164"	"L"	2880652	2882160
"2165"	"L"	3183436	3183987
"2166"	"L"	3497470	3497637
"2167"	"L"	3622401	3623537
"2168"	"L"	3623702	3624826
"2169"	"L"	3632864	3633916
"2170"	"L"	3742827	3744104
"2171"	"L"	3749151	3749891
"2172"	"L"	3750015	3750989
"2173"	"L"	3752128	3752451
"2174"	"L"	4233929	4234171
"2175"	"L"	4504884	4505132
"2176"	"L"	4518694	4520043
"2177"	"L"	4522128	4523033
"2178"	"L"	4523038	4523826
"2179"	"L"	4567021	4567332
"2180"	"L"	407893	408174
"2181"	"L"	874558	875886
"2182"	"L"	1423401	1423664
"2183"	"L"	1518987	1521089
"2184"	"L"	1841855	1842895
"2185"	"L"	1892097	1892456
"2186"	"L"	1905472	1905615
"2187"	"L"	3581064	3581477
"2188"	"O"	40417	41931
"2189"	"O"	42367	43173
"2190"	"O"	58474	59124
"2191"	"O"	59121	59279
"2192"	"O"	81958	83529
"2193"	"O"	83622	83708
"2194"	"O"	84191	85312
"2195"	"O"	85540	87354
"2196"	"O"	149715	150953
"2197"	"O"	151003	151599
"2198"	"O"	151626	152231
"2199"	"O"	152243	152854
"2200"	"O"	152829	155426
"2201"	"O"	155461	156201
"2202"	"O"	156299	156883
"2203"	"O"	179237	180754
"2204"	"O"	236931	237007
"2205"	"O"	237335	238120
"2206"	"O"	238746	239084
"2207"	"O"	245065	245805
"2208"	"O"	245961	246239
"2209"	"O"	246242	246502
"2210"	"O"	246712	247461
"2211"	"O"	252005	252298
"2212"	"O"	252301	252699
"2213"	"O"	252709	253161
"2214"	"O"	253467	253733
"2215"	"O"	257829	258230
"2216"	"O"	258269	259324
"2217"	"O"	284619	286001
"2218"	"O"	291546	292172
"2219"	"O"	292444	293142
"2220"	"O"	293169	294023
"2221"	"O"	294363	294803
"2222"	"O"	294920	296320
"2223"	"O"	302215	302829
"2224"	"O"	303077	303406
"2225"	"O"	309308	309895
"2226"	"O"	309970	310560
"2227"	"O"	311336	311563
"2228"	"O"	311738	312001
"2229"	"O"	313581	314468
"2230"	"O"	314506	314814
"2231"	"O"	314811	315677
"2232"	"O"	315674	316393
"2233"	"O"	316950	317552
"2234"	"O"	317555	317806
"2235"	"O"	317900	319252
"2236"	"O"	319451	320305
"2237"	"O"	320832	321551
"2238"	"O"	321562	322989
"2239"	"O"	322829	323677
"2240"	"O"	323632	323844
"2241"	"O"	323920	324588
"2242"	"O"	331595	332683
"2243"	"O"	332725	333657
"2244"	"O"	333749	334246
"2245"	"O"	334504	335109
"2246"	"O"	335149	336012
"2247"	"O"	343400	344215
"2248"	"O"	344598	344873
"2249"	"O"	344890	345561
"2250"	"O"	345708	345983
"2251"	"O"	346081	347667
"2252"	"O"	360473	361084
"2253"	"O"	361150	362403
"2254"	"O"	379293	380066
"2255"	"O"	380068	380511
"2256"	"O"	380530	380940
"2257"	"O"	380898	381803
"2258"	"O"	381728	382114
"2259"	"O"	381963	383159
"2260"	"O"	383283	383693
"2261"	"O"	384399	385418
"2262"	"O"	387977	388984
"2263"	"O"	389121	389390
"2264"	"O"	389475	390935
"2265"	"O"	393685	394353
"2266"	"O"	400610	400870
"2267"	"O"	400971	402386
"2268"	"O"	406652	407329
"2269"	"O"	407401	407685
"2270"	"O"	407893	408174
"2271"	"O"	449887	450834
"2272"	"O"	478591	479142
"2273"	"O"	479314	479532
"2274"	"O"	479558	479932
"2275"	"O"	515143	515820
"2276"	"O"	515780	516586
"2277"	"O"	522485	526765
"2278"	"O"	526805	527173
"2279"	"O"	527173	527883
"2280"	"O"	527864	528124
"2281"	"O"	528163	528354
"2282"	"O"	534934	535710
"2283"	"O"	535810	536688
"2284"	"O"	536720	536998
"2285"	"O"	536998	538311
"2286"	"O"	538371	539732
"2287"	"O"	539783	541090
"2288"	"O"	541112	542257
"2289"	"O"	542485	543270
"2290"	"O"	543281	544516
"2291"	"O"	544538	545587
"2292"	"O"	545904	547571
"2293"	"O"	557402	557977
"2294"	"O"	558197	558889
"2295"	"O"	558920	561523
"2296"	"O"	561565	562542
"2297"	"O"	562553	563068
"2298"	"O"	563071	563703
"2299"	"O"	563946	564022
"2300"	"O"	564038	565201
"2301"	"O"	565195	565755
"2302"	"O"	566056	566364
"2303"	"O"	566361	567227
"2304"	"O"	567333	567470
"2305"	"O"	567538	567870
"2306"	"O"	568125	569651
"2307"	"O"	570116	570667
"2308"	"O"	570677	571474
"2309"	"O"	571689	572144
"2310"	"O"	572144	572314
"2311"	"O"	572307	572597
"2312"	"O"	572594	572956
"2313"	"O"	573179	573562
"2314"	"O"	573960	574976
"2315"	"O"	574981	576108
"2316"	"O"	576621	576836
"2317"	"O"	576836	577333
"2318"	"O"	577330	577791
"2319"	"O"	577823	578116
"2320"	"O"	578407	578859
"2321"	"O"	579103	579309
"2322"	"O"	580057	580602
"2323"	"O"	580577	581320
"2324"	"O"	581375	581959
"2325"	"O"	582098	582283
"2326"	"O"	582904	583653
"2327"	"O"	583903	584856
"2328"	"O"	617477	618610
"2329"	"O"	634572	635792
"2330"	"O"	635939	636841
"2331"	"O"	650021	651166
"2332"	"O"	651458	653116
"2333"	"O"	653806	655191
"2334"	"O"	655780	656340
"2335"	"O"	656515	656724
"2336"	"O"	659648	660448
"2337"	"O"	674793	675776
"2338"	"O"	675934	676641
"2339"	"O"	676638	678065
"2340"	"O"	678075	678629
"2341"	"O"	678731	679438
"2342"	"O"	680946	682616
"2343"	"O"	707557	708963
"2344"	"O"	714635	715129
"2345"	"O"	715170	715532
"2346"	"O"	715611	715928
"2347"	"O"	717485	719683
"2348"	"O"	728357	728563
"2349"	"O"	732999	733325
"2350"	"O"	733443	734876
"2351"	"O"	734873	735442
"2352"	"O"	736327	737184
"2353"	"O"	737315	738076
"2354"	"O"	738224	738733
"2355"	"O"	748945	751401
"2356"	"O"	751452	752018
"2357"	"O"	752408	753691
"2358"	"O"	798845	799861
"2359"	"O"	799982	801034
"2360"	"O"	801110	802543
"2361"	"O"	802702	804987
"2362"	"O"	820016	820729
"2363"	"O"	847631	848134
"2364"	"O"	848433	849320
"2365"	"O"	872202	874550
"2366"	"O"	874558	875886
"2367"	"O"	887357	889042
"2368"	"O"	914575	915270
"2369"	"O"	915696	917354
"2370"	"O"	931818	932312
"2371"	"O"	946260	947882
"2372"	"O"	947883	948791
"2373"	"O"	948891	949481
"2374"	"O"	952832	953689
"2375"	"O"	2309668	2310771
"2376"	"O"	2338439	2342191
"2377"	"O"	2405583	2406800
"2378"	"O"	2572324	2573025
"2379"	"O"	2573000	2573479
"2380"	"O"	2573492	2573899
"2381"	"O"	2589269	2589625
"2382"	"O"	3465182	3467875
"2383"	"O"	3497470	3497637
"2384"	"O"	3497881	3499269
"2385"	"O"	3897431	3898633
"2386"	"O"	3898627	3900243
"2387"	"O"	3900312	3901724
"2388"	"O"	3901743	3903620
"2389"	"O"	3903754	3904590
"2390"	"O"	3920083	3920475
"2391"	"O"	4110990	4111289
"2392"	"O"	4111316	4111744
"2393"	"O"	3832570	3834009
"2394"	"O"	3834245	3834339
"2395"	"O"	3834976	3836160
"2396"	"O"	3836271	3837194
"2397"	"O"	3837198	3838016
"2398"	"O"	3838572	3839927
"2399"	"O"	3839973	3840452
"2400"	"O"	3840478	3841890
"2401"	"O"	3841987	3843753
"2402"	"O"	4371388	4372257
"2403"	"O"	4381820	4383364
"2404"	"O"	1105043	1105576
"2405"	"O"	1105518	1106999
"2406"	"O"	1107007	1108164
"2407"	"O"	1108558	1110093
"2408"	"O"	1117124	1117699
"2409"	"O"	1117703	1118269
"2410"	"O"	1118530	1118670
"2411"	"O"	1118691	1119809
"2412"	"O"	1119924	1120178
"2413"	"O"	1120465	1120710
"2414"	"O"	1179702	1180490
"2415"	"O"	1180487	1180957
"2416"	"O"	1197918	1198811
"2417"	"O"	1210903	1211226
"2418"	"O"	1211926	1212330
"2419"	"O"	1212551	1213282
"2420"	"O"	1213487	1214698
"2421"	"O"	1215012	1215248
"2422"	"O"	1215291	1215563
"2423"	"O"	1215592	1215858
"2424"	"O"	1215971	1216219
"2425"	"O"	1216509	1218074
"2426"	"O"	1218824	1220344
"2427"	"O"	1221528	1221863
"2428"	"O"	1221867	1222151
"2429"	"O"	1222918	1223130
"2430"	"O"	1223502	1223768
"2431"	"O"	1223772	1224584
"2432"	"O"	1224608	1225303
"2433"	"O"	1225823	1226191
"2434"	"O"	1226294	1226695
"2435"	"O"	1226904	1227230
"2436"	"O"	1227302	1227961
"2437"	"O"	1228023	1228499
"2438"	"O"	1228706	1229623
"2439"	"O"	1229990	1230409
"2440"	"O"	1243951	1244205
"2441"	"O"	1244383	1244823
"2442"	"O"	1252308	1255175
"2443"	"O"	1279087	1282830
"2444"	"O"	1291732	1292145
"2445"	"O"	1292750	1293367
"2446"	"O"	1299206	1300837
"2447"	"O"	1307040	1308293
"2448"	"O"	1308593	1308985
"2449"	"O"	1309113	1309832
"2450"	"O"	1309872	1310270
"2451"	"O"	1310375	1310914
"2452"	"O"	1310944	1311687
"2453"	"O"	1312044	1312682
"2454"	"O"	1312742	1313248
"2455"	"O"	1313294	1313794
"2456"	"O"	1313880	1314116
"2457"	"O"	1331879	1332853
"2458"	"O"	1333855	1336530
"2459"	"O"	1341134	1341352
"2460"	"O"	1341621	1342370
"2461"	"O"	1367713	1368027
"2462"	"O"	1368213	1369919
"2463"	"O"	1369933	1371225
"2464"	"O"	1379971	1380876
"2465"	"O"	1380987	1381985
"2466"	"O"	1390015	1390914
"2467"	"O"	1391230	1392864
"2468"	"O"	1392915	1393946
"2469"	"O"	1402765	1403673
"2470"	"O"	1404003	1404566
"2471"	"O"	1410024	1411259
"2472"	"O"	1411261	1411500
"2473"	"O"	1411555	1411764
"2474"	"O"	1411757	1411951
"2475"	"O"	1412810	1415410
"2476"	"O"	1415512	1415787
"2477"	"O"	1416032	1416265
"2478"	"O"	1416572	1417183
"2479"	"O"	1417192	1417368
"2480"	"O"	1417346	1417525
"2481"	"O"	1417789	1418265
"2482"	"O"	1418389	1418685
"2483"	"O"	1421806	1423263
"2484"	"O"	1423202	1423483
"2485"	"O"	1423401	1423664
"2486"	"O"	1423645	1424004
"2487"	"O"	1424079	1424312
"2488"	"O"	1424478	1425506
"2489"	"O"	1430435	1431010
"2490"	"O"	1431108	1431698
"2491"	"O"	1432015	1432281
"2492"	"O"	1433209	1433715
"2493"	"O"	1433784	1434917
"2494"	"O"	1463416	1472037
"2495"	"O"	1472245	1473105
"2496"	"O"	1473162	1475474
"2497"	"O"	1475639	1476250
"2498"	"O"	1476250	1477146
"2499"	"O"	1477162	1478919
"2500"	"O"	1500481	1501149
"2501"	"O"	1518229	1518951
"2502"	"O"	1524271	1524888
