locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand,norm_exp,block,taxa,start,end,rev_comp,inversion,strain,gbk_old_locus_tag
ECDH10B_0193,gloB,208131,208886,208508,gloB,ECDH10B_RS00970,1,34.4336282506987,Block61,NC_010473,206084,211116,0,0,K12DH,
ECDH10B_0194,yafS,208920,209642,209281,,ECDH10B_RS00975,0,39.759190123683204,Block61,NC_010473,206084,211116,0,0,K12DH,
ECDH10B_0195,rnhA,209639,210106,209872,rnhA,ECDH10B_RS00980,1,52.85448481523029,Block61,NC_010473,206084,211116,0,0,K12DH,
ECDH10B_0196,dnaQ,210171,210902,210536,dnaQ,ECDH10B_RS00985,0,115.09728488023701,Block61,NC_010473,206084,211116,0,0,K12DH,
ECDH10B_0197,aspV,211035,211111,211073,,ECDH10B_RS00990,0,3.5658127658790097,Block61,NC_010473,206084,211116,0,0,K12DH,
ECDH10B_0202,ivy,214447,214920,214683,ivy,ECDH10B_RS01020,0,48.185802944270804,Block62,NC_010473,213551,220048,0,1,K12DH,
ECDH10B_0203,fadE,214963,217407,216185,,ECDH10B_RS01025,1,51.2342181303275,Block62,NC_010473,213551,220048,0,1,K12DH,
ECDH10B_0205,yafJ,218431,219198,218814,,ECDH10B_RS01035,0,123.75302254781602,Block62,NC_010473,213551,220048,0,1,K12DH,
ECDH10B_0206,yafK,219169,219909,219539,,ECDH10B_RS01040,1,170.988844886626,Block62,NC_010473,213551,220048,0,1,K12DH,
ECDH10B_0212,lafU,224146,224931,224538,lafU,ECDH10B_RS01070,0,2.988155789773029,Block68,NC_010473,222480,226056,0,1,K12DH,
ECDH10B_0219,pepD,228363,229820,229091,pepD,ECDH10B_RS01105,1,1261.85855601914,Block73,NC_010473,227790,232010,0,1,K12DH,
ECDH10B_0220,gpt,230081,230539,230310,gpt,ECDH10B_RS01110,0,174.69061462896198,Block73,NC_010473,227790,232010,0,1,K12DH,
ECDH10B_0221,frsA,230631,231875,231253,frsA,ECDH10B_RS01115,0,176.779168577887,Block73,NC_010473,227790,232010,0,1,K12DH,
ECDH10B_0223,phoE,232373,233428,232900,phoE,ECDH10B_RS01125,1,2.16202850821042,Block74,NC_010473,232017,233690,0,1,K12DH,
ECDH10B_0225,proA,234831,236084,235457,proA,ECDH10B_RS01135,0,179.288044961523,Block75,NC_010473,233781,236275,0,1,K12DH,
ECDH10B_0226,thrW,236199,236274,236236,,ECDH10B_RS01140,0,6.0096018826270985,Block75,NC_010473,233781,236275,0,1,K12DH,
ECDH10B_0243,insO-1,245092,245517,245304,,ECDH10B_RS01210,0,13.4153643881856,Block79,NC_010473,245077,245678,0,0,K12DH,
ECDH10B_0275,yagU,277765,278379,278072,,ECDH10B_RS01395,0,20.2254268840315,Block81,NC_010473,277673,278502,0,1,K12DH,
ECDH10B_0276,ykgJ,278627,278956,278791,,ECDH10B_RS01400,1,2.27473275162549,Block82,NC_010473,278565,279150,0,1,K12DH,
ECDH10B_0277,yagV,279269,279979,279624,,ECDH10B_RS01405,1,4.481582472230191,Block83,NC_010473,279189,286590,0,1,K12DH,
ECDH10B_0278,yagW,279948,281591,280769,ecpD,ECDH10B_RS01410,1,10.0954170780459,Block83,NC_010473,279189,286590,0,1,K12DH,
ECDH10B_0279,yagX,281581,284106,282843,,ECDH10B_RS01415,1,7.053514016282692,Block83,NC_010473,279189,286590,0,1,K12DH,
ECDH10B_0280,matC,284132,284800,284466,,ECDH10B_RS01420,1,1.05283819325144,Block83,NC_010473,279189,286590,0,1,K12DH,
ECDH10B_0281,matB,284858,285445,285151,ecpA,ECDH10B_RS01425,1,11.2968546675108,Block83,NC_010473,279189,286590,0,1,K12DH,
ECDH10B_0282,matA,285520,286062,285791,ecpR,ECDH10B_RS01430,1,0.984955162230663,Block83,NC_010473,279189,286590,0,1,K12DH,
ECDH10B_0283,ykgL,286886,287113,286999,,ECDH10B_RS01435,0,2.19531881129146,Block84,NC_010473,286752,287615,0,1,K12DH,
ECDH10B_0285,rpmE2,287288,287551,287419,,ECDH10B_RS01445,1,2.12743578027068,Block84,NC_010473,286752,287615,0,1,K12DH,
ECDH10B_0290,ykgB,292500,293093,292796,rclC,ECDH10B_RS01475,1,1.10919031495898,Block91,NC_010473,292400,294982,0,1,K12DH,
ECDH10B_0291,ykgI,293105,293341,293223,,ECDH10B_RS01480,1,0.21518000237558704,Block91,NC_010473,292400,294982,0,1,K12DH,
ECDH10B_0292,ykgC,293450,294775,294112,,ECDH10B_RS01485,1,3.4402751882920004,Block91,NC_010473,292400,294982,0,1,K12DH,
ECDH10B_0294,ykgE,296382,297101,296741,,ECDH10B_RS01495,0,71.02016803559691,Block92,NC_010473,295009,300203,0,1,K12DH,
ECDH10B_0295,ykgF,297112,298539,297825,,ECDH10B_RS01500,0,110.359417553398,Block92,NC_010473,295009,300203,0,1,K12DH,
ECDH10B_0296,ykgG,298532,299227,298879,,ECDH10B_RS01505,0,28.8132815205895,Block92,NC_010473,295009,300203,0,1,K12DH,
ECDH10B_0297,ykgH,299470,300138,299804,,ECDH10B_RS01515,1,1.63049516935742,Block92,NC_010473,295009,300203,0,1,K12DH,
ECDH10B_0298,betA,300351,302021,301186,betA,ECDH10B_RS01520,1,57.4335242614013,Block93,NC_010473,300246,307134,0,1,K12DH,
ECDH10B_0299,betB,302035,303507,302771,betB,ECDH10B_RS01525,1,56.878929103921784,Block93,NC_010473,300246,307134,0,1,K12DH,
ECDH10B_0300,betI,303521,304108,303814,betI,ECDH10B_RS01530,1,22.0097311490372,Block93,NC_010473,300246,307134,0,1,K12DH,
ECDH10B_0301,betT,304237,306270,305253,betT,ECDH10B_RS01535,0,40.0565798305252,Block93,NC_010473,300246,307134,0,1,K12DH,
ECDH10B_0303,yahB,308275,309207,308741,,ECDH10B_RS01550,1,17.7611807983743,Block94,NC_010473,307309,313971,0,1,K12DH,
ECDH10B_0304,yahC,309299,309796,309547,,ECDH10B_RS01555,1,0.5545951574794878,Block94,NC_010473,307309,313971,0,1,K12DH,
ECDH10B_0305,yahD,310054,310659,310356,,ECDH10B_RS01560,0,2.988155789773029,Block94,NC_010473,307309,313971,0,1,K12DH,
ECDH10B_0306,yahE,310699,311562,311130,,ECDH10B_RS01565,0,0.543064248166242,Block94,NC_010473,307309,313971,0,1,K12DH,
ECDH10B_0309,yaiL,315327,315866,315596,,ECDH10B_RS01585,0,49.521704170918596,Block101,NC_010473,315261,315875,0,1,K12DH,
ECDH10B_0311,frmA,317017,318126,317571,,ECDH10B_RS01595,1,1272.3241076817,Block105,NC_010473,316089,318574,0,1,K12DH,
ECDH10B_0312,frmR,318161,318436,318298,frmR,ECDH10B_RS01600,1,212.721852609347,Block105,NC_010473,316089,318574,0,1,K12DH,
ECDH10B_0320,yaiS,322614,323171,322892,,ECDH10B_RS01635,1,0.984955162230663,Block123,NC_010473,322476,327106,0,1,K12DH,
ECDH10B_0321,tauA,323787,324749,324268,tauA,ECDH10B_RS01640,0,1.34743213596106,Block123,NC_010473,322476,327106,0,1,K12DH,
ECDH10B_0322,tauB,324762,325529,325145,tauB,ECDH10B_RS01645,0,0.339415155103901,Block123,NC_010473,322476,327106,0,1,K12DH,
ECDH10B_0323,tauC,325526,326353,325939,tauC,ECDH10B_RS01650,0,0.622478188500269,Block123,NC_010473,322476,327106,0,1,K12DH,
ECDH10B_0325,hemB,327308,328282,327795,hemB,ECDH10B_RS01660,1,318.338002222056,Block125,NC_010473,327306,328448,0,1,K12DH,
ECDH10B_0332,yaiV,333061,333684,333372,iprA,ECDH10B_RS01695,0,2.47838184468783,Block129,NC_010473,332997,339832,0,1,K12DH,
ECDH10B_0333,ampH,333685,334842,334263,,ECDH10B_RS01700,1,58.0597188100626,Block129,NC_010473,332997,339832,0,1,K12DH,
ECDH10B_0334,sbmA,335194,336414,335804,sbmA,ECDH10B_RS01710,0,32.3740755014488,Block129,NC_010473,332997,339832,0,1,K12DH,
ECDH10B_0335,yaiW,336427,337521,336974,yaiW,ECDH10B_RS01715,0,31.805344584938602,Block129,NC_010473,332997,339832,0,1,K12DH,
ECDH10B_0336,yaiY,337580,337888,337734,,ECDH10B_RS01720,1,6.56419704010659,Block129,NC_010473,332997,339832,0,1,K12DH,
ECDH10B_0337,yaiZ,338148,338360,338254,,ECDH10B_RS25875,0,68.1768952818763,Block129,NC_010473,332997,339832,0,1,K12DH,
ECDH10B_0338,ddl,338384,339478,338931,,ECDH10B_RS01730,1,218.010025990259,Block129,NC_010473,332997,339832,0,1,K12DH,
ECDH10B_0340,phoA,340302,341717,341009,phoA,ECDH10B_RS01745,0,19.2994286932257,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0341,psiF,341836,342156,341996,psiF,ECDH10B_RS01750,0,6.6449134052993095,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0343,proC,343390,344199,343794,proC,ECDH10B_RS01760,1,89.28349914431921,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0344,yaiI,344319,344777,344548,,ECDH10B_RS01765,0,43.13047077051071,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0345,aroL,344960,345484,345222,aroL,ECDH10B_RS01770,0,76.26409294736,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0346,yaiA,345534,345725,345629,yaiA,ECDH10B_RS01775,0,17.895644435557102,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0347,aroM,345983,346660,346321,,ECDH10B_RS01785,0,12.0320370994261,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0348,yaiE,346732,347016,346874,ppnP,ECDH10B_RS01790,0,121.38064190783501,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0349,ykiA,347164,347505,347334,,ECDH10B_RS01795,0,7.820684326420372,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0350,rdgC,347663,348574,348118,rdgC,ECDH10B_RS01800,1,170.67230063573402,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0351,mak,348699,349607,349153,mak,ECDH10B_RS01805,0,91.20096462164908,Block130,NC_010473,340009,349671,0,1,K12DH,
ECDH10B_0353,sbcC,351162,354308,352735,sbcC,ECDH10B_RS01815,1,103.25736596456,Block132,NC_010473,349880,363472,0,1,K12DH,
ECDH10B_0354,sbcD,354305,355507,354906,sbcD,ECDH10B_RS01820,1,44.963312608071796,Block132,NC_010473,349880,363472,0,1,K12DH,
ECDH10B_0355,phoB,355697,356386,356041,phoB,ECDH10B_RS01825,0,35.699041596608296,Block132,NC_010473,349880,363472,0,1,K12DH,
ECDH10B_0356,phoR,356444,357739,357091,phoR,ECDH10B_RS01830,0,20.295914764769602,Block132,NC_010473,349880,363472,0,1,K12DH,
ECDH10B_0357,brnQ,358146,359465,358805,brnQ,ECDH10B_RS01835,0,275.308356932864,Block132,NC_010473,349880,363472,0,1,K12DH,
ECDH10B_0358,proY,359541,360914,360227,proY,ECDH10B_RS01840,0,132.078652948717,Block132,NC_010473,349880,363472,0,1,K12DH,
ECDH10B_0359,malZ,361070,362887,361978,malZ,ECDH10B_RS01845,0,43.3328174387144,Block132,NC_010473,349880,363472,0,1,K12DH,
ECDH10B_0361,queA,363566,364636,364101,queA,ECDH10B_RS01855,0,105.929359332271,Block133,NC_010473,363495,369157,0,1,K12DH,
ECDH10B_0362,tgt,364692,365819,365255,tgt,ECDH10B_RS01860,0,849.258408607304,Block133,NC_010473,363495,369157,0,1,K12DH,
ECDH10B_0363,yajC,365842,366174,366008,yajC,ECDH10B_RS01865,0,199.598668228568,Block133,NC_010473,363495,369157,0,1,K12DH,
ECDH10B_0364,secD,366202,368049,367125,secD,ECDH10B_RS01870,0,1013.53487286249,Block133,NC_010473,363495,369157,0,1,K12DH,
ECDH10B_0365,secF,368060,369031,368545,secF,ECDH10B_RS01875,0,376.360175601678,Block133,NC_010473,363495,369157,0,1,K12DH,
ECDH10B_0368,yajI,370867,371406,371136,,ECDH10B_RS01895,1,15.7297086527706,Block137,NC_010473,369708,376703,0,1,K12DH,
ECDH10B_0369,nrdR,371557,372006,371781,nrdR,ECDH10B_RS01900,0,69.3091474154618,Block137,NC_010473,369708,376703,0,1,K12DH,
ECDH10B_0370,ribD,372010,373113,372561,ribD,ECDH10B_RS01905,0,224.33245576361801,Block137,NC_010473,369708,376703,0,1,K12DH,
ECDH10B_0371,ribH,373202,373672,373437,ribE,ECDH10B_RS01910,0,266.020260445114,Block137,NC_010473,369708,376703,0,1,K12DH,
ECDH10B_0372,nusB,373692,374111,373901,nusB,ECDH10B_RS01915,0,265.332694989725,Block137,NC_010473,369708,376703,0,1,K12DH,
ECDH10B_0373,thiL,374189,375166,374677,thiL,ECDH10B_RS01920,0,54.52459149754729,Block137,NC_010473,369708,376703,0,1,K12DH,
ECDH10B_0374,pgpA,375144,375662,375403,pgpA,ECDH10B_RS01925,0,103.45469384774401,Block137,NC_010473,369708,376703,0,1,K12DH,
ECDH10B_0375,yajO,375716,376690,376203,yajO,ECDH10B_RS01930,1,186.892246860709,Block137,NC_010473,369708,376703,0,1,K12DH,
ECDH10B_0376,dxs,376870,378732,377801,dxs,ECDH10B_RS01935,1,232.418160089828,Block138,NC_010473,376830,383799,0,1,K12DH,
ECDH10B_0377,ispA,378757,379656,379206,ispA,ECDH10B_RS01940,1,161.237861748704,Block138,NC_010473,376830,383799,0,1,K12DH,
ECDH10B_0378,xseB,379656,379898,379777,xseB,ECDH10B_RS01945,1,48.9684114382978,Block138,NC_010473,376830,383799,0,1,K12DH,
ECDH10B_0379,thiI,380104,381552,380828,thiI,ECDH10B_RS01950,0,246.96355359071097,Block138,NC_010473,376830,383799,0,1,K12DH,
ECDH10B_0380,yajL,381606,382196,381901,yajL,ECDH10B_RS01955,1,44.6532804814728,Block138,NC_010473,376830,383799,0,1,K12DH,
ECDH10B_0381,panE,382159,383070,382614,panE,ECDH10B_RS01960,1,59.94109822017901,Block138,NC_010473,376830,383799,0,1,K12DH,
ECDH10B_0382,yajQ,383238,383729,383483,yajQ,ECDH10B_RS01965,0,362.891793623116,Block138,NC_010473,376830,383799,0,1,K12DH,
ECDH10B_0384,cyoE,385370,386260,385815,cyoE,ECDH10B_RS01975,1,1159.93960714467,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0385,cyoD,386272,386601,386436,,ECDH10B_RS01980,1,76.7214220453138,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0386,cyoC,386601,387215,386908,,ECDH10B_RS01985,1,464.508088081081,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0387,cyoB,387205,389196,388200,cyoB,ECDH10B_RS01990,1,3588.5245250610706,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0388,cyoA,389218,390165,389691,cyoA,ECDH10B_RS01995,1,1439.86118044677,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0389,ampG,390625,392100,391362,ampG,ECDH10B_RS02000,1,98.5416398603193,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0390,yajG,392144,392722,392433,,ECDH10B_RS02005,1,237.62971529453802,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0391,bolA,393027,393344,393185,bolA,ECDH10B_RS02010,0,116.201074581347,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0392,tig,393688,394986,394337,tig,ECDH10B_RS02020,0,3600.8733183599797,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0393,clpP,395232,395855,395543,clpP,ECDH10B_RS02025,0,599.691249471054,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0394,clpX,395981,397255,396618,clpX,ECDH10B_RS02030,0,1141.3669056388699,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0395,lon,397443,399797,398620,lon,ECDH10B_RS02035,0,1245.7795515796001,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0396,hupB,400006,400278,400142,hupB,ECDH10B_RS02040,0,874.4818269952658,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0397,ppiD,400470,402341,401405,ppiD,ECDH10B_RS02045,0,874.816448255812,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0398,ybaV,402492,402863,402677,,ECDH10B_RS02050,0,10.0301388967425,Block140,NC_010473,383883,402934,0,1,K12DH,
ECDH10B_0400,queC,403407,404102,403754,queC,ECDH10B_RS02060,1,47.2239096006666,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0401,ybaE,404167,405867,405017,,ECDH10B_RS02065,1,49.323073862875994,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0402,cof,405967,406785,406376,cof,ECDH10B_RS02070,0,25.691964518492302,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0403,ybaO,406938,407396,407167,,ECDH10B_RS02075,0,43.727282290667105,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0404,mdlA,407426,409198,408312,,ECDH10B_RS02080,0,47.533941727265606,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0405,mdlB,409191,410972,410081,,ECDH10B_RS02085,0,36.6635397899299,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0406,glnK,411153,411491,411322,glnK,ECDH10B_RS02090,0,0.0,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0407,amtB,411521,412807,412164,amtB,ECDH10B_RS02095,0,10.187664352551801,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0408,tesB,412856,413716,413286,tesB,ECDH10B_RS02100,1,91.15725491969843,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0409,ybaY,413934,414506,414220,,ECDH10B_RS02105,0,57.7625200176356,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0410,ybaZ,414537,414848,414692,,ECDH10B_RS02110,1,24.133259654731802,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0411,ffs,415011,415107,415059,ffs,ECDH10B_RS23295,0,1.02977637462495,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0412,ybaA,415227,415580,415403,,ECDH10B_RS02115,0,9.21424009963441,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0413,ylaB,415622,417172,416397,pdeB,ECDH10B_RS02120,1,28.990152434864306,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0414,ylaC,417336,417806,417571,,ECDH10B_RS02125,1,36.7083610023242,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0415,maa,417922,418473,418197,maa,ECDH10B_RS02130,1,29.8060512319724,Block141,NC_010473,403010,418591,0,1,K12DH,
ECDH10B_0416,hha,418645,418863,418754,hha,ECDH10B_RS02135,1,23.798863284647602,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0417,ybaJ,418889,419263,419076,tomB,ECDH10B_RS02140,1,130.186281396486,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0418,acrB,419809,422958,421383,,ECDH10B_RS02145,1,1027.31525112203,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0419,acrA,422981,424174,423577,acrA,ECDH10B_RS02150,1,472.663134801539,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0420,acrR,424316,424963,424639,acrR,ECDH10B_RS02155,0,8.87352251967181,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0421,kefA,425091,428453,426772,mscK,ECDH10B_RS02160,0,221.586449069423,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0423,priC,428840,429367,429103,priC,ECDH10B_RS02175,1,35.181644016785995,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0424,ybaN,429437,429814,429625,,ECDH10B_RS02180,0,25.1784742132461,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0425,apt,429967,430518,430242,apt,ECDH10B_RS02185,0,329.390136920318,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0426,dnaX,430647,432578,431612,dnaX,ECDH10B_RS02190,0,284.782216418438,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0427,ybaB,432631,432960,432795,,ECDH10B_RS02195,0,185.667017771004,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0428,recR,432960,433565,433262,recR,ECDH10B_RS02200,0,376.98637015033995,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0429,htpG,433675,435549,434612,htpG,ECDH10B_RS02205,0,839.7345732201289,Block142,NC_010473,418637,436333,0,1,K12DH,
ECDH10B_0431,hemH,436610,437572,437091,hemH,ECDH10B_RS02215,0,76.59588446772679,Block143,NC_010473,436560,446695,0,1,K12DH,
ECDH10B_0432,aes,437569,438528,438048,aes,ECDH10B_RS02220,1,20.634027495014802,Block143,NC_010473,436560,446695,0,1,K12DH,
ECDH10B_0433,gsk,438680,439984,439332,,ECDH10B_RS02225,0,122.512164359807,Block143,NC_010473,436560,446695,0,1,K12DH,
ECDH10B_0434,ybaL,440117,441793,440955,,ECDH10B_RS02230,1,207.111543449277,Block143,NC_010473,436560,446695,0,1,K12DH,
ECDH10B_0435,fsr,442031,443251,442641,,ECDH10B_RS02235,1,20.6686202229546,Block143,NC_010473,436560,446695,0,1,K12DH,
ECDH10B_0436,ushA,443469,445121,444295,,ECDH10B_RS02240,0,164.249999953132,Block143,NC_010473,436560,446695,0,1,K12DH,
ECDH10B_0437,ybaK,445158,445637,445397,ybaK,ECDH10B_RS02245,1,24.2690257167733,Block143,NC_010473,436560,446695,0,1,K12DH,
ECDH10B_0439,ybaP,445841,446635,446238,,ECDH10B_RS02250,1,46.5566101997721,Block143,NC_010473,436560,446695,0,1,K12DH,
ECDH10B_0441,copA,447430,449934,448682,copA,ECDH10B_RS02260,1,567.9321854617369,Block147,NC_010473,447391,449946,0,1,K12DH,
ECDH10B_0443,ybaT,451131,452423,451777,,ECDH10B_RS02270,0,8.625052214215179,Block148,NC_010473,450134,452947,0,1,K12DH,
ECDH10B_0446,qmcA,453411,454328,453869,,ECDH10B_RS02285,1,89.28200580504542,Block149,NC_010473,452983,461387,0,1,K12DH,
ECDH10B_0447,ybbL,454474,455151,454812,fetA,ECDH10B_RS02290,0,20.97214022526,Block149,NC_010473,452983,461387,0,1,K12DH,
ECDH10B_0448,ybbM,455138,455917,455527,fetB,ECDH10B_RS02295,0,12.6660461972397,Block149,NC_010473,452983,461387,0,1,K12DH,
ECDH10B_0449,ybbN,455980,456834,456407,cnoX,ECDH10B_RS02300,1,317.321597948802,Block149,NC_010473,452983,461387,0,1,K12DH,
ECDH10B_0450,ybbO,456895,457704,457299,ybbO,ECDH10B_RS02305,1,48.28958112809,Block149,NC_010473,452983,461387,0,1,K12DH,
ECDH10B_0451,tesA,457694,458317,458005,tesA,ECDH10B_RS02310,1,34.8063337088836,Block149,NC_010473,452983,461387,0,1,K12DH,
ECDH10B_0452,ybbA,458288,458974,458631,,ECDH10B_RS02315,0,43.614578047251996,Block149,NC_010473,452983,461387,0,1,K12DH,
ECDH10B_0453,ybbP,458971,461385,460178,,ECDH10B_RS02320,0,58.021218807546795,Block149,NC_010473,452983,461387,0,1,K12DH,
ECDH10B_0460,allS,469850,470776,470313,allS,ECDH10B_RS02355,1,2.33108487333302,Block150,NC_010473,468691,476075,0,1,K12DH,
ECDH10B_0461,allA,471006,471488,471247,allA,ECDH10B_RS02360,0,2.01473153685561,Block150,NC_010473,468691,476075,0,1,K12DH,
ECDH10B_0462,allR,471566,472381,471973,allR,ECDH10B_RS02365,0,243.907323855503,Block150,NC_010473,468691,476075,0,1,K12DH,
ECDH10B_0463,gcl,472471,474252,473361,gcl,ECDH10B_RS02370,0,7.68622068923751,Block150,NC_010473,468691,476075,0,1,K12DH,
ECDH10B_0464,hyi,474265,475041,474653,hyi,ECDH10B_RS02375,0,0.5545951574794878,Block150,NC_010473,468691,476075,0,1,K12DH,
ECDH10B_0465,glxR,475141,476019,475580,glxR,ECDH10B_RS02380,0,1.0182454653117,Block150,NC_010473,468691,476075,0,1,K12DH,
ECDH10B_0468,allB,477702,479063,478382,allB,ECDH10B_RS02390,0,3.9052279209829104,Block151,NC_010473,476256,481623,0,1,K12DH,
ECDH10B_0469,ybbY,479120,480421,479770,,ECDH10B_RS02395,0,2.1504975988971697,Block151,NC_010473,476256,481623,0,1,K12DH,
ECDH10B_0470,glxK,480443,481588,481015,glxK,ECDH10B_RS02400,0,4.9913564173154015,Block151,NC_010473,476256,481623,0,1,K12DH,
ECDH10B_0471,ylbA,481816,482601,482208,allE,ECDH10B_RS02405,1,10.480955870402699,Block153,NC_010473,481761,489870,0,1,K12DH,
ECDH10B_0472,allC,482612,483847,483229,allC,ECDH10B_RS02410,1,3.47486791623174,Block153,NC_010473,481761,489870,0,1,K12DH,
ECDH10B_0473,allD,483869,484918,484393,allD,ECDH10B_RS02415,1,3.20333579214862,Block153,NC_010473,481761,489870,0,1,K12DH,
ECDH10B_0474,fdrA,485235,486902,486068,,ECDH10B_RS02420,0,0.746713341228583,Block153,NC_010473,481761,489870,0,1,K12DH,
ECDH10B_0475,ylbE,486912,488171,487541,,ECDH10B_RS02425,0,1.8789654748140503,Block153,NC_010473,481761,489870,0,1,K12DH,
ECDH10B_0476,ylbF,488182,488997,488589,,ECDH10B_RS02430,0,1.17707334597976,Block153,NC_010473,481761,489870,0,1,K12DH,
ECDH10B_0479,purE,491146,491655,491400,purE,ECDH10B_RS02445,1,13.4832474192064,Block155,NC_010473,490139,491714,0,1,K12DH,
ECDH10B_0481,ppiB,492498,492992,492745,ppiB,ECDH10B_RS02455,1,384.063866581278,Block156,NC_010473,491791,496323,0,1,K12DH,
ECDH10B_0482,cysS,493166,494551,493858,cysS,ECDH10B_RS02460,0,268.332572603227,Block156,NC_010473,491791,496323,0,1,K12DH,
ECDH10B_0483,ybcI,494587,495108,494847,,ECDH10B_RS02465,1,2.784506696710689,Block156,NC_010473,491791,496323,0,1,K12DH,
ECDH10B_0484,ybcJ,495216,495428,495322,ybcJ,ECDH10B_RS02470,1,6.837031589048411,Block156,NC_010473,491791,496323,0,1,K12DH,
ECDH10B_0485,folD,495430,496296,495863,folD,ECDH10B_RS02475,1,293.577245593805,Block156,NC_010473,491791,496323,0,1,K12DH,
ECDH10B_0492,argU,503278,503354,503316,,ECDH10B_RS02510,0,11.0483843620542,Block157,NC_010473,503208,503383,0,1,K12DH,
ECDH10B_0499,emrE,506870,507202,507036,emrE,ECDH10B_RS02550,0,23.9655057144679,Block162,NC_010473,506809,507203,0,0,K12DH,
ECDH10B_0501,ybcL,509448,509999,509723,ybcL,ECDH10B_RS02565,0,3.69004791860732,Block163,NC_010473,509373,510974,0,0,K12DH,
ECDH10B_0502,ybcM,510009,510806,510407,,ECDH10B_RS02570,0,14.819148645854199,Block163,NC_010473,509373,510974,0,0,K12DH,
ECDH10B_0506,rusA,511926,512288,512107,rusA,ECDH10B_RS02590,0,0.283063033396367,Block164,NC_010473,511850,513024,0,1,K12DH,
ECDH10B_0507,ylcG,512285,512425,512355,,ECDH10B_RS02595,0,0.0,Block164,NC_010473,511850,513024,0,1,K12DH,
ECDH10B_0508,ybcQ,512511,512894,512702,quuD,ECDH10B_RS02600,0,0.973424252917416,Block164,NC_010473,511850,513024,0,1,K12DH,
ECDH10B_0727,corC,742721,743599,743160,corC,ECDH10B_RS03715,1,145.615647639914,Block169,NC_010473,741209,748443,0,1,K12DH,
ECDH10B_0728,ybeY,743689,744156,743922,ybeY,ECDH10B_RS03720,1,61.2719806618071,Block169,NC_010473,741209,748443,0,1,K12DH,
