block	taxa	start	end	rev_comp	inversion
Block637	NZ_CP009072	133236	140045	0	0
Block637	NZ_CP009273	2298492	2305301	0	0
Block637	NC_010473	2394023	2400832	0	0
Block637	U00096	2305013	2311822	0	0
Block638	NZ_CP009072	140063	140092	0	0
Block638	NZ_CP009273	2305307	2305336	0	0
Block638	NC_010473	2400838	2400867	0	0
Block638	U00096	2311828	2311857	0	0
Block639	NZ_CP009072	3130653	3130679	0	0
Block639	NZ_CP009273	2305343	2305369	0	0
Block639	NC_010473	2400874	2400900	0	0
Block639	U00096	2311864	2311890	0	0
Block640	NZ_CP009072	140126	140404	0	0
Block640	NZ_CP009273	2305370	2305648	0	0
Block640	NC_010473	2400901	2401179	0	0
Block640	U00096	2311891	2312169	0	0
Block641	NZ_CP009072	140481	145164	0	0
Block641	NZ_CP009273	2305713	2310396	0	0
Block641	NC_010473	2401244	2405927	0	0
Block641	U00096	2312234	2316917	0	0
Block643	NZ_CP009072	145166	168434	0	0
Block643	NZ_CP009273	2310512	2333780	0	0
Block643	NC_010473	2406043	2429311	0	0
Block643	U00096	2317033	2340301	0	0
Block644	NZ_CP009072	168457	172345	0	0
Block644	NZ_CP009273	2333791	2337673	0	0
Block644	NC_010473	2429322	2433204	0	0
Block644	U00096	2340312	2344194	0	0
Block645	NZ_CP009072	172350	172975	0	0
Block645	NZ_CP009273	2337677	2338303	0	0
Block645	NC_010473	2433208	2433834	0	0
Block645	U00096	2344198	2344824	0	0
Block646	NZ_CP009072	172983	175310	0	0
Block646	NZ_CP009273	2338324	2340651	0	0
Block646	NC_010473	2433855	2436182	0	0
Block646	U00096	2344845	2347172	0	0
Block647	NZ_CP009072	175452	177580	0	0
Block647	NZ_CP009273	2340837	2342965	0	0
Block647	NC_010473	2436368	2438496	0	0
Block647	U00096	2347358	2349486	0	0
Block648	NZ_CP009072	177583	177632	0	0
Block648	NZ_CP009273	2342967	2343016	0	0
Block648	NC_010473	2438498	2438547	0	0
Block648	U00096	2349488	2349537	0	0
Block649	NZ_CP009072	177751	185497	0	0
Block649	NZ_CP009273	2343396	2351142	0	0
Block649	NC_010473	2438927	2446673	0	0
Block649	U00096	2349917	2357663	0	0
Block64	NZ_CP009072	5067988	5068018	0	0
Block64	NZ_CP009273	243990	244020	0	0
Block64	NC_010473	221607	221637	0	0
Block64	U00096	247503	247533	0	0
Block650	NZ_CP009072	185547	185594	0	0
Block650	NZ_CP009273	2351168	2351215	0	0
Block650	NC_010473	2446699	2446746	0	0
Block650	U00096	2357689	2357736	0	0
Block651	NZ_CP009072	185498	185539	0	0
Block651	NZ_CP009273	2351326	2351367	0	0
Block651	NC_010473	2446857	2446898	0	0
Block651	U00096	2357847	2357888	0	0
Block652	NZ_CP009072	185596	210169	0	0
Block652	NZ_CP009273	2351412	2375985	0	0
Block652	NC_010473	2446943	2471516	0	0
Block652	U00096	2357933	2382506	0	0
Block653	NZ_CP009072	210335	211865	0	0
Block653	NZ_CP009273	2377500	2379027	0	0
Block653	NC_010473	2473808	2475335	0	0
Block653	U00096	2384021	2385548	0	0
Block654	NZ_CP009072	211880	212197	0	0
Block654	NZ_CP009273	2379030	2379347	0	0
Block654	NC_010473	2475338	2475655	0	0
Block654	U00096	2385551	2385868	0	0
Block655	NZ_CP009072	212204	213767	0	0
Block655	NZ_CP009273	2379353	2380916	0	0
Block655	NC_010473	2475661	2477224	0	0
Block655	U00096	2385874	2387437	0	0
Block656	NZ_CP009072	213798	246405	0	0
Block656	NZ_CP009273	2383491	2416100	0	0
Block656	NC_010473	2479799	2512408	0	0
Block656	U00096	2390012	2422621	0	0
Block657	NZ_CP009072	246438	253744	0	0
Block657	NZ_CP009273	2417108	2424415	0	0
Block657	NC_010473	2513416	2520723	0	0
Block657	U00096	2423629	2430936	0	0
Block658	NZ_CP009072	253842	253868	0	0
Block658	NZ_CP009273	2424422	2424448	0	0
Block658	NC_010473	2520730	2520756	0	0
Block658	U00096	2430943	2430969	0	0
Block659	NZ_CP009072	253960	253985	0	0
Block659	NZ_CP009273	2424449	2424474	0	0
Block659	NC_010473	2520757	2520782	0	0
Block659	U00096	2430970	2430995	0	0
Block65	NZ_CP009072	335018	335048	0	0
Block65	NZ_CP009273	244631	244661	0	0
Block65	NC_010473	222248	222278	0	0
Block65	U00096	248144	248174	0	0
Block660	NZ_CP009072	254077	266856	0	0
Block660	NZ_CP009273	2424475	2437254	0	0
Block660	NC_010473	2520783	2533562	0	0
Block660	U00096	2430996	2443775	0	0
Block662	NZ_CP009072	2735242	2735264	0	0
Block662	NZ_CP009273	2437306	2437328	0	0
Block662	NC_010473	2533614	2533636	0	0
Block662	U00096	2443827	2443849	0	0
Block663	NZ_CP009072	266931	272237	0	0
Block663	NZ_CP009273	2437329	2442635	0	0
Block663	NC_010473	2533637	2538943	0	0
Block663	U00096	2443850	2449156	0	0
Block664	NZ_CP009072	272574	272820	0	0
Block664	NZ_CP009273	2442723	2442969	0	0
Block664	NC_010473	2539031	2539277	0	0
Block664	U00096	2449244	2449490	0	0
Block665	NZ_CP009072	273423	273862	0	0
Block665	NZ_CP009273	2443536	2443975	0	0
Block665	NC_010473	2539844	2540283	0	0
Block665	U00096	2450057	2450496	0	0
Block666	NZ_CP009072	273939	278360	0	0
Block666	NZ_CP009273	2444064	2448483	0	0
Block666	NC_010473	2540372	2544791	0	0
Block666	U00096	2450585	2455004	0	0
Block667	NZ_CP009072	278362	279038	0	0
Block667	NZ_CP009273	2448489	2449159	0	0
Block667	NC_010473	2544797	2545467	0	0
Block667	U00096	2455010	2455680	0	0
Block668	NZ_CP009072	279577	285092	0	0
Block668	NZ_CP009273	2449812	2455325	0	0
Block668	NC_010473	2546120	2551633	0	0
Block668	U00096	2456333	2461846	0	0
Block669	NZ_CP009072	285217	285809	0	0
Block669	NZ_CP009273	2455471	2456057	0	0
Block669	NC_010473	2551779	2552365	0	0
Block669	U00096	2461992	2462578	0	0
Block66	NZ_CP009072	4225972	4226006	0	0
Block66	NZ_CP009273	244686	244720	0	0
Block66	NC_010473	222303	222337	0	0
Block66	U00096	248199	248233	0	0
Block670	NZ_CP009072	285832	285897	0	0
Block670	NZ_CP009273	2456068	2456133	0	0
Block670	NC_010473	2552376	2552441	0	0
Block670	U00096	2462589	2462654	0	0
Block671	NZ_CP009072	285909	288082	0	0
Block671	NZ_CP009273	2457689	2459862	0	0
Block671	NC_010473	2553997	2556170	0	0
Block671	U00096	2464210	2466383	0	0
Block672	NZ_CP009072	3992066	3992452	0	0
Block672	NZ_CP009273	2466477	2466863	0	0
Block672	NC_010473	2562785	2563171	0	0
Block672	U00096	2472998	2473384	0	0
Block673	NZ_CP009072	3934476	3934501	0	0
Block673	NZ_CP009273	2469369	2469394	0	0
Block673	NC_010473	2565677	2565702	0	0
Block673	U00096	2475890	2475915	0	0
Block674	NZ_CP009072	300376	304296	0	0
Block674	NZ_CP009273	2470186	2474108	0	0
Block674	NC_010473	2566494	2570416	0	0
Block674	U00096	2476707	2480629	0	0
Block675	NZ_CP009072	304304	317937	0	0
Block675	NZ_CP009273	2474114	2487748	0	0
Block675	NC_010473	2570422	2584056	0	0
Block675	U00096	2480635	2494269	0	0
Block676	NZ_CP009072	317959	318354	0	0
Block676	NZ_CP009273	2487773	2488168	0	0
Block676	NC_010473	2584081	2584476	0	0
Block676	U00096	2494294	2494689	0	0
Block677	NZ_CP009072	318356	324427	0	0
Block677	NZ_CP009273	2488171	2494241	0	0
Block677	NC_010473	2584479	2590549	0	0
Block677	U00096	2494692	2500762	0	0
Block678	NZ_CP009072	324431	335086	0	0
Block678	NZ_CP009273	2494242	2504896	0	0
Block678	NC_010473	2590550	2601204	0	0
Block678	U00096	2500763	2511417	0	0
Block679	NZ_CP009072	1512933	1512954	0	0
Block679	NZ_CP009273	2504897	2504918	0	0
Block679	NC_010473	2601205	2601226	0	0
Block679	U00096	2511418	2511439	0	0
Block680	NZ_CP009072	335119	337935	0	0
Block680	NZ_CP009273	2504929	2507745	0	0
Block680	NC_010473	2601237	2604053	0	0
Block680	U00096	2511450	2514266	0	0
Block681	NZ_CP009072	337948	343321	0	0
Block681	NZ_CP009273	2509108	2514484	0	0
Block681	NC_010473	2605416	2610792	0	0
Block681	U00096	2515629	2521005	0	0
Block682	NZ_CP009072	343441	343645	0	0
Block682	NZ_CP009273	2514485	2514689	0	0
Block682	NC_010473	2610913	2611117	0	0
Block682	U00096	2521126	2521330	0	0
Block683	NZ_CP009072	343684	353021	0	0
Block683	NZ_CP009273	2514884	2524219	0	0
Block683	NC_010473	2611312	2620647	0	0
Block683	U00096	2521525	2530860	0	0
Block684	NZ_CP009072	353048	359876	0	0
Block684	NZ_CP009273	2524234	2531062	0	0
Block684	NC_010473	2620662	2627490	0	0
Block684	U00096	2530875	2537703	0	0
Block687	NZ_CP009072	359884	360817	0	0
Block687	NZ_CP009273	2532029	2532962	0	0
Block687	NC_010473	2628457	2629390	0	0
Block687	U00096	2538670	2539603	0	0
Block689	NZ_CP009072	360864	364858	0	0
Block689	NZ_CP009273	2533008	2537002	0	0
Block689	NC_010473	2629436	2633430	0	0
Block689	U00096	2539649	2543643	0	0
Block690	NZ_CP009072	3336458	3336480	0	0
Block690	NZ_CP009273	2537076	2537098	0	0
Block690	NC_010473	2633504	2633526	0	0
Block690	U00096	2543717	2543739	0	0
Block691	NZ_CP009072	364859	365819	0	0
Block691	NZ_CP009273	2537149	2538109	0	0
Block691	NC_010473	2633577	2634537	0	0
Block691	U00096	2543790	2544750	0	0
Block692	NZ_CP009072	365886	368296	0	0
Block692	NZ_CP009273	2539046	2541456	0	0
Block692	NC_010473	2635474	2637884	0	0
Block692	U00096	2545687	2548097	0	0
Block693	NZ_CP009072	368298	368380	0	0
Block693	NZ_CP009273	2541460	2541542	0	0
Block693	NC_010473	2637888	2637970	0	0
Block693	U00096	2548101	2548183	0	0
Block694	NZ_CP009072	368382	368412	0	0
Block694	NZ_CP009273	2542728	2542758	0	0
Block694	NC_010473	2639156	2639186	0	0
Block694	U00096	2549369	2549399	0	0
Block695	NZ_CP009072	368413	368442	0	0
Block695	NZ_CP009273	2542762	2542791	0	0
Block695	NC_010473	2639190	2639219	0	0
Block695	U00096	2549403	2549432	0	0
Block697	NZ_CP009072	368444	377525	0	0
Block697	NZ_CP009273	2542975	2552056	0	0
Block697	NC_010473	2639403	2648484	0	0
Block697	U00096	2549616	2558697	0	0
Block698	NZ_CP009072	377526	380227	0	0
Block698	NZ_CP009273	2558847	2561548	0	0
Block698	NC_010473	2655275	2657976	0	0
Block698	U00096	2565488	2568189	0	0
Block6	NZ_CP009072	2686457	2690020	0	0
Block6	NZ_CP009273	11827	15389	0	0
Block6	NC_010473	11827	15389	0	0
Block6	U00096	11827	15389	0	0
Block700	NZ_CP009072	380262	393683	0	0
Block700	NZ_CP009273	2561583	2575004	0	0
Block700	NC_010473	2658011	2671432	0	0
Block700	U00096	2568224	2581645	0	0
Block701	NZ_CP009072	558595	558618	0	0
Block701	NZ_CP009273	2575034	2575057	0	0
Block701	NC_010473	2671462	2671485	0	0
Block701	U00096	2581675	2581698	0	0
Block702	NZ_CP009072	393772	405010	0	0
Block702	NZ_CP009273	2575085	2586323	0	0
Block702	NC_010473	2671513	2682751	0	0
Block702	U00096	2581726	2592964	0	0
Block703	NZ_CP009072	1990914	1990946	0	0
Block703	NZ_CP009273	2586338	2586370	0	0
Block703	NC_010473	2682766	2682798	0	0
Block703	U00096	2592979	2593011	0	0
Block704	NZ_CP009072	405062	409700	0	0
Block704	NZ_CP009273	2586403	2591042	0	0
Block704	NC_010473	2682831	2687470	0	0
Block704	U00096	2593044	2597683	0	0
Block705	NZ_CP009072	4642337	4642365	0	0
Block705	NZ_CP009273	2591043	2591071	0	0
Block705	NC_010473	2687471	2687499	0	0
Block705	U00096	2597684	2597712	0	0
Block706	NZ_CP009072	409731	413006	0	0
Block706	NZ_CP009273	2591073	2594348	0	0
Block706	NC_010473	2687501	2690776	0	0
Block706	U00096	2597714	2600989	0	0
Block707	NZ_CP009072	413075	433686	0	0
Block707	NZ_CP009273	2608190	2628800	0	0
Block707	NC_010473	2704618	2725228	0	0
Block707	U00096	2614831	2635441	0	0
Block708	NZ_CP009072	445510	452266	0	0
Block708	NZ_CP009273	2628956	2635719	0	0
Block708	NC_010473	2725384	2732147	0	0
Block708	U00096	2635597	2642360	0	0
Block709	NZ_CP009072	452281	463448	0	0
Block709	NZ_CP009273	2635740	2646907	0	0
Block709	NC_010473	2732168	2743335	0	0
Block709	U00096	2642381	2653548	0	0
Block70	NZ_CP009072	877071	877165	0	0
Block70	NZ_CP009273	249822	249916	0	0
Block70	NC_010473	227439	227533	0	0
Block70	U00096	253335	253429	0	0
Block710	NZ_CP009072	463359	464582	0	0
Block710	NZ_CP009273	2647140	2648362	0	0
Block710	NC_010473	2743568	2744790	0	0
Block710	U00096	2653781	2655003	0	0
Block711	NZ_CP009072	4698947	4698980	0	0
Block711	NZ_CP009273	2648395	2648428	0	0
Block711	NC_010473	2744823	2744856	0	0
Block711	U00096	2655036	2655069	0	0
Block712	NZ_CP009072	464650	465950	0	0
Block712	NZ_CP009273	2648429	2649729	0	0
Block712	NC_010473	2744857	2746157	0	0
Block712	U00096	2655070	2656370	0	0
Block713	NZ_CP009072	466006	471779	0	0
Block713	NZ_CP009273	2649904	2655677	0	0
Block713	NC_010473	2746332	2752105	0	0
Block713	U00096	2656545	2662318	0	0
Block714	NZ_CP009072	471859	477210	0	0
Block714	NZ_CP009273	2655938	2661289	0	0
Block714	NC_010473	2752366	2757717	0	0
Block714	U00096	2662579	2667930	0	0
Block715	NZ_CP009072	477429	477920	0	0
Block715	NZ_CP009273	2666639	2667130	0	0
Block715	NC_010473	2763067	2763558	0	0
Block715	U00096	2673280	2673771	0	0
Block716	NZ_CP009072	478059	488355	0	0
Block716	NZ_CP009273	2667157	2677453	0	0
Block716	NC_010473	2763585	2773881	0	0
Block716	U00096	2673798	2684094	0	0
Block718	NZ_CP009072	488370	492198	0	0
Block718	NZ_CP009273	2677602	2681429	0	0
Block718	NC_010473	2774030	2777857	0	0
Block718	U00096	2684243	2688070	0	0
Block71	NZ_CP009072	1821120	1821148	0	0
Block71	NZ_CP009273	249924	249952	0	0
Block71	NC_010473	227541	227569	0	0
Block71	U00096	253437	253465	0	0
Block720	NZ_CP009072	492242	495750	0	0
Block720	NZ_CP009273	2681473	2684981	0	0
Block720	NC_010473	2777901	2781409	0	0
Block720	U00096	2688114	2691622	0	0
Block721	NZ_CP009072	495769	518420	0	0
Block721	NZ_CP009273	2684982	2707631	0	0
Block721	NC_010473	2781410	2804059	0	0
Block721	U00096	2691623	2714272	0	0
Block722	NZ_CP009072	1153781	1153826	0	0
Block722	NZ_CP009273	2707678	2707723	0	0
Block722	NC_010473	2804106	2804151	0	0
Block722	U00096	2714319	2714364	0	0
Block723	NZ_CP009072	518405	529887	0	0
Block723	NZ_CP009273	2707794	2719277	0	0
Block723	NC_010473	2804222	2815705	0	0
Block723	U00096	2714435	2725918	0	0
Block724	NZ_CP009072	529889	529913	0	0
Block724	NZ_CP009273	2719281	2719305	0	0
Block724	NC_010473	2815709	2815733	0	0
Block724	U00096	2725922	2725946	0	0
Block727	NZ_CP009072	791054	791264	0	0
Block727	NZ_CP009273	2724392	2724602	0	0
Block727	NC_010473	2820820	2821030	0	0
Block727	U00096	2731033	2731243	0	0
Block728	NZ_CP009072	672920	673047	0	0
Block728	NZ_CP009273	2724603	2724730	0	0
Block728	NC_010473	2821031	2821158	0	0
Block728	U00096	2731244	2731371	0	0
Block729	NZ_CP009072	673051	673081	0	0
Block729	NZ_CP009273	2724732	2724763	0	0
Block729	NC_010473	2821160	2821191	0	0
Block729	U00096	2731373	2731404	0	0
Block733	NZ_CP009072	1588411	1588433	0	0
Block733	NZ_CP009273	2753563	2753585	0	0
Block733	NC_010473	2849991	2850013	0	0
Block733	U00096	2760204	2760226	0	0
Block735	NZ_CP009072	1102800	1102826	0	0
Block735	NZ_CP009273	2765496	2765522	0	0
Block735	NC_010473	2861924	2861950	0	0
Block735	U00096	2772137	2772163	0	0
Block736	NZ_CP009072	2537934	2538078	0	0
Block736	NZ_CP009273	2769368	2769512	0	0
Block736	NC_010473	2865796	2865940	0	0
Block736	U00096	2776009	2776153	0	0
Block737	NZ_CP009072	2538127	2538165	0	0
Block737	NZ_CP009273	2769555	2769593	0	0
Block737	NC_010473	2865983	2866021	0	0
Block737	U00096	2776196	2776234	0	0
Block738	NZ_CP009072	2538178	2538261	0	0
Block738	NZ_CP009273	2769602	2769689	0	0
Block738	NC_010473	2866030	2866117	0	0
Block738	U00096	2776243	2776330	0	0
Block741	NZ_CP009072	3876291	3876582	0	0
Block741	NZ_CP009273	2771535	2771826	0	0
Block741	NC_010473	2867963	2868254	0	0
Block741	U00096	2778176	2778467	0	0
Block742	NZ_CP009072	3876689	3876783	0	0
Block742	NZ_CP009273	2776200	2776294	0	0
Block742	NC_010473	2872628	2872722	0	0
Block742	U00096	2782841	2782935	0	0
Block743	NZ_CP009072	1528542	1528601	0	0
Block743	NZ_CP009273	2779130	2779189	0	0
Block743	NC_010473	2875558	2875617	0	0
Block743	U00096	2785771	2785830	0	0
Block78	NZ_CP009072	2509523	2509557	0	0
Block78	NZ_CP009273	266228	266262	0	0
Block78	NC_010473	243845	243879	0	0
Block78	U00096	270517	270551	0	0
Block793	NZ_CP009072	4803214	4803246	0	0
Block793	NZ_CP009273	3087318	3087350	0	0
Block793	NC_010473	3187050	3187082	0	0
Block793	U00096	3093959	3093991	0	0
Block797	NZ_CP009072	655111	655139	0	0
Block797	NZ_CP009273	3095105	3095133	0	0
Block797	NC_010473	3194837	3194865	0	0
Block797	U00096	3101746	3101774	0	0
Block79	NZ_CP009072	2510755	2511354	0	0
Block79	NZ_CP009273	267460	268061	0	0
Block79	NC_010473	245077	245678	0	0
Block79	U00096	271749	272350	0	0
Block7	NZ_CP009072	2690021	2690407	0	0
Block7	NZ_CP009273	16739	17125	0	0
Block7	NC_010473	16739	17125	0	0
Block7	U00096	16739	17125	0	0
Block804	NZ_CP009072	971907	971929	0	0
Block804	NZ_CP009273	3113355	3113377	0	0
Block804	NC_010473	3215763	3215785	0	0
Block804	U00096	3119996	3120018	0	0
Block808	NZ_CP009072	1112796	1112823	0	0
Block808	NZ_CP009273	3129401	3129428	0	0
Block808	NC_010473	3231809	3231836	0	0
Block808	U00096	3136042	3136069	0	0
Block826	NZ_CP009072	619968	619992	0	0
Block826	NZ_CP009273	3196544	3196568	0	0
Block826	NC_010473	3298952	3298976	0	0
Block826	U00096	3203185	3203209	0	0
Block833	NZ_CP009072	2191898	2191920	0	0
Block833	NZ_CP009273	3228044	3228066	0	0
Block833	NC_010473	3330452	3330474	0	0
Block833	U00096	3234685	3234707	0	0
Block841	NZ_CP009072	1006304	1006327	0	0
Block841	NZ_CP009273	3248588	3248611	0	0
Block841	NC_010473	3350996	3351019	0	0
Block841	U00096	3255229	3255252	0	0
Block842	NZ_CP009072	5047356	5047393	0	0
Block842	NZ_CP009273	3248641	3248678	0	0
Block842	NC_010473	3351049	3351086	0	0
Block842	U00096	3255282	3255319	0	0
Block848	NZ_CP009072	4181316	4181344	0	0
Block848	NZ_CP009273	3269567	3269595	0	0
Block848	NC_010473	3371975	3372003	0	0
Block848	U00096	3276208	3276236	0	0
Block850	NZ_CP009072	4181594	4181683	0	0
Block850	NZ_CP009273	3269845	3269934	0	0
Block850	NC_010473	3372253	3372342	0	0
Block850	U00096	3276486	3276575	0	0
Block852	NZ_CP009072	4181832	4181914	0	0
Block852	NZ_CP009273	3270083	3270165	0	0
Block852	NC_010473	3372491	3372573	0	0
Block852	U00096	3276724	3276806	0	0
Block854	NZ_CP009072	4182041	4182235	0	0
Block854	NZ_CP009273	3271217	3271411	0	0
Block854	NC_010473	3373625	3373819	0	0
Block854	U00096	3277858	3278052	0	0
Block856	NZ_CP009072	4182372	4182554	0	0
Block856	NZ_CP009273	3271802	3271984	0	0
Block856	NC_010473	3374210	3374392	0	0
Block856	U00096	3278443	3278625	0	0
Block858	NZ_CP009072	4182707	4182999	0	0
Block858	NZ_CP009273	3272137	3272429	0	0
Block858	NC_010473	3374545	3374837	0	0
Block858	U00096	3278778	3279070	0	0
Block867	NZ_CP009072	1070024	1070050	0	0
Block867	NZ_CP009273	3323890	3323916	0	0
Block867	NC_010473	3426298	3426324	0	0
Block867	U00096	3330531	3330557	0	0
Block874	NZ_CP009072	253896	253951	0	0
Block874	NZ_CP009273	3385504	3385559	0	0
Block874	NC_010473	3487912	3487967	0	0
Block874	U00096	3392145	3392200	0	0
Block875	NZ_CP009072	2810778	2810812	0	0
Block875	NZ_CP009273	3385616	3385650	0	0
Block875	NC_010473	3488024	3488058	0	0
Block875	U00096	3392257	3392291	0	0
Block880	NZ_CP009072	786151	786289	0	0
Block880	NZ_CP009273	3417016	3417154	0	0
Block880	NC_010473	3519424	3519562	0	0
Block880	U00096	3423657	3423795	0	0
Block881	NZ_CP009072	530365	531285	0	0
Block881	NZ_CP009273	3417349	3418269	0	0
Block881	NC_010473	3519757	3520677	0	0
Block881	U00096	3423990	3424910	0	0
Block882	NZ_CP009072	531291	531981	0	0
Block882	NZ_CP009273	3418273	3418963	0	0
Block882	NC_010473	3520681	3521371	0	0
Block882	U00096	3424914	3425604	0	0
Block883	NZ_CP009072	531989	533177	0	0
Block883	NZ_CP009273	3418972	3420161	0	0
Block883	NC_010473	3521380	3522569	0	0
Block883	U00096	3425613	3426802	0	0
Block884	NZ_CP009072	533195	533226	0	0
Block884	NZ_CP009273	3420170	3420201	0	0
Block884	NC_010473	3522578	3522609	0	0
Block884	U00096	3426811	3426842	0	0
Block886	NZ_CP009072	671248	672919	0	0
Block886	NZ_CP009273	3420535	3422207	0	0
Block886	NC_010473	3522943	3524615	0	0
Block886	U00096	3427176	3428848	0	0
Block8	NZ_CP009072	2694468	2696805	0	0
Block8	NZ_CP009273	17258	19597	0	0
Block8	NC_010473	17258	19597	0	0
Block8	U00096	17258	19597	0	0
Block921	NZ_CP009072	4636798	4636867	0	0
Block921	NZ_CP009273	3632538	3632606	0	0
Block921	NC_010473	3734946	3735014	0	0
Block921	U00096	3639178	3639246	0	0
Block971	NZ_CP009072	4986884	4986913	0	0
Block971	NZ_CP009273	3844299	3844328	0	0
Block971	NC_010473	3946546	3946575	0	0
Block971	U00096	3850939	3850968	0	0
Block980	NZ_CP009072	4409854	4409908	0	0
Block980	NZ_CP009273	3870944	3870998	0	0
Block980	NC_010473	3973191	3973245	0	0
Block980	U00096	3877584	3877638	0	0
Block9	NZ_CP009072	2696870	2701784	0	0
Block9	NZ_CP009273	20761	25674	0	0
Block9	NC_010473	20761	25674	0	0
Block9	U00096	20761	25674	0	0
Block1000NZ_CP009072	723904	726375	1	1
Block1000	NZ_CP009273	3996581	3999053	0	1
Block1000	NC_010473	4100164	4102636	0	1
Block1000	U00096	4003221	4005693	0	1
Block1001NZ_CP009072	716701	723862	1	1
Block1001	NZ_CP009273	3999103	4006265	0	1
Block1001	NC_010473	4102686	4109848	0	1
Block1001	U00096	4005743	4012905	0	1
Block1002NZ_CP009072	714428	716661	1	1
Block1002	NZ_CP009273	4006424	4008657	0	1
Block1002	NC_010473	4110007	4112240	0	1
Block1002	U00096	4013064	4015297	0	1
Block1003NZ_CP009072	696538	698302	1	1
Block1003	NZ_CP009273	4008784	4010548	0	1
Block1003	NC_010473	4112367	4114131	0	1
Block1003	U00096	4015424	4017188	0	1
Block1004NZ_CP009072	680871	690937	1	1
Block1004	NZ_CP009273	4010596	4020662	0	1
Block1004	NC_010473	4114179	4124245	0	1
Block1004	U00096	4017236	4027302	0	1
Block1006NZ_CP009072	673083	680672	1	1
Block1006	NZ_CP009273	4021050	4028639	0	1
Block1006	NC_010473	4124633	4132222	0	1
Block1006	U00096	4027690	4035279	0	1
Block1007NZ_CP009072	529950	529980	1	1
Block1007	NZ_CP009273	4034219	4034249	0	1
Block1007	NC_010473	4137802	4137832	0	1
Block1007	U00096	4040859	4040889	0	1
Block1008NZ_CP009072	658855	667710	1	1
Block1008	NZ_CP009273	4034274	4043129	0	1
Block1008	NC_010473	4137857	4146712	0	1
Block1008	U00096	4040914	4049769	0	1
Block1009NZ_CP009072	655204	658764	1	1
Block1009	NZ_CP009273	4043219	4046779	0	1
Block1009	NC_010473	4146802	4150362	0	1
Block1009	U00096	4049859	4053419	0	1
Block100	NZ_CP009072	982989	983027	0	1
Block100NZ_CP009273	504238	504276	1	1
Block100	NC_010473	447337	447375	1	1
Block100	U00096	375228	375266	0	1
Block1010NZ_CP009072	655055	655104	1	1
Block1010	NZ_CP009273	4046869	4046918	0	1
Block1010	NC_010473	4150452	4150501	0	1
Block1010	U00096	4053509	4053558	0	1
Block1011NZ_CP009072	652168	655024	1	1
Block1011	NZ_CP009273	4046955	4049811	0	1
Block1011	NC_010473	4150538	4153394	0	1
Block1011	U00096	4053595	4056451	0	1
Block1012NZ_CP009072	648479	652107	1	1
Block1012	NZ_CP009273	4049984	4053612	0	1
Block1012	NC_010473	4153567	4157195	0	1
Block1012	U00096	4056624	4060252	0	1
Block1013NZ_CP009072	645171	648400	1	1
Block1013	NZ_CP009273	4053690	4056919	0	1
Block1013	NC_010473	4157273	4160502	0	1
Block1013	U00096	4060330	4063559	0	1
Block1014NZ_CP009072	633609	636527	1	1
Block1014	NZ_CP009273	4068845	4071763	0	1
Block1014	NC_010473	4173205	4176123	0	1
Block1014	U00096	4075485	4078403	0	1
Block1015NZ_CP009072	630614	630794	1	1
Block1015	NZ_CP009273	4072594	4072774	0	1
Block1015	NC_010473	4176954	4177134	0	1
Block1015	U00096	4079234	4079414	0	1
Block1016NZ_CP009072	630397	630487	1	1
Block1016	NZ_CP009273	4072899	4072989	0	1
Block1016	NC_010473	4177259	4177349	0	1
Block1016	U00096	4079539	4079629	0	1
Block1017NZ_CP009072	623696	630367	1	1
Block1017	NZ_CP009273	4073595	4080266	0	1
Block1017	NC_010473	4177955	4184626	0	1
Block1017	U00096	4080235	4086906	0	1
Block1018NZ_CP009072	623518	623666	1	1
Block1018	NZ_CP009273	4080775	4080923	0	1
Block1018	NC_010473	4185135	4185283	0	1
Block1018	U00096	4087415	4087563	0	1
Block1019NZ_CP009072	623231	623371	1	1
Block1019	NZ_CP009273	4081205	4081345	0	1
Block1019	NC_010473	4185565	4185705	0	1
Block1019	U00096	4087845	4087985	0	1
Block101NZ_CP009072	4835858	4836472	1	1
Block101	NZ_CP009273	372162	372776	0	1
Block101	NC_010473	315261	315875	0	1
Block101	U00096	376706	377320	0	1
Block1021NZ_CP009072	620478	621340	1	1
Block1021	NZ_CP009273	4086487	4087349	0	1
Block1021	NC_010473	4190847	4191709	0	1
Block1021	U00096	4093127	4093989	0	1
Block1022NZ_CP009072	613912	617006	1	1
Block1022	NZ_CP009273	4087379	4090473	0	1
Block1022	NC_010473	4195171	4198265	0	1
Block1022	U00096	4097451	4100545	0	1
Block1023NZ_CP009072	598791	613870	1	1
Block1023	NZ_CP009273	4090514	4105593	0	1
Block1023	NC_010473	4198306	4213385	0	1
Block1023	U00096	4100586	4115665	0	1
Block1024NZ_CP009072	586587	598670	1	1
Block1024	NZ_CP009273	4105678	4117761	0	1
Block1024	NC_010473	4213470	4225553	0	1
Block1024	U00096	4115750	4127833	0	1
Block1025NZ_CP009072	582303	586470	1	1
Block1025	NZ_CP009273	4118002	4122169	0	1
Block1025	NC_010473	4225794	4229961	0	1
Block1025	U00096	4128074	4132241	0	1
Block1026NZ_CP009072	571082	574638	1	1
Block1026	NZ_CP009273	4122393	4125949	0	1
Block1026	NC_010473	4230185	4233741	0	1
Block1026	U00096	4132465	4136021	0	1
Block1027NZ_CP009072	569356	571018	1	1
