qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end	A_alt_name	B_alt_name
sp|P24252|YBGA_ECOLI	tr|A0A0H2V591|A0A0H2V591_ECOL6	ybgA	ybgA	739000.0		739510.0		b0707	c0786
sp|P24554|RADA_ECOLI	tr|A0A0H2VDU4|A0A0H2VDU4_ECOL6	radA	sms	4625911.0		4627294.0		b4389	c5474
sp|P25397|TEHB_ECOLI	tr|A0A0H2V8F3|A0A0H2V8F3_ECOL6	tehB	tehB	1501561.0	1694047.0	1502155.0	1694641.0	b1430	c1854
sp|P25437|FRMA_ECOLI	sp|Q8FKG1|FRMA_ECOL6	frmA	frmA	378461.0	455098.0	379571.0	456208.0	b0356	c0465
sp|P25516|ACNA_ECOLI	tr|A0A0H2V9B9|A0A0H2V9B9_ECOL6	acnA	acnA	1335830.0	1580127.0	1338506.0	1582803.0	b1276	c1745
sp|P25519|HFLX_ECOLI	tr|A0A0H2VF40|A0A0H2VF40_ECOL6	hflX	hflX	4400671.0	5008831.0	4401952.0	5010112.0	b4173	c5257
sp|P25522|MNME_ECOLI	sp|Q8FBV3|MNME_ECOL6	mnmE	mnmE	3886827.0	4388564.0	3888192.0	4389929.0	b3706	c4630
sp|P25524|CODA_ECOLI	tr|A0A0H2V4N7|A0A0H2V4N7_ECOL6	codA	codA	356170.0	445537.0	357454.0	446821.0	b0337	c0456
sp|P25526|GABD_ECOLI	tr|A0A0H2V9R6|A0A0H2V9R6_ECOL6	gabD	gabD	2791272.0	3069944.0	2792721.0	3071393.0	b2661	c3209
sp|P25527|GABP_ECOLI	tr|A0A0H2VC98|A0A0H2VC98_ECOL6	gabP	gabP	2794252.0	3072923.0	2795653.0	3074324.0	b2663	c3211
sp|P25531|YICR_ECOLI	sp|P65957|YICR_ECOL6	yicR	yicR	3811890.0		3812559.0		b3638	c4462
sp|P25534|UBIH_ECOLI	tr|A0A0H2VAA4|A0A0H2VAA4_ECOL6	ubiH	ubiH	3052339.0	3348291.0	3053518.0	3349470.0	b2907	c3489
sp|P25535|UBII_ECOLI	tr|A0A0H2VBW2|A0A0H2VBW2_ECOL6	ubiI	visC	3051114.0		3052317.0		b2906	c3488
sp|P25536|NTPPA_ECOLI	sp|Q8FD47|NTPPA_ECOL6	yhdE	yhdE	3397784.0	3820983.0	3398378.0	3821577.0	b3248	c4002
sp|P25539|RIBD_ECOLI	tr|A0A0H2V4V3|A0A0H2V4V3_ECOL6	ribD	ribD	433454.0	507507.0	434558.0	508611.0	b0414	c0524
sp|P25549|ASLA_ECOLI	tr|A0A0H2VCV3|A0A0H2VCV3_ECOL6	aslA	aslA	3984351.0	4484514.0	3986007.0	4486170.0	b3801	c4719
sp|P25550|ASLB_ECOLI	tr|A0A0H2VCJ0|A0A0H2VCJ0_ECOL6	aslB	aslB	3982957.0		3984193.0		b3800	c4718
sp|P25552|GPPA_ECOLI	sp|Q8FBR0|GPPA_ECOL6	gppA	gppA		4462908.0		4464393.0	b3779	c4699
sp|P25553|ALDA_ECOLI	tr|A0A0H2V786|A0A0H2V786_ECOL6	aldA	aldA	1488231.0	1682349.0	1489671.0	1683789.0	b1415	c1842
sp|P25665|METE_ECOLI	sp|Q8FBM1|METE_ECOL6	metE	metE	4013052.0	4517352.0	4015314.0	4519614.0	b3829	c4751
sp|P25714|YIDC_ECOLI	sp|P65624|YIDC_ECOL6	yidC	yidC	3885075.0	4386812.0	3886722.0	4388459.0	b3705	c4629
sp|P25718|AMY1_ECOLI	tr|A0A0H2VC82|A0A0H2VC82_ECOL6	malS	malS	3737496.0	4175041.0	3739527.0	4177072.0	b3571	c4392
sp|P25728|YGBA_ECOLI	tr|A0A0H2VA07|A0A0H2VA07_ECOL6	ygbA	ygbA	2856452.0		2856806.0		b2732	c3293
sp|P25736|END1_ECOLI	tr|A0A0H2VCU8|A0A0H2VCU8_ECOL6	endA	endA	3090346.0	3386301.0	3091054.0	3387009.0	b2945	c3531
sp|P25737|LYSP_ECOLI	tr|A0A0H2VB81|A0A0H2VB81_ECOL6	lysP	lysP	2247062.0	2538755.0	2248532.0	2540225.0	b2156	c2691
sp|P25738|MSYB_ECOLI	tr|A0A0H2V767|A0A0H2V767_ECOL6	msyB	msyB	1113806.0	11430.0	1114181.0	12144.0	b1051	c1318
sp|P25740|RFAG_ECOLI	tr|A0A0H2VCC2|A0A0H2VCC2_ECOL6	rfaG	rfaG					b3631	c4455
sp|P25741|RFAP_ECOLI	tr|A0A0H2VBZ4|A0A0H2VBZ4_ECOL6	rfaP	rfaP		4236155.0		4236953.0	b3630	c4454
sp|P25743|YCHE_ECOLI	tr|A0A0H2V6Y0|A0A0H2V6Y0_ECOL6	ychE	ychE	1298597.0	1543723.0	1299245.0	1544371.0	b1242	c1706
sp|P25744|MDTG_ECOLI	sp|Q8FIR9|MDTG_ECOL6	mdtG	mdtG	1114263.0	1257762.0	1115490.0	1258989.0	b1053	c1319
sp|P25745|MNMA_ECOLI	sp|Q8CXZ8|MNMA_ECOL6	mnmA	mnmA	1192666.0	1393560.0	1193773.0	1394667.0	b1133	c1512
sp|P25746|HFLD_ECOLI	sp|Q8FIB7|HFLD_ECOL6	hflD	hflD	1191989.0	1392883.0	1192631.0	1393525.0	b1132	c1511
sp|P25747|YEIB_ECOLI	tr|A0A0H2V8U2|A0A0H2V8U2_ECOL6	yeiB	yeiB	2241809.0		2242967.0		b2152	c2687
sp|P25748|GALS_ECOLI	tr|A0A0H2V8Y0|A0A0H2V8Y0_ECOL6	galS	galS	2240627.0	2532322.0	2241668.0	2533363.0	b2151	c2685
sp|P25772|LIGB_ECOLI	sp|Q8FC83|LIGB_ECOL6	ligB	ligB	3819487.0	4250489.0	3821170.0	4252172.0	b3647	c4471
sp|P25798|FLIF_ECOLI	tr|A0A0H2V863|A0A0H2V863_ECOL6	fliF	fliF	2013228.0	2164996.0	2014887.0	2166655.0	b1938	c2354
sp|P25889|PREA_ECOLI	tr|A0A0H2V8T8|A0A0H2V8T8_ECOL6	preA	yeiA	2235264.0		2236500.0		b2147	c2680
sp|P25906|PDXI_ECOLI	tr|A0A0H2V8D0|A0A0H2V8D0_ECOL6	pdxI	ydbC					b1406	c1832
sp|P25960|LEP4_ECOLI	tr|A0A0H2VBG7|A0A0H2VBG7_ECOL6	gspO	hofD	3465542.0		3466220.0		b3335	c4106
sp|P26218|BGLH_ECOLI	sp|Q8CVJ9|BGLH_ECOL6	bglH	bglH	3900603.0	4401732.0	3902220.0	4403349.0	b3720	c4642
sp|P26266|FEPE_ECOLI	tr|A0A0H2V530|A0A0H2V530_ECOL6	fepE	fepE	618253.0	660512.0	619387.0	661646.0	b0587	c0674
sp|P26281|HPPK_ECOLI	tr|A0A0H2V466|A0A0H2V466_ECOL6	folK	folK	157252.0	167801.0	157732.0	168281.0	b0142	c0175
sp|P26365|AMIB_ECOLI	tr|A0A0H2VDK5|A0A0H2VDK5_ECOL6	amiB	amiB	4396064.0	5004230.0	4397402.0	5005562.0	b4169	c5253
sp|P26458|APPB_ECOLI	tr|A0A0H2V5X9|A0A0H2V5X9_ECOL6	appB	appB		1083084.0		1084221.0	b0979	c1120
sp|P26459|APPC_ECOLI	tr|A0A0H2V5T3|A0A0H2V5T3_ECOL6	appC	appC		1081528.0		1083073.0	b0978	c1119
sp|P26602|UBIC_ECOLI	sp|Q8FB35|UBIC_ECOL6	ubiC	ubiC	4252505.0	4784535.0	4253003.0	4785033.0	b4039	c5009
sp|P26608|FLIS_ECOLI	tr|A0A0H2V9G5|A0A0H2V9G5_ECOL6	fliS	fliS	2005302.0	2154980.0	2005713.0	2155391.0	b1925	c2340
sp|P26612|AMY2_ECOLI	tr|A0A0H2V829|A0A0H2V829_ECOL6	amyA	amyA	2006155.0	2155833.0	2007643.0	2157321.0	b1927	c2342
sp|P26616|MAO1_ECOLI	sp|Q8FHH1|MAO1_ECOL6	maeA	maeA	1553971.0	1746935.0	1555669.0	1748633.0	b1479	c1912
sp|P26646|ACUI_ECOLI	tr|A0A0H2VBC0|A0A0H2VBC0_ECOL6	acuI	yhdH	3403483.0		3404458.0		b3253	c4009
sp|P26647|PLSC_ECOLI	tr|A0A0H2VB07|A0A0H2VB07_ECOL6	plsC	plsC	3162743.0	3592072.0	3163481.0	3592810.0	b3018	c3758
sp|P26648|FTSP_ECOLI	tr|A0A0H2VDJ6|A0A0H2VDJ6_ECOL6	ftsP	sufI	3161256.0		3162669.0		b3017	c3757
sp|P26649|GLGS_ECOLI	sp|P64243|GLGS_ECOL6	glgS	glgS	3191738.0	3630966.0	3191939.0	3631167.0	b3049	c3797
sp|P27125|RHAT_ECOLI	sp|Q8FBD6|RHAT_ECOL6	rhaT	rhaT	4099490.0	4619147.0	4100525.0	4620182.0	b3907	c4857
sp|P27128|RFAI_ECOLI	tr|A0A0H2VDM5|A0A0H2VDM5_ECOL6	rfaI	rfaI					b3627	c4453
sp|P27238|YFED_ECOLI	tr|A0A0H2V9G7|A0A0H2V9G7_ECOL6	yfeD	yfeD	2518812.0		2519205.0		b2399	c2935
sp|P27240|RFAY_ECOLI	tr|A0A0H2VET6|A0A0H2VET6_ECOL6	rfaY	rfaY		4233409.0		4234102.0	b3625	c4451
sp|P27245|MARR_ECOLI	tr|A0A0H2V9P4|A0A0H2V9P4_ECOL6	marR	marR	1619119.0	1795023.0	1619554.0	1795458.0	b1530	c1952
sp|P27247|PLSX_ECOLI	sp|P65736|PLSX_ECOL6	plsX	plsX	1147620.0	1291119.0	1148691.0	1292190.0	b1090	c1359
sp|P27248|GCST_ECOLI	sp|Q8FE65|GCST_ECOL6	gcvT	gcvT	3049572.0	3345524.0	3050667.0	3346619.0	b2905	c3485
sp|P27249|GLND_ECOLI	sp|Q8CY19|GLND_ECOL6	glnD	glnD	185977.0	196275.0	188650.0	198948.0	b0167	c0202
sp|P27250|AHR_ECOLI	tr|A0A0H2VGF6|A0A0H2VGF6_ECOL6	ahr	yjgB	4495189.0		4496209.0		b4269	c5370
sp|P27278|NADR_ECOLI	tr|A0A0H2VEB9|A0A0H2VEB9_ECOL6	nadR	nadR	4627314.0	5216695.0	4628547.0	5217928.0	b4390	c5475
sp|P27294|INAA_ECOLI	tr|A0A0H2V935|A0A0H2V935_ECOL6	inaA	inaA	2348821.0	2635634.0	2349472.0	2636285.0	b2237	c2779
sp|P27296|DING_ECOLI	sp|Q8FJN1|DING_ECOL6	dinG	dinG	833069.0	855391.0	835220.0	857542.0	b0799	c0883
sp|P27297|BAX_ECOLI	tr|A0A0H2VDI1|A0A0H2VDI1_ECOL6	bax	bax	3736352.0		3737177.0		b3570	c4390
sp|P27298|OPDA_ECOLI	tr|A0A0H2VEE6|A0A0H2VEE6_ECOL6	prlC	prlC	3643139.0	4077097.0	3645182.0	4079140.0	b3498	c4297
sp|P27302|TKT1_ECOLI	tr|A0A0H2VCU3|A0A0H2VCU3_ECOL6	tktA	tktA	3079643.0		3081635.0		b2935	c3520
sp|P27303|EMRA_ECOLI	tr|A0A0H2VA29|A0A0H2VA29_ECOL6	emrA	emrA	2811426.0	3091973.0	2812599.0	3093146.0	b2685	c3238
sp|P27305|GLUQ_ECOLI	sp|Q8FL25|GLUQ_ECOL6	gluQ	gluQ	159185.0		160112.0		b0144	c0177
sp|P27306|STHA_ECOLI	sp|Q8FB93|STHA_ECOL6	sthA	sthA	4159389.0	4689165.0	4160790.0	4690566.0	b3962	c4923
sp|P27431|ROXA_ECOLI	tr|A0A0H2V8Q4|A0A0H2V8Q4_ECOL6	roxA	ycfD	1187118.0		1188240.0		b1128	c1480
sp|P27434|RODZ_ECOLI	sp|Q8FF56|RODZ_ECOL6	rodZ	rodZ	2641830.0	2910456.0	2642844.0	2911464.0	b2516	c3038
sp|P27550|ACSA_ECOLI	sp|Q8FAY8|ACSA_ECOL6	acs	acs	4285412.0	4838697.0	4287371.0	4840656.0	b4069	c5064
sp|P27828|WECB_ECOLI	tr|A0A0H2VF94|A0A0H2VF94_ECOL6	wecB	wecB	3970132.0	4470296.0	3971263.0	4471427.0	b3786	c4706
sp|P27829|WECC_ECOLI	tr|A0A0H2VCK2|A0A0H2VCK2_ECOL6	wecC	wecC	3971259.0	4471423.0	3972522.0	4472686.0	b3787	c4707
sp|P27830|RMLB2_ECOLI	tr|A0A0H2VE75|A0A0H2VE75_ECOL6	rffG	rffG	3972521.0	4472685.0	3973589.0	4473753.0	b3788	c4708
sp|P27832|WECD_ECOLI	sp|Q8FBQ3|WECD_ECOL6	wecD	wecD	3974466.0		3975141.0		b3790	c4710
sp|P27833|WECE_ECOLI	tr|A0A0H2VCU9|A0A0H2VCU9_ECOL6	wecE	wecE	3975145.0		3976276.0		b3791	c4711
sp|P27835|WZYE_ECOLI	sp|Q8FBP8|WZYE_ECOL6	wzyE	wzyE	3978600.0	4478764.0	3979953.0	4480117.0	b3793	c4715
sp|P27836|WECG_ECOLI	sp|Q8FBP7|WECG_ECOL6	wecG	wecG	3979955.0		3980696.0		b3794	c4716
sp|P27837|YIFK_ECOLI	tr|A0A0H2VE81|A0A0H2VE81_ECOL6	yifK	yifK	3980886.0		3982272.0		b3795	c4717
sp|P27838|CYAY_ECOLI	sp|Q8FBN9|CYAY_ECOL6	cyaY	cyaY	3993738.0	4493938.0	3994059.0	4494259.0	b3807	c4726
sp|P27840|YIGE_ECOLI	tr|A0A0H2VCW3|A0A0H2VCW3_ECOL6	yigE	c4736	4000291.0		4001056.0		b4482	
sp|P27844|RARD_ECOLI	tr|A0A0H2VE96|A0A0H2VE96_ECOL6	rarD	rarD	4003287.0	4507716.0	4004178.0	4508607.0	b3819	c4740
sp|P27859|TATD_ECOLI	tr|A0A0H2VCR0|A0A0H2VCR0_ECOL6	tatD	yigW	4023553.0		4024336.0		b4483	c4788
sp|P27862|YIGZ_ECOLI	tr|A0A0H2VED3|A0A0H2VED3_ECOL6	yigZ	yigZ	4032491.0		4033106.0		b3848	c4795
sp|P27896|NARQ_ECOLI	tr|A0A0H2VBT9|A0A0H2VBT9_ECOL6	narQ	narQ	2585730.0	2856496.0	2587431.0	2858197.0	b2469	c2996
sp|P28224|MLIC_ECOLI	tr|A0A0H2V8U6|A0A0H2V8U6_ECOL6	mliC	ydhA	1718065.0		1718395.0		b1639	c2031
sp|P28246|BCR_ECOLI	tr|A0A0H2VAE0|A0A0H2VAE0_ECOL6	bcr	bcr	2278569.0	2569105.0	2279760.0	2570296.0	b2182	c2719
sp|P28248|DCD_ECOLI	sp|P63901|DCD_ECOL6	dcd	dcd	2141633.0	2428960.0	2142215.0	2429542.0	b2065	c2592
sp|P28249|ASMA_ECOLI	tr|A0A0H2VB17|A0A0H2VB17_ECOL6	asmA	asmA	2139758.0	2427085.0	2141612.0	2428939.0	b2064	c2591
sp|P28303|DINF_ECOLI	tr|A0A0H2VEP0|A0A0H2VEP0_ECOL6	dinF	dinF	4257741.0	4789771.0	4259121.0	4791151.0	b4044	c5015
sp|P28304|QOR1_ECOLI	tr|A0A0H2VFP6|A0A0H2VFP6_ECOL6	qorA	qor	4263247.0		4264231.0		b4051	c5020
sp|P28629|ADIA_ECOLI	tr|A0A0H2VEW1|A0A0H2VEW1_ECOL6	adiA	adiA	4338253.0	4896800.0	4340521.0	4899068.0	b4117	c5122
sp|P28630|HOLA_ECOLI	tr|A0A0H2V578|A0A0H2V578_ECOL6	holA	holA	670573.0	710564.0	671605.0	711596.0	b0640	c0731
sp|P28631|HOLB_ECOLI	tr|A0A0H2V796|A0A0H2V796_ECOL6	holB	holB	1155761.0	1299262.0	1156766.0	1300267.0	b1099	c1371
sp|P28632|HOLD_ECOLI	tr|A0A0H2VGJ2|A0A0H2VGJ2_ECOL6	holD	holD	4607802.0	5196723.0	4608216.0	5197137.0	b4372	c5452
sp|P28634|TRMO_ECOLI	tr|A0A0H2V4A1|A0A0H2V4A1_ECOL6	trmO	yaeB					b0195	c0236
sp|P28635|METQ_ECOLI	tr|A0A0H2V4A0|A0A0H2V4A0_ECOL6	metQ	yaeC	220112.0		220928.0		b0197	c0238
sp|P28638|YHDJ_ECOLI	tr|A0A0H2VBD2|A0A0H2VBD2_ECOL6	yhdJ	yhdJ	3411652.0	3843420.0	3412537.0	3844305.0	b3262	c4028
sp|P28696|YAAI_ECOLI	sp|Q8CWE7|YAAI_ECOL6	yaaI	yaaI	11381.0		11786.0		b0013	c0017
sp|P28861|FENR_ECOLI	tr|A0A0H2VCW2|A0A0H2VCW2_ECOL6	fpr	fpr	4113725.0	4633383.0	4114472.0	4634130.0	b3924	c4876
sp|P28903|NRDD_ECOLI	tr|A0A0H2VDM7|A0A0H2VDM7_ECOL6	nrdD	nrdD	4460521.0	5077595.0	4462660.0	5079734.0	b4238	c5337
sp|P28904|TREC_ECOLI	tr|A0A0H2VE32|A0A0H2VE32_ECOL6	treC	treC	4463053.0	5080127.0	4464709.0	5081783.0	b4239	c5338
sp|P28905|HOLC_ECOLI	tr|A0A0H2VDN6|A0A0H2VDN6_ECOL6	holC	holC	4483836.0	5102672.0	4484280.0	5103116.0	b4259	c5359
sp|P29012|ALR2_ECOLI	sp|P59237|ALR2_ECOL6	dadX	dadX	1238878.0	1476305.0	1239949.0	1477376.0	b1190	c1639
sp|P29013|YCGB_ECOLI	tr|A0A0H2V6X2|A0A0H2V6X2_ECOL6	ycgB	ycgB	1235708.0		1237241.0		b1188	c1637
sp|P29018|CYDD_ECOLI	tr|A0A0H2V7U6|A0A0H2V7U6_ECOL6	cydD	cydD	929195.0	983324.0	930962.0	985091.0	b0887	c1024
sp|P29131|FTSN_ECOLI	tr|A0A0H2VD47|A0A0H2VD47_ECOL6	ftsN	ftsN	4122379.0	4642073.0	4123339.0	4643033.0	b3933	c4886
sp|P29208|MENC_ECOLI	sp|Q8FFL4|MENC_ECOL6	menC	menC	2374999.0	2661381.0	2375962.0	2662344.0	b2261	c2804
sp|P29217|YCEH_ECOLI	sp|Q8FIR0|YCEH_ECOL6	yceH	yceH	1126156.0		1126804.0		b1067	c1334
sp|P29680|DCUP_ECOLI	sp|Q8FB74|DCUP_ECOL6	hemE	hemE	4197715.0	4728922.0	4198780.0	4729987.0	b3997	c4954
sp|P29744|FLGL_ECOLI	tr|A0A0H2V6D5|A0A0H2V6D5_ECOL6	flgL	flgL	1140032.0	1283533.0	1140986.0	1284487.0	b1083	c1352
sp|P29745|PEPT_ECOLI	sp|P65803|PEPT_ECOL6	pepT	pepT	1185843.0	1375284.0	1187070.0	1376511.0	b1127	c1479
sp|P30011|NADC_ECOLI	tr|A0A0H2V5W9|A0A0H2V5W9_ECOL6	nadC	nadC	117751.0	122891.0	118645.0	123785.0	b0109	c0128
sp|P30014|RNT_ECOLI	sp|P66681|RNT_ECOL6	rnt	rnt	1728346.0	1888875.0	1728994.0	1889523.0	b1652	c2045
sp|P30125|LEU3_ECOLI	sp|Q8FL76|LEU3_ECOL6	leuB	leuB	80866.0	84697.0	81958.0	85789.0	b0073	c0090
sp|P30126|LEUD_ECOLI	sp|Q8FL79|LEUD_ECOL6	leuD	leuD	78847.0	82678.0	79453.0	83284.0	b0071	c0087
sp|P30128|GREB_ECOLI	sp|P64273|GREB_ECOL6	greB	greB	3536811.0	3963640.0	3537288.0	3964153.0	b3406	c4183
sp|P30130|FIMD_ECOLI	tr|A0A0H2VFD9|A0A0H2VFD9_ECOL6	fimD	fimD	4545095.0	5139825.0	4547732.0	5142462.0	b4317	c5396
sp|P30131|HYPF_ECOLI	tr|A0A0H2VBG4|A0A0H2VBG4_ECOL6	hypF	hypF	2835172.0	3117739.0	2837425.0	3119992.0	b2712	c3268
sp|P30136|THIC_ECOLI	sp|Q8FB77|THIC_ECOL6	thiC	thiC	4194203.0	4725410.0	4196099.0	4727306.0	b3994	c4951
sp|P30137|THIE_ECOLI	sp|Q8FB78|THIE_ECOL6	thiE	thiE	4193568.0	4724775.0	4194204.0	4725411.0	b3993	c4950
sp|P30138|THIF_ECOLI	tr|A0A0H2VD00|A0A0H2VD00_ECOL6	thiF	thiF	4192820.0	4724027.0	4193576.0	4724783.0	b3992	c4949
sp|P30139|THIG_ECOLI	sp|Q8FB81|THIG_ECOL6	thiG	thiG	4191864.0	4723071.0	4192635.0	4723842.0	b3991	c4947
sp|P30140|THIH_ECOLI	tr|A0A0H2VD98|A0A0H2VD98_ECOL6	thiH	thiH	4190734.0	4721941.0	4191868.0	4723075.0	b3990	c4946
sp|P30143|YAAJ_ECOLI	tr|A0A0H2V5R8|A0A0H2V5R8_ECOL6	yaaJ	yaaJ	6528.0		7959.0		b0007	c0011
sp|P30147|HYI_ECOLI	tr|A0A0H2V4Z0|A0A0H2V4Z0_ECOL6	hyi	gip	535709.0		536486.0		b0508	c0623
sp|P30149|YABI_ECOLI	tr|A0A0H2V418|A0A0H2V418_ECOL6	yabI	yabI	71350.0		72115.0		b0065	c0081
sp|P30177|YBIB_ECOLI	tr|A0A0H2V5F8|A0A0H2V5F8_ECOL6	ybiB	ybiB	835247.0	857569.0	836210.0	858532.0	b0800	c0884
sp|P30178|HCXB_ECOLI	tr|A0A0H2V655|A0A0H2V655_ECOL6	hcxB	ybiC					b0801	c0885
sp|P30744|SDHM_ECOLI	tr|A0A0H2VAB2|A0A0H2VAB2_ECOL6	sdaB	sdaB	2929575.0	3204392.0	2930943.0	3205760.0	b2797	c3365
sp|P30745|MOAA_ECOLI	sp|P65382|MOAA_ECOL6	moaA	moaA	817043.0	839664.0	818033.0	840654.0	b0781	c0862
sp|P30749|MOAE_ECOLI	tr|A0A0H2V5E8|A0A0H2V5E8_ECOL6	moaE	moaE	819294.0	841915.0	819747.0	842368.0	b0785	c0867
sp|P30750|METN_ECOLI	sp|P63355|METN_ECOL6	metN	metN	221613.0	233028.0	222645.0	234060.0	b0199	c0240
sp|P30843|BASR_ECOLI	tr|A0A0H2VDK2|A0A0H2VDK2_ECOL6	basR	basR	4333281.0	4891817.0	4333950.0	4892486.0	b4113	c5118
sp|P30844|BASS_ECOLI	tr|A0A0H2VD68|A0A0H2VD68_ECOL6	basS	basS	4332180.0		4333272.0		b4112	c5117
sp|P30845|EPTA_ECOLI	tr|A0A0H2VFX1|A0A0H2VFX1_ECOL6	eptA	yjdB	4333946.0		4335590.0		b4114	c5119
sp|P30847|BAES_ECOLI	tr|A0A0H2VA69|A0A0H2VA69_ECOL6	baeS	baeS	2162875.0	2449461.0	2164279.0	2450865.0	b2078	c2604
sp|P30850|RNB_ECOLI	sp|Q8FHT6|RNB_ECOL6	rnb	rnb	1346977.0	1591267.0	1348912.0	1593202.0	b1286	c1757
sp|P30852|SMF_ECOLI	tr|A0A0H2VB93|A0A0H2VB93_ECOL6	smf	smf	3432435.0		3433560.0		b4473	c4046
sp|P30855|EVGS_ECOLI	tr|A0A0H2V999|A0A0H2V999_ECOL6	evgS	evgS	2484373.0	2766761.0	2487967.0	2770355.0	b2370	c2906
sp|P30859|ARTI_ECOLI	tr|A0A0H2V6H2|A0A0H2V6H2_ECOL6	artI	artI	902256.0		902988.0		b0863	c0996
sp|P30863|DKGB_ECOLI	tr|A0A0H2V494|A0A0H2V494_ECOL6	dkgB	yafB	229166.0		229970.0		b0207	c0244
sp|P30864|YAFC_ECOLI	tr|A0A0H2V4V8|A0A0H2V4V8_ECOL6	yafC	yafC	229966.0		230881.0		b0208	c0245
sp|P30870|GLNE_ECOLI	sp|Q8FDH4|GLNE_ECOL6	glnE	glnE	3196800.0	3635653.0	3199641.0	3638494.0	b3053	c3801
sp|P30871|3PASE_ECOLI	tr|A0A0H2VB32|A0A0H2VB32_ECOL6	ygiF	ygiF	3199663.0	3638516.0	3200965.0	3639818.0	b3054	c3802
sp|P31057|PANB_ECOLI	sp|Q8FL30|PANB_ECOL6	panB	panB	148806.0	159328.0	149601.0	160123.0	b0134	c0165
sp|P31058|YADC_ECOLI	tr|A0A0H2V4R8|A0A0H2V4R8_ECOL6	yadC	yadC	149714.0		150953.0		b0135	c0166
sp|P31060|MODF_ECOLI	tr|A0A0H2V7F9|A0A0H2V7F9_ECOL6	modF	modF	792315.0	813893.0	793788.0	815366.0	b0760	c0836
sp|P31061|NOHA_ECOLI	sp|P68653|TERS_ECOL6	nohA	nohA					b1548	c1568
sp|P31062|NOHD_ECOLI	tr|A0A0H2VB89|A0A0H2VB89_ECOL6	nohD	nohB	580833.0		581379.0		b0560	c3174
sp|P31063|YEDD_ECOLI	tr|A0A0H2V8C9|A0A0H2V8C9_ECOL6	yedD	yedD	2007676.0		2008090.0		b1928	c2343
sp|P31064|YEDE_ECOLI	tr|A0A0H2VAH2|A0A0H2VAH2_ECOL6	yedE	yedE	2008276.0	2157954.0	2009482.0	2159160.0	b1929	c2344
sp|P31068|FLIH_ECOLI	tr|A0A0H2VAH9|A0A0H2VAH9_ECOL6	fliH	fliH	2015867.0	2167635.0	2016554.0	2168322.0	b1940	c2357
sp|P31069|KCH_ECOLI	tr|A0A0H2V6Y4|A0A0H2V6Y4_ECOL6	kch	kch	1309015.0	1552942.0	1310269.0	1554196.0	b1250	c1715
sp|P31119|AAS_ECOLI	sp|Q8FEA6|AAS_ECOL6	aas	aas	2973854.0	3281175.0	2976014.0	3283335.0	b2836	c3431
sp|P31120|GLMM_ECOLI	sp|Q8FD84|GLMM_ECOL6	glmM	glmM	3322732.0	3756363.0	3324070.0	3757701.0	b3176	c3932
sp|P31121|MARB_ECOLI	tr|A0A0H2V8P5|A0A0H2V8P5_ECOL6	marB	marB	1619988.0	1795893.0	1620207.0	1796112.0	b1532	c1954
sp|P31122|SOTB_ECOLI	sp|Q8FHE6|SOTB_ECOL6	sotB	sotB					b1528	c1950
sp|P31125|EAMA_ECOLI	tr|A0A0H2V7N9|A0A0H2V7N9_ECOL6	eamA	ydeD	1620237.0		1621137.0		b1533	c1961
sp|P31126|YDEE_ECOLI	tr|A0A0H2V9P9|A0A0H2V9P9_ECOL6	ydeE	ydeF	1621331.0		1622519.0		b1534	c1962
sp|P31129|DGCZ_ECOLI	tr|A0A0H2V7I0|A0A0H2V7I0_ECOL6	dgcZ	ydeH	1622959.0		1623850.0		b1535	c1963
sp|P31135|POTH_ECOLI	tr|A0A0H2V7S8|A0A0H2V7S8_ECOL6	potH	potH	896133.0	950506.0	897087.0	951451.0	b0856	c0989
sp|P31433|YICH_ECOLI	tr|A0A0H2VC02|A0A0H2VC02_ECOL6	yicH	yicH	3830456.0		3832166.0		b3655	c4480
sp|P31434|XYLS_ECOLI	tr|A0A0H2VDP5|A0A0H2VDP5_ECOL6	yicI	yicI	3832218.0	4270304.0	3834537.0	4272623.0	b3656	c4489
sp|P31435|YICJ_ECOLI	tr|A0A0H2VC14|A0A0H2VC14_ECOL6	yicJ	yicJ	3834546.0		3835929.0		b3657	c4490
sp|P31441|ADEC_ECOLI	sp|Q8FBX7|ADEC_ECOL6	ade	ade					b3665	c4589
sp|P31442|EMRD_ECOLI	tr|A0A0H2VE30|A0A0H2VE30_ECOL6	emrD	emrD	3853921.0	4359573.0	3855106.0	4360758.0	b3673	c4597
sp|P31443|YIDF_ECOLI	tr|A0A0H2VCE5|A0A0H2VCE5_ECOL6	yidF	yidF	3855113.0		3855611.0		b3674	c4598
sp|P31447|YIDJ_ECOLI	tr|A0A0H2VCQ3|A0A0H2VCQ3_ECOL6	yidJ	yidJ	3856910.0		3858404.0		b3678	c4601
sp|P31448|YIDK_ECOLI	tr|A0A0H2VF58|A0A0H2VF58_ECOL6	yidK	yidK	3858400.0		3860116.0		b3679	c4602
sp|P31449|YIDL_ECOLI	tr|A0A0H2VCG9|A0A0H2VCG9_ECOL6	yidL	yidL	3860282.0		3861176.0		b3680	c4603
sp|P31453|YIDP_ECOLI	tr|A0A0H2V7E9|A0A0H2V7E9_ECOL6	yidP	c1960	3863898.0		3864615.0		b3684	
