qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end
sp|P16691|PHNO_ECOLI	sp|P16691|PHNO_ECOLI	phnO	phnO	4315103.0	4319781.0	4315538.0	4320216.0
sp|P16692|PHNP_ECOLI	sp|P16692|PHNP_ECOLI	phnP	phnP	4314343.0	4319021.0	4315102.0	4319780.0
sp|P16700|CYSP_ECOLI	sp|P16700|CYSP_ECOLI	cysP	cysP	2542511.0	2547957.0	2543528.0	2548974.0
sp|P16701|CYST_ECOLI	sp|P16701|CYST_ECOLI	cysU	cysU	2541678.0		2542512.0	
sp|P16703|CYSM_ECOLI	sp|P16703|CYSM_ECOLI	cysM	cysM	2538671.0	2544117.0	2539583.0	2545029.0
sp|P16869|FHUE_ECOLI	sp|P16869|FHUE_ECOLI	fhuE	fhuE	1159361.0	1160938.0	1161551.0	1163128.0
sp|P16916|RHSA_ECOLI	sp|P16916|RHSA_ECOLI	rhsA	rhsA	3762182.0		3766316.0	
sp|P16917|RHSB_ECOLI	sp|P16917|RHSB_ECOLI	rhsB	rhsB	3619191.0	4016987.0	3623427.0	4021223.0
sp|P16918|RHSC_ECOLI	sp|P16918|RHSC_ECOLI	rhsC	rhsC	729582.0	730004.0	733776.0	734198.0
sp|P16919|RHSD_ECOLI	sp|P16919|RHSD_ECOLI	rhsD	rhsD	523260.0	522484.0	527541.0	526765.0
sp|P17109|MEND_ECOLI	sp|P17109|MEND_ECOLI	menD	menD	2377588.0	2382258.0	2379259.0	2383929.0
sp|P17115|GUTQ_ECOLI	sp|P17115|GUTQ_ECOLI	gutQ	gutQ		2828468.0		2829434.0
sp|P17117|NFSA_ECOLI	sp|P17117|NFSA_ECOLI	nfsA	nfsA	891183.0	891605.0	891906.0	892328.0
sp|P17169|GLMS_ECOLI	sp|P17169|GLMS_ECOLI	glmS	glmS	3911838.0	3723012.0	3913668.0	3724842.0
sp|P17315|CIRA_ECOLI	sp|P17315|CIRA_ECOLI	cirA	cirA	2244777.0	2248111.0	2246769.0	2250103.0
sp|P17334|PTQC_ECOLI	sp|P17334|PTQC_ECOLI	chbC	chbC	1819855.0	1821569.0	1821214.0	1822928.0
sp|P17410|CHBR_ECOLI	sp|P17410|CHBR_ECOLI	chbR	chbR	1818604.0	1820318.0	1819447.0	1821161.0
sp|P17411|CHBF_ECOLI	sp|P17411|CHBF_ECOLI	chbF	chbF	1817147.0		1818500.0	
sp|P17443|MURG_ECOLI	sp|P17443|MURG_ECOLI	murG	murG	99643.0	99643.0	100711.0	100711.0
sp|P17444|BETA_ECOLI	sp|P17444|BETA_ECOLI	betA	betA	325576.0	324800.0	327247.0	326471.0
sp|P17445|BETB_ECOLI	sp|P17445|BETB_ECOLI	betB	betB	327260.0	326484.0	328733.0	327957.0
sp|P17446|BETI_ECOLI	sp|P17446|BETI_ECOLI	betI	betI	328746.0	327970.0	329334.0	328558.0
sp|P17583|CYNX_ECOLI	sp|P17583|CYNX_ECOLI	cynX	cynX	359991.0	359188.0	361146.0	360370.0
sp|P17802|MUTY_ECOLI	sp|P17802|MUTY_ECOLI	mutY	mutY	3103012.0	3101668.0	3104065.0	3102721.0
sp|P17846|CYSI_ECOLI	sp|P17846|CYSI_ECOLI	cysI	cysI	2888386.0	2887042.0	2890099.0	2888755.0
sp|P17854|CYSH_ECOLI	sp|P17854|CYSH_ECOLI	cysH	cysH	2887577.0	2886233.0	2888312.0	2886968.0
sp|P17888|PRIA_ECOLI	sp|P17888|PRIA_ECOLI	priA	priA	4124611.0	3509870.0	4126810.0	3512069.0
sp|P17952|MURC_ECOLI	sp|P17952|MURC_ECOLI	murC	murC	100764.0	100764.0	102240.0	102240.0
sp|P17993|UBIG_ECOLI	sp|P17993|UBIG_ECOLI	ubiG	ubiG	2339566.0		2340289.0	
sp|P18133|PNCB_ECOLI	sp|P18133|PNCB_ECOLI	pncB	pncB	989153.0	989575.0	990356.0	990778.0
sp|P18196|MINC_ECOLI	sp|P18196|MINC_ECOLI	minC	minC	1225384.0	1226961.0	1226080.0	1227657.0
sp|P18200|PGPA_ECOLI	sp|P18200|PGPA_ECOLI	pgpA	pgpA	436588.0	435812.0	437107.0	436331.0
sp|P18390|YJJA_ECOLI	sp|P18390|YJJA_ECOLI	yjjA	yjjA	4599694.0		4600189.0	
sp|P18392|RSTB_ECOLI	sp|P18392|RSTB_ECOLI	rstB	rstB	1682881.0	1684595.0	1684183.0	1685897.0
sp|P18393|YBDZ_ECOLI	sp|P18393|YBDZ_ECOLI	ybdZ	ybdZ	613941.0	613164.0	614160.0	613383.0
sp|P18776|DMSB_ECOLI	sp|P18776|DMSB_ECOLI	dmsB	dmsB	943413.0	1664703.0	944031.0	1665321.0
sp|P18777|DMSC_ECOLI	sp|P18777|DMSC_ECOLI	dmsC	dmsC	944032.0	944454.0	944896.0	945318.0
sp|P18811|MALI_ECOLI	sp|P18811|MALI_ECOLI	malI	malI	1698151.0	1699865.0	1699180.0	1700894.0
sp|P18843|NADE_ECOLI	sp|P18843|NADE_ECOLI	nadE	nadE	1822457.0	1824171.0	1823285.0	1824999.0
sp|P18956|GGT_ECOLI	sp|P18956|GGT_ECOLI	ggt	ggt	3585080.0	4053591.0	3586823.0	4055334.0
sp|P19317|NARW_ECOLI	sp|P19317|NARW_ECOLI	narW	narW	1536613.0	1538327.0	1537309.0	1539023.0
sp|P19323|FHLA_ECOLI	sp|P19323|FHLA_ECOLI	fhlA	fhlA	2854337.0		2856416.0	
sp|P19624|PDXA_ECOLI	sp|P19624|PDXA_ECOLI	pdxA	pdxA	52426.0	52426.0	53416.0	53416.0
sp|P19636|EUTC_ECOLI	sp|P19636|EUTC_ECOLI	eutC	eutC	2556409.0	2561855.0	2557297.0	2562743.0
sp|P19642|PTOCB_ECOLI	sp|P19642|PTOCB_ECOLI	malX	malX	1699354.0	1701068.0	1700947.0	1702661.0
sp|P19767|INSA7_ECOLI	sp|P19767|INSA7_ECOLI	insA7	insA7				
sp|P19768|INSJ_ECOLI	sp|P19768|INSJ_ECOLI	insJ	insJ	3720679.0		3721201.0	
sp|P19769|INSK_ECOLI	sp|P19769|INSK_ECOLI	insK	insK	3721197.0		3722049.0	
sp|P19925|ENTD_ECOLI	sp|P19925|ENTD_ECOLI	entD	entD	609458.0	608681.0	610079.0	609302.0
sp|P19926|AGP_ECOLI	sp|P19926|AGP_ECOLI	agp	agp	1065584.0	1066006.0	1066826.0	1067248.0
sp|P19930|HYAD_ECOLI	sp|P19930|HYAD_ECOLI	hyaD	hyaD	1035769.0		1036357.0	
sp|P19931|HYAE_ECOLI	sp|P19931|HYAE_ECOLI	hyaE	hyaE	1036353.0	1036775.0	1036752.0	1037174.0
sp|P19932|HYAF_ECOLI	sp|P19932|HYAF_ECOLI	hyaF	hyaF	1036748.0		1037606.0	
sp|P19934|TOLA_ECOLI	sp|P19934|TOLA_ECOLI	tolA	tolA	776341.0	776763.0	777607.0	778029.0
sp|P20083|PARE_ECOLI	sp|P20083|PARE_ECOLI	parE	parE	3173503.0	3172159.0	3175396.0	3174052.0
sp|P20099|BISC_ECOLI	sp|P20099|BISC_ECOLI	bisC	bisC	3714060.0	3924020.0	3716394.0	3926354.0
sp|P20605|FIC_ECOLI	sp|P20605|FIC_ECOLI	fic	fic	3490860.0		3491463.0	
sp|P20966|PTFBC_ECOLI	sp|P20966|PTFBC_ECOLI	fruA	fruA	2259718.0	2263052.0	2261410.0	2264744.0
sp|P21151|FADA_ECOLI	sp|P21151|FADA_ECOLI	fadA	fadA	4027608.0	3607908.0	4028772.0	3609072.0
sp|P21156|CYSD_ECOLI	sp|P21156|CYSD_ECOLI	cysD	cysD	2875420.0	2874076.0	2876329.0	2874985.0
sp|P21165|PEPQ_ECOLI	sp|P21165|PEPQ_ECOLI	pepQ	pepQ	4031160.0	3604188.0	4032492.0	3605520.0
sp|P21169|DCOR_ECOLI	sp|P21169|DCOR_ECOLI	speC	speC	3107019.0	3105675.0	3109155.0	3107811.0
sp|P21170|SPEA_ECOLI	sp|P21170|SPEA_ECOLI	speA	speA	3083934.0	3082590.0	3085911.0	3084567.0
sp|P21177|FADB_ECOLI	sp|P21177|FADB_ECOLI	fadB	fadB	4028781.0	3605709.0	4030971.0	3607899.0
sp|P21179|CATE_ECOLI	sp|P21179|CATE_ECOLI	katE	katE	1813866.0	1815580.0	1816128.0	1817842.0
sp|P21189|DPO2_ECOLI	sp|P21189|DPO2_ECOLI	polB	polB	63428.0	63428.0	65780.0	65780.0
sp|P21338|RNI_ECOLI	sp|P21338|RNI_ECOLI	rna	rna	644196.0	643419.0	645003.0	644226.0
sp|P21345|GLTP_ECOLI	sp|P21345|GLTP_ECOLI	gltP	gltP	4294480.0	4298070.0	4295794.0	4299384.0
sp|P21361|YCIG_ECOLI	sp|P21361|YCIG_ECOLI	yciG	yciG	1315855.0		1316035.0	
sp|P21362|YCIF_ECOLI	sp|P21362|YCIF_ECOLI	yciF	yciF	1315269.0		1315770.0	
sp|P21363|YCIE_ECOLI	sp|P21363|YCIE_ECOLI	yciE	yciE	1314717.0		1315224.0	
sp|P21365|YCIC_ECOLI	sp|P21365|YCIC_ECOLI	yciC	yciC	1312919.0		1313663.0	
sp|P21367|YCAC_ECOLI	sp|P21367|YCAC_ECOLI	ycaC	ycaC	944930.0		945557.0	
sp|P21369|PNCA_ECOLI	sp|P21369|PNCA_ECOLI	pncA	pncA	1851886.0		1852528.0	
sp|P21418|YDFC_ECOLI	sp|P21418|YDFC_ECOLI	ydfC	ydfC	1648822.0		1649041.0	
sp|P21437|GLPX2_ECOLI	sp|P21437|GLPX2_ECOLI	yggF	yggF	3075216.0	3073872.0	3076182.0	3074838.0
sp|P21499|RNR_ECOLI	sp|P21499|RNR_ECOLI	rnr	rnr	4406653.0	4411333.0	4409095.0	4413775.0
sp|P21503|YCAD_ECOLI	sp|P21503|YCAD_ECOLI	ycaD	ycaD	945870.0		947019.0	
sp|P21507|SRMB_ECOLI	sp|P21507|SRMB_ECOLI	srmB	srmB	2712895.0	2711551.0	2714230.0	2712886.0
sp|P21513|RNE_ECOLI	sp|P21513|RNE_ECOLI	rne	rne	1141181.0	1142758.0	1144367.0	1145944.0
sp|P21514|PDEL_ECOLI	sp|P21514|PDEL_ECOLI	pdeL	pdeL		331594.0		332683.0
sp|P21515|ACPH_ECOLI	sp|P21515|ACPH_ECOLI	acpH	acpH	424336.0	423560.0	424918.0	424142.0
sp|P21517|MALZ_ECOLI	sp|P21517|MALZ_ECOLI	malZ	malZ	422517.0	421738.0	424332.0	423556.0
sp|P21599|KPYK2_ECOLI	sp|P21599|KPYK2_ECOLI	pykA	pykA	1937648.0		1939091.0	
sp|P21645|LPXD_ECOLI	sp|P21645|LPXD_ECOLI	lpxD	lpxD	200970.0	200970.0	201996.0	201996.0
sp|P21693|DBPA_ECOLI	sp|P21693|DBPA_ECOLI	dbpA	dbpA	1409510.0	1411224.0	1410884.0	1412598.0
sp|P21829|YBHA_ECOLI	sp|P21829|YBHA_ECOLI	ybhA	ybhA	797612.0	798034.0	798431.0	798853.0
sp|P21865|KDPD_ECOLI	sp|P21865|KDPD_ECOLI	kdpD	kdpD	721729.0		724414.0	
sp|P21866|KDPE_ECOLI	sp|P21866|KDPE_ECOLI	kdpE	kdpE	721055.0	721477.0	721733.0	722155.0
sp|P21888|SYC_ECOLI	sp|P21888|SYC_ECOLI	cysS	cysS	554610.0	553833.0	555996.0	555219.0
sp|P21889|SYD_ECOLI	sp|P21889|SYD_ECOLI	aspS	aspS	1948749.0	1950463.0	1950522.0	1952236.0
sp|P21893|RECJ_ECOLI	sp|P21893|RECJ_ECOLI	recJ	recJ	3036372.0	3035028.0	3038106.0	3036762.0
sp|P22106|ASNB_ECOLI	sp|P22106|ASNB_ECOLI	asnB	asnB	697512.0	697934.0	699177.0	699599.0
sp|P22186|MRAZ_ECOLI	sp|P22186|MRAZ_ECOLI	mraZ	mraZ	89633.0	89633.0	90092.0	90092.0
sp|P22188|MURE_ECOLI	sp|P22188|MURE_ECOLI	murE	murE	93165.0	93165.0	94653.0	94653.0
sp|P22255|CYSQ_ECOLI	sp|P22255|CYSQ_ECOLI	cysQ	cysQ	4436754.0	4441434.0	4437495.0	4442175.0
sp|P22256|GABT_ECOLI	sp|P22256|GABT_ECOLI	gabT	gabT	2792734.0	2791390.0	2794015.0	2792671.0
sp|P22259|PCKA_ECOLI	sp|P22259|PCKA_ECOLI	pckA	pckA		4105975.0		4107598.0
sp|P22333|ADD_ECOLI	sp|P22333|ADD_ECOLI	add	add	1702232.0	1703946.0	1703234.0	1704948.0
sp|P22523|MUKB_ECOLI	sp|P22523|MUKB_ECOLI	mukB	mukB	976325.0	976747.0	980786.0	981208.0
sp|P22524|MUKE_ECOLI	sp|P22524|MUKE_ECOLI	mukE	mukE	975621.0	976043.0	976326.0	976748.0
sp|P22525|YCBB_ECOLI	sp|P22525|YCBB_ECOLI	ycbB	ycbB				
sp|P22564|RIHC_ECOLI	sp|P22564|RIHC_ECOLI	rihC	rihC	27292.0	27292.0	28207.0	28207.0
sp|P22586|FLIO_ECOLI	sp|P22586|FLIO_ECOLI	fliO	fliO	2021503.0	2023640.0	2021869.0	2024006.0
sp|P22634|MURI_ECOLI	sp|P22634|MURI_ECOLI	murI	murI	4165427.0	3470395.0	4166285.0	3471253.0
sp|P22729|LIVM_ECOLI	sp|P22729|LIVM_ECOLI	livM	livM	3594202.0	4044934.0	3595480.0	4046212.0
sp|P22731|LIVF_ECOLI	sp|P22731|LIVF_ECOLI	livF	livF	3592723.0	4046977.0	3593437.0	4047691.0
sp|P22787|YIFB_ECOLI	sp|P22787|YIFB_ECOLI	yifB	yifB	3948448.0		3949969.0	
sp|P22939|ISPA_ECOLI	sp|P22939|ISPA_ECOLI	ispA	ispA	440201.0	439425.0	441101.0	440325.0
sp|P23003|TRMA_ECOLI	sp|P23003|TRMA_ECOLI	trmA	trmA	4162169.0	3473410.0	4163270.0	3474511.0
sp|P23173|TNAB_ECOLI	sp|P23173|TNAB_ECOLI	tnaB	tnaB	3890235.0	3748107.0	3891483.0	3748980.0
sp|P23200|MGLC_ECOLI	sp|P23200|MGLC_ECOLI	mglC	mglC	2236742.0	2240076.0	2237753.0	2241087.0
sp|P23256|MALY_ECOLI	sp|P23256|MALY_ECOLI	malY	malY	1700956.0	1702670.0	1702129.0	1703843.0
sp|P23305|YIGA_ECOLI	sp|P23305|YIGA_ECOLI	yigA	yigA	3995582.0		3996290.0	
sp|P23325|ARPA_ECOLI	sp|P23325|ARPA_ECOLI	arpA	arpA	4220300.0		4222487.0	
sp|P23331|KITH_ECOLI	sp|P23331|KITH_ECOLI	tdk	tdk	1293526.0	1295103.0	1294144.0	1295721.0
sp|P23367|MUTL_ECOLI	sp|P23367|MUTL_ECOLI	mutL	mutL	4397411.0	4402091.0	4399259.0	4403939.0
sp|P23481|HYFA_ECOLI	sp|P23481|HYFA_ECOLI	hyfA	hyfA	2601200.0	2599856.0	2601818.0	2600474.0
sp|P23482|HYFB_ECOLI	sp|P23482|HYFB_ECOLI	hyfB	hyfB	2601817.0	2600473.0	2603836.0	2602492.0
sp|P23484|FECI_ECOLI	sp|P23484|FECI_ECOLI	fecI	fecI	4517713.0	4522393.0	4518235.0	4522915.0
sp|P23485|FECR_ECOLI	sp|P23485|FECR_ECOLI	fecR	fecR	4516763.0	4521443.0	4517717.0	4522397.0
sp|P23522|GARL_ECOLI	sp|P23522|GARL_ECOLI	garL	garL	3272786.0	3272641.0	3273557.0	3273412.0
sp|P23524|GLXK1_ECOLI	sp|P23524|GLXK1_ECOLI	garK	garK	3270624.0	3270479.0	3271770.0	3271625.0
sp|P23538|PPSA_ECOLI	sp|P23538|PPSA_ECOLI	ppsA	ppsA	1784733.0	1786447.0	1787112.0	1788826.0
sp|P23721|SERC_ECOLI	sp|P23721|SERC_ECOLI	serC	serC	957652.0	958074.0	958741.0	959163.0
sp|P23827|ECOT_ECOLI	sp|P23827|ECOT_ECOLI	eco	eco	2303904.0	2307238.0	2304393.0	2307727.0
sp|P23830|PSS_ECOLI	sp|P23830|PSS_ECOLI	pssA	pssA	2722726.0	2721382.0	2724082.0	2722738.0
sp|P23836|PHOP_ECOLI	sp|P23836|PHOP_ECOLI	phoP	phoP	1189775.0	1191352.0	1190447.0	1192024.0
sp|P23837|PHOQ_ECOLI	sp|P23837|PHOQ_ECOLI	phoQ	phoQ	1188315.0	1189892.0	1189776.0	1191353.0
sp|P23839|YICC_ECOLI	sp|P23839|YICC_ECOLI	yicC	yicC	3816675.0		3817539.0	
sp|P23840|DIND_ECOLI	sp|P23840|DIND_ECOLI	dinD	dinD	3817759.0	3821830.0	3818584.0	3822655.0
sp|P23841|XAPR_ECOLI	sp|P23841|XAPR_ECOLI	xapR	xapR	2521592.0	2527038.0	2522477.0	2527923.0
sp|P23842|PDEA_ECOLI	sp|P23842|PDEA_ECOLI	pdeA	pdeA				
sp|P23843|OPPA_ECOLI	sp|P23843|OPPA_ECOLI	oppA	oppA	1301181.0	1302895.0	1302813.0	1304527.0
sp|P23847|DPPA_ECOLI	sp|P23847|DPPA_ECOLI	dppA	dppA	3706097.0	3932709.0	3707705.0	3934317.0
sp|P23849|TRKG_ECOLI	sp|P23849|TRKG_ECOLI	trkG	trkG	1423781.0		1425239.0	
sp|P23857|PSPE_ECOLI	sp|P23857|PSPE_ECOLI	pspE	pspE	1369688.0	1371402.0	1370003.0	1371717.0
sp|P23862|PRIC_ECOLI	sp|P23862|PRIC_ECOLI	priC	priC	490284.0	489508.0	490812.0	490036.0
sp|P23865|PRC_ECOLI	sp|P23865|PRC_ECOLI	prc	prc	1912767.0	1914481.0	1914816.0	1916530.0
sp|P23869|PPIB_ECOLI	sp|P23869|PPIB_ECOLI	ppiB	ppiB	553942.0	553165.0	554437.0	553660.0
sp|P23871|HEMH_ECOLI	sp|P23871|HEMH_ECOLI	hemH	hemH	498054.0	497278.0	499017.0	498241.0
sp|P23872|AES_ECOLI	sp|P23872|AES_ECOLI	aes	aes	499013.0	498237.0	499973.0	499197.0
sp|P23873|HIPB_ECOLI	sp|P23873|HIPB_ECOLI	hipB	hipB	1592175.0	1593889.0	1592442.0	1594156.0
sp|P23874|HIPA_ECOLI	sp|P23874|HIPA_ECOLI	hipA	hipA	1590853.0	1592567.0	1592176.0	1593890.0
sp|P23876|FEPD_ECOLI	sp|P23876|FEPD_ECOLI	fepD	fepD	621184.0	620407.0	622189.0	621412.0
sp|P23877|FEPG_ECOLI	sp|P23877|FEPG_ECOLI	fepG	fepG	620195.0	619418.0	621188.0	620411.0
sp|P23878|FEPC_ECOLI	sp|P23878|FEPC_ECOLI	fepC	fepC	619383.0	618606.0	620199.0	619422.0
sp|P23882|FMT_ECOLI	sp|P23882|FMT_ECOLI	fmt	fmt	3434213.0	4205254.0	3435161.0	4206202.0
sp|P23883|PUUC_ECOLI	sp|P23883|PUUC_ECOLI	puuC	puuC	1362742.0	1364456.0	1364230.0	1365944.0
sp|P23886|CYDC_ECOLI	sp|P23886|CYDC_ECOLI	cydC	cydC	927473.0	927895.0	929195.0	929617.0
sp|P23890|CADC_ECOLI	sp|P23890|CADC_ECOLI	cadC	cadC	4360395.0	4365073.0	4361934.0	4366612.0
sp|P23893|GSA_ECOLI	sp|P23893|GSA_ECOLI	hemL	hemL	173601.0	173601.0	174882.0	174882.0
sp|P23894|HTPX_ECOLI	sp|P23894|HTPX_ECOLI	htpX	htpX	1911694.0	1913408.0	1912576.0	1914290.0
sp|P23895|EMRE_ECOLI	sp|P23895|EMRE_ECOLI	emrE	emrE	568314.0	567537.0	568647.0	567870.0
sp|P23898|NLPC_ECOLI	sp|P23898|NLPC_ECOLI	nlpC	nlpC	1792266.0		1792731.0	
sp|P23908|ARGE_ECOLI	sp|P23908|ARGE_ECOLI	argE	argE	4153695.0	3481833.0	4154847.0	3482985.0
sp|P23909|MUTS_ECOLI	sp|P23909|MUTS_ECOLI	mutS	mutS	2857092.0	2855748.0	2859654.0	2858310.0
sp|P23910|ARAJ_ECOLI	sp|P23910|ARAJ_ECOLI	araJ	araJ	411296.0	410520.0	412481.0	411705.0
sp|P23917|MAK_ECOLI	sp|P23917|MAK_ECOLI	mak	mak	410143.0	409367.0	411052.0	410276.0
sp|P23930|LNT_ECOLI	sp|P23930|LNT_ECOLI	lnt	lnt	689342.0	689764.0	690881.0	691303.0
sp|P24077|ENTS_ECOLI	sp|P24077|ENTS_ECOLI	entS	entS	622299.0	621522.0	623550.0	622773.0
sp|P24169|DCOS_ECOLI	sp|P24169|DCOS_ECOLI	speF	speF	718261.0	718683.0	720460.0	720882.0
sp|P24171|DCP_ECOLI	sp|P24171|DCP_ECOLI	dcp	dcp	1625334.0	1627048.0	1627380.0	1629094.0
sp|P24174|MANC_ECOLI	sp|P24174|MANC_ECOLI	manC	manC				
sp|P24175|MANB_ECOLI	sp|P24175|MANB_ECOLI	manB	manB				
sp|P24178|YFFB_ECOLI	sp|P24178|YFFB_ECOLI	yffB	yffB	2591246.0		2591603.0	
sp|P24180|ACRE_ECOLI	sp|P24180|ACRE_ECOLI	acrE	acrE	3413863.0	3413718.0	3415021.0	3414876.0
sp|P24182|ACCC_ECOLI	sp|P24182|ACCC_ECOLI	accC	accC	3405916.0	3405771.0	3407266.0	3407121.0
sp|P24186|FOLD_ECOLI	sp|P24186|FOLD_ECOLI	folD	folD	556874.0	556097.0	557741.0	556964.0
sp|P24188|YCEA_ECOLI	sp|P24188|YCEA_ECOLI	yceA	yceA	1116806.0		1117859.0	
sp|P24192|HYPD_ECOLI	sp|P24192|HYPD_ECOLI	hypD	hypD	2852135.0	2850791.0	2853257.0	2851913.0
sp|P24193|HYPE_ECOLI	sp|P24193|HYPE_ECOLI	hypE	hypE	2853253.0	2851909.0	2854264.0	2852920.0
sp|P24197|YGID_ECOLI	sp|P24197|YGID_ECOLI	ygiD	ygiD	3181618.0	3180274.0	3182407.0	3181063.0
sp|P24200|MCRA_ECOLI	sp|P24200|MCRA_ECOLI	mcrA	mcrA	1210345.0	1211922.0	1211179.0	1212756.0
sp|P24202|MRR_ECOLI	sp|P24202|MRR_ECOLI	mrr	mrr	4586948.0	4591628.0	4587863.0	4592543.0
sp|P24203|YJIA_ECOLI	sp|P24203|YJIA_ECOLI	yjiA	yjiA	4587908.0	4592588.0	4588865.0	4593545.0
sp|P24205|LPXM_ECOLI	sp|P24205|LPXM_ECOLI	lpxM	lpxM	1939221.0	1940935.0	1940193.0	1941907.0
sp|P24207|PHEP_ECOLI	sp|P24207|PHEP_ECOLI	pheP	pheP	601958.0	601181.0	603335.0	602558.0
sp|P24211|RHSE_ECOLI	sp|P24211|RHSE_ECOLI	rhsE	rhsE	1527901.0		1529938.0	
sp|P24215|UXUA_ECOLI	sp|P24215|UXUA_ECOLI	uxuA	uxuA	4551635.0	4556315.0	4552820.0	4557500.0
sp|P24216|FLID_ECOLI	sp|P24216|FLID_ECOLI	fliD	fliD	2003871.0	2006008.0	2005278.0	2007415.0
sp|P24218|INTD_ECOLI	sp|P24218|INTD_ECOLI	intD	intD	564814.0		565978.0	
sp|P24224|ACPS_ECOLI	sp|P24224|ACPS_ECOLI	acpS	acpS	2700617.0	2699273.0	2700998.0	2699654.0
sp|P24228|DACB_ECOLI	sp|P24228|DACB_ECOLI	dacB	dacB	3328962.0	3328817.0	3330396.0	3330251.0
sp|P24230|RECG_ECOLI	sp|P24230|RECG_ECOLI	recG	recG	3825209.0	3813123.0	3827291.0	3815205.0
sp|P24232|HMP_ECOLI	sp|P24232|HMP_ECOLI	hmp	hmp	2685834.0		2687025.0	
sp|P24238|YEBB_ECOLI	sp|P24238|YEBB_ECOLI	yebB	yebB	1946250.0		1946853.0	
sp|P24240|ASCB_ECOLI	sp|P24240|ASCB_ECOLI	ascB	ascB	2840989.0	2839645.0	2842414.0	2841070.0
sp|P24241|PTIBC_ECOLI	sp|P24241|PTIBC_ECOLI	ascF	ascF	2839523.0	2838179.0	2840981.0	2839637.0
sp|P24242|ASCG_ECOLI	sp|P24242|ASCG_ECOLI	ascG	ascG	2838253.0	2836909.0	2839264.0	2837920.0
sp|P24244|APPX_ECOLI	sp|P24244|APPX_ECOLI	appX	appX				
sp|P24251|CRL_ECOLI	sp|P24251|CRL_ECOLI	crl	crl	257828.0	257828.0	259006.0	258230.0
sp|P24252|YBGA_ECOLI	sp|P24252|YBGA_ECOLI	ybgA	ybgA	739000.0		739510.0	
sp|P24255|RP54_ECOLI	sp|P24255|RP54_ECOLI	rpoN	rpoN	3344716.0	3344571.0	3346150.0	3346005.0
sp|P24554|RADA_ECOLI	sp|P24554|RADA_ECOLI	radA	radA	4625911.0	4630591.0	4627294.0	4631974.0
sp|P24555|PTRB_ECOLI	sp|P24555|PTRB_ECOLI	ptrB	ptrB	1926778.0	1928492.0	1928839.0	1930553.0
sp|P25396|TEHA_ECOLI	sp|P25396|TEHA_ECOLI	tehA	tehA	1500572.0	1502286.0	1501565.0	1503279.0
sp|P25397|TEHB_ECOLI	sp|P25397|TEHB_ECOLI	tehB	tehB	1501561.0	1503275.0	1502155.0	1503869.0
sp|P25437|FRMA_ECOLI	sp|P25437|FRMA_ECOLI	frmA	frmA	378461.0	377685.0	379571.0	378795.0
sp|P25516|ACNA_ECOLI	sp|P25516|ACNA_ECOLI	acnA	acnA	1335830.0	1337544.0	1338506.0	1340220.0
sp|P25519|HFLX_ECOLI	sp|P25519|HFLX_ECOLI	hflX	hflX	4400671.0	4405351.0	4401952.0	4406632.0
sp|P25522|MNME_ECOLI	sp|P25522|MNME_ECOLI	mnmE	mnmE	3886827.0	3752222.0	3888192.0	3753587.0
sp|P25524|CODA_ECOLI	sp|P25524|CODA_ECOLI	codA	codA	356170.0	355394.0	357454.0	356678.0
sp|P25526|GABD_ECOLI	sp|P25526|GABD_ECOLI	gabD	gabD	2791272.0	2789928.0	2792721.0	2791377.0
sp|P25527|GABP_ECOLI	sp|P25527|GABP_ECOLI	gabP	gabP	2794252.0	2792908.0	2795653.0	2794309.0
sp|P25531|YICR_ECOLI	sp|P25531|YICR_ECOLI	yicR	yicR	3811890.0		3812559.0	
sp|P25534|UBIH_ECOLI	sp|P25534|UBIH_ECOLI	ubiH	ubiH	3052339.0	3050995.0	3053518.0	3052174.0
sp|P25535|UBII_ECOLI	sp|P25535|UBII_ECOLI	ubiI	ubiI	3051114.0	3049770.0	3052317.0	3050973.0
sp|P25536|NTPPA_ECOLI	sp|P25536|NTPPA_ECOLI	yhdE	yhdE	3397784.0	3397639.0	3398378.0	3398233.0
sp|P25539|RIBD_ECOLI	sp|P25539|RIBD_ECOLI	ribD	ribD	433454.0	432678.0	434558.0	433782.0
sp|P25549|ASLA_ECOLI	sp|P25549|ASLA_ECOLI	aslA	aslA	3984351.0	3650673.0	3986007.0	3652329.0
sp|P25550|ASLB_ECOLI	sp|P25550|ASLB_ECOLI	aslB	aslB	3982957.0		3984193.0	
sp|P25552|GPPA_ECOLI	sp|P25552|GPPA_ECOLI	gppA	gppA		3672451.0		3673936.0
sp|P25553|ALDA_ECOLI	sp|P25553|ALDA_ECOLI	aldA	aldA	1488231.0	1489945.0	1489671.0	1491385.0
sp|P25665|METE_ECOLI	sp|P25665|METE_ECOLI	metE	metE	4013052.0	3621366.0	4015314.0	3623628.0
sp|P25666|HTRL_ECOLI	sp|P25666|HTRL_ECOLI	htrL	htrL				
sp|P25714|YIDC_ECOLI	sp|P25714|YIDC_ECOLI	yidC	yidC	3885075.0	3753692.0	3886722.0	3755339.0
sp|P25728|YGBA_ECOLI	sp|P25728|YGBA_ECOLI	ygbA	ygbA	2856452.0		2856806.0	
sp|P25736|END1_ECOLI	sp|P25736|END1_ECOLI	endA	endA	3090346.0	3089002.0	3091054.0	3089710.0
