gene_id,Locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,norm_exp
mrp,b2113,2186538,2187647,2187092,,BW25113_RS11025,54.6503794522981
metG,b2114,2187779,2189812,2188795,metG,BW25113_RS11030,111.555185294709
yehI,b2118,2193758,2197390,2195574,,BW25113_RS11045,3.77431938276472
yehL,b2119,2198075,2199163,2198619,,BW25113_RS11055,0.573448646855964
yehM,b2120,2199174,2201453,2200313,,BW25113_RS11060,1.09833710883488
yehP,b2121,2201446,2202582,2202014,,BW25113_RS11065,0.54590895905698
yehR,b2123,2204704,2205165,2204934,,BW25113_RS11075,0.549466532333262
yehS,b2124,2205205,2205675,2205440,,BW25113_RS11080,59.4271074858069
yehT,b2125,2205722,2206441,2206081,,BW25113_RS11085,13.6862789996814
yehU,b2126,2206438,2208123,2207280,,BW25113_RS11090,9.74466309803996
mlrA,b2127,2208345,2209076,2208710,,BW25113_RS11095,112.573575984073
yehW,b2128,2209224,2209955,2209589,,BW25113_RS11105,4.77020884278787
yehX,b2129,2209960,2210886,2210423,,BW25113_RS11110,10.3157818508969
yehY,b2130,2210879,2212036,2211457,,BW25113_RS11115,4.99316302004476
osmF,b2131,2212043,2212960,2212501,,BW25113_RS11120,30.11840077145
bglX,b2132,2213171,2215468,2214319,,BW25113_RS11125,24.3616577450999
dld,b2133,2215664,2217379,2216521,,BW25113_RS11130,221.749990903597
pbpG,b2134,2217417,2218349,2217883,,BW25113_RS11135,51.2473313419883
yohC,b2135,2218523,2219110,2218816,,BW25113_RS11140,43.5854649049763
yohD,b2136,2219280,2219858,2219569,,BW25113_RS11145,48.3501200931678
yohF,b2137,2219988,2220749,2220368,,BW25113_RS11150,38.8814135055221
dusC,b2140,2222917,2223864,2223390,,BW25113_RS11165,4.74978430154145
yohJ,b2141,2224103,2224501,2224302,,BW25113_RS11170,3.1937555893562
yohK,b2142,2224498,2225193,2224845,,BW25113_RS11175,12.7063625738809
cdd,b2143,2225323,2226207,2225765,,BW25113_RS11180,26.8470735815523
sanA,b2144,2226357,2227076,2226716,,BW25113_RS11185,17.9685929117911
yeiS,b2145,2227079,2227318,2227198,,BW25113_RS11190,40.5570367178405
preT,b2146,2227512,2228750,2228131,,BW25113_RS11195,2.50963361812818
preA,b2147,2228744,2229979,2229361,,BW25113_RS11200,2.17388401481034
mglC,b2148,2230222,2231232,2230727,,BW25113_RS11205,1.62382152664543
mglA,b2149,2231248,2232768,2232008,,BW25113_RS11210,1.67118979985919
mglB,b2150,2232829,2233827,2233328,,BW25113_RS11215,7.35678184934782
galS,b2151,2234107,2235147,2234627,,BW25113_RS11220,2.14278675373508
yeiB,b2152,2235289,2236446,2235867,,BW25113_RS11230,17.8868947468054
folE,b2153,2236463,2237131,2236797,,BW25113_RS11235,924.327090928773
yeiG,b2154,2237389,2238225,2237807,,BW25113_RS11245,122.054489751691
cirA,b2155,2238257,2240248,2239252,,BW25113_RS11250,278.293766063453
lysP,b2156,2240542,2242011,2241276,,BW25113_RS11255,57.2164657062273
yeiE,b2157,2242216,2243097,2242656,,BW25113_RS11260,20.5199965108234
yeiH,b2158,2243196,2244245,2243720,,BW25113_RS11265,4.3319762445594
nfo,b2159,2244319,2245176,2244747,,BW25113_RS11270,364.931280455485
yeiI,b2160,2245179,2246267,2245723,,BW25113_RS11275,9.07533992242077
nupX,b2161,2246374,2247624,2246999,,BW25113_RS11280,0.781576508027004
rihB,b2162,2247724,2248665,2248194,rihB,BW25113_RS11285,0.183820871217794
yeiL,b2163,2248795,2249493,2249144,,BW25113_RS11290,3.17333104810977
psuT,b2164,2249564,2250814,2250189,,BW25113_RS11295,2.10193767124223
psuG,b2165,2250908,2251846,2251377,,BW25113_RS11300,0.525484417810559
psuK,b2166,2251834,2252775,2252304,,BW25113_RS11305,0.0473682732137578
fruA,b2167,2253198,2254889,2254043,,BW25113_RS11310,15.7645325343168
fruK,b2168,2254906,2255844,2255375,,BW25113_RS11315,54.0910439643924
fruB,b2169,2255844,2256974,2256409,,BW25113_RS11320,23.9739433015122
setB,b2170,2257342,2258523,2257932,,BW25113_RS11325,5.58198867814267
yeiP,b2171,2258929,2259501,2259215,,BW25113_RS11335,23.7652194845095
yeiQ,b2172,2259724,2261190,2260457,,BW25113_RS11340,4.46440084516014
yeiR,b2173,2261308,2262294,2261801,,BW25113_RS11345,23.932742378925
lpxT,b2174,2262333,2263046,2262689,,BW25113_RS11350,10.0201771101847
mepS,b2175,2263458,2264024,2263741,,BW25113_RS11355,10.5936257570406
rtn,b2176,2264205,2265761,2264983,,BW25113_RS11360,13.1282436203455
yejA,b2177,2265843,2267657,2266750,,BW25113_RS11365,30.0746444895043
yejB,b2178,2267658,2268752,2268205,,BW25113_RS11370,12.3108115633535
yejE,b2179,2268752,2269777,2269264,,BW25113_RS11375,3.41343200953902
yejF,b2180,2269779,2271368,2270573,,BW25113_RS11380,30.1204866168608
yejG,b2181,2271372,2271716,2271544,,BW25113_RS11385,24.2196514924995
bcr,b2182,2272049,2273239,2272644,,BW25113_RS11390,31.9007878437354
rsuA,b2183,2273267,2273962,2273614,,BW25113_RS11395,73.6388709032989
yejH,b2184,2274111,2275871,2274991,,BW25113_RS11400,22.061478723125
rplY,b2185,2275996,2276280,2276138,,BW25113_RS11405,95.6790131240145
yejK,b2186,2276419,2277426,2276922,,BW25113_RS11410,98.9568595046332
yejL,b2187,2277608,2277835,2277721,,BW25113_RS11415,156.655630131286
yejM,b2188,2277855,2279615,2278735,,BW25113_RS11420,26.9281042877076
insH1,b2192,2282544,2283560,2283052,,BW25113_RS11435,98.791070548385
narP,b2193,2283979,2284626,2284302,,BW25113_RS11445,39.4521804182847
ccmH,b2194,2284837,2285889,2285363,,BW25113_RS11450,3.69038198193526
dsbE,b2195,2285886,2286443,2286164,,BW25113_RS11455,3.82136271339886
ccmF,b2196,2286440,2288383,2287411,,BW25113_RS11460,1.4062308847243
ccmE,b2197,2288380,2288859,2288619,,BW25113_RS11465,4.22755947909135
ccmD,b2198,2288856,2289065,2288960,,BW25113_RS11470,3.67839092467391
ccmC,b2199,2289062,2289799,2289430,,BW25113_RS11475,3.22395891668399
ccmB,b2200,2289841,2290503,2290172,,BW25113_RS11480,0.585439704117316
ccmA,b2201,2290500,2291123,2290811,,BW25113_RS11485,14.761527927741
napC,b2202,2291136,2291738,2291437,,BW25113_RS11490,10.550537438704
napB,b2203,2291748,2292197,2291972,napB,BW25113_RS11495,1.58844431069303
napH,b2204,2292194,2293057,2292625,,BW25113_RS11500,1.78069866589589
napG,b2205,2293044,2293739,2293391,,BW25113_RS11505,0.620220964238074
napA,b2206,2293746,2296232,2294989,,BW25113_RS11510,4.26383062879123
napD,b2207,2296229,2296492,2296360,,BW25113_RS11515,1.06295989288247
napF,b2208,2296482,2296976,2296729,,BW25113_RS11520,6.85498156814414
eco,b2209,2297384,2297872,2297628,,BW25113_RS11530,166.60254256047
mqo,b2210,2298587,2300233,2299410,,BW25113_RS11535,3.91821206990094
yojI,b2211,2300451,2302094,2301272,,BW25113_RS11540,7.48868347922269
alkB,b2212,2302170,2302820,2302495,,BW25113_RS11545,20.6123129776462
ada,b2213,2302820,2303884,2303352,,BW25113_RS11550,55.8692230895781
apbE,b2214,2303958,2305013,2304485,,BW25113_RS11555,8.56363442936651
ompC,b2215,2305125,2306228,2305676,,BW25113_RS11560,3202.0133990858
rcsD,b2216,2306967,2309639,2308303,,BW25113_RS11575,263.803433269801
rcsB,b2217,2309656,2310306,2309981,,BW25113_RS11580,227.738998324436
rcsC,b2218,2310506,2313355,2311930,,BW25113_RS11585,22.1712597623841
atoS,b2219,2313522,2315348,2314435,,BW25113_RS11590,8.16820984460828
atoC,b2220,2315345,2316730,2316037,,BW25113_RS11595,7.43848001433351
atoD,b2221,2316926,2317588,2317257,,BW25113_RS11600,0.0479642290454056
atoA,b2222,2317588,2318238,2317913,,BW25113_RS11605,0.0236841366068789
atoE,b2223,2318235,2319557,2318896,,BW25113_RS11610,0.572852691024317
atoB,b2224,2319588,2320772,2320180,,BW25113_RS11615,1.60013739003856
yfaP,b2225,2320846,2321622,2321234,,BW25113_RS11620,1.05096883562112
yfaQ,b2226,2321627,2323276,2322451,,BW25113_RS11625,0.585439704117316
yfaT,b2229,2327815,2328438,2328126,,BW25113_RS11640,0
yfaA,b2230,2328435,2330123,2329279,,BW25113_RS11645,0.596536827631195
gyrA,b2231,2330272,2332899,2331585,,BW25113_RS11650,192.415478522872
ubiG,b2232,2333046,2333768,2333407,,BW25113_RS11655,227.185441349639
yfaL,b2233,2333896,2337648,2335772,,BW25113_RS11660,5.44140093281216
nrdA,b2234,2338344,2340629,2339486,,BW25113_RS11670,116.965434529833
nrdB,b2235,2340863,2341993,2341428,,BW25113_RS11675,93.0069783750117
yfaE,b2236,2341993,2342247,2342120,,BW25113_RS11680,4.09807792882121
inaA,b2237,2342301,2342951,2342626,,BW25113_RS11685,31.3780934240738
glpQ,b2239,2343414,2344490,2343952,,BW25113_RS11695,10.6902946241478
glpT,b2240,2344495,2345853,2345174,,BW25113_RS11700,1.78069866589589
glpA,b2241,2346126,2347754,2346940,,BW25113_RS11705,0.596536827631195
glpB,b2242,2347744,2349003,2348373,,BW25113_RS11710,1.07139337686754
glpC,b2243,2349000,2350190,2349595,,BW25113_RS11715,1.60013739003856
yfaD,b2244,2350383,2351282,2350832,,BW25113_RS11720,17.8868947468054
rhmA,b2245,2351521,2352324,2351922,,BW25113_RS11730,4.25124361569823
rhmT,b2246,2352342,2353631,2352986,,BW25113_RS11735,0.831852536506881
rhmD,b2247,2353688,2354893,2354290,,BW25113_RS11740,0.107919515352163
rhmR,b2248,2354908,2355690,2355299,,BW25113_RS11745,1.5968777946781
yfaY,b2249,2355910,2357112,2356511,,BW25113_RS11750,24.2196514924995
yfaZ,b2250,2357212,2357754,2357483,,BW25113_RS11755,6.85172197278368
nudI,b2251,2358033,2358458,2358245,,BW25113_RS11760,10.6295989288247
ais,b2252,2358497,2359099,2358798,,BW25113_RS11765,0.347217201189166
arnB,b2253,2359407,2360546,2359976,,BW25113_RS11770,73.1133864854883
arnC,b2254,2360550,2361518,2361034,,BW25113_RS11775,66.282089053951
arnA,b2255,2361518,2363500,2362509,,BW25113_RS11780,26.4301046349255
arnD,b2256,2363497,2364387,2363942,,BW25113_RS11785,3.77312747110143
arnT,b2257,2364387,2366039,2365213,,BW25113_RS11790,2.29141076409727
arnF,b2258,2366371,2366757,2366564,,BW25113_RS11800,3.67839092467391
pmrD,b2259,2366751,2367017,2366884,,BW25113_RS11805,43.6152066782764
menE,b2260,2367127,2368482,2367804,,BW25113_RS11810,3.29679919399957
menC,b2261,2368479,2369441,2368960,,BW25113_RS11815,24.3617563121407
menB,b2262,2369441,2370298,2369869,,BW25113_RS11820,18.0094419942839
menH,b2263,2370313,2371071,2370692,,BW25113_RS11825,14.0302366055101
menD,b2264,2371068,2372738,2371903,,BW25113_RS11830,27.7800832881667
menF,b2265,2372827,2374122,2373474,,BW25113_RS11835,67.4514785726065
elaB,b2266,2374201,2374506,2374353,,BW25113_RS11840,275.981442056775
elaA,b2267,2374561,2375022,2374791,,BW25113_RS11845,19.1452691291458
rbn,b2268,2375087,2376004,2375545,,BW25113_RS11850,8.43385490118055
elaD,b2269,2376192,2377403,2376797,,BW25113_RS11855,7.05212221849146
yfbK,b2270,2377474,2379201,2378337,,BW25113_RS11860,0.667589237451832
yfbL,b2271,2379339,2380310,2379824,,BW25113_RS11865,0.0359731717840542
yfbM,b2272,2380413,2380916,2380664,,BW25113_RS11870,2.12591978576494
yfbN,b2273,2381189,2381905,2381547,,BW25113_RS11875,0
yfbO,b2274,2382114,2382536,2382325,,BW25113_RS11880,0.53747547507191
yfbP,b2275,2382595,2383443,2383019,,BW25113_RS11885,2.14990190028764
nuoN,b2276,2383527,2384984,2384255,,BW25113_RS11890,14.2840077389759
nuoM,b2277,2384991,2386520,2385755,,BW25113_RS11895,170.01741053026
nuoL,b2278,2386684,2388525,2387604,,BW25113_RS11900,23.7328583039935
nuoK,b2279,2388522,2388824,2388673,,BW25113_RS11905,52.0709215922907
nuoJ,b2280,2388821,2389375,2389098,,BW25113_RS11910,48.4285038394009
nuoI,b2281,2389387,2389929,2389658,,BW25113_RS11915,57.9462577478864
nuoH,b2282,2389944,2390921,2390432,,BW25113_RS11920,21.2848957486258
nuoG,b2283,2390918,2393644,2392281,,BW25113_RS11925,151.712707726473
nuoF,b2284,2393697,2395034,2394365,,BW25113_RS11930,39.2815518076059
nuoE,b2285,2395031,2395531,2395281,,BW25113_RS11935,106.001314165632
nuoC,b2286,2395534,2397324,2396429,,BW25113_RS11940,352.628270668785
nuoB,b2287,2397430,2398092,2397761,,BW25113_RS11945,151.16176857221
nuoA,b2288,2398108,2398551,2398329,,BW25113_RS11950,266.564492517089
lrhA,b2289,2399182,2400120,2399651,,BW25113_RS11955,20.7598176560504
alaA,b2290,2401040,2402257,2401648,,BW25113_RS11960,56.9566075280838
yfbR,b2291,2402341,2402940,2402640,,BW25113_RS11965,78.3811156546027
yfbS,b2292,2402999,2404831,2403915,,BW25113_RS11970,4.41259915948716
yfbT,b2293,2404918,2405568,2405243,,BW25113_RS11975,69.5297321072419
yfbU,b2294,2405579,2406073,2405826,,BW25113_RS11980,350.534079851427
yfbV,b2295,2406156,2406611,2406383,,BW25113_RS11985,66.8386437681731
ackA,b2296,2406949,2408151,2407550,,BW25113_RS11995,138.828035507902
pta,b2297,2408226,2410370,2409298,,BW25113_RS12000,62.6977594234817
yfcC,b2298,2410560,2412080,2411320,,BW25113_RS12005,3.36449565106315
yfcD,b2299,2412113,2412655,2412384,,BW25113_RS12010,29.9990145522911
yfcE,b2300,2412713,2413267,2412990,,BW25113_RS12015,145.057681430237
yfcF,b2301,2413320,2413964,2413642,,BW25113_RS12020,17.9024433773431
yfcG,b2302,2414100,2414747,2414423,,BW25113_RS12025,39.8095282456496
folX,b2303,2414804,2415166,2414985,,BW25113_RS12030,203.811809600107
yfcH,b2304,2415187,2416080,2415633,,BW25113_RS12035,152.696849283758
yfcI,b2305,2416128,2417018,2416573,,BW25113_RS12040,6.7755774623944
hisP,b2306,2417215,2417988,2417601,,BW25113_RS12045,8.98332143351381
hisM,b2307,2417996,2418712,2418354,,BW25113_RS12050,31.2167378802849
hisQ,b2308,2418709,2419395,2419052,,BW25113_RS12055,22.1111946305363
hisJ,b2309,2419485,2420267,2419876,,BW25113_RS12060,133.63883108013
argT,b2310,2420488,2421270,2420879,,BW25113_RS12065,96.34746933055
ubiX,b2311,2421536,2422105,2421820,,BW25113_RS12070,5.90842949799108
purF,b2312,2422200,2423717,2422958,,BW25113_RS12075,37.9769829020015
cvpA,b2313,2423754,2424242,2423998,,BW25113_RS12080,4.32229602551886
dedD,b2314,2424501,2425163,2424832,,BW25113_RS12085,19.2411975872366
folC,b2315,2425153,2426421,2425787,,BW25113_RS12090,26.3818972513564
accD,b2316,2426491,2427405,2426948,,BW25113_RS12095,24.4433559100856
dedA,b2317,2427561,2428220,2427890,,BW25113_RS12100,11.8448668311148
truA,b2318,2428303,2429115,2428709,,BW25113_RS12105,14.098517127861
usg,b2319,2429115,2430128,2429621,,BW25113_RS12110,17.3750538235845
pdxB,b2320,2430194,2431330,2430762,,BW25113_RS12115,39.4224386449847
flk,b2321,2431429,2432424,2431926,flk,BW25113_RS12120,68.3798015937083
yfcJ,b2322,2432421,2433599,2433010,,BW25113_RS12125,1.18864024280317
fabB,b2323,2433864,2435084,2434474,,BW25113_RS12130,217.156966185636
mnmC,b2324,2435243,2437249,2436246,,BW25113_RS12135,21.1155789177003
yfcL,b2325,2437370,2437648,2437509,,BW25113_RS12140,34.753917919065
epmC,b2326,2437682,2438230,2437956,,BW25113_RS12145,35.2785084031281
yfcA,b2327,2438230,2439039,2438634,,BW25113_RS12150,29.0934998957624
mepA,b2328,2439039,2439863,2439451,,BW25113_RS12155,12.9353845735099
aroC,b2329,2439867,2440952,2440409,,BW25113_RS12160,75.1872066076644
prmB,b2330,2440987,2441919,2441453,,BW25113_RS12165,757.856206843654
smrB,b2331,2442085,2442636,2442360,,BW25113_RS12170,38.4943862317346
yfcO,b2332,2442707,2443528,2443117,,BW25113_RS12175,62.4009247990444
yfcP,b2333,2443530,2444069,2443799,,BW25113_RS12180,1.23478970683891
yfcQ,b2334,2444066,2444554,2444310,,BW25113_RS12185,0.669377104946776
yfcR,b2335,2444551,2445063,2444807,,BW25113_RS12190,2.59930453998669
yfcS,b2336,2445063,2445815,2445439,,BW25113_RS12195,2.17388401481034
yfcV,b2339,2448562,2449125,2448843,,BW25113_RS12205,0.549168554417438
sixA,b2340,2449806,2450291,2450048,,BW25113_RS12210,109.922171780498
fadJ,b2341,2450494,2452638,2451566,,BW25113_RS12215,12.2474971534318
fadI,b2342,2452638,2453948,2453293,,BW25113_RS12220,21.0806503361616
yfcZ,b2343,2454129,2454413,2454271,,BW25113_RS12225,11.5843413284392
fadL,b2344,2454785,2456125,2455455,,BW25113_RS12230,10.8694200740517
yfdF,b2345,2456491,2457549,2457020,,BW25113_RS12235,0.572852691024317
mlaA,b2346,2457731,2458486,2458108,,BW25113_RS12240,21.0398012536688
yfdC,b2347,2458780,2459712,2459246,,BW25113_RS12245,32.6004584455011
intS,b2349,2460024,2461181,2460602,,BW25113_RS12255,3.34688552473388
gtrA,b2350,2461334,2461696,2461515,,BW25113_RS12260,32.1744600590576
gtrB,b2351,2461693,2462613,2462153,,BW25113_RS12265,41.0597309327917
gtrS,b2352,2462610,2463941,2463275,,BW25113_RS12270,17.6962478368516
yfdK,b2354,2464556,2464996,2464776,,BW25113_RS12280,5.88245130214825
yfdN,b2357,2465866,2466360,2466113,,BW25113_RS12295,0.479642290454056
yfdP,b2359,2467083,2467445,2467264,,BW25113_RS12305,0.525484417810559
yfdQ,b2360,2467511,2468335,2467923,,BW25113_RS12310,0.54590895905698
yfdR,b2361,2468463,2468999,2468731,,BW25113_RS12315,0
yfdS,b2362,2468990,2469352,2469171,,BW25113_RS12320,0.0236841366068789
yfdT,b2363,2469352,2469657,2469504,,BW25113_RS12325,1.57645325343168
dsdC,b2364,2470173,2471108,2470640,,BW25113_RS12335,1.5968777946781
dsdX,b2365,2471326,2472663,2471994,,BW25113_RS12340,4.84778044332942
dsdA,b2366,2472681,2474009,2473345,,BW25113_RS12345,14.2600256244532
emrY,b2367,2474117,2475655,2474886,emrB,BW25113_RS12350,1.76592634628671
emrK,b2368,2475655,2476818,2476236,,BW25113_RS12355,1.64839959699978
evgA,b2369,2477234,2477848,2477541,,BW25113_RS12360,252.232520549068
evgS,b2370,2477853,2481446,2479649,,BW25113_RS12365,41.5652253987198
yfdE,b2371,2481502,2482647,2482074,,BW25113_RS12370,0.693359219469478
yfdV,b2372,2482721,2483665,2483193,,BW25113_RS12375,0.142104819641273
oxc,b2373,2483735,2485429,2484582,,BW25113_RS12380,2.71135948988225
frc,b2374,2485483,2486733,2486108,,BW25113_RS12385,1.60013739003856
yfdX,b2375,2487246,2487881,2487563,,BW25113_RS12390,2.12236221248866
ypdI,b2376,2488177,2488452,2488314,,BW25113_RS12395,6.3058130137267
yfdY,b2377,2488529,2488771,2488650,,BW25113_RS12405,19.9684078768012
lpxP,b2378,2489124,2490044,2489584,,BW25113_RS12410,245.950689649864
alaC,b2379,2490536,2491774,2491155,,BW25113_RS12415,46.6263425996924
ypdA,b2380,2492150,2493847,2492998,,BW25113_RS12420,28.0686352763528
ypdB,b2381,2493862,2494596,2494229,,BW25113_RS12425,42.0747265966288
ypdC,b2382,2494609,2495466,2495037,,BW25113_RS12430,16.4534132820987
fryA,b2383,2495469,2497964,2496716,,BW25113_RS12435,0.686839961599488
ypdE,b2384,2497989,2499026,2498507,,BW25113_RS12440,0.0236841366068789
ypdF,b2385,2499026,2500111,2499568,,BW25113_RS12445,0
fryC,b2386,2500126,2501373,2500749,,BW25113_RS12450,0.549466532333262
fryB,b2387,2501395,2501721,2501558,,BW25113_RS12455,0
glk,b2388,2501940,2502905,2502422,,BW25113_RS12460,18.4156387599764
yfeO,b2389,2503109,2504365,2503737,,BW25113_RS12465,12.0580240605767
ypeC,b2390,2504480,2504806,2504643,,BW25113_RS12470,15.0607808998848
mntH,b2392,2504947,2506185,2505566,,BW25113_RS12480,224.06951921676
nupC,b2393,2506521,2507723,2507122,,BW25113_RS12485,63.7987838535558
insL1,b2394,2507810,2508922,2508366,,BW25113_RS12490,13.3517847490366
yfeA,b2395,2509122,2511311,2510216,,BW25113_RS12495,5.03572787899135
yfeC,b2398,2511946,2512290,2512118,,BW25113_RS12510,99.865723520613
yfeD,b2399,2512292,2512684,2512488,,BW25113_RS12515,9.47914406183648
gltX,b2400,2512736,2514151,2513443,,BW25113_RS12520,81.6158737168848
xapR,b2405,2514952,2515836,2515394,,BW25113_RS12540,10.2543735032171
xapB,b2406,2516088,2517344,2516716,,BW25113_RS12550,1.38254674811742
xapA,b2407,2517404,2518237,2517820,,BW25113_RS12555,0.102122706232108
yfeN,b2408,2518486,2519250,2518868,,BW25113_RS12560,1.11092412192787
yfeR,b2409,2519289,2520215,2519752,,BW25113_RS12565,10.004628479647
yfeH,b2410,2520305,2521303,2520804,,BW25113_RS12570,17.3883540609622
ligA,b2411,2521520,2523535,2522527,ligA,BW25113_RS12580,10.9123186785281
zipA,b2412,2523606,2524592,2524099,,BW25113_RS12585,94.8989626946957
cysZ,b2413,2524822,2525583,2525202,,BW25113_RS12590,107.904171510085
cysK,b2414,2525768,2526739,2526253,,BW25113_RS12595,391.600177089285
ptsH,b2415,2527123,2527380,2527251,,BW25113_RS12600,445.730696875967
ptsI,b2416,2527425,2529152,2528288,,BW25113_RS12605,729.579927658859
crr,b2417,2529193,2529702,2529447,,BW25113_RS12610,594.481433559855
pdxK,b2418,2529745,2530596,2530170,pdxK,BW25113_RS12615,142.800158534533
yfeK,b2419,2530701,2531075,2530888,,BW25113_RS12620,13.7607705686706
yfeS,b2420,2531108,2531842,2531475,,BW25113_RS12625,17.7007335289119
cysM,b2421,2532031,2532942,2532486,,BW25113_RS12630,57.6250187425401
cysA,b2422,2533076,2534173,2533624,,BW25113_RS12635,45.6593111649008
cysW,b2423,2534163,2535038,2534600,,BW25113_RS12640,22.0167565668034
cysU,b2424,2535038,2535871,2535454,,BW25113_RS12645,6.36226564952772
cysP,b2425,2535871,2536887,2536379,,BW25113_RS12650,18.6360199719744
ucpA,b2426,2537191,2537982,2537586,,BW25113_RS12655,11.9345020686231
murR,b2427,2538111,2538968,2538539,,BW25113_RS12660,2.25885980257194
murQ,b2428,2539132,2540028,2539580,,BW25113_RS12665,5.01356939957757
murP,b2429,2540032,2541456,2540744,,BW25113_RS12670,1.1326670006068
yfeW,b2430,2541461,2542765,2542113,,BW25113_RS12675,1.69636382604519
yfeX,b2431,2543005,2543904,2543454,,BW25113_RS12680,147.742819569753
yfeY,b2432,2544000,2544575,2544287,,BW25113_RS12685,144.023579562586
yfeZ,b2433,2544636,2545085,2544860,,BW25113_RS12690,30.5802189392445
ypeA,b2434,2545072,2545497,2545284,,BW25113_RS12695,28.2343879763229
amiA,b2435,2545711,2546580,2546145,,BW25113_RS12700,21.0453549082652
hemF,b2436,2546584,2547483,2547033,,BW25113_RS12705,12.3720851870928
eutR,b2437,2547489,2548541,2548015,,BW25113_RS12710,31.9247699582581
eutK,b2438,2548587,2549087,2548837,,BW25113_RS12715,2.73534160440496
eutL,b2439,2549100,2549759,2549429,,BW25113_RS12720,6.92603397796478
eutC,b2440,2549769,2550656,2550212,,BW25113_RS12725,17.9504076063885
eutB,b2441,2550677,2552038,2551357,,BW25113_RS12730,41.2036236199279
intZ,b2442,2552217,2553425,2552821,,BW25113_RS12735,49.9117024599495
yffL,b2443,2553616,2554257,2553936,,BW25113_RS12740,38.0595480360709
yffM,b2444,2554727,2554972,2554849,,BW25113_RS12745,2.10193767124223
yffN,b2445,2554984,2555352,2555168,,BW25113_RS12750,2.70912025403848
yffO,b2446,2555470,2555886,2555678,,BW25113_RS12755,11.5606571918323
yffP,b2447,2555883,2556476,2556179,,BW25113_RS12760,42.6867850901338
yffQ,b2448,2556951,2557328,2557139,,BW25113_RS12765,17.3409857877484
yffR,b2449,2557339,2557731,2557535,,BW25113_RS12770,35.2483050758003
yffS,b2450,2557882,2558691,2558286,,BW25113_RS12775,23.6827719732592
eutA,b2451,2558840,2560243,2559541,eutA,BW25113_RS12780,0.449339907421274
eutH,b2452,2560240,2561466,2560853,,BW25113_RS12785,3.13803562021333
eutG,b2453,2561683,2562870,2562276,,BW25113_RS12790,0.0359731717840542
eutJ,b2454,2562860,2563696,2563278,,BW25113_RS12795,0
eutE,b2455,2563707,2565110,2564408,,BW25113_RS12800,0.0473682732137578
eutN,b2456,2565122,2565409,2565265,,BW25113_RS12805,0
eutM,b2457,2565516,2565809,2565662,,BW25113_RS12810,0.525484417810559
eutD,b2458,2565848,2566864,2566356,,BW25113_RS12815,0.525484417810559
eutT,b2459,2566861,2567664,2567262,,BW25113_RS12820,0
eutQ,b2460,2567661,2568362,2568011,,BW25113_RS12825,1.58844431069303
eutP,b2461,2568337,2568816,2568576,,BW25113_RS12830,2.66827117154564
eutS,b2462,2568829,2569164,2568996,,BW25113_RS12835,0
maeB,b2463,2569457,2571736,2570596,,BW25113_RS12840,48.5244322974917
talA,b2464,2572025,2572975,2572500,,BW25113_RS12845,295.225673757898
tktB,b2465,2572995,2574998,2573996,,BW25113_RS12850,257.536812061963
ypfG,b2466,2575093,2576136,2575614,,BW25113_RS12855,7.39189385406541
nudK,b2467,2576262,2576837,2576549,,BW25113_RS12860,25.9454547302672
aegA,b2468,2576905,2578884,2577894,,BW25113_RS12865,4.45993174835065
narQ,b2469,2579090,2580790,2579940,,BW25113_RS12870,7.95421261072649
acrD,b2470,2580954,2584067,2582510,,BW25113_RS12875,3.64309549677747
yffB,b2471,2584606,2584962,2584784,,BW25113_RS12885,19.9803989340626
dapE,b2472,2584966,2586093,2585529,,BW25113_RS12890,101.490438981006
ypfH,b2473,2586431,2587129,2586780,,BW25113_RS12900,34.5402009900496
tmcA,b2474,2587203,2589218,2588210,,BW25113_RS12905,33.6931883247779
ypfJ,b2475,2589233,2590096,2589664,,BW25113_RS12910,64.2275196559226
purC,b2476,2590264,2590977,2590620,,BW25113_RS12915,53.1923468819008
bamC,b2477,2591190,2592224,2591707,,BW25113_RS12925,42.8901184904006
dapA,b2478,2592241,2593119,2592680,,BW25113_RS12930,459.635234985958
gcvR,b2479,2593265,2593837,2593551,,BW25113_RS12935,490.604964566686
bcp,b2480,2593837,2594307,2594072,,BW25113_RS12940,546.426223427218
hyfA,b2481,2594560,2595177,2594868,,BW25113_RS12945,2.44617568131569
hyfB,b2482,2595177,2597195,2596186,,BW25113_RS12950,3.79832868201907
hyfC,b2483,2597206,2598153,2597679,hycD,BW25113_RS12955,0.0239821145227028
hyfD,b2484,2598170,2599609,2598889,,BW25113_RS12960,0.0236841366068789
hyfE,b2485,2599621,2600271,2599946,hyfE,BW25113_RS12965,0.525484417810559
hyfF,b2486,2600276,2601856,2601066,,BW25113_RS12970,0.549168554417438
hyfG,b2487,2601846,2603513,2602679,,BW25113_RS12975,4.77672803350879
hyfH,b2488,2603523,2604068,2603795,,BW25113_RS12980,6.85172197278368
hyfI,b2489,2604065,2604823,2604444,,BW25113_RS12985,1.62382152664543
hyfJ,b2490,2604816,2605229,2605022,,BW25113_RS12990,1.57645325343168
hyfR,b2491,2605259,2607271,2606265,,BW25113_RS12995,1.69900050091021
focB,b2492,2607293,2608141,2607717,,BW25113_RS13000,1.61730233592452
yfgO,b2493,2608179,2609240,2608709,,BW25113_RS13005,11.0471638312831
bepA,b2494,2609453,2610916,2610184,,BW25113_RS13010,128.544990605719
